"Año","NºExpediente","Asunto","Carácter Sesión","NºExpediente(Hijo)","Situación","NºExpediente(Sup)","Asunto"
2016,"11/2016/JGL","JGL 14-03-2016","Ordinària","773/2016/ACU","Resuelto","3364/2016/GEN","PROPOSICIÓN MERCADOS TEMÁTICOS 2016"
2016,"11/2016/JGL","JGL 14-03-2016","Ordinària","776/2016/ACU","Resuelto","2088/2016/GEN","Sol·licitud de la societat INVERSIONES TORRE LICEO S.L.U., de successió contractual en contracte d'arrendament subscrit amb la mercantil HOLDING EMPRESARIAL STILHOGAR S.L."
2016,"11/2016/JGL","JGL 14-03-2016","Ordinària","839/2016/ACU","Resuelto","3651/2016/GEN","Aprovació plans pressupostaria a mitjà termini 2017-2019"
2016,"11/2016/JGL","JGL 14-03-2016","Ordinària","811/2016/ACU","Resuelto","7405/2013/GEN","ASSESSORIA JURÍDICA. Recurs Contenciós Administratiu: Execució Sentencia núm. 226 del Jutjat Contenciós Administratiu núm. Nou de València, en Procediment Abreujat núm. 291/2013."
2016,"10/2016/JGL","JGL 07-03-2016","Ordinària","739/2016/ACU","Resuelto","269/2016/GEN","Gestión del Centro Deportivo La Cotxera. Resolución del contrato (172-2010)"
2016,"10/2016/JGL","JGL 07-03-2016","Ordinària","745/2016/ACU","Resuelto","7935/2015/GEN","PROPOSTA ALCALDIA PRESIDENCIA: MODIFICACIÓ MESA CONTRACTACIÓ"
2016,"10/2016/JGL","JGL 07-03-2016","Ordinària","777/2016/ACU","Resuelto","15016/2015/GEN","ASSESSORIA JURIDICA. CORRECCIÓ ERRORS CONVENI"
2016,"10/2016/JGL","JGL 07-03-2016","Ordinària","710/2016/ACU","Resuelto","4784/2015/GEN","ASSESSORIA JURÍDICA. Recurs Contenciós Administratiu: Execució Sentencia núm. 54, del Jutjat Contenciós Administratiu núm. Nou de València, en Procediment Abreujat núm. 93/2015."
2016,"10/2016/JGL","JGL 07-03-2016","Ordinària","729/2016/ACU","Resuelto","3255/2016/GEN","DECLARACIÓN ZONA GRAN AFLUENCIA TURÍSTICA 2016"
2016,"9/2016/JGL","JGL 29-02-2016","Ordinària","594/2016/ACU","Resuelto","1877/2016/GEN","Concurs Instagram Falles de Torrent 2016"
2016,"9/2016/JGL","JGL 29-02-2016","Ordinària","603/2016/ACU","Resuelto","2822/2016/GEN","Designació tècnics municipals per a la comissió tècnica per a l’estudi, valoració i proposta de la gestió de l'Auditori"
2016,"8/2016/JGL","JGL 22-02-2016","Ordinària","523/2016/ACU","Resuelto","2491/2016/GEN","PLA DIRECTOR SMART CITY"
2016,"8/2016/JGL","JGL 22-02-2016","Ordinària","413/2016/ACU","Resuelto","9312/2014/GEN","ASSESSORIA JURÍDICA. Expedient reclamació responsabilitat patrimonial núm. RC-9312-2014, promogut per Carmen T.H.: Desestimat."
2016,"8/2016/JGL","JGL 22-02-2016","Ordinària","411/2016/ACU","Resuelto","7823/2013/GEN","ASSESSORIA JURÍDICA. Expedient reclamació responsabilitat patrimonial núm. RC-7823-2014, promogut per Mirjana P. de A.: Desestimat."
2016,"7/2016/JGL","JGL 15-02-2016","Ordinària","437/2016/ACU","Resuelto","1815/2016/GEN","Premi a l'ús del valencià en les falles 2016 -llegendes-"
2016,"7/2016/JGL","JGL 15-02-2016","Ordinària","281/2016/ACU","Resuelto","164/2016/GEN","ASSESSORIA JURÍDICA. PERSONACIÓ I DESIGNACIÓ DE LLETRAT EN EL PROCEDIMENT ORDINARI NÚM. 695/2015 PROMOGUT PER LLUIS P.B."
2016,"7/2016/JGL","JGL 15-02-2016","Ordinària","494/2016/ACU","Resuelto","494/2016/ACU","Retirada placa commemorativa del pavelló poliesportiu municipal Anabel Medina"
2016,"7/2016/JGL","JGL 15-02-2016","Ordinària","404/2016/ACU","Resuelto","14812/2015/GEN","Procediment obert convocat per a la contractació del servici manteniment del sistema de gestió de RRHH i Nòmines de l¿Ajuntament de Torrent. Aprovació expedient (5-2016)"
2016,"7/2016/JGL","JGL 15-02-2016","Ordinària","426/2016/ACU","Resuelto","13659/2015/GEN","Comissió tècnica de seguiment de la gestió i explotació de les instal·lacions esportives de la ciutat de l'esport i l'oci, Parc Central. Nomenament vocal per l'entitat gestora(3-04)"
2016,"7/2016/JGL","JGL 15-02-2016","Ordinària","431/2016/ACU","Resuelto","2106/2016/GEN","DISTINCIÓN CIUDAD DE LA CIENCIA Y LA INNOVACIÓN 2015"
2016,"7/2016/JGL","JGL 15-02-2016","Ordinària","327/2016/ACU","Resuelto","9121/2015/GEN","Contractació per procediment obert de la Gestió del servici de lEspai de Torrent. Adjudicació contracte (99-2015)"
2016,"7/2016/JGL","JGL 15-02-2016","Ordinària","366/2016/ACU","Resuelto","10405/2015/GEN","Contractació del servici d’activitats de l’espai municipal infantil Parc Central per procediment negociat sense publicitat. Adjudicació contracte”. (Expt. 110-2015)"
2016,"7/2016/JGL","JGL 15-02-2016","Ordinària","410/2016/ACU","Resuelto","2925/2013/GEN","ASSESSORIA JURÍDICA. Expedient reclamació responsabilitat patrimonial núm. RC-2925-2013, promogut per Jose Antonio A.P.: Desestimat."
2016,"7/2016/JGL","JGL 15-02-2016","Ordinària","283/2016/ACU","Resuelto","12695/2015/GEN","Procediment obert convocat per a la contractació del servici relatiu al Programa Municipal de reinserció social de menors sotmesos a mesures judicials: aprovació. (Expt.: 182-2015)"
2016,"7/2016/JGL","JGL 15-02-2016","Ordinària","317/2016/ACU","Resuelto","10157/2015/GEN","Procediment negociat sense publicitat convocat per a la contractació del servici d'assistència tècnica per a la gestió electrònica d'expedients. Adjudicació contracte. (Expt. 104-2015)"
2016,"7/2016/JGL","JGL 15-02-2016","Ordinària","284/2016/ACU","Resuelto","795/2016/GEN","ASSESSORIA JURÍDICA. Personació i designació de Lletrat en el Procediment Abreujat núm. 457/2015 promogut per Josefa M. C."
2016,"7/2016/JGL","JGL 15-02-2016","Ordinària","275/2016/ACU","Resuelto","2198/2010/GEN","ASSESSORIA JURÍDICA. Expedient reclamació responsabilitat patrimonial núm. RC-2198-2010, promogut per Gloria C.G.: desestimat."
2016,"6/2016/JGL","JGL 08-02-2016","Ordinària","377/2016/ACU","Resuelto","269/2016/GEN","Gestió del servici de gestió de centre esportiu ¿La Cotxera¿. Sol¿licitud al Consell Jurídic Consultiu de la Comunitat Valenciana l¿emissió de dictamen en l¿expedient de resolució contractual. (172-2010)"
2016,"6/2016/JGL","JGL 08-02-2016","Ordinària","304/2016/ACU","Resuelto","1454/2016/GEN","PROPUESTA BASES ADJUDICACIÓN PUESTOS DE VENTA NO SEDENTARIA EN SU MODALIDAD DE VENTA AMBULANTE EN UBICACIÓN FIJA 2016"
2016,"5/2016/JGL","JGL 01-02-2016","Ordinària","162/2016/ACU","Resuelto","6224/2015/GEN","ASSESSORIA JURÍDICA. Expedient reclamació responsabilitat patrimonial núm. RC-6224-2015, promogut per Mª DOLORES A.L.: Desestimat."
2016,"5/2016/JGL","JGL 01-02-2016","Ordinària","241/2016/ACU","Resuelto","1207/2016/GEN","APROVACIÓ D'UN CONVENI MARC DE COL·LABORACIÓ ENTRE LA UNIVERSITAT DE VALÈNCIA, ESTUDI GENERAL I L'AJUNTAMENT DE TORRENT"
2016,"5/2016/JGL","JGL 01-02-2016","Ordinària","208/2016/ACU","Resuelto","1003/2016/GEN","FIRMA DE CONVENI DE COOPERACIÓ EDUCATIVA AMB LA UNIVESITAT EUROPEA"
2016,"5/2016/JGL","JGL 01-02-2016","Ordinària","190/2016/ACU","Resuelto","15086/2015/GEN","SERVICI D'ATENCIÓ TELEFÒNICA ""010"". PRORROGA CONTRACTE 2016  (131-09)"
2016,"5/2016/JGL","JGL 01-02-2016","Ordinària","300/2016/ACU","Resuelto","929/2016/GEN","Procediment negociat amb publicitat per a la contractació del servici de recollida, custòdia i adopció d’animals de companyia abandonats, errants o decomissats en el municipi de Torrent"
2016,"5/2016/JGL","JGL 01-02-2016","Ordinària","280/2016/ACU","Resuelto","14311/2015/GEN","Procediment obert convocat per a la contractació del servici d’ assistència informàtica a l’Ajuntament de Torrent: Aprovació. (Expt.: 193-2015)"
2016,"4/2016/JGL","JGL 25-01-2016","Ordinària","180/2016/ACU","Resuelto","4539/2015/GEN","SERVICI DE PERSONAL. DESIGNACIÓ LLETRAT EN PROCEDIMENT ABREVIAT 47/2015"
2016,"4/2016/JGL","JGL 25-01-2016","Ordinària","207/2016/ACU","Resuelto","991/2016/GEN","FIRMA DE CONVENI AMB EL CIPFP COMPLEX EDUCATIU DE XEST"
2016,"4/2016/JGL","JGL 25-01-2016","Ordinària","211/2016/ACU","Resuelto","13356/2015/GEN","Procediment obert convocat per a la contractació del servici desratització i desinsectació del terme de Torrent, desratització, desinsectació i desinfecció de locals municipals, desinsectació de mosquits i les seues larves, programa de control de legionel¿la i manteniment de trampes uv: Aprovació expedient (Expt.183-2015)"
2016,"3/2016/JGL","JGL 18-01-2016","Ordinària","102/2016/ACU","Resuelto","295/2016/GEN","Sol.licitud d´adhesió als acords de collaboració per a evitar la suspensió del subministrament d´energia per raó de la pobresa energètica, a l'empar de lOdre 3/2015, de 23 de desembre, de la Conselleria dHabitatge, Obres Públiques i Vertebració del Territori"
2016,"3/2016/JGL","JGL 18-01-2016","Ordinària","69/2016/ACU","Resuelto","4477/2014/GEN","ASSESSORIA JURÍDICA. Expedient reclamació responsabilitat patrimonial núm. RC-4477-2014, promogut per Ángel Manuel A.M.: Desestimat."
2016,"3/2016/JGL","JGL 18-01-2016","Ordinària","125/2016/ACU","Resuelto","374/2016/GEN","SERVICI DE PERSONAL. INCREMENT RETRIBUCIONS PERSONAL FUNCIONARI, LABORAL I PEROSNAL EVENTUAL"
2016,"3/2016/JGL","JGL 18-01-2016","Ordinària","127/2016/ACU","Resuelto","10157/2015/GEN","Procediment obert convocat per a la contractació del servici d'impressió, escàner i còpia corporatiu de l'Ajuntament de Torrent mitjançant la modalitat de pagament per còpia. Rectificació error material (107-2015).-"
2016,"2/2016/JGL","JGL 12-01-2016 extraordinària i urgent","Extraordinaria i urgent","84/2016/ACU","Resuelto","269/2016/GEN","Gestión del servicio público de las instalaciones deportivas de la Cotxera. Solicitud del concesionario de resolución contractual.- (172-2010)"
2016,"1/2016/JGL","JGL 11-01-2016","Ordinària","55/2016/ACU","Resuelto","10161/2015/GEN","Procediment obert convocat per a la contractació del servici d’ impresió, escáner i còpia corporatiu de l’Ajuntament de Torrent mitjançant la modalitat de pagament per còpia. Rectificació i aprovació expedient (107-2015)"
2016,"1/2016/JGL","JGL 11-01-2016","Ordinària","30/2016/ACU","Resuelto","9173/2015/GEN","Contractació, per procediment obert, del subministrament del vestuari amb destinació a la plantilla de la policia local: Adjudicació contracte (94-15)"
2016,"1/2016/JGL","JGL 11-01-2016","Ordinària","28/2016/ACU","Resuelto","9518/2015/GEN","CONTRATACIÓ PER PROCEDIMENT OBERT DEL PROGRAMA ESCOLA MATINERA. Adjudicació contracte"
2016,"1/2016/JGL","JGL 11-01-2016","Ordinària","5161/2015/ACU","Resuelto","11464/2014/GEN","ASSESSORIA JURÍDICA. Recurs de reposició contra acord de la Junta de Govern Local, de 28/09/2015, pel que se desestima reclamació de responsabilitat patrimonial, interposat per Dámaso S. G.: Desestimació."
2016,"1/2016/JGL","JGL 11-01-2016","Ordinària","5108/2015/ACU","Resuelto","14343/2015/GEN","Medició general i certificació final de les obres d'adaptació i millores complex esportiu Anabel Medina: aprovació (Exp. 203-2014)"
