DATA_REFERENCIA,DISTRICTE,EDAT,SEXE,POBLACIO
2017,DISTRICTE 3,45,Home,321
2014,DISTRICTE 6,53,Dona,256
2015,DISTRICTE 2,24,Home,107
2011,DISTRICTE 5,4,Dona,261
2012,DISTRICTE 6,46,Home,304
2011,DISTRICTE 1,73,Home,98
2013,DISTRICTE 4,81,Home,93
2017,DISTRICTE 2,72,Dona,83
2014,DISTRICTE 5,52,Dona,336
2013,DISTRICTE 4,89,Dona,72
2014,DISTRICTE 4,92,Home,18
2016,DISTRICTE 5,0,Dona,193
2012,DISTRICTE 4,74,Dona,157
2011,DISTRICTE 1,81,Dona,138
2013,DISTRICTE 6,72,Dona,167
2016,DISTRICTE 3,37,Dona,316
2011,DISTRICTE 6,86,Home,38
2013,DISTRICTE 5,59,Dona,292
2011,DISTRICTE 4,76,Home,121
2016,DISTRICTE 5,12,Dona,264
2011,DISTRICTE 3,14,Dona,139
2012,DISTRICTE 4,62,Dona,201
2014,DISTRICTE 5,5,Home,287
2012,DISTRICTE 1,60,Dona,197
2014,DISTRICTE 5,40,Dona,384
2017,DISTRICTE 5,104,Dona,1
2016,DISTRICTE 1,2,Home,209
2012,DISTRICTE 1,55,Home,211
2013,DISTRICTE 6,67,Home,185
2015,DISTRICTE 4,64,Home,169
2014,DISTRICTE 4,97,Dona,7
2016,DISTRICTE 4,16,Home,177
2014,DISTRICTE 1,77,Dona,164
2017,DISTRICTE 1,74,Home,103
2011,DISTRICTE 2,25,Home,158
2014,DISTRICTE 2,91,Dona,21
2011,DISTRICTE 5,40,Home,422
2017,DISTRICTE 4,88,Home,37
2012,DISTRICTE 2,3,Home,185
2015,DISTRICTE 3,96,Dona,5
2016,DISTRICTE 5,7,Home,290
2011,DISTRICTE 2,30,Dona,220
2017,DISTRICTE 5,21,Dona,195
2015,DISTRICTE 5,74,Dona,162
2015,DISTRICTE 1,50,Home,241
2011,DISTRICTE 6,3,Home,293
2014,DISTRICTE 3,32,Dona,293
2015,DISTRICTE 3,13,Dona,145
2012,DISTRICTE 2,11,Dona,107
2016,DISTRICTE 2,46,Home,195
2012,DISTRICTE 3,69,Dona,122
2017,DISTRICTE 3,33,Home,231
2015,DISTRICTE 5,69,Home,186
2014,DISTRICTE 3,27,Home,206
2017,DISTRICTE 5,16,Home,229
2013,DISTRICTE 4,6,Dona,274
2016,DISTRICTE 1,85,Home,53
2014,DISTRICTE 6,51,Home,288
2017,DISTRICTE 1,5,Dona,194
2016,DISTRICTE 4,104,Dona,1
2015,DISTRICTE 6,32,Home,306
2014,DISTRICTE 4,9,Home,229
2017,DISTRICTE 2,60,Dona,81
2016,DISTRICTE 2,51,Dona,124
2014,DISTRICTE 4,14,Dona,184
2017,DISTRICTE 2,55,Home,99
2016,DISTRICTE 4,99,Home,2
2015,DISTRICTE 6,37,Dona,377
2014,DISTRICTE 5,88,Home,29
2013,DISTRICTE 1,22,Dona,158
2015,DISTRICTE 1,88,Home,47
2011,DISTRICTE 4,76,Dona,141
2013,DISTRICTE 2,48,Dona,122
2015,DISTRICTE 3,37,Home,375
2016,DISTRICTE 6,41,Home,402
2013,DISTRICTE 2,43,Home,210
2013,DISTRICTE 3,60,Home,185
2012,DISTRICTE 1,34,Dona,310
2015,DISTRICTE 4,0,Home,229
2015,DISTRICTE 2,74,Dona,75
2016,DISTRICTE 6,46,Dona,307
2015,DISTRICTE 5,43,Home,370
2013,DISTRICTE 3,65,Dona,150
2014,DISTRICTE 5,19,Home,196
2015,DISTRICTE 2,69,Home,73
2016,DISTRICTE 1,21,Home,175
2016,DISTRICTE 3,67,Home,167
2017,DISTRICTE 1,93,Home,13
2013,DISTRICTE 5,16,Home,209
2014,DISTRICTE 2,72,Dona,58
2014,DISTRICTE 1,64,Home,157
2015,DISTRICTE 1,19,Dona,154
2014,DISTRICTE 6,8,Dona,262
2015,DISTRICTE 5,48,Dona,319
2011,DISTRICTE 6,79,Dona,141
2015,DISTRICTE 3,39,Dona,276
2016,DISTRICTE 2,77,Home,39
2011,DISTRICTE 1,4,Home,248
2017,DISTRICTE 3,92,Dona,27
2017,DISTRICTE 5,47,Dona,325
2011,DISTRICTE 5,78,Home,120
2012,DISTRICTE 2,35,Dona,212
2015,DISTRICTE 4,83,Home,80
2016,DISTRICTE 2,82,Dona,45
2011,DISTRICTE 4,5,Dona,228
2017,DISTRICTE 5,59,Dona,291
2017,DISTRICTE 1,24,Dona,161
2016,DISTRICTE 4,9,Dona,263
2012,DISTRICTE 5,88,Home,40
2012,DISTRICTE 6,27,Home,240
2015,DISTRICTE 3,51,Dona,215
2016,DISTRICTE 4,4,Home,229
2016,DISTRICTE 3,55,Home,192
2013,DISTRICTE 5,28,Home,285
2017,DISTRICTE 4,81,Dona,135
2017,DISTRICTE 5,54,Home,316
2012,DISTRICTE 2,23,Dona,140
2017,DISTRICTE 6,63,Dona,212
2014,DISTRICTE 6,89,Home,19
2013,DISTRICTE 4,50,Home,276
2014,DISTRICTE 1,72,Dona,137
2011,DISTRICTE 6,67,Dona,180
2014,DISTRICTE 4,47,Home,300
2014,DISTRICTE 4,52,Dona,259
2016,DISTRICTE 2,65,Home,83
2015,DISTRICTE 4,14,Dona,190
2017,DISTRICTE 6,58,Home,263
2015,DISTRICTE 4,97,Dona,9
2012,DISTRICTE 4,100,Dona,5
2016,DISTRICTE 6,53,Home,278
2011,DISTRICTE 2,6,Home,156
2013,DISTRICTE 1,22,Home,178
2012,DISTRICTE 1,22,Dona,164
2012,DISTRICTE 3,69,Home,86
2014,DISTRICTE 3,27,Dona,214
2016,DISTRICTE 4,92,Dona,40
2012,DISTRICTE 1,17,Home,165
2011,DISTRICTE 2,11,Dona,114
2017,DISTRICTE 4,76,Home,131
2014,DISTRICTE 6,91,Dona,31
2013,DISTRICTE 1,27,Dona,210
2016,DISTRICTE 1,68,Dona,189
2011,DISTRICTE 4,0,Home,253
2015,DISTRICTE 5,36,Dona,414
2014,DISTRICTE 5,81,Home,106
2011,DISTRICTE 2,94,Dona,9
2015,DISTRICTE 5,31,Home,273
2012,DISTRICTE 3,57,Home,192
2015,DISTRICTE 1,31,Dona,219
2015,DISTRICTE 1,26,Home,153
2012,DISTRICTE 4,36,Home,415
2016,DISTRICTE 3,4,Dona,217
2014,DISTRICTE 1,1,Dona,198
2013,DISTRICTE 2,55,Home,97
2011,DISTRICTE 4,83,Home,61
2011,DISTRICTE 4,88,Dona,73
2013,DISTRICTE 5,92,Dona,46
2011,DISTRICTE 6,53,Home,245
2014,DISTRICTE 6,103,Dona,1
2011,DISTRICTE 3,33,Home,398
2011,DISTRICTE 5,54,Dona,290
2015,DISTRICTE 6,51,Home,274
2016,DISTRICTE 2,70,Dona,76
2016,DISTRICTE 3,87,Dona,59
2014,DISTRICTE 1,84,Dona,117
2013,DISTRICTE 6,79,Dona,144
2015,DISTRICTE 6,56,Dona,267
2013,DISTRICTE 4,82,Dona,147
2011,DISTRICTE 1,74,Dona,168
2016,DISTRICTE 6,29,Home,220
2013,DISTRICTE 5,9,Dona,279
2014,DISTRICTE 6,20,Dona,167
2013,DISTRICTE 3,53,Dona,201
2017,DISTRICTE 1,81,Home,81
2016,DISTRICTE 6,34,Dona,332
2013,DISTRICTE 5,4,Home,291
2013,DISTRICTE 1,98,Dona,16
2011,DISTRICTE 5,90,Home,16
2014,DISTRICTE 6,27,Home,234
2011,DISTRICTE 1,54,Home,205
2017,DISTRICTE 6,51,Dona,282
2013,DISTRICTE 4,62,Home,173
2014,DISTRICTE 3,39,Dona,295
2017,DISTRICTE 2,53,Dona,122
2014,DISTRICTE 4,59,Home,176
2016,DISTRICTE 2,58,Dona,94
2017,DISTRICTE 2,48,Home,152
2016,DISTRICTE 3,75,Dona,117
2014,DISTRICTE 5,33,Dona,367
2013,DISTRICTE 1,15,Dona,163
2015,DISTRICTE 6,44,Dona,287
2011,DISTRICTE 4,12,Home,209
2014,DISTRICTE 3,34,Home,313
2017,DISTRICTE 5,66,Home,190
2013,DISTRICTE 4,70,Dona,150
2013,DISTRICTE 1,10,Home,212
2017,DISTRICTE 1,12,Dona,223
2011,DISTRICTE 1,62,Dona,199
2013,DISTRICTE 5,21,Dona,198
2012,DISTRICTE 1,10,Dona,191
2013,DISTRICTE 6,3,Home,311
2017,DISTRICTE 4,69,Dona,191
2016,DISTRICTE 5,76,Dona,102
2011,DISTRICTE 4,95,Home,5
2013,DISTRICTE 2,60,Dona,92
2017,DISTRICTE 5,71,Dona,255
2012,DISTRICTE 3,62,Dona,141
2012,DISTRICTE 5,81,Dona,143
2011,DISTRICTE 5,42,Dona,354
2017,DISTRICTE 6,46,Home,363
2011,DISTRICTE 2,18,Home,130
2011,DISTRICTE 5,7,Home,251
2017,DISTRICTE 1,10,Home,224
2012,DISTRICTE 5,76,Home,105
2011,DISTRICTE 6,55,Dona,255
2015,DISTRICTE 3,63,Dona,174
2016,DISTRICTE 5,88,Dona,107
2016,DISTRICTE 6,91,Home,6
2011,DISTRICTE 6,41,Home,346
2014,DISTRICTE 3,65,Dona,180
2014,DISTRICTE 4,28,Dona,253
2013,DISTRICTE 6,34,Dona,394
2011,DISTRICTE 1,36,Dona,345
2014,DISTRICTE 6,58,Dona,241
2017,DISTRICTE 2,22,Home,117
2011,DISTRICTE 3,83,Dona,81
2013,DISTRICTE 3,15,Dona,145
2017,DISTRICTE 3,90,Home,22
2016,DISTRICTE 5,83,Home,94
2011,DISTRICTE 4,38,Home,422
2017,DISTRICTE 5,97,Dona,11
2016,DISTRICTE 6,22,Dona,180
2016,DISTRICTE 5,0,Home,237
2015,DISTRICTE 3,89,Dona,55
2016,DISTRICTE 1,71,Home,134
2016,DISTRICTE 5,5,Dona,250
2013,DISTRICTE 6,29,Home,277
2017,DISTRICTE 6,13,Dona,192
2017,DISTRICTE 3,42,Dona,306
2014,DISTRICTE 2,22,Dona,113
2015,DISTRICTE 6,6,Home,258
2015,DISTRICTE 2,93,Home,2
2017,DISTRICTE 5,92,Home,14
2014,DISTRICTE 4,97,Home,3
2015,DISTRICTE 1,69,Dona,180
2016,DISTRICTE 3,42,Dona,282
2015,DISTRICTE 1,64,Home,158
2012,DISTRICTE 4,74,Home,121
2013,DISTRICTE 4,12,Home,220
2017,DISTRICTE 3,7,Home,238
2014,DISTRICTE 1,39,Dona,348
2013,DISTRICTE 5,54,Dona,316
2015,DISTRICTE 4,64,Dona,177
2011,DISTRICTE 1,99,Home,1
2015,DISTRICTE 1,57,Dona,205
2012,DISTRICTE 3,24,Dona,226
2012,DISTRICTE 5,43,Dona,358
2011,DISTRICTE 5,80,Dona,153
2017,DISTRICTE 2,98,Dona,1
2016,DISTRICTE 3,30,Dona,220
2011,DISTRICTE 5,45,Home,284
2017,DISTRICTE 2,93,Home,3
2012,DISTRICTE 5,38,Home,447
2012,DISTRICTE 6,65,Dona,156
2013,DISTRICTE 1,60,Dona,196
2016,DISTRICTE 5,12,Home,242
2014,DISTRICTE 2,58,Home,80
2011,DISTRICTE 3,78,Home,89
2014,DISTRICTE 5,43,Home,419
2012,DISTRICTE 2,48,Home,131
2014,DISTRICTE 5,78,Dona,181
2014,DISTRICTE 3,77,Dona,133
2017,DISTRICTE 2,15,Dona,81
2017,DISTRICTE 5,21,Home,204
2012,DISTRICTE 3,19,Home,169
2017,DISTRICTE 6,96,Dona,9
2017,DISTRICTE 2,10,Home,165
2016,DISTRICTE 4,54,Home,276
2017,DISTRICTE 3,78,Home,78
2015,DISTRICTE 6,82,Dona,135
2014,DISTRICTE 3,72,Home,92
2013,DISTRICTE 2,67,Home,75
2013,DISTRICTE 6,41,Home,418
2015,DISTRICTE 2,81,Home,52
2013,DISTRICTE 2,93,Dona,8
2014,DISTRICTE 5,31,Home,333
2016,DISTRICTE 1,11,Dona,215
2015,DISTRICTE 3,25,Home,167
2014,DISTRICTE 2,82,Home,43
2015,DISTRICTE 1,81,Dona,140
2012,DISTRICTE 4,86,Home,49
2015,DISTRICTE 1,76,Home,80
2017,DISTRICTE 1,48,Home,266
2014,DISTRICTE 4,40,Dona,383
2014,DISTRICTE 6,65,Home,187
2017,DISTRICTE 6,70,Home,148
2011,DISTRICTE 1,16,Home,165
2016,DISTRICTE 6,79,Home,93
2013,DISTRICTE 4,24,Home,198
2017,DISTRICTE 2,86,Dona,51
2015,DISTRICTE 4,38,Home,416
2016,DISTRICTE 6,84,Dona,113
2016,DISTRICTE 5,95,Home,6
2013,DISTRICTE 4,32,Dona,318
2016,DISTRICTE 2,32,Home,158
2014,DISTRICTE 4,35,Home,361
2015,DISTRICTE 2,86,Dona,33
2012,DISTRICTE 4,17,Dona,153
2015,DISTRICTE 5,55,Home,287
2017,DISTRICTE 6,105,Dona,1
2011,DISTRICTE 1,24,Dona,215
2016,DISTRICTE 1,59,Home,207
2015,DISTRICTE 6,89,Home,26
2014,DISTRICTE 2,34,Dona,200
2012,DISTRICTE 6,77,Dona,139
2017,DISTRICTE 2,3,Dona,141
2014,DISTRICTE 6,77,Home,98
2017,DISTRICTE 4,31,Home,224
2015,DISTRICTE 6,94,Dona,17
2012,DISTRICTE 5,31,Dona,368
2014,DISTRICTE 1,52,Home,247
2012,DISTRICTE 6,72,Home,87
2012,DISTRICTE 2,60,Home,75
2012,DISTRICTE 4,5,Dona,280
2017,DISTRICTE 3,54,Dona,187
2012,DISTRICTE 2,68,Dona,69
2011,DISTRICTE 6,22,Dona,234
2014,DISTRICTE 3,84,Home,53
2017,DISTRICTE 1,62,Dona,193
2016,DISTRICTE 4,47,Dona,295
2013,DISTRICTE 2,10,Dona,106
2013,DISTRICTE 3,72,Home,103
2011,DISTRICTE 2,56,Dona,63
2016,DISTRICTE 4,42,Home,350
2011,DISTRICTE 3,71,Dona,96
2012,DISTRICTE 1,29,Home,240
2016,DISTRICTE 1,23,Dona,152
2015,DISTRICTE 4,52,Dona,254
2014,DISTRICTE 2,70,Home,46
2012,DISTRICTE 3,12,Dona,168
2012,DISTRICTE 4,88,Dona,79
2011,DISTRICTE 3,66,Home,135
2011,DISTRICTE 5,92,Dona,39
2014,DISTRICTE 4,78,Dona,152
2012,DISTRICTE 1,86,Home,50
2013,DISTRICTE 3,8,Dona,205
2015,DISTRICTE 6,13,Home,219
2014,DISTRICTE 1,46,Dona,294
2013,DISTRICTE 6,41,Dona,297
2015,DISTRICTE 6,18,Dona,191
2012,DISTRICTE 6,46,Dona,285
2016,DISTRICTE 1,78,Home,91
2011,DISTRICTE 3,33,Dona,331
2015,DISTRICTE 1,31,Home,204
2012,DISTRICTE 3,100,Dona,3
2017,DISTRICTE 3,40,Home,347
2014,DISTRICTE 2,15,Dona,92
2016,DISTRICTE 4,35,Dona,303
2014,DISTRICTE 4,73,Home,146
2011,DISTRICTE 3,28,Home,290
2011,DISTRICTE 6,93,Dona,17
2015,DISTRICTE 2,43,Home,181
2015,DISTRICTE 6,101,Dona,1
2011,DISTRICTE 5,21,Home,208
2015,DISTRICTE 4,71,Dona,163
2017,DISTRICTE 2,91,Dona,29
2014,DISTRICTE 3,1,Dona,226
2012,DISTRICTE 3,95,Home,1
2017,DISTRICTE 2,86,Home,23
2017,DISTRICTE 1,81,Dona,146
2013,DISTRICTE 1,53,Dona,236
2011,DISTRICTE 2,94,Home,2
2013,DISTRICTE 1,48,Home,247
2014,DISTRICTE 6,20,Home,214
2012,DISTRICTE 1,3,Home,219
2011,DISTRICTE 1,29,Dona,229
2011,DISTRICTE 6,91,Home,7
2013,DISTRICTE 3,3,Home,246
2014,DISTRICTE 6,32,Home,325
2012,DISTRICTE 2,80,Dona,54
2017,DISTRICTE 6,6,Dona,232
2011,DISTRICTE 1,17,Dona,168
2016,DISTRICTE 1,42,Dona,319
2011,DISTRICTE 6,10,Dona,198
2017,DISTRICTE 2,3,Home,178
2014,DISTRICTE 2,51,Home,149
2015,DISTRICTE 2,55,Home,120
2017,DISTRICTE 6,1,Home,214
2013,DISTRICTE 2,22,Dona,124
2011,DISTRICTE 4,57,Home,201
2011,DISTRICTE 4,62,Dona,206
2015,DISTRICTE 1,102,Home,1
2016,DISTRICTE 6,67,Home,182
2014,DISTRICTE 3,84,Dona,68
2015,DISTRICTE 5,17,Home,197
2016,DISTRICTE 6,72,Dona,170
2013,DISTRICTE 6,53,Dona,265
2017,DISTRICTE 4,19,Home,181
2014,DISTRICTE 1,58,Dona,226
2014,DISTRICTE 6,34,Dona,408
2016,DISTRICTE 5,76,Home,86
2011,DISTRICTE 1,92,Home,11
2016,DISTRICTE 5,81,Dona,159
2014,DISTRICTE 4,66,Dona,182
2016,DISTRICTE 2,51,Home,130
2017,DISTRICTE 6,89,Dona,59
2015,DISTRICTE 3,63,Home,157
2012,DISTRICTE 4,43,Dona,307
2013,DISTRICTE 2,17,Home,98
2014,DISTRICTE 5,71,Dona,195
2012,DISTRICTE 1,79,Dona,154
2012,DISTRICTE 3,12,Home,188
2012,DISTRICTE 6,58,Dona,206
2016,DISTRICTE 1,90,Home,34
2012,DISTRICTE 1,74,Home,98
2013,DISTRICTE 6,48,Home,306
2014,DISTRICTE 2,3,Dona,158
2012,DISTRICTE 3,17,Dona,152
2013,DISTRICTE 5,85,Home,69
2011,DISTRICTE 1,100,Dona,5
2012,DISTRICTE 6,53,Home,275
2017,DISTRICTE 4,24,Dona,175
2012,DISTRICTE 3,5,Dona,181
2017,DISTRICTE 1,55,Home,242
2017,DISTRICTE 2,79,Dona,51
2017,DISTRICTE 2,74,Home,55
2014,DISTRICTE 6,46,Dona,308
2011,DISTRICTE 3,90,Home,10
2015,DISTRICTE 3,77,Dona,107
2015,DISTRICTE 5,93,Dona,31
2016,DISTRICTE 2,39,Home,231
2016,DISTRICTE 4,92,Home,14
2014,DISTRICTE 5,24,Home,206
2014,DISTRICTE 3,13,Dona,176
2017,DISTRICTE 4,12,Dona,254
2014,DISTRICTE 5,59,Dona,285
2017,DISTRICTE 5,85,Dona,132
2015,DISTRICTE 4,45,Home,344
2015,DISTRICTE 5,88,Home,44
2015,DISTRICTE 6,25,Home,222
2016,DISTRICTE 2,44,Dona,145
2012,DISTRICTE 3,0,Home,231
2014,DISTRICTE 3,8,Home,186
2016,DISTRICTE 1,66,Home,150
2013,DISTRICTE 5,66,Dona,228
2012,DISTRICTE 5,50,Home,296
2011,DISTRICTE 6,79,Home,102
2013,DISTRICTE 1,41,Dona,292
2013,DISTRICTE 5,61,Home,239
2012,DISTRICTE 2,22,Home,127
2017,DISTRICTE 5,2,Dona,224
2011,DISTRICTE 5,33,Home,474
2015,DISTRICTE 2,36,Dona,209
2015,DISTRICTE 5,5,Home,297
2011,DISTRICTE 2,37,Dona,144
2014,DISTRICTE 4,85,Home,51
2012,DISTRICTE 2,30,Dona,212
2014,DISTRICTE 4,90,Dona,64
2012,DISTRICTE 3,88,Dona,52
2017,DISTRICTE 3,52,Home,263
2014,DISTRICTE 3,96,Dona,6
2011,DISTRICTE 4,0,Dona,244
2016,DISTRICTE 3,18,Dona,150
2016,DISTRICTE 6,60,Dona,247
2017,DISTRICTE 5,9,Home,279
2012,DISTRICTE 2,10,Home,120
2014,DISTRICTE 3,91,Home,9
2015,DISTRICTE 5,10,Dona,254
2017,DISTRICTE 3,4,Dona,236
2017,DISTRICTE 1,69,Dona,185
2011,DISTRICTE 6,67,Home,174
2013,DISTRICTE 5,78,Dona,180
2015,DISTRICTE 3,6,Dona,221
2013,DISTRICTE 6,60,Home,201
2016,DISTRICTE 3,10,Home,187
2013,DISTRICTE 5,73,Home,92
2014,DISTRICTE 5,95,Home,4
2015,DISTRICTE 2,48,Dona,149
2013,DISTRICTE 2,29,Home,169
2012,DISTRICTE 4,55,Dona,205
2013,DISTRICTE 4,5,Home,277
2015,DISTRICTE 6,96,Home,1
2016,DISTRICTE 1,30,Dona,225
2014,DISTRICTE 4,2,Home,234
2017,DISTRICTE 5,14,Dona,233
2015,DISTRICTE 4,57,Home,221
2014,DISTRICTE 2,63,Home,82
2012,DISTRICTE 6,65,Home,158
2013,DISTRICTE 4,13,Dona,181
2015,DISTRICTE 3,75,Home,63
2014,DISTRICTE 2,98,Dona,4
2017,DISTRICTE 1,67,Home,143
2016,DISTRICTE 3,93,Home,6
2012,DISTRICTE 1,67,Dona,169
2011,DISTRICTE 1,5,Dona,205
2011,DISTRICTE 1,80,Home,70
2013,DISTRICTE 4,88,Home,37
2016,DISTRICTE 5,19,Dona,183
2013,DISTRICTE 6,91,Dona,36
2014,DISTRICTE 1,96,Dona,15
2014,DISTRICTE 6,1,Dona,248
2012,DISTRICTE 5,12,Home,208
2011,DISTRICTE 2,44,Home,160
2016,DISTRICTE 4,85,Dona,118
2016,DISTRICTE 2,32,Dona,193
2016,DISTRICTE 4,80,Home,92
2011,DISTRICTE 2,49,Dona,97
2017,DISTRICTE 5,40,Dona,446
2016,DISTRICTE 5,31,Dona,296
2011,DISTRICTE 5,71,Home,101
2012,DISTRICTE 1,41,Dona,314
2012,DISTRICTE 1,36,Home,357
2013,DISTRICTE 6,86,Home,42
2012,DISTRICTE 5,17,Dona,186
2012,DISTRICTE 3,50,Dona,197
2017,DISTRICTE 1,43,Home,321
2017,DISTRICTE 5,35,Home,333
2012,DISTRICTE 2,42,Dona,142
2014,DISTRICTE 6,70,Home,162
2012,DISTRICTE 5,100,Dona,2
2017,DISTRICTE 3,64,Home,183
2017,DISTRICTE 2,41,Dona,195
2017,DISTRICTE 2,36,Home,242
2012,DISTRICTE 5,95,Home,4
2011,DISTRICTE 3,52,Home,202
2014,DISTRICTE 5,69,Home,166
2014,DISTRICTE 1,14,Home,175
2015,DISTRICTE 5,55,Dona,329
2016,DISTRICTE 6,34,Home,322
2015,DISTRICTE 3,32,Dona,271
2016,DISTRICTE 2,27,Home,149
2015,DISTRICTE 5,50,Home,307
2015,DISTRICTE 6,63,Home,180
2014,DISTRICTE 3,46,Home,278
2014,DISTRICTE 4,40,Home,370
2015,DISTRICTE 1,12,Dona,188
2013,DISTRICTE 4,25,Dona,207
2015,DISTRICTE 2,5,Home,203
2011,DISTRICTE 5,23,Dona,232
2013,DISTRICTE 1,3,Dona,207
2011,DISTRICTE 1,42,Home,301
2014,DISTRICTE 2,1,Home,196
2017,DISTRICTE 3,99,Dona,2
2016,DISTRICTE 3,56,Dona,199
2011,DISTRICTE 4,38,Dona,387
2017,DISTRICTE 4,69,Home,162
2014,DISTRICTE 6,84,Dona,95
2013,DISTRICTE 5,40,Dona,378
2012,DISTRICTE 6,8,Dona,194
2016,DISTRICTE 5,26,Home,212
2013,DISTRICTE 6,98,Home,1
2016,DISTRICTE 3,48,Home,272
2013,DISTRICTE 5,35,Home,442
2017,DISTRICTE 3,16,Dona,177
2014,DISTRICTE 5,21,Dona,223
2015,DISTRICTE 2,10,Dona,133
2012,DISTRICTE 4,93,Dona,21
2011,DISTRICTE 6,60,Dona,180
2017,DISTRICTE 4,57,Home,202
2015,DISTRICTE 4,95,Home,1
2014,DISTRICTE 2,25,Home,133
2011,DISTRICTE 3,40,Home,287
2014,DISTRICTE 1,26,Home,159
2016,DISTRICTE 1,33,Home,244
2016,DISTRICTE 5,38,Home,432
2016,DISTRICTE 5,43,Dona,384
2014,DISTRICTE 2,60,Dona,91
2012,DISTRICTE 4,31,Dona,315
2012,DISTRICTE 1,29,Dona,260
2013,DISTRICTE 3,15,Home,168
2017,DISTRICTE 6,84,Home,69
2011,DISTRICTE 2,56,Home,108
2017,DISTRICTE 4,62,Dona,199
2016,DISTRICTE 6,27,Dona,233
2015,DISTRICTE 4,26,Dona,203
2015,DISTRICTE 1,24,Dona,155
2017,DISTRICTE 5,47,Home,386
2012,DISTRICTE 4,29,Home,280
2015,DISTRICTE 1,19,Home,172
2017,DISTRICTE 1,36,Dona,269
2015,DISTRICTE 3,44,Dona,242
2016,DISTRICTE 2,20,Dona,103
2014,DISTRICTE 1,34,Dona,259
2017,DISTRICTE 3,2,Home,199
2012,DISTRICTE 5,5,Dona,259
2015,DISTRICTE 6,6,Dona,288
2014,DISTRICTE 5,57,Home,247
2016,DISTRICTE 4,73,Dona,139
2011,DISTRICTE 5,83,Home,79
2011,DISTRICTE 3,45,Dona,235
2012,DISTRICTE 5,0,Home,296
2017,DISTRICTE 2,29,Dona,157
2017,DISTRICTE 5,52,Dona,360
2015,DISTRICTE 1,7,Home,217
2012,DISTRICTE 4,17,Home,167
2013,DISTRICTE 5,28,Dona,295
2014,DISTRICTE 2,96,Home,1
2013,DISTRICTE 1,60,Home,157
2013,DISTRICTE 5,23,Home,206
2012,DISTRICTE 6,20,Dona,210
2017,DISTRICTE 6,13,Home,267
2013,DISTRICTE 3,91,Dona,23
2016,DISTRICTE 6,22,Home,221
2013,DISTRICTE 1,65,Dona,188
2012,DISTRICTE 5,88,Dona,86
2012,DISTRICTE 6,15,Home,200
2016,DISTRICTE 1,80,Dona,152
2011,DISTRICTE 6,48,Dona,301
2015,DISTRICTE 1,95,Dona,23
2012,DISTRICTE 4,100,Home,1
2014,DISTRICTE 2,13,Home,125
2011,DISTRICTE 5,35,Dona,450
2013,DISTRICTE 2,67,Dona,75
2011,DISTRICTE 4,45,Home,285
2016,DISTRICTE 3,68,Dona,143
2011,DISTRICTE 4,50,Dona,217
2013,DISTRICTE 2,62,Home,81
2012,DISTRICTE 6,103,Dona,1
2017,DISTRICTE 6,96,Home,3
2015,DISTRICTE 3,77,Home,87
2017,DISTRICTE 1,50,Home,255
2011,DISTRICTE 4,31,Home,368
2014,DISTRICTE 6,51,Dona,295
2013,DISTRICTE 2,88,Dona,33
2011,DISTRICTE 4,36,Dona,407
2016,DISTRICTE 6,1,Home,220
2015,DISTRICTE 5,88,Dona,84
2016,DISTRICTE 2,34,Home,226
2013,DISTRICTE 3,20,Home,164
2015,DISTRICTE 4,40,Home,401
2015,DISTRICTE 5,83,Home,99
2013,DISTRICTE 3,25,Dona,215
2017,DISTRICTE 5,90,Dona,64
2016,DISTRICTE 1,61,Home,172
2012,DISTRICTE 5,45,Home,392
2013,DISTRICTE 5,61,Dona,263
2016,DISTRICTE 6,84,Home,69
2013,DISTRICTE 5,56,Home,245
2016,DISTRICTE 3,27,Home,178
2014,DISTRICTE 1,24,Home,163
2013,DISTRICTE 4,22,Home,177
2014,DISTRICTE 1,29,Dona,234
2017,DISTRICTE 6,20,Dona,207
2016,DISTRICTE 5,90,Home,27
2016,DISTRICTE 6,89,Dona,70
2015,DISTRICTE 5,0,Home,238
2015,DISTRICTE 6,1,Dona,211
2016,DISTRICTE 3,32,Dona,238
2015,DISTRICTE 2,31,Dona,192
2014,DISTRICTE 4,90,Home,20
2017,DISTRICTE 5,7,Dona,248
2013,DISTRICTE 6,27,Dona,265
2017,DISTRICTE 6,15,Home,216
2015,DISTRICTE 2,26,Home,144
2013,DISTRICTE 4,27,Dona,260
2017,DISTRICTE 4,45,Home,406
2014,DISTRICTE 4,95,Dona,15
2014,DISTRICTE 5,85,Dona,125
2017,DISTRICTE 6,98,Home,1
2011,DISTRICTE 3,19,Dona,140
2014,DISTRICTE 2,29,Dona,192
2012,DISTRICTE 6,72,Dona,113
2017,DISTRICTE 5,14,Home,264
2012,DISTRICTE 1,65,Dona,178
2012,DISTRICTE 3,26,Home,238
2016,DISTRICTE 4,49,Dona,318
2015,DISTRICTE 5,5,Dona,246
2012,DISTRICTE 1,60,Home,170
2015,DISTRICTE 3,11,Dona,168
2012,DISTRICTE 6,67,Home,160
2017,DISTRICTE 3,49,Dona,254
2016,DISTRICTE 3,15,Home,143
2013,DISTRICTE 5,68,Home,167
2017,DISTRICTE 4,33,Home,241
2013,DISTRICTE 4,10,Home,240
2013,DISTRICTE 3,96,Dona,7
2012,DISTRICTE 2,63,Dona,78
2012,DISTRICTE 4,60,Dona,189
2011,DISTRICTE 5,35,Home,472
2011,DISTRICTE 6,27,Dona,331
