DATA_REFERENCIA,DISTRICTE,BARRI,SEXE,NIVELL_ESTUDI,POBLACIO
2016,DISTRICTE 5,CAN GONTERES                  ,Dona,Doctorat i Estudis de postgrau,1
2016,DISTRICTE 5,CAN ROCA                      ,Dona,Doctorat i Estudis de postgrau,28
2016,DISTRICTE 5,CAN ROCA                      ,Home,Doctorat i Estudis de postgrau,30
2016,DISTRICTE 5,PLA DEL BON AIRE              ,Dona,Doctorat i Estudis de postgrau,5
2016,DISTRICTE 5,PLA DEL BON AIRE              ,Home,Doctorat i Estudis de postgrau,1
2016,DISTRICTE 5,PLA DEL BON AIRE - EL GARROT  ,Dona,Doctorat i Estudis de postgrau,2
2016,DISTRICTE 5,PLA DEL BON AIRE - EL GARROT  ,Home,Doctorat i Estudis de postgrau,1
2016,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,Dona,Doctorat i Estudis de postgrau,64
2016,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,Home,Doctorat i Estudis de postgrau,50
2016,DISTRICTE 5,SANT PERE                     ,Dona,Doctorat i Estudis de postgrau,115
2016,DISTRICTE 5,SANT PERE                     ,Home,Doctorat i Estudis de postgrau,78
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,Dona,Doctorat i Estudis de postgrau,42
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,Home,Doctorat i Estudis de postgrau,43
2016,DISTRICTE 6,CAN TUSELL                    ,Dona,Doctorat i Estudis de postgrau,3
2016,DISTRICTE 6,CAN TUSELL                    ,Home,Doctorat i Estudis de postgrau,2
2016,DISTRICTE 6,ÈGARA                         ,Dona,Doctorat i Estudis de postgrau,14
2016,DISTRICTE 6,ÈGARA                         ,Home,Doctorat i Estudis de postgrau,6
2016,DISTRICTE 6,FONT DE L ESPARDENYERA        ,Dona,Doctorat i Estudis de postgrau,4
2016,DISTRICTE 6,FONT DE L ESPARDENYERA        ,Home,Doctorat i Estudis de postgrau,2
2016,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,Dona,Doctorat i Estudis de postgrau,36
2016,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,Home,Doctorat i Estudis de postgrau,18
2016,DISTRICTE 6,SANT LLORENÇ                  ,Dona,Doctorat i Estudis de postgrau,5
2016,DISTRICTE 6,SANT LLORENÇ                  ,Home,Doctorat i Estudis de postgrau,1
2016,DISTRICTE 6,SANT PERE NORD                ,Dona,Doctorat i Estudis de postgrau,47
2016,DISTRICTE 6,SANT PERE NORD                ,Home,Doctorat i Estudis de postgrau,31
2016,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Dona,Ensenyament primari incomplert,47
2016,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Home,Ensenyament primari incomplert,52
2016,DISTRICTE 1,CEMENTIRI VELL                ,Dona,Ensenyament primari incomplert,595
2016,DISTRICTE 1,CEMENTIRI VELL                ,Home,Ensenyament primari incomplert,539
2016,DISTRICTE 1,CENTRE                        ,Dona,Ensenyament primari incomplert,1243
2016,DISTRICTE 1,CENTRE                        ,Home,Ensenyament primari incomplert,858
2016,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Dona,Ensenyament primari incomplert,555
2016,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Home,Ensenyament primari incomplert,493
2016,DISTRICTE 1,VALLPARADÍS                   ,Dona,Ensenyament primari incomplert,429
2016,DISTRICTE 1,VALLPARADÍS                   ,Home,Ensenyament primari incomplert,263
2016,DISTRICTE 2,CA N ANGLADA                  ,Dona,Ensenyament primari incomplert,1850
2016,DISTRICTE 2,CA N ANGLADA                  ,Home,Ensenyament primari incomplert,2125
2016,DISTRICTE 2,DISSEMINATS                   ,Dona,Ensenyament primari incomplert,14
2016,DISTRICTE 2,DISSEMINATS                   ,Home,Ensenyament primari incomplert,18
2016,DISTRICTE 2,MONTSERRAT                    ,Dona,Ensenyament primari incomplert,220
2016,DISTRICTE 2,MONTSERRAT                    ,Home,Ensenyament primari incomplert,294
2016,DISTRICTE 2,TORRE-SANA                    ,Dona,Ensenyament primari incomplert,420
2016,DISTRICTE 2,TORRE-SANA                    ,Home,Ensenyament primari incomplert,450
2016,DISTRICTE 2,VILARDELL                     ,Dona,Ensenyament primari incomplert,134
2016,DISTRICTE 2,VILARDELL                     ,Home,Ensenyament primari incomplert,142
2016,DISTRICTE 3,CAN JOFRESA                   ,Dona,Ensenyament primari incomplert,241
2016,DISTRICTE 3,CAN JOFRESA                   ,Home,Ensenyament primari incomplert,243
2016,DISTRICTE 3,CAN PALET                     ,Dona,Ensenyament primari incomplert,1453
2016,DISTRICTE 3,CAN PALET                     ,Home,Ensenyament primari incomplert,1397
2016,DISTRICTE 3,CAN PALET II                  ,Dona,Ensenyament primari incomplert,146
2016,DISTRICTE 3,CAN PALET II                  ,Home,Ensenyament primari incomplert,211
2016,DISTRICTE 3,CAN PARELLADA                 ,Dona,Ensenyament primari incomplert,788
2016,DISTRICTE 3,CAN PARELLADA                 ,Home,Ensenyament primari incomplert,816
2016,DISTRICTE 3,DISSEMINATS                   ,Dona,Ensenyament primari incomplert,3
2016,DISTRICTE 3,DISSEMINATS                   ,Home,Ensenyament primari incomplert,3
2016,DISTRICTE 3,GUADALHORCE                   ,Dona,Ensenyament primari incomplert,158
2016,DISTRICTE 3,GUADALHORCE                   ,Home,Ensenyament primari incomplert,198
2016,DISTRICTE 3,LES FONTS                     ,Dona,Ensenyament primari incomplert,197
2016,DISTRICTE 3,LES FONTS                     ,Home,Ensenyament primari incomplert,191
2016,DISTRICTE 3,P.I. CAN PARELLADA            ,Dona,Ensenyament primari incomplert,1
2016,DISTRICTE 3,P.I. SANTA EULÀLIA            ,Dona,Ensenyament primari incomplert,5
2016,DISTRICTE 3,P.I. SANTA EULÀLIA            ,Home,Ensenyament primari incomplert,32
2016,DISTRICTE 3,P.I. SANTA MARGARIDA          ,Dona,Ensenyament primari incomplert,1
2016,DISTRICTE 3,SEGLE XX                      ,Dona,Ensenyament primari incomplert,487
2016,DISTRICTE 3,SEGLE XX                      ,Home,Ensenyament primari incomplert,445
2016,DISTRICTE 3,XÚQUER                        ,Dona,Ensenyament primari incomplert,112
2016,DISTRICTE 3,XÚQUER                        ,Home,Ensenyament primari incomplert,125
2016,DISTRICTE 4,CA N AURELL                   ,Dona,Ensenyament primari incomplert,1638
2016,DISTRICTE 4,CA N AURELL                   ,Home,Ensenyament primari incomplert,1182
2016,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Dona,Ensenyament primari incomplert,121
2016,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Home,Ensenyament primari incomplert,136
2016,DISTRICTE 4,DISSEMINATS                   ,Dona,Ensenyament primari incomplert,4
2016,DISTRICTE 4,DISSEMINATS                   ,Home,Ensenyament primari incomplert,3
2016,DISTRICTE 4,LA COGULLADA                  ,Dona,Ensenyament primari incomplert,584
2016,DISTRICTE 4,LA COGULLADA                  ,Home,Ensenyament primari incomplert,513
2016,DISTRICTE 4,LA MAURINA                    ,Dona,Ensenyament primari incomplert,951
2016,DISTRICTE 4,LA MAURINA                    ,Home,Ensenyament primari incomplert,1012
2016,DISTRICTE 4,LES MARTINES                  ,Dona,Ensenyament primari incomplert,52
2016,DISTRICTE 4,LES MARTINES                  ,Home,Ensenyament primari incomplert,66
2016,DISTRICTE 4,ROC BLANC                     ,Dona,Ensenyament primari incomplert,454
2016,DISTRICTE 4,ROC BLANC                     ,Home,Ensenyament primari incomplert,526
2016,DISTRICTE 4,VISTA ALEGRE                  ,Dona,Ensenyament primari incomplert,6
2016,DISTRICTE 4,VISTA ALEGRE                  ,Home,Ensenyament primari incomplert,4
2016,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Dona,Ensenyament primari incomplert,819
2016,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Home,Ensenyament primari incomplert,734
2016,DISTRICTE 5,CAN BOADA DEL PI              ,Dona,Ensenyament primari incomplert,193
2016,DISTRICTE 5,CAN BOADA DEL PI              ,Home,Ensenyament primari incomplert,205
2016,DISTRICTE 5,CAN GONTERES                  ,Dona,Ensenyament primari incomplert,47
2016,DISTRICTE 5,CAN GONTERES                  ,Home,Ensenyament primari incomplert,44
2016,DISTRICTE 5,CAN ROCA                      ,Dona,Ensenyament primari incomplert,209
2016,DISTRICTE 5,CAN ROCA                      ,Home,Ensenyament primari incomplert,228
2016,DISTRICTE 5,DISSEMINATS                   ,Dona,Ensenyament primari incomplert,18
2016,DISTRICTE 5,DISSEMINATS                   ,Home,Ensenyament primari incomplert,17
2016,DISTRICTE 5,ELS CAUS - ELS PINETONS       ,Home,Ensenyament primari incomplert,3
2016,DISTRICTE 5,PLA DEL BON AIRE              ,Dona,Ensenyament primari incomplert,345
2016,DISTRICTE 5,PLA DEL BON AIRE              ,Home,Ensenyament primari incomplert,305
2016,DISTRICTE 5,PLA DEL BON AIRE - EL GARROT  ,Dona,Ensenyament primari incomplert,5
2016,DISTRICTE 5,PLA DEL BON AIRE - EL GARROT  ,Home,Ensenyament primari incomplert,6
2016,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,Dona,Ensenyament primari incomplert,1108
2016,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,Home,Ensenyament primari incomplert,1022
2016,DISTRICTE 5,SANT PERE                     ,Dona,Ensenyament primari incomplert,1231
2016,DISTRICTE 5,SANT PERE                     ,Home,Ensenyament primari incomplert,908
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,Dona,Ensenyament primari incomplert,560
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,Home,Ensenyament primari incomplert,426
2016,DISTRICTE 6,CAN TUSELL                    ,Dona,Ensenyament primari incomplert,305
2016,DISTRICTE 6,CAN TUSELL                    ,Home,Ensenyament primari incomplert,301
2016,DISTRICTE 6,DISSEMINATS                   ,Dona,Ensenyament primari incomplert,23
2016,DISTRICTE 6,DISSEMINATS                   ,Home,Ensenyament primari incomplert,16
2016,DISTRICTE 6,ÈGARA                         ,Dona,Ensenyament primari incomplert,519
2016,DISTRICTE 6,ÈGARA                         ,Home,Ensenyament primari incomplert,567
2016,DISTRICTE 6,FONT DE L ESPARDENYERA        ,Dona,Ensenyament primari incomplert,7
2016,DISTRICTE 6,FONT DE L ESPARDENYERA        ,Home,Ensenyament primari incomplert,6
2016,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,Dona,Ensenyament primari incomplert,1385
2016,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,Home,Ensenyament primari incomplert,1523
2016,DISTRICTE 6,SANT LLORENÇ                  ,Dona,Ensenyament primari incomplert,638
2016,DISTRICTE 6,SANT LLORENÇ                  ,Home,Ensenyament primari incomplert,694
2016,DISTRICTE 6,SANT PERE NORD                ,Dona,Ensenyament primari incomplert,1833
2016,DISTRICTE 6,SANT PERE NORD                ,Home,Ensenyament primari incomplert,1826
2016,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Dona,Formació professional de Segon,7
2016,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Home,Formació professional de Segon,8
2016,DISTRICTE 1,CEMENTIRI VELL                ,Dona,Formació professional de Segon,132
2016,DISTRICTE 1,CEMENTIRI VELL                ,Home,Formació professional de Segon,161
2016,DISTRICTE 1,CENTRE                        ,Dona,Formació professional de Segon,398
2016,DISTRICTE 1,CENTRE                        ,Home,Formació professional de Segon,447
2016,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Dona,Formació professional de Segon,106
2016,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Home,Formació professional de Segon,106
2016,DISTRICTE 1,VALLPARADÍS                   ,Dona,Formació professional de Segon,111
2016,DISTRICTE 1,VALLPARADÍS                   ,Home,Formació professional de Segon,116
2016,DISTRICTE 2,CA N ANGLADA                  ,Dona,Formació professional de Segon,153
2016,DISTRICTE 2,CA N ANGLADA                  ,Home,Formació professional de Segon,199
2016,DISTRICTE 2,DISSEMINATS                   ,Home,Formació professional de Segon,3
2016,DISTRICTE 2,MONTSERRAT                    ,Dona,Formació professional de Segon,11
2016,DISTRICTE 2,MONTSERRAT                    ,Home,Formació professional de Segon,10
2016,DISTRICTE 2,TORRE-SANA                    ,Dona,Formació professional de Segon,153
2016,DISTRICTE 2,TORRE-SANA                    ,Home,Formació professional de Segon,186
2016,DISTRICTE 2,VILARDELL                     ,Dona,Formació professional de Segon,3
2016,DISTRICTE 2,VILARDELL                     ,Home,Formació professional de Segon,2
2016,DISTRICTE 3,CAN JOFRESA                   ,Dona,Formació professional de Segon,24
2016,DISTRICTE 3,CAN JOFRESA                   ,Home,Formació professional de Segon,39
2016,DISTRICTE 3,CAN PALET                     ,Dona,Formació professional de Segon,247
2016,DISTRICTE 3,CAN PALET                     ,Home,Formació professional de Segon,273
2016,DISTRICTE 3,CAN PALET II                  ,Dona,Formació professional de Segon,7
2016,DISTRICTE 3,CAN PALET II                  ,Home,Formació professional de Segon,6
2016,DISTRICTE 3,CAN PARELLADA                 ,Dona,Formació professional de Segon,104
2016,DISTRICTE 3,CAN PARELLADA                 ,Home,Formació professional de Segon,123
2016,DISTRICTE 3,DISSEMINATS                   ,Home,Formació professional de Segon,1
2016,DISTRICTE 3,GUADALHORCE                   ,Dona,Formació professional de Segon,10
2016,DISTRICTE 3,GUADALHORCE                   ,Home,Formació professional de Segon,19
2016,DISTRICTE 3,LES FONTS                     ,Dona,Formació professional de Segon,84
2016,DISTRICTE 3,LES FONTS                     ,Home,Formació professional de Segon,93
2016,DISTRICTE 3,P.I. SANTA EULÀLIA            ,Dona,Formació professional de Segon,2
2016,DISTRICTE 3,P.I. SANTA EULÀLIA            ,Home,Formació professional de Segon,2
2016,DISTRICTE 3,SEGLE XX                      ,Dona,Formació professional de Segon,147
2016,DISTRICTE 3,SEGLE XX                      ,Home,Formació professional de Segon,201
2016,DISTRICTE 3,XÚQUER                        ,Dona,Formació professional de Segon,25
2016,DISTRICTE 3,XÚQUER                        ,Home,Formació professional de Segon,23
2016,DISTRICTE 4,CA N AURELL                   ,Dona,Formació professional de Segon,393
2016,DISTRICTE 4,CA N AURELL                   ,Home,Formació professional de Segon,479
2016,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Dona,Formació professional de Segon,38
2016,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Home,Formació professional de Segon,50
2016,DISTRICTE 4,DISSEMINATS                   ,Dona,Formació professional de Segon,1
2016,DISTRICTE 4,LA COGULLADA                  ,Dona,Formació professional de Segon,144
2016,DISTRICTE 4,LA COGULLADA                  ,Home,Formació professional de Segon,149
2016,DISTRICTE 4,LA MAURINA                    ,Dona,Formació professional de Segon,141
2016,DISTRICTE 4,LA MAURINA                    ,Home,Formació professional de Segon,166
2016,DISTRICTE 4,LES MARTINES                  ,Dona,Formació professional de Segon,16
2016,DISTRICTE 4,LES MARTINES                  ,Home,Formació professional de Segon,11
2016,DISTRICTE 4,ROC BLANC                     ,Dona,Formació professional de Segon,174
2016,DISTRICTE 4,ROC BLANC                     ,Home,Formació professional de Segon,174
2016,DISTRICTE 4,VISTA ALEGRE                  ,Dona,Formació professional de Segon,3
2016,DISTRICTE 4,VISTA ALEGRE                  ,Home,Formació professional de Segon,4
2016,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Dona,Formació professional de Segon,138
2016,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Home,Formació professional de Segon,166
2016,DISTRICTE 5,CAN BOADA DEL PI              ,Dona,Formació professional de Segon,26
2016,DISTRICTE 5,CAN BOADA DEL PI              ,Home,Formació professional de Segon,21
2016,DISTRICTE 5,CAN GONTERES                  ,Dona,Formació professional de Segon,7
2016,DISTRICTE 5,CAN GONTERES                  ,Home,Formació professional de Segon,11
2016,DISTRICTE 5,CAN ROCA                      ,Dona,Formació professional de Segon,92
2016,DISTRICTE 5,CAN ROCA                      ,Home,Formació professional de Segon,112
2016,DISTRICTE 5,DISSEMINATS                   ,Dona,Formació professional de Segon,5
2016,DISTRICTE 5,DISSEMINATS                   ,Home,Formació professional de Segon,3
2016,DISTRICTE 5,ELS CAUS - ELS PINETONS       ,Home,Formació professional de Segon,2
2016,DISTRICTE 5,PLA DEL BON AIRE              ,Dona,Formació professional de Segon,37
2016,DISTRICTE 5,PLA DEL BON AIRE              ,Home,Formació professional de Segon,46
2016,DISTRICTE 5,PLA DEL BON AIRE - EL GARROT  ,Dona,Formació professional de Segon,2
2016,DISTRICTE 5,PLA DEL BON AIRE - EL GARROT  ,Home,Formació professional de Segon,3
2016,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,Dona,Formació professional de Segon,288
2016,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,Home,Formació professional de Segon,346
2016,DISTRICTE 5,SANT PERE                     ,Dona,Formació professional de Segon,276
2016,DISTRICTE 5,SANT PERE                     ,Home,Formació professional de Segon,354
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,Dona,Formació professional de Segon,124
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,Home,Formació professional de Segon,157
2016,DISTRICTE 6,CAN TUSELL                    ,Dona,Formació professional de Segon,21
2016,DISTRICTE 6,CAN TUSELL                    ,Home,Formació professional de Segon,36
2016,DISTRICTE 6,DISSEMINATS                   ,Dona,Formació professional de Segon,3
2016,DISTRICTE 6,DISSEMINATS                   ,Home,Formació professional de Segon,2
2016,DISTRICTE 6,ÈGARA                         ,Dona,Formació professional de Segon,63
2016,DISTRICTE 6,ÈGARA                         ,Home,Formació professional de Segon,71
2016,DISTRICTE 6,FONT DE L ESPARDENYERA        ,Dona,Formació professional de Segon,5
2016,DISTRICTE 6,FONT DE L ESPARDENYERA        ,Home,Formació professional de Segon,6
2016,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,Dona,Formació professional de Segon,333
2016,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,Home,Formació professional de Segon,338
2016,DISTRICTE 6,SANT LLORENÇ                  ,Dona,Formació professional de Segon,54
2016,DISTRICTE 6,SANT LLORENÇ                  ,Home,Formació professional de Segon,62
2016,DISTRICTE 6,SANT PERE NORD                ,Dona,Formació professional de Segon,267
2016,DISTRICTE 6,SANT PERE NORD                ,Home,Formació professional de Segon,330
2016,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Dona,Formació professional Primer G,23
2016,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Home,Formació professional Primer G,17
2016,DISTRICTE 1,CEMENTIRI VELL                ,Dona,Formació professional Primer G,193
2016,DISTRICTE 1,CEMENTIRI VELL                ,Home,Formació professional Primer G,170
2016,DISTRICTE 1,CENTRE                        ,Dona,Formació professional Primer G,468
2016,DISTRICTE 1,CENTRE                        ,Home,Formació professional Primer G,404
2016,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Dona,Formació professional Primer G,149
2016,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Home,Formació professional Primer G,161
2016,DISTRICTE 1,VALLPARADÍS                   ,Dona,Formació professional Primer G,118
2016,DISTRICTE 1,VALLPARADÍS                   ,Home,Formació professional Primer G,113
2016,DISTRICTE 2,CA N ANGLADA                  ,Dona,Formació professional Primer G,273
2016,DISTRICTE 2,CA N ANGLADA                  ,Home,Formació professional Primer G,294
2016,DISTRICTE 2,DISSEMINATS                   ,Dona,Formació professional Primer G,3
2016,DISTRICTE 2,DISSEMINATS                   ,Home,Formació professional Primer G,7
2016,DISTRICTE 2,MONTSERRAT                    ,Dona,Formació professional Primer G,30
2016,DISTRICTE 2,MONTSERRAT                    ,Home,Formació professional Primer G,25
2016,DISTRICTE 2,TORRE-SANA                    ,Dona,Formació professional Primer G,185
2016,DISTRICTE 2,TORRE-SANA                    ,Home,Formació professional Primer G,219
2016,DISTRICTE 2,VILARDELL                     ,Dona,Formació professional Primer G,3
2016,DISTRICTE 2,VILARDELL                     ,Home,Formació professional Primer G,13
2016,DISTRICTE 3,CAN JOFRESA                   ,Dona,Formació professional Primer G,61
2016,DISTRICTE 3,CAN JOFRESA                   ,Home,Formació professional Primer G,65
2016,DISTRICTE 3,CAN PALET                     ,Dona,Formació professional Primer G,390
2016,DISTRICTE 3,CAN PALET                     ,Home,Formació professional Primer G,408
2016,DISTRICTE 3,CAN PALET II                  ,Dona,Formació professional Primer G,23
2016,DISTRICTE 3,CAN PALET II                  ,Home,Formació professional Primer G,16
2016,DISTRICTE 3,CAN PARELLADA                 ,Dona,Formació professional Primer G,162
2016,DISTRICTE 3,CAN PARELLADA                 ,Home,Formació professional Primer G,178
2016,DISTRICTE 3,DISSEMINATS                   ,Home,Formació professional Primer G,1
2016,DISTRICTE 3,GUADALHORCE                   ,Dona,Formació professional Primer G,34
2016,DISTRICTE 3,GUADALHORCE                   ,Home,Formació professional Primer G,33
2016,DISTRICTE 3,LES FONTS                     ,Dona,Formació professional Primer G,78
2016,DISTRICTE 3,LES FONTS                     ,Home,Formació professional Primer G,74
2016,DISTRICTE 3,P.I. CAN PARELLADA            ,Home,Formació professional Primer G,1
2016,DISTRICTE 3,P.I. SANTA EULÀLIA            ,Home,Formació professional Primer G,5
2016,DISTRICTE 3,SEGLE XX                      ,Dona,Formació professional Primer G,196
2016,DISTRICTE 3,SEGLE XX                      ,Home,Formació professional Primer G,206
2016,DISTRICTE 3,XÚQUER                        ,Dona,Formació professional Primer G,40
2016,DISTRICTE 3,XÚQUER                        ,Home,Formació professional Primer G,38
2016,DISTRICTE 4,CA N AURELL                   ,Dona,Formació professional Primer G,489
2016,DISTRICTE 4,CA N AURELL                   ,Home,Formació professional Primer G,484
2016,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Dona,Formació professional Primer G,58
2016,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Home,Formació professional Primer G,51
2016,DISTRICTE 4,DISSEMINATS                   ,Dona,Formació professional Primer G,2
2016,DISTRICTE 4,DISSEMINATS                   ,Home,Formació professional Primer G,1
2016,DISTRICTE 4,LA COGULLADA                  ,Dona,Formació professional Primer G,177
2016,DISTRICTE 4,LA COGULLADA                  ,Home,Formació professional Primer G,189
2016,DISTRICTE 4,LA MAURINA                    ,Dona,Formació professional Primer G,189
2016,DISTRICTE 4,LA MAURINA                    ,Home,Formació professional Primer G,236
2016,DISTRICTE 4,LES MARTINES                  ,Dona,Formació professional Primer G,23
2016,DISTRICTE 4,LES MARTINES                  ,Home,Formació professional Primer G,17
2016,DISTRICTE 4,ROC BLANC                     ,Dona,Formació professional Primer G,213
2016,DISTRICTE 4,ROC BLANC                     ,Home,Formació professional Primer G,246
2016,DISTRICTE 4,VISTA ALEGRE                  ,Dona,Formació professional Primer G,2
2016,DISTRICTE 4,VISTA ALEGRE                  ,Home,Formació professional Primer G,6
2016,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Dona,Formació professional Primer G,269
2016,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Home,Formació professional Primer G,255
2016,DISTRICTE 5,CAN BOADA DEL PI              ,Dona,Formació professional Primer G,42
2016,DISTRICTE 5,CAN BOADA DEL PI              ,Home,Formació professional Primer G,40
2016,DISTRICTE 5,CAN GONTERES                  ,Dona,Formació professional Primer G,20
2016,DISTRICTE 5,CAN GONTERES                  ,Home,Formació professional Primer G,20
2016,DISTRICTE 5,CAN ROCA                      ,Dona,Formació professional Primer G,117
2016,DISTRICTE 5,CAN ROCA                      ,Home,Formació professional Primer G,137
2016,DISTRICTE 5,DISSEMINATS                   ,Dona,Formació professional Primer G,2
2016,DISTRICTE 5,DISSEMINATS                   ,Home,Formació professional Primer G,6
2016,DISTRICTE 5,ELS CAUS - ELS PINETONS       ,Dona,Formació professional Primer G,1
2016,DISTRICTE 5,PLA DEL BON AIRE              ,Dona,Formació professional Primer G,89
2016,DISTRICTE 5,PLA DEL BON AIRE              ,Home,Formació professional Primer G,86
2016,DISTRICTE 5,PLA DEL BON AIRE - EL GARROT  ,Home,Formació professional Primer G,2
2016,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,Dona,Formació professional Primer G,408
2016,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,Home,Formació professional Primer G,464
2016,DISTRICTE 5,SANT PERE                     ,Dona,Formació professional Primer G,351
2016,DISTRICTE 5,SANT PERE                     ,Home,Formació professional Primer G,363
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,Dona,Formació professional Primer G,165
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,Home,Formació professional Primer G,181
2016,DISTRICTE 6,CAN TUSELL                    ,Dona,Formació professional Primer G,103
2016,DISTRICTE 6,CAN TUSELL                    ,Home,Formació professional Primer G,61
2016,DISTRICTE 6,DISSEMINATS                   ,Dona,Formació professional Primer G,2
2016,DISTRICTE 6,DISSEMINATS                   ,Home,Formació professional Primer G,2
2016,DISTRICTE 6,ÈGARA                         ,Dona,Formació professional Primer G,121
2016,DISTRICTE 6,ÈGARA                         ,Home,Formació professional Primer G,129
2016,DISTRICTE 6,FONT DE L ESPARDENYERA        ,Dona,Formació professional Primer G,2
2016,DISTRICTE 6,FONT DE L ESPARDENYERA        ,Home,Formació professional Primer G,4
2016,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,Dona,Formació professional Primer G,506
2016,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,Home,Formació professional Primer G,503
2016,DISTRICTE 6,SANT LLORENÇ                  ,Dona,Formació professional Primer G,106
2016,DISTRICTE 6,SANT LLORENÇ                  ,Home,Formació professional Primer G,116
2016,DISTRICTE 6,SANT PERE NORD                ,Dona,Formació professional Primer G,477
2016,DISTRICTE 6,SANT PERE NORD                ,Home,Formació professional Primer G,516
2016,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Dona,"Llicenciat Universitari, Arqui",40
2016,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Home,"Llicenciat Universitari, Arqui",29
2016,DISTRICTE 1,CEMENTIRI VELL                ,Dona,"Llicenciat Universitari, Arqui",297
2016,DISTRICTE 1,CEMENTIRI VELL                ,Home,"Llicenciat Universitari, Arqui",295
2016,DISTRICTE 1,CENTRE                        ,Dona,"Llicenciat Universitari, Arqui",1535
2016,DISTRICTE 1,CENTRE                        ,Home,"Llicenciat Universitari, Arqui",1448
2016,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Dona,"Llicenciat Universitari, Arqui",172
2016,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Home,"Llicenciat Universitari, Arqui",162
2016,DISTRICTE 1,VALLPARADÍS                   ,Dona,"Llicenciat Universitari, Arqui",255
2016,DISTRICTE 1,VALLPARADÍS                   ,Home,"Llicenciat Universitari, Arqui",239
2016,DISTRICTE 2,CA N ANGLADA                  ,Dona,"Llicenciat Universitari, Arqui",154
2016,DISTRICTE 2,CA N ANGLADA                  ,Home,"Llicenciat Universitari, Arqui",133
2016,DISTRICTE 2,DISSEMINATS                   ,Dona,"Llicenciat Universitari, Arqui",1
2016,DISTRICTE 2,DISSEMINATS                   ,Home,"Llicenciat Universitari, Arqui",2
2016,DISTRICTE 2,MONTSERRAT                    ,Dona,"Llicenciat Universitari, Arqui",11
2016,DISTRICTE 2,MONTSERRAT                    ,Home,"Llicenciat Universitari, Arqui",5
2016,DISTRICTE 2,TORRE-SANA                    ,Dona,"Llicenciat Universitari, Arqui",169
2016,DISTRICTE 2,TORRE-SANA                    ,Home,"Llicenciat Universitari, Arqui",125
2016,DISTRICTE 2,VILARDELL                     ,Dona,"Llicenciat Universitari, Arqui",3
