NOM,ANY_NAIXEMENT,SEXE,TOTAL
YERELI AINHOA,2008,D,1
ALEXI AMADO,2008,H,1
DAMARIS,2008,D,1
KAMAR,2008,D,1
NAHIR,2008,D,1
ODIN,2008,H,1
BETH,2008,D,1
TRINITA ISABELLE,2008,D,1
ALEJANDRA,2008,H,1
JOSE MARIA,2008,H,1
ITHAN,2008,H,1
ALAITZ,2008,D,1
ALISON MILEY,2008,D,1
JHON  DAVID,2008,H,1
BARBARA SOFIA,2008,D,1
SAMIRA,2008,D,1
SOHAIB,2008,H,1
IFEOLUWA MODUPE,2008,D,1
ADRIAN LORIEN,2008,H,1
ANDRES LUIS,2008,H,1
ISRAEL,2008,H,1
FREDDY FEDERICO,2008,H,1
JAIRO ANTONIO,2008,H,1
IRATI,2008,D,1
FRANCISCO JAVIER,2008,H,1
DEREK,2008,H,1
NAOUFAL,2008,H,1
AICHA,2008,D,1
LEONARDO DAVID,2008,H,1
SHAIRA,2008,D,1
XIN,2008,D,1
IRACHE,2008,D,1
YASSIM,2008,H,1
HELLEN RACHEL,2008,D,1
ELOI,2008,H,1
ITXEL,2008,D,1
ESPERANZA MARIA,2008,D,1
FRARAH,2008,H,1
WILLIAM AUGUSTO,2008,H,1
ARNAU  IAN,2008,H,1
ABDESSAMAD,2008,H,1
JAMAL,2008,H,1
MARTIN ALONSO,2008,H,1
ZAYD,2008,H,1
INASS,2008,H,1
ASIA,2008,D,1
ROMAN,2008,H,1
JOSEF,2008,H,1
RUTH,2008,D,1
NOAM,2008,H,1
KHADIM,2008,H,1
ROBERT SNAIDER,2008,H,1
MAJID,2008,H,1
KAUTAR,2008,D,1
MARISOL,2008,D,1
LAURA ALEXANDRA,2008,D,1
ANDREA ZULAY,2008,D,1
KENZA,2008,D,1
HUI,2008,D,1
JORDINA,2008,D,1
LUZ YANINA,2008,D,1
ANDRA NICOLETA,2008,D,1
ARELYS ANAHI,2008,D,1
SEINABOU,2008,D,1
NATANAEL YERAY,2008,H,1
ERIC PETER,2008,H,1
TOMEU,2008,H,1
LILI,2008,D,1
AYLIN,2008,D,1
ERIC,2008,D,1
ISIDRE,2008,H,1
SHAILA,2008,D,1
EDUARDO AITOR,2008,H,1
BRANDON,2008,H,1
GUILLEM ISAIS,2008,D,1
FABRIZIO LUIGI,2008,H,1
JEAN POL,2008,H,1
MANAR,2008,D,1
CAUETANO,2008,H,1
LARRUN,2008,H,1
MAM SOUKEYE,2008,D,1
IKER ADRIAN,2008,H,1
KILYAN,2008,H,1
NEUS,2008,D,1
CARLA,2008,H,1
XI,2008,H,1
JARED,2008,H,1
NAOMI,2008,D,1
NAISSAE,2008,D,1
MADISON DESIREE,2008,D,1
PEDRO NETO,2008,H,1
AINOA NICOLE,2008,D,1
JOAQUIN,2008,H,1
BADRIA,2008,D,1
NICOLE,2008,D,1
LEONIDAS,2008,H,1
KARAFA,2008,H,1
ELIANA CECILIA,2008,D,1
MOHAMED BEDA,2008,H,1
MARUA,2008,D,1
AMAL,2008,D,1
ALOK,2008,H,1
MANEL,2008,H,1
MINERVA,2008,D,1
FIRDAWS,2008,D,1
JULIA,2008,H,1
CHEN LAI,2008,D,1
LATIFA,2008,D,1
ENRIC VALENTI,2008,H,1
LAMIA,2008,D,1
JEREMY SAMUEL,2008,H,1
FREDERIC JAVIER,2008,H,1
DOUNIA,2008,D,1
ALEXANDER,2008,H,1
HAO ZHE,2008,H,1
RIHAB,2008,D,1
NABIL,2008,H,1
WIJDAN,2008,D,1
WILMA MARGARITA,2008,D,1
GLORIA,2008,D,1
ARNAU JAUL,2008,H,1
LEONARDO MOISES,2008,H,1
DYLAN DANIEL,2008,H,1
MAHMOUD,2008,H,1
ANASTASIA SHEYLA,2008,D,1
YANN,2008,H,1
SAMUEL,2008,H,1
HADI,2008,H,1
DORIAN GABRIEL,2008,H,1
SANTIAGO EZEQUIEL,2008,H,1
IVETTE,2008,D,1
ARIANA,2008,D,1
ARAN,2008,D,1
IONE,2008,D,1
BELIT,2008,D,1
URIEL,2008,H,1
HALIMA,2008,D,1
SAMI,2008,H,1
MARIA ANDREA,2008,D,1
AMELIA,2008,D,1
MIA,2008,H,1
SHAHEEN FATIMA,2008,D,1
KORAYMA,2008,D,1
ADABELLA,2008,D,1
KAWTHAR,2008,D,1
ABDELHADI,2008,H,1
TANIT,2008,D,1
HEILLIN ROSER,2008,D,1
HEIDI DAMMAR,2008,D,1
NAYRA,2008,D,1
IAN JAREL,2008,H,1
JUSTO,2008,H,1
MAME BOURY,2008,D,1
FLERIDEL,2008,H,1
JUAN CARLOS,2008,D,1
SHEILA ALEXANDRA,2008,D,1
ALETH,2008,D,1
EL HADJI OUSSEYNOU,2008,H,1
ALEJANDRO NICOLAI,2008,H,1
DANTE,2008,H,1
ADAIR,2008,H,1
CESC,2008,H,1
ESMERALDA,2008,D,1
JENNIFER AILEN,2008,D,1
GIORGIA,2008,D,1
SELENIA,2008,D,1
WALTER DANIEL,2008,H,1
JONATHAN  DANIEL,2008,H,1
JAUME,2008,H,1
HAROUN,2008,H,1
MUHAMMAD,2008,H,1
LOBNA,2008,D,1
JOAQUIN PEDRO,2008,H,1
CORAIMA,2008,D,1
AZAHARA,2008,D,1
LEONARD JORDI,2008,H,1
ROBERT ANDREI,2008,H,1
SELENE JERI,2008,D,1
JOAN ANDREU,2008,H,1
MARTINAQ,2008,D,1
JOSBETH ADRIAN,2008,H,1
NICANOR,2008,H,1
MOHAMED SAAD,2008,H,1
RAHMA,2008,D,1
BANYA,2008,D,1
NAIAVA,2008,D,1
EBEN,2008,H,1
HELLEN NADIUSKA,2008,D,1
KELLY,2008,D,1
DANIEL ANTONIO,2008,H,1
CRISTIAN JUNIOR,2008,H,1
HUSSEIN,2008,H,1
JAD,2008,H,1
VIANNI NICOLE,2008,D,1
FANNY,2008,D,1
CINDY NOELIA,2008,D,1
NEVA,2008,D,1
ASMAE,2008,D,1
JONATAN,2008,H,1
NAIA,2008,D,1
SANAIA,2008,D,1
SAMAR,2008,D,1
AMADOU OURRY,2008,H,1
JOAQUIM,2008,H,1
SAYF EDDINE,2008,H,1
NOURA,2008,D,1
ALPHA THIAWO,2008,H,1
ABDELRAHMAN,2008,H,1
SALIM,2008,H,1
AGNES,2008,D,1
RAFAEL,2008,H,1
FAHD,2008,H,1
DYLAN ISAAC,2008,H,1
HIND,2008,D,1
ABDELHAKIM,2008,H,1
BERITAN,2008,D,1
MOHAMED AYMAN,2008,H,1
YUMARA,2008,D,1
STEFAN,2008,H,1
JAN POL,2008,H,1
GEMMA,2008,D,1
LUNA,2008,D,1
YUMALAY,2008,D,1
NIOBE,2008,D,1
VICTORIA MBENE,2008,D,1
ALDANA,2008,D,1
SEBASTIAN EDUARDO,2008,H,1
EMMA MELISSA,2008,D,1
ALMUDENA,2008,D,1
MAIA GABRIELA,2008,D,1
ALEJO,2008,H,1
ANDREU,2008,H,1
PAU VICENÇ,2008,H,1
DAMIAN,2008,H,1
JOAO,2008,H,1
MOHAMED ANAS,2008,H,1
JESSICA,2008,D,1
OUMAIMA,2008,D,1
KEYLA,2008,D,1
ANNA GISELA,2008,D,1
MIGUEL ANDRE,2008,H,1
SEBASTIAN,2008,H,1
NDEYE PENDA,2008,D,1
ANUK,2008,D,1
YVETTE,2008,D,1
JOHAN,2008,H,1
EMANUEL,2008,H,1
DANAE,2008,D,1
XUAN YI,2008,D,1
JOANA,2008,D,1
AITANA IRENE,2008,D,1
ANNA MARIA,2008,D,1
BTISSAM,2008,D,1
JOAN PAU,2008,H,1
CHAIMAA,2008,D,1
TOMMY,2008,H,1
LUNA ESCARLATA,2008,D,1
ANGELINA,2008,D,1
MOAD,2008,H,1
ELISABET,2008,D,1
MELANIE NICOLE,2008,D,1
WEN ZE,2008,H,1
ALMA,2008,D,1
AITANA NOELIA,2008,D,1
AMIR,2008,H,1
ARITZ,2008,H,1
IJLAL,2008,D,1
KALEN ROSITA,2008,D,1
MARIA VICTORIA,2008,D,1
OUMOU KANTOM,2008,D,1
ZIYAD,2008,H,1
EVELYN,2008,D,1
NILS,2008,H,1
KENNY GUSTAVO,2008,H,1
TELMA,2008,D,1
ARAN,2008,H,1
ALEJANDRO JOSE,2008,H,1
ISAI,2008,H,1
TASSNIM,2008,D,1
AO,2008,H,1
JESUS FANOUR,2008,H,1
DENNIS,2008,H,1
SAUL,2008,H,1
TIFANI MELANI,2008,D,1
PRESENT,2008,D,1
MARIELY,2008,H,1
AUDREY,2008,D,1
VANIA,2008,D,1
PAOLA ALEXANDRA,2008,D,1
ELMA,2008,D,1
TRISTAN,2008,H,1
ANAIS,2008,D,1
KARIM,2008,H,1
UXIA,2008,D,1
CHEKHOU TIDIANE,2008,H,1
PILAR,2008,D,1
CHEIKH AHMAD BAMBA,2008,H,1
RITA,2008,D,1
IKRAM,2008,H,1
MELANI,2008,H,1
ANOUK,2008,D,1
ELVIRA PAOLA,2008,D,1
AICHA YUMALAE,2008,D,1
ADAN,2008,H,1
JOSE MANUEL,2008,H,1
MARIA PILAR,2008,D,1
JOSEP TOMAS,2008,H,1
SARA,2008,H,1
RAWDA,2008,D,1
MOATAZ,2008,H,1
TASNIM,2008,D,1
DIANA,2008,D,1
IKERNE,2008,D,1
CRISTINA DANIELA,2008,D,1
CAROL LIZETH,2008,D,1
ILIA,2008,H,1
CHADA,2008,D,1
ITHAR,2008,D,1
NAILA,2008,D,1
RENZO,2008,H,1
NAJIB,2008,H,1
YUSRA,2008,D,1
YERIAN,2008,H,1
ANIS,2008,H,1
TOMAS ALFONSO,2008,H,1
ZUZANNA ALICJA,2008,D,1
VALENTIN,2008,H,1
HAYAL,2008,D,1
SONDOUS,2008,D,1
MAME DIARRA,2008,D,1
MARCO SALVADOR,2008,H,1
YOUNES,2008,H,1
SOHAIL,2008,H,1
ANTONI,2008,H,1
RICARDO,2008,H,1
SORAYA,2008,D,1
MARISA,2008,D,1
BREYNER ANDRES,2008,H,1
IYAD,2008,H,1
ISRAE,2008,D,1
MEHDI,2008,H,1
MIA,2008,D,1
BASMA,2008,D,1
KLEBER ESTEVEN,2008,H,1
ANGY KHADIJA,2008,D,1
NDEYE KHADY,2008,D,1
CHAIMAT,2008,D,1
BIANCA,2008,H,1
ALDO,2008,H,1
IGOR,2008,H,1
NOAK,2008,H,1
INSAF,2008,D,1
ARIADNA ROSA,2008,D,1
JUN RUI,2008,H,1
MOHAMED ALI,2008,H,1
BRAYS,2008,H,1
VALENTINO,2008,H,1
ABDERRAHMAN,2008,H,1
AILIN,2008,D,1
NAIALA,2008,D,1
HUDA,2008,D,1
NOAH,2008,D,1
GEORGIY,2008,H,1
VALERIA AROA,2008,D,1
JOSE ALBERTO,2008,H,1
ROSER,2008,H,1
EMILY,2008,D,1
YOEL,2008,H,1
KARLA,2008,D,1
GONZALO MATIAS,2008,H,1
GORKA,2008,H,1
NADINE,2008,D,1
NARJISS,2008,D,1
SANDRO,2008,H,1
SHEILA NEREA,2008,D,1
IMARA,2008,D,1
CAROL,2008,D,1
MARIANNE,2008,D,1
JOAN GABRIEL,2008,H,1
JENNIFER GUEILY,2008,D,1
SIBILA,2008,D,1
OLIVIA,2008,D,1
NAZARET,2008,D,1
SHAKIB,2008,H,1
ZOUHAIR,2008,H,1
AHMAD,2008,H,1
OSCAR ANDREU,2008,H,1
OMAIMA,2008,D,1
FATOU NDIAGA,2008,D,1
LANI,2008,D,1
YU JUN,2008,D,1
RICHARD MAXIMILIANO,2008,H,1
MAFALDA,2008,D,1
MADALEINE NICOLE,2008,D,1
YERAI,2008,H,1
ROMAISA,2008,D,1
YENTL,2008,D,1
ALDARA,2008,D,1
POL STANIN,2008,H,1
NASSIM,2008,H,1
PEP,2008,H,1
CLAUDIA ELISENDA,2008,D,1
EZEQUIEL,2008,H,1
MARLA,2008,D,1
MARIA ROSA,2008,D,1
JOSE MIGUEL,2008,H,1
MAIALEN,2008,D,1
AMARA,2008,D,1
CAMILA,2008,D,1
YANNIS DANIEL,2008,H,1
ASIYA,2008,D,1
PIERINA ANAHI,2008,H,1
LLUCIA,2008,D,1
VANILA,2008,D,1
BLESSING CHIMAEZE,2008,H,1
LUCA,2008,H,1
NAOFEL,2008,H,1
CARLA MARIA,2008,D,1
EUDALD,2008,H,1
DIARA,2008,D,1
LILIAN,2008,D,1
ESTEBAN,2008,H,1
IRUNE,2008,D,1
NOELIA ESTEFANY,2008,D,1
IKHLAS,2008,D,1
PACO,2008,H,1
ABDELNOUR,2008,H,1
ZAKARIA,2008,H,1
HAZIZ,2008,H,1
ZHEN HAN,2008,H,1
NURIA CHARLOTTE,2008,D,1
ANDREA YARLEIDY,2008,D,1
SAIDA,2008,D,1
SHARON,2008,D,1
KENIA,2008,D,1
DULCE,2008,D,1
NADIR,2008,H,1
SOUFYAN,2008,H,1
NIHAL,2008,D,1
AHMADOU BAMBA,2008,H,1
DAVID GABRIEL,2008,H,1
DANIEL OSWALDO,2008,H,1
ALBER,2008,H,1
NONNA,2008,H,1
CHAIMAE,2008,D,1
EIRA,2008,D,1
YARA,2008,D,1
KHALIFA ABABACAR,2008,H,1
MICHAEL,2008,H,1
AITANA RAQUEL,2008,D,1
DANNA MAGALI,2008,D,1
MAODO MALICK,2008,H,1
YARETZI,2008,D,1
JUAN MANUEL,2008,H,1
CELIA,2008,D,1
DARIO DANIEL,2008,H,1
DORIAN,2008,H,1
LAMEES,2008,D,1
MOHAMED AMIN,2008,H,1
ADAI,2008,H,1
ARIANA ESTELA,2008,D,1
CAROLINA,2008,D,1
ANTONELLA MIREIA,2008,D,1
YAMILET CRISTINA,2008,D,1
ZAID,2008,H,1
ANDREA SELEMA,2008,D,1
MIKE,2008,H,1
GERONI,2008,H,1
MIKEL,2008,H,1
YEICK,2008,H,1
ACHRAF,2008,H,1
ALYCIA ANGELES,2008,D,1
JESUS,2008,H,1
THIERNO JUNIOR,2008,H,1
INGEBORG,2008,D,1
MELINDA,2008,D,1
ARTUR,2008,H,1
BIANCA,2008,D,1
XIN YI,2008,H,1
IAN JAMES,2008,H,1
NICOLAY,2008,H,1
LILY,2008,D,1
ENAITZ,2008,H,1
CARLA AYA,2008,D,1
BETZY AHINOA,2008,D,1
LOU,2008,D,1
BRIAN,2008,H,1
MICHAEL GERARD,2008,H,1
AILEEN,2008,D,1
AGELICA MARIA,2008,D,1
KERA,2008,D,1
ANA MARIA,2008,D,1
ELVIS MARTI,2008,H,1
AMER,2008,H,1
MACARENA JULIA,2008,D,1
ALBA LUCIA,2008,D,1
THAIS,2008,D,1
ANGY TATIANA,2008,D,1
SARAY KATHERINE,2008,D,1
NAJLA,2008,D,1
ILIAS MOHAMED,2008,H,1
NEKANE,2008,D,1
HAKIM,2008,H,1
ARELLA,2008,D,1
AZEDDINE,2008,H,1
MONA,2008,D,1
TXELL,2008,D,1
LANA,2008,D,1
NAOMI LOLA,2008,D,1
LUIS MANUEL,2008,H,1
DENIS,2008,H,1
UNAI ARITZ,2008,H,1
OBAC,2008,H,1
INTISAR,2008,D,1
NIOL,2008,H,1
JULIO,2008,H,1
AISHA,2008,D,1
DIALLO,2008,H,1
FABIO,2008,H,1
DEREK DARIO,2008,H,1
MILOS,2008,H,1
JIHAD,2008,H,1
ROSA,2008,D,1
ISMAEL ILIAS,2008,H,1
NICO,2008,H,1
ANIBAL,2008,H,1
MOUNIA,2008,D,1
MRIA,2008,D,1
MARC,2007,H,50
SARA,2007,D,36
JAN,2007,H,36
ALEX,2007,H,34
PAULA,2007,D,33
ARNAU,2007,H,33
JULIA,2007,D,32
LUCIA,2007,D,32
DAVID,2007,H,31
MARIA,2007,D,28
CARLA,2007,D,27
ERIC,2007,H,27
POL,2007,H,26
LAIA,2007,D,25
ALBA,2007,D,24
PAU,2007,H,24
IZAN,2007,H,24
IKER,2007,H,24
DANIEL,2007,H,22
CLAUDIA,2007,D,21
ADAM,2007,H,20
ADRIAN,2007,H,19
MARTA,2007,D,19
MOHAMED,2007,H,19
MARINA,2007,D,18
AYA,2007,D,18
MARTINA,2007,D,18
NOA,2007,D,18
HUGO,2007,H,18
ALEJANDRO,2007,H,18
AINHOA,2007,D,17
LAURA,2007,D,17
ORIOL,2007,H,16
BIEL,2007,H,16
VICTOR,2007,H,16
IAN,2007,H,16
JUDITH,2007,D,16
ARIADNA,2007,D,16
IVAN,2007,H,16
ANNA,2007,D,15
BERTA,2007,D,15
JORDI,2007,H,15
SERGI,2007,H,14
ALEIX,2007,H,14
AINARA,2007,D,14
NAIARA,2007,D,14
IRENE,2007,D,14
NEREA,2007,D,14
DIDAC,2007,H,14
NATALIA,2007,D,14
NURIA,2007,D,13
UNAI,2007,H,13
MIREIA,2007,D,13
GERARD,2007,H,13
JANA,2007,D,13
ANDREA,2007,D,12
ABRIL,2007,D,12
ROGER,2007,H,12
ERIK,2007,H,12
SERGIO,2007,H,11
AINA,2007,D,11
JOEL,2007,H,11
XAVIER,2007,H,10
ADRIA,2007,H,10
JOAN,2007,H,10
CRISTIAN,2007,H,10
AARON,2007,H,10
JOSE,2007,H,9
GUILLEM,2007,H,9
RUBEN,2007,H,9
ERIKA,2007,D,9
LEIRE,2007,D,9
AITOR,2007,H,8
RAUL,2007,H,8
DIEGO,2007,H,8
MAR,2007,D,8
PABLO,2007,H,8
YOUSSEF,2007,H,8
QUERALT,2007,D,8
ALVARO,2007,H,8
ANA,2007,D,8
CLARA,2007,D,8
NAYARA,2007,D,8
ALBERT,2007,H,8
MARTI,2007,H,8
DANIELA,2007,D,7
SOFIA,2007,D,7
GENIS,2007,H,7
ONA,2007,D,7
YASSINE,2007,H,7
WALID,2007,H,7
JONATHAN,2007,H,7
NORA,2007,D,7
MARIONA,2007,D,7
LEYRE,2007,D,7
HECTOR,2007,H,7
IVET,2007,D,6
OSCAR,2007,H,6
BLANCA,2007,D,6
CRISTINA,2007,D,6
IMAN,2007,D,6
NICOLE,2007,D,6
KEVIN,2007,H,6
SANDRA,2007,D,6
HELENA,2007,D,6
YASMINE,2007,D,6
DEREK,2007,H,6
BILAL,2007,H,6
AITANA,2007,D,6
NOELIA,2007,D,6
AKRAM,2007,H,5
ILIAS,2007,H,5
MIRIAM,2007,D,5
CARLOS,2007,H,5
YAIZA,2007,D,5
NIL,2007,H,5
ELSA,2007,D,5
EDUARD,2007,H,5
XAVI,2007,H,5
ENRIC,2007,H,5
SILVIA,2007,D,5
GABRIEL,2007,H,5
FERRAN,2007,H,5
JUDIT,2007,D,5
MARIAM,2007,D,5
ZAKARIA,2007,H,5
ROC,2007,H,5
GISELA,2007,D,5
EDURNE,2007,D,5
EMMA,2007,D,5
AMIN,2007,H,5
MATEO,2007,H,5
MARWA,2007,D,5
CARLOTA,2007,D,5
VALERIA,2007,D,5
MANEL,2007,H,4
JAUME,2007,H,4
AYMAN,2007,H,4
AROA,2007,D,4
WISSAL,2007,D,4
JAVIER,2007,H,4
CARLES,2007,H,4
ALEXANDRA,2007,D,4
ISAAC,2007,H,4
SAAD,2007,H,4
MAROUAN,2007,H,4
NADIA,2007,D,4
NAHIA,2007,D,4
HIBA,2007,D,4
JOSEP,2007,H,4
AICHA,2007,D,4
SORAYA,2007,D,4
SALMA,2007,D,4
EDGAR,2007,H,3
KHOLOUD,2007,D,3
FATIMA,2007,D,3
ROCIO,2007,D,3
LLUIS,2007,H,3
FRANCESC,2007,H,3
DYLAN,2007,H,3
SONIA,2007,D,3
CARMEN,2007,D,3
MAROUA,2007,D,3
IBAI,2007,H,3
IBTISSAM,2007,D,3
GEORGINA,2007,D,3
GEMMA,2007,D,3
ABDELLAH,2007,H,3
CHRISTIAN,2007,H,3
ALAE,2007,D,3
MARCO,2007,H,3
ELENA,2007,D,3
CANDELA,2007,D,3
TEO,2007,H,3
ASHA,2007,D,3
KHADIJA,2007,D,3
AYOUB,2007,H,3
AGUSTIN,2007,H,3
SANTIAGO,2007,H,3
ISMAIL,2007,H,3
DANA,2007,D,3
ALBERTO,2007,H,3
MALAK,2007,D,3
DOAE,2007,D,3
MONICA,2007,D,3
EVA,2007,D,3
ANGIE,2007,D,3
OMAR,2007,H,3
YOUNES,2007,H,3
LEO,2007,H,3
GINA,2007,D,3
AINOA,2007,D,3
DOUAAE,2007,D,3
JUAN MANUEL,2007,H,3
LUCAS,2007,H,3
QUIM,2007,H,3
ANAS,2007,H,3
MIQUEL,2007,H,3
MARIO,2007,H,3
AXEL,2007,H,3
NOEMI,2007,D,3
ELISABETH,2007,D,3
ESTHER,2007,D,3
YOUSRA,2007,D,3
MERITXELL,2007,D,2
CHAIMA,2007,D,2
ANAIS,2007,D,2
CHLOE,2007,D,2
EMILIA,2007,D,2
JOSE MANUEL,2007,H,2
ASMAA,2007,D,2
ANGELICA,2007,D,2
ZAYNAB,2007,D,2
SHEILA,2007,D,2
TABITA,2007,D,2
CLÀUDIA,2007,D,2
RAQUEL,2007,D,2
HOUDA,2007,D,2
YASSIR,2007,H,2
EVAN,2007,H,2
AIMAR,2007,H,2
MARYAM,2007,D,2
SOHAIB,2007,H,2
ALMA,2007,D,2
ELOI,2007,H,2
FRAN,2007,H,2
NEUS,2007,D,2
MARCEL,2007,H,2
MARÇAL,2007,H,2
RIYAD,2007,H,2
NAHUEL,2007,H,2
RANIA,2007,D,2
DARIO,2007,H,2
ADRIÀ,2007,H,2
DAMARIS,2007,D,2
MANUEL,2007,H,2
VICENTE,2007,H,2
ROBERT,2007,H,2
DESIREE,2007,D,2
GUIM,2007,H,2
OT,2007,H,2
HAITHAM,2007,H,2
ASIER,2007,H,2
NIZAR,2007,H,2
MARWANE,2007,H,2
ZAID,2007,H,2
MARÍA,2007,D,2
ABEL,2007,H,2
JUAN,2007,H,2
NAIA,2007,D,2
MAX,2007,H,2
LEONARDA,2007,D,2
BASMA,2007,D,2
REDA,2007,H,2
DEBORA,2007,D,2
ROSER,2007,D,2
MAURO,2007,H,2
ELIAS,2007,H,2
ALEXIS,2007,H,2
SARAY,2007,D,2
ELISABET,2007,D,2
BLAI,2007,H,2
MANAL,2007,D,2
KILIAN,2007,H,2
NISRINE,2007,D,2
HUG,2007,H,2
ALEJANDRA,2007,D,2
MIGUEL ANGEL,2007,H,2
CRISTOBAL,2007,H,2
MANAR,2007,D,2
ÀLEX,2007,H,2
DINA,2007,D,2
IGNASI,2007,H,2
AWA,2007,D,2
LARA,2007,D,2
VICTORIA,2007,D,2
LLUC,2007,H,2
FERNANDO,2007,H,2
MIGUEL,2007,H,2
MELANI,2007,D,2
ENZO,2007,H,2
ALEXIA,2007,D,2
GAEL,2007,H,2
AGNES,2007,D,2
RICARD,2007,H,2
ANGELY,2007,D,2
TONI,2007,H,2
NAYRA,2007,D,2
ESTELA,2007,D,2
ANDRES,2007,H,2
MICHELLE,2007,D,2
PAOLA,2007,D,2
LOAY,2007,H,2
SANTI,2007,H,2
EVELYN,2007,D,2
OUMAIMA,2007,D,2
EDER,2007,H,2
EZEQUIEL,2007,H,2
YAGO,2007,H,2
RUTH,2007,D,2
NADA,2007,D,2
GABRIELA,2007,D,2
RAYAN,2007,H,2
AMINA,2007,D,2
LEO,2007,D,2
JOSE ANTONIO,2007,H,2
JÚLIA,2007,D,2
TATIANA,2007,D,2
DENIS,2007,H,2
ARIANA,2007,D,2
YERAY,2007,H,2
WIAM,2007,D,2
RITA,2007,D,1
JONATHAN DAVID,2007,H,1
KEISI AINARA,2007,D,1
MOUAD,2007,H,1
ADIRAN,2007,H,1
KAOUTAR,2007,D,1
DANIA,2007,D,1
MIRYAN,2007,D,1
CLAUDIA VALENTINA,2007,D,1
PABLO-DELAIR,2007,H,1
SHEILA NAYARA,2007,D,1
SARAY HAYDE,2007,D,1
ESTER,2007,D,1
MAHDI,2007,H,1
MAMADOU SAIDOU,2007,H,1
OSARETIN PROMISE,2007,D,1
IKHLAS,2007,D,1
CHRISTOPHER ALEXANDE,2007,H,1
MATEUS,2007,H,1
KAMAL,2007,H,1
CARLOS MARCEL,2007,H,1
AARÓN,2007,H,1
ADJA MAGUETTE,2007,D,1
KHOUDIA-NURU,2007,D,1
ITZEL,2007,D,1
JOEL ARSENI,2007,H,1
INES,2007,D,1
MARIANO,2007,H,1
NICOLAU,2007,H,1
SANDRO,2007,H,1
ISRAE,2007,D,1
LIAM,2007,H,1
ALBA AINHOA,2007,D,1
NARYIS,2007,D,1
NOUHAYLA,2007,D,1
AFRICA,2007,D,1
SALMA ANGELINA,2007,D,1
AZARAY,2007,D,1
SABER,2007,H,1
DALIA,2007,D,1
ELIANA,2007,D,1
INDIA,2007,D,1
MOUNIA,2007,D,1
LUIS,2007,H,1
ALAE,2007,H,1
OSKAR,2007,H,1
HAYAR,2007,D,1
ADRIANA,2007,D,1
YARA,2007,D,1
MARCEL-OTGER,2007,H,1
MATEU,2007,H,1
OYANA,2007,D,1
IGNACIO JAVIER,2007,H,1
ARAN,2007,H,1
PERFECTO,2007,H,1
RIM,2007,D,1
BRADLEY DAVID,2007,H,1
ROCIO-LILIANA,2007,D,1
TOMAS FRANCISCO,2007,H,1
ESTEFANIA,2007,D,1
YUSEF,2007,H,1
MARC-JOAN,2007,H,1
YUXIN,2007,D,1
IAN POL,2007,H,1
MELINA,2007,D,1
LLUCIA,2007,D,1
NURIA GABRIELA,2007,D,1
ÒSCAR,2007,H,1
MARINETT,2007,D,1
FATY,2007,D,1
RAWYA,2007,D,1
REYNA MARIA,2007,D,1
JOANA,2007,D,1
JUAN DAVID,2007,H,1
TRISTAN,2007,H,1
EDU,2007,H,1
RIHAB,2007,H,1
SARAH,2007,D,1
JOSE-DAVID,2007,H,1
TAHA,2007,H,1
ANTONIO PAUL,2007,H,1
MARLON JOSEPH,2007,H,1
VICTOR HUGO,2007,H,1
NARJISS,2007,D,1
JAN ALEXANDRE,2007,H,1
MOHAMED AMINE,2007,H,1
MARIA DEL CARMEN,2007,D,1
WASIM,2007,H,1
SANTOS,2007,H,1
SELENA,2007,D,1
GAIZKA,2007,H,1
MARTI-MARIA,2007,H,1
AMANDA FATOU,2007,D,1
BERTA,2007,H,1
JOSE JUAN,2007,H,1
VALENTINA,2007,D,1
VERA,2007,D,1
SAMUEL,2007,H,1
ABDENNASIR,2007,H,1
NEREIDA,2007,D,1
LIDIA,2007,D,1
LUZ-MALVINA,2007,D,1
MOHAMED ALI,2007,H,1
SARAI,2007,D,1
OLIVER,2007,H,1
JEREMY,2007,H,1
LIA,2007,D,1
THIERNO AHMED,2007,H,1
UNAX,2007,H,1
JORDAN,2007,H,1
JON,2007,H,1
MARIANY,2007,D,1
ALBA,2007,H,1
AURA,2007,D,1
CRISTEL LUCIA,2007,D,1
ROBERTO,2007,H,1
SHAILA,2007,D,1
ANNI MARIBEL,2007,D,1
MARIA XIMENA,2007,D,1
AMY,2007,D,1
KIRIAN,2007,H,1
YASIN,2007,H,1
SAMIA,2007,D,1
BRAILIN,2007,H,1
GERMAN,2007,H,1
JENNIFER DAYANNE,2007,D,1
LILIBETH,2007,D,1
KHADIDIATOU,2007,D,1
YINUO,2007,D,1
KAREN,2007,D,1
JOSE MARIA,2007,H,1
ISRAEL,2007,H,1
GISELLE,2007,D,1
MONA,2007,D,1
THIERNO-IBRAHIM,2007,H,1
ANAÏS,2007,D,1
SIAMAR YERANY,2007,D,1
IBTIHAL,2007,D,1
ADELA,2007,D,1
BRYAN JOSHUE,2007,H,1
YELENA MIREIA,2007,D,1
PRIOR,2007,H,1
MINERVA,2007,D,1
KIARA,2007,D,1
PERE,2007,H,1
YASMINA,2007,D,1
JANIRA,2007,D,1
DAYANA,2007,D,1
EDITH,2007,D,1
AITANA RAQUEL,2007,D,1
GIA,2007,D,1
SARA ISIDORA,2007,D,1
PAU ROGER,2007,H,1
SOUAD,2007,H,1
JULIETA,2007,D,1
CHAIMAE,2007,D,1
ADAYA,2007,D,1
