CODI_DIVISIO_TERRITORIAL;CODI_PARTIT;DESCRIPCIO_PARTIT;NRE_VOTS
S-04002;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;2
S-04002;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-04002;NULS;NULS;0
S-04002;PA      ;PARTIDO ANDALUCISTA                     ;0
S-04002;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;3
S-04002;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;0
S-04002;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;0
S-04002;PH      ;PARTIDO HUMANISTA                       ;0
S-04002;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;1
S-04002;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-04002;PODEMOS;PODEMOS-PODEM;16
S-04002;PP      ;PARTIDO POPULAR                         ;39
S-04002;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-04002;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;3
S-04002;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;61
S-04002;PT;PARTIDO DA TERRA;0
S-04002;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;1
S-04002;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-04002;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-04002;UPyD;UNION PROGRESO Y DEMOCRACIA;9
S-04002;VOX;VOX;0
S-04003;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-04003;ALTER;ALTERNATIVA REPUBLICANA;0
S-04003;BLANCS;BLANCS;8
S-04003;CILUS;CIUDADANOS LIBRES UNIDOS;1
S-04003;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;33
S-04003;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;38
S-04003;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
S-04003;DN      ;DEMOCRACIA NACIONAL                     ;0
S-04003;EB;ESCONS EN BLANC;5
S-04003;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-04003;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;64
S-04003;EU      ;EXTREMADURA UNIDA                       ;0
S-04003;FAC;FORO DE CIUDADANOS;0
S-04003;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-04003;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;93
S-04003;IFEM;INICIATIVA FEMINISTA;1
S-04003;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-04003;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-04003;LEM;LA ESPAÑA EN MARCHA;0
S-04003;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-04003;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;2
S-04003;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-04003;NULS;NULS;4
S-04003;PA      ;PARTIDO ANDALUCISTA                     ;0
S-04003;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;7
S-04003;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;4
S-04003;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;3
S-04003;PH      ;PARTIDO HUMANISTA                       ;0
S-04003;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;6
S-04003;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-04003;PODEMOS;PODEMOS-PODEM;36
S-04003;PP      ;PARTIDO POPULAR                         ;66
S-04003;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-04003;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;1
S-04003;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;150
S-04003;PT;PARTIDO DA TERRA;0
S-04003;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;0
S-04003;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-04003;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-04003;UPyD;UNION PROGRESO Y DEMOCRACIA;10
S-04003;VOX;VOX;0
S-04004;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-04004;ALTER;ALTERNATIVA REPUBLICANA;0
S-04004;BLANCS;BLANCS;9
S-04004;CILUS;CIUDADANOS LIBRES UNIDOS;1
S-04004;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;7
S-04004;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;41
S-04004;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
S-04004;DN      ;DEMOCRACIA NACIONAL                     ;0
S-04004;EB;ESCONS EN BLANC;3
S-04004;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-04004;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;38
S-04004;EU      ;EXTREMADURA UNIDA                       ;0
S-04004;FAC;FORO DE CIUDADANOS;0
S-04004;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-04004;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;45
S-04004;IFEM;INICIATIVA FEMINISTA;1
S-04004;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-04004;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-04004;LEM;LA ESPAÑA EN MARCHA;0
S-04004;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-04004;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;1
S-04004;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-04004;NULS;NULS;2
S-04004;PA      ;PARTIDO ANDALUCISTA                     ;0
S-04004;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;2
S-04004;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;2
S-04004;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;2
S-04004;PH      ;PARTIDO HUMANISTA                       ;0
S-04004;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;1
S-04004;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-04004;PODEMOS;PODEMOS-PODEM;18
S-04004;PP      ;PARTIDO POPULAR                         ;36
S-04004;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-04004;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;2
S-04004;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;130
S-04004;PT;PARTIDO DA TERRA;0
S-04004;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;0
S-04004;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-04004;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-04004;UPyD;UNION PROGRESO Y DEMOCRACIA;9
S-04004;VOX;VOX;4
S-04005;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-04005;ALTER;ALTERNATIVA REPUBLICANA;0
S-04005;BLANCS;BLANCS;15
S-04005;CILUS;CIUDADANOS LIBRES UNIDOS;0
S-04005;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;7
S-04005;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;17
S-04005;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;3
S-04005;DN      ;DEMOCRACIA NACIONAL                     ;0
S-04005;EB;ESCONS EN BLANC;2
S-04005;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-04005;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;18
S-04005;EU      ;EXTREMADURA UNIDA                       ;0
S-04005;FAC;FORO DE CIUDADANOS;1
S-04005;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-04005;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;35
S-04005;IFEM;INICIATIVA FEMINISTA;0
S-04005;IMPULSO SOCIAL;IMPULSO SOCIAL;1
S-04005;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-04005;LEM;LA ESPAÑA EN MARCHA;0
S-04005;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-04005;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;1
S-04005;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-04005;NULS;NULS;2
S-04005;PA      ;PARTIDO ANDALUCISTA                     ;0
S-04005;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;3
S-04005;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;6
S-04005;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;0
S-04005;PH      ;PARTIDO HUMANISTA                       ;0
S-04005;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;4
S-04005;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-04005;PODEMOS;PODEMOS-PODEM;13
S-04005;PP      ;PARTIDO POPULAR                         ;54
S-04005;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-04005;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;1
S-04005;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;160
S-04005;PT;PARTIDO DA TERRA;1
S-04005;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;0
S-04005;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-04005;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-04005;UPyD;UNION PROGRESO Y DEMOCRACIA;10
S-04005;VOX;VOX;0
S-04006;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-04006;ALTER;ALTERNATIVA REPUBLICANA;0
S-04006;BLANCS;BLANCS;6
S-04006;CILUS;CIUDADANOS LIBRES UNIDOS;0
S-04006;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;10
S-04006;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;44
S-04006;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
S-04006;DN      ;DEMOCRACIA NACIONAL                     ;0
S-04006;EB;ESCONS EN BLANC;4
S-04006;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-04006;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;22
S-04006;EU      ;EXTREMADURA UNIDA                       ;0
S-04006;FAC;FORO DE CIUDADANOS;0
S-04006;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;1
S-04006;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;59
S-04006;IFEM;INICIATIVA FEMINISTA;2
S-04006;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-04006;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-04006;LEM;LA ESPAÑA EN MARCHA;0
S-04006;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-04006;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;1
S-04006;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;1
S-04006;NULS;NULS;8
S-04006;PA      ;PARTIDO ANDALUCISTA                     ;0
S-04006;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;4
S-04006;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;1
S-04006;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;0
S-04006;PH      ;PARTIDO HUMANISTA                       ;0
S-04006;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;2
S-04006;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-04006;PODEMOS;PODEMOS-PODEM;19
S-04006;PP      ;PARTIDO POPULAR                         ;83
S-04006;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-04006;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;0
S-04006;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;191
S-04006;PT;PARTIDO DA TERRA;0
S-04006;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;2
S-04006;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-04006;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-04006;UPyD;UNION PROGRESO Y DEMOCRACIA;6
S-04006;VOX;VOX;0
S-04007;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-04007;ALTER;ALTERNATIVA REPUBLICANA;1
S-04007;BLANCS;BLANCS;5
S-04007;CILUS;CIUDADANOS LIBRES UNIDOS;0
S-04007;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;30
S-04007;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;27
S-04007;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
S-04007;DN      ;DEMOCRACIA NACIONAL                     ;1
S-04007;EB;ESCONS EN BLANC;2
S-04007;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;1
S-04007;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;39
S-04007;EU      ;EXTREMADURA UNIDA                       ;0
S-04007;FAC;FORO DE CIUDADANOS;0
S-04007;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;1
S-04007;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;50
S-04007;IFEM;INICIATIVA FEMINISTA;2
S-04007;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-04007;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-04007;LEM;LA ESPAÑA EN MARCHA;0
S-04007;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-04007;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;2
S-04007;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-04007;NULS;NULS;2
S-04007;PA      ;PARTIDO ANDALUCISTA                     ;0
S-04007;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;12
S-04007;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;1
S-04007;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;0
S-04007;PH      ;PARTIDO HUMANISTA                       ;0
S-04007;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;4
S-04007;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-04007;PODEMOS;PODEMOS-PODEM;37
S-04007;PP      ;PARTIDO POPULAR                         ;60
S-04007;PREPAL;SALAMANCA-ZAMORA-LEON            ;1
S-04007;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;0
S-04007;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;108
S-04007;PT;PARTIDO DA TERRA;0
S-04007;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;0
S-04007;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-04007;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-04007;UPyD;UNION PROGRESO Y DEMOCRACIA;3
S-04007;VOX;VOX;2
S-04008;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-04008;ALTER;ALTERNATIVA REPUBLICANA;0
S-04008;BLANCS;BLANCS;10
S-04008;CILUS;CIUDADANOS LIBRES UNIDOS;2
S-04008;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;40
S-04008;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;53
S-04008;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
S-04008;DN      ;DEMOCRACIA NACIONAL                     ;0
S-04008;EB;ESCONS EN BLANC;7
S-04008;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;2
S-04008;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;55
S-04008;EU      ;EXTREMADURA UNIDA                       ;0
S-04008;FAC;FORO DE CIUDADANOS;0
S-04008;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-04008;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;76
S-04008;IFEM;INICIATIVA FEMINISTA;1
S-04008;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-04008;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-04008;LEM;LA ESPAÑA EN MARCHA;0
S-04008;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-04008;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;3
S-04008;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;1
S-04008;NULS;NULS;4
S-04008;PA      ;PARTIDO ANDALUCISTA                     ;0
S-04008;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;10
S-04008;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;4
S-04008;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;1
S-04008;PH      ;PARTIDO HUMANISTA                       ;0
S-04008;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;7
S-04008;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-04008;PODEMOS;PODEMOS-PODEM;37
S-04008;PP      ;PARTIDO POPULAR                         ;48
S-04008;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-04008;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;1
S-04008;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;144
S-04008;PT;PARTIDO DA TERRA;1
S-04008;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;2
S-04008;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-04008;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-04008;UPyD;UNION PROGRESO Y DEMOCRACIA;16
S-04008;VOX;VOX;1
S-04009;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-04009;ALTER;ALTERNATIVA REPUBLICANA;0
S-04009;BLANCS;BLANCS;8
S-04009;CILUS;CIUDADANOS LIBRES UNIDOS;1
S-04009;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;16
S-04009;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;26
S-04009;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
S-04009;DN      ;DEMOCRACIA NACIONAL                     ;0
S-04009;EB;ESCONS EN BLANC;3
S-04009;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;4
S-04009;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;32
S-04009;EU      ;EXTREMADURA UNIDA                       ;0
S-04009;FAC;FORO DE CIUDADANOS;0
S-04009;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;1
S-04009;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;44
S-04009;IFEM;INICIATIVA FEMINISTA;1
S-04009;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-04009;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-04009;LEM;LA ESPAÑA EN MARCHA;0
S-04009;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-04009;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;1
S-04009;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-04009;NULS;NULS;2
S-04009;PA      ;PARTIDO ANDALUCISTA                     ;0
S-04009;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;2
S-04009;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;1
S-04009;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;2
S-04009;PH      ;PARTIDO HUMANISTA                       ;0
S-04009;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;2
S-04009;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-04009;PODEMOS;PODEMOS-PODEM;34
S-04009;PP      ;PARTIDO POPULAR                         ;29
S-04009;PREPAL;SALAMANCA-ZAMORA-LEON            ;1
S-04009;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;0
S-04009;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;90
S-04009;PT;PARTIDO DA TERRA;0
S-04009;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;0
S-04009;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;1
S-04009;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-04009;UPyD;UNION PROGRESO Y DEMOCRACIA;2
S-04009;VOX;VOX;2
S-04010;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-04010;ALTER;ALTERNATIVA REPUBLICANA;0
S-04010;BLANCS;BLANCS;9
S-04010;CILUS;CIUDADANOS LIBRES UNIDOS;1
S-04010;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;14
S-04010;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;42
S-04010;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;3
S-04010;DN      ;DEMOCRACIA NACIONAL                     ;0
S-04010;EB;ESCONS EN BLANC;4
S-04010;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;1
S-04010;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;28
S-04010;EU      ;EXTREMADURA UNIDA                       ;1
S-04010;FAC;FORO DE CIUDADANOS;1
S-04010;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-04010;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;39
S-04010;IFEM;INICIATIVA FEMINISTA;1
S-04010;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-04010;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-04010;LEM;LA ESPAÑA EN MARCHA;0
S-04010;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-04010;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;3
S-04010;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-04010;NULS;NULS;4
S-04010;PA      ;PARTIDO ANDALUCISTA                     ;0
S-04010;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;2
S-04010;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;2
S-04010;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;1
S-04010;PH      ;PARTIDO HUMANISTA                       ;0
S-04010;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;2
S-04010;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-04010;PODEMOS;PODEMOS-PODEM;29
S-04010;PP      ;PARTIDO POPULAR                         ;64
S-04010;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-04010;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;0
S-04010;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;123
S-04010;PT;PARTIDO DA TERRA;0
S-04010;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;0
S-04010;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-04010;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-04010;UPyD;UNION PROGRESO Y DEMOCRACIA;5
S-04010;VOX;VOX;0
S-04011;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-04011;ALTER;ALTERNATIVA REPUBLICANA;0
S-04011;BLANCS;BLANCS;5
S-04011;CILUS;CIUDADANOS LIBRES UNIDOS;0
S-04011;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;35
S-04011;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;43
S-04011;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;2
S-04011;DN      ;DEMOCRACIA NACIONAL                     ;0
S-04011;EB;ESCONS EN BLANC;2
S-04011;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-04011;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;28
S-04011;EU      ;EXTREMADURA UNIDA                       ;0
S-04011;FAC;FORO DE CIUDADANOS;0
S-04011;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
