dc:identifier,dc:modified,ayto:capacidad,ayto:direccion,ayto:latitud,ayto:longitud,ayto:estadoConservacion,uri
PAST5064,2017-10-31T01:22:05.327Z,,"Bajada la Encina\, 10",43.47115410671374,-3.787771984934807,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5064.csv
PAST5063,2017-10-31T01:22:05.327Z,,"Universidad Internacional Menéndez Pelayo\, 42",43.47198527142908,-3.7947792559862137,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5063.csv
PAST5139,2017-10-31T01:22:05.326Z,,"Calle Padres Escolapios\, Santander",43.464510217737356,-3.7953783944249153,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5139.csv
PAST5138,2017-10-31T01:22:05.326Z,,"Avenida Castañeda\, Santander",43.4727096,-3.7822399,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5138.csv
PAST5137,2017-10-31T01:22:05.326Z,,"Avenida Castañeda\, Santander",43.4728073,-3.782335,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5137.csv
PAST5136,2017-10-31T01:22:05.326Z,,"Paseo Canalejas\, 6",43.4645288,-3.7947732,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5136.csv
PAST5135,2017-10-31T01:22:05.326Z,,"Avenida Castañeda\, Santander",43.47287189940903,-3.7825882807374005,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5135.csv
PAST5134,2017-10-31T01:22:05.326Z,,"Avenida Castañeda\, Santander",43.4729451356611,-3.7826767936348915,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5134.csv
PAST5133,2017-10-31T01:22:05.326Z,,"Paseo Canalejas\, 19",43.46483581061968,-3.793353326618671,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5133.csv
PAST5132,2017-10-31T01:22:05.326Z,,"Avenida Castañeda\, 5",43.47306362734947,-3.7829758599400516,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5132.csv
PAST5130,2017-10-31T01:22:05.326Z,,"Paseo Canalejas\, 6",43.464690778431304,-3.7932188808918004,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5130.csv
PAST5128,2017-10-31T01:22:05.326Z,,"Calle Real Racing Club\, 22",43.475199844220754,-3.7938699871301655,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5128.csv
PAST5127,2017-10-31T01:22:05.326Z,,"Avenida de la Reina Victoria\, 151",43.4719782,-3.7825858,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5127.csv
PAST5126,2017-10-31T01:22:05.326Z,,"Paseo Canalejas\, 16",43.46468980505972,-3.792913779616356,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5126.csv
PAST5125,2017-10-31T01:22:05.326Z,,"Calle Real Racing Club\, 22",43.47525166722261,-3.7937670573592186,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5125.csv
PAST5124,2017-10-31T01:22:05.326Z,,"Calle Ramón y Cajal\, 36",43.4685198,-3.7834202,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5124.csv
PAST5123,2017-10-31T01:22:05.326Z,,"Paseo Canalejas\, 16",43.46470148551751,-3.7927243486046796,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5123.csv
PAST5122,2017-10-31T01:22:05.326Z,,"Avenida Castañeda\, 5",43.473692,-3.7835107,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5122.csv
PAST5121,2017-10-31T01:22:05.326Z,,"Avenida Castañeda\, 5",43.4734533,-3.7832933,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5121.csv
PAST5118,2017-10-31T01:22:05.326Z,,"Avenida Castañeda\, 5",43.4733673,-3.7834111,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5118.csv
PAST5117,2017-10-31T01:22:05.326Z,,"Paseo Canalejas\, 37",43.46485138452526,-3.7921064347028732,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5117.csv
PAST5116,2017-10-31T01:22:05.326Z,,"Avenida Castañeda\, 5",43.4732725,-3.7831917,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5116.csv
PAST5115,2017-10-31T01:22:05.326Z,,"Paseo Canalejas\, 22",43.464695645288906,-3.7919364497065544,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5115.csv
PAST5114,2017-10-31T01:22:05.326Z,,"Avenida Castañeda\, 5",43.4730838220083,-3.7830258160829544,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5114.csv
PAST5113,2017-10-31T01:22:05.326Z,,"Calle Real Racing Club\, 20-21",43.475762352549424,-3.7940537184476857,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5113.csv
PAST5112,2017-10-31T01:22:05.326Z,,"Paseo Canalejas\, 28",43.46477010816135,-3.791461363434791,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5112.csv
PAST5111,2017-10-31T01:22:05.326Z,,"Calle Ramón y Cajal\, 25",43.4686691,-3.7824004,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5111.csv
PAST5110,2017-10-31T01:22:05.326Z,,"Paseo Canalejas\, 41",43.46488934590335,-3.7914915382862087,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5110.csv
PAST5109,2017-10-31T01:22:05.326Z,,"Calle Real Racing Club\, 20-21",43.47579422462065,-3.7940537184476857,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5109.csv
PAST5108,2017-10-31T01:22:05.326Z,,"Avenida Castañeda\, Santander",43.47269817585142,-3.7827586010098457,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5108.csv
PAST5107,2017-10-31T01:22:05.326Z,,"Paseo Canalejas\, 30",43.464790305591336,-3.7912447750568385,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5107.csv
PAST5106,2017-10-31T01:22:05.326Z,,"Calle de Joaquín Costa\, 47",43.4717975,-3.7827805,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5106.csv
PAST5105,2017-10-31T01:22:05.326Z,,"Calle Real Racing Club\, 17",43.47629736318172,-3.794287070631981,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5105.csv
PAST5104,2017-10-31T01:22:05.326Z,,"Calle Panamá\, Santander",43.472826887050566,-3.783326894044876,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5104.csv
PAST5103,2017-10-31T01:22:05.326Z,,"Calle Panamá\, Santander",43.47292834729222,-3.7834573164582253,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5103.csv
PAST5102,2017-10-31T01:22:05.326Z,,"Paseo Canalejas\, 36",43.46486866182209,-3.7906912341713905,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5102.csv
PAST5101,2017-10-31T01:22:05.326Z,,"Calle Real Racing Club\, 14",43.47644504377258,-3.7946434691548347,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5101.csv
PAST5100,2017-10-31T01:22:05.326Z,,"Avenida Castañeda\, 5",43.47324610896133,-3.7840262800455093,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5100.csv
PAST5099,2017-10-31T01:22:05.326Z,,"Paseo Canalejas\, 40",43.46493558088286,-3.790236935019493,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5099.csv
PAST5145,2017-10-31T01:22:05.325Z,,"Calle Ramón y Cajal\, 42",43.46840261690981,-3.7843635678291325,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5145.csv
PAST5144,2017-10-31T01:22:05.325Z,,"Avenida Castañeda\, Santander",43.4726482,-3.7823405,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5144.csv
PAST5143,2017-10-31T01:22:05.325Z,,"Avenida Castañeda\, Santander",43.4726294,-3.7823223,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5143.csv
PAST5142,2017-10-31T01:22:05.325Z,,"Calle San Vicente de la Barquera\, Santander",43.464278310825804,-3.79561074078083,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5142.csv
PAST5141,2017-10-31T01:22:05.325Z,,"Avenida Castañeda\, Santander",43.4726695,-3.7822765,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5141.csv
PAST5169,2017-10-31T01:22:05.324Z,,"Avenida Reina Victoria\, 129",43.47094436720719,-3.7787577509880066,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5169.csv
PAST5165,2017-10-31T01:22:05.324Z,,"Avenida Reina Victoria\, 3",43.472213012459015,-3.782465904951095,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5165.csv
PAST5164,2017-10-31T01:22:05.324Z,,"Calle Tetuán\, 18-32",43.4657941,-3.7943216,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5164.csv
PAST5162,2017-10-31T01:22:05.324Z,,"Avenida los Infantes\, Santander",43.471982838293805,-3.7827475368976593,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5162.csv
PAST5161,2017-10-31T01:22:05.324Z,,"Avenida Stadium\, 5",43.47445850279856,-3.7902282178401947,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5161.csv
PAST5160,2017-10-31T01:22:05.324Z,,"Avenida los Infantes\, Santander",43.47201106265719,-3.7828766182065015,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5160.csv
PAST5159,2017-10-31T01:22:05.324Z,,"Avenida los Infantes\, 95",43.4721272,-3.7830946,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5159.csv
PAST5158,2017-10-31T01:22:05.324Z,,"Avenida Maura\, Santander",43.4720457,-3.7832988,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5158.csv
PAST5157,2017-10-31T01:22:05.324Z,,"Avenida Pontejos\, 11",43.4743074110944,-3.7890249118208885,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5157.csv
PAST5155,2017-10-31T01:22:05.324Z,,"Calle Rocío\, Santander",43.4677815,-3.7821099,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5155.csv
PAST5154,2017-10-31T01:22:05.324Z,,"Avenida Pontejos\, 16-18",43.47595966716297,-3.789795711636543,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5154.csv
PAST5153,2017-10-31T01:22:05.324Z,,"Avenida los Infantes\, 83",43.472491848064216,-3.786128461360932,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5153.csv
PAST5152,2017-10-31T01:22:05.324Z,,"Avenida Pontejos\, 19",43.475970372253045,-3.7899502739310265,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5152.csv
PAST5149,2017-10-31T01:22:05.324Z,,"Avenida los Infantes\, 93",43.47232371959413,-3.7841821834445004,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5149.csv
PAST5147,2017-10-31T01:22:05.324Z,,"Avenida los Infantes\, 95",43.47228551957261,-3.7834871560335164,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5147.csv
PAST5146,2017-10-31T01:22:05.324Z,,"Avenida los Infantes\, Santander",43.47229306225394,-3.7828109040856357,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5146.csv
PAST5204,2017-10-31T01:22:05.323Z,,"Avenida Reina Victoria\, 127",43.4715952,-3.7782688,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5204.csv
PAST5203,2017-10-31T01:22:05.323Z,,"Calle Alejandro García\, 3",43.46510664999963,-3.791496902704239,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5203.csv
PAST5202,2017-10-31T01:22:05.323Z,,"Avenida Reina Victoria\, 127",43.470926118375786,-3.7781143561005592,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5202.csv
PAST5201,2017-10-31T01:22:05.323Z,,"Avenida Reina Victoria\, 127",43.471334160929935,-3.7784479558467865,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5201.csv
PAST5200,2017-10-31T01:22:05.323Z,,"Calle del Real Racing Club\, 1A",43.47581368847266,-3.791340664029122,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5200.csv
PAST5199,2017-10-31T01:22:05.323Z,,"Avenida Reina Victoria\, 127",43.47133489087835,-3.778569996356964,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5199.csv
PAST5198,2017-10-31T01:22:05.323Z,,"Calle la Montañesa\, 11-13",43.4653940352924,-3.7917285785079002,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5198.csv
PAST5196,2017-10-31T01:22:05.323Z,,"Avenida Reina Victoria\, 133-137",43.4711606762689,-3.778886832296848,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5196.csv
PAST5195,2017-10-31T01:22:05.323Z,,"Avenida Reina Victoria\, 143",43.471351679689896,-3.779873549938202,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5195.csv
PAST5194,2017-10-31T01:22:05.323Z,,"Calle la Montañesa\, 8",43.46532955014237,-3.7927357479929924,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5194.csv
PAST5193,2017-10-31T01:22:05.323Z,,"Avenida Reina Victoria\, 153",43.4714288,-3.7806786,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5193.csv
PAST5192,2017-10-31T01:22:05.323Z,,"Avenida Reina Victoria\, 153",43.47153757288562,-3.7807808071374893,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5192.csv
PAST5191,2017-10-31T01:22:05.323Z,,"Calle la Montañesa\, 3",43.465310082913774,-3.7935414165258408,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5191.csv
PAST5190,2017-10-31T01:22:05.323Z,,"Calle del Real Racing Club\, 1A",43.47561077750737,-3.7921493500471115,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5190.csv
PAST5189,2017-10-31T01:22:05.323Z,,"Calle la Montañesa\, 3",43.46548845116154,-3.793923296034336,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5189.csv
PAST5188,2017-10-31T01:22:05.323Z,,"Calle la Montañesa\, 3-9",43.46546557722742,-3.79469845443964,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5188.csv
PAST5187,2017-10-31T01:22:05.323Z,,"Avenida Stadium\, 19",43.47535044709365,-3.792627118527889,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5187.csv
PAST5185,2017-10-31T01:22:05.323Z,,"Calle la Montañesa\, 3",43.46559260045442,-3.793813996016979,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5185.csv
PAST5184,2017-10-31T01:22:05.323Z,,"Avenida Reina Victoria\, 153",43.471612,-3.7809328,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5184.csv
PAST5183,2017-10-31T01:22:05.323Z,,"Calle del Real Racing Club\, 7C",43.47543365562822,-3.792683109641075,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5183.csv
PAST5182,2017-10-31T01:22:05.323Z,,"Calle la Montañesa\, 3-9",43.46557751341843,-3.794696107506752,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5182.csv
PAST5180,2017-10-31T01:22:05.323Z,,"Avenida Stadium\, 19",43.47527064464878,-3.792444057762623,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5180.csv
PAST5179,2017-10-31T01:22:05.323Z,,"Calle Tetuán\, 17",43.46551035172869,-3.7963319197297096,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5179.csv
PAST5177,2017-10-31T01:22:05.323Z,,"Calle Tetuán\, 17",43.4654922,-3.7962179,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5177.csv
PAST5176,2017-10-31T01:22:05.323Z,,"Avenida Stadium\, 19",43.47447431752836,-3.7915944680571556,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5176.csv
PAST5175,2017-10-31T01:22:05.323Z,,"Calle Joaquín Costa\, 47",43.47159231880939,-3.7819955125451092,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5175.csv
PAST5174,2017-10-31T01:22:05.323Z,,"Calle Tetuán\, 16-18",43.46554879937181,-3.7953562662005424,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5174.csv
PAST5173,2017-10-31T01:22:05.323Z,,"Avenida Stadium\, 19",43.475009096263,-3.7920765951275826,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5173.csv
PAST5172,2017-10-31T01:22:05.323Z,,"Avenida de la Reina Victoria\, 151",43.47196726622559,-3.7821614742279057,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5172.csv
PAST5171,2017-10-31T01:22:05.323Z,,"Calle Tetuán\, 18-32",43.46575855760168,-3.7946246936917305,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5171.csv
PAST5170,2017-10-31T01:22:05.323Z,,"Calle Joaquín Costa\, 47",43.47173076494647,-3.7819328159093857,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5170.csv
PAST5243,2017-10-31T01:22:05.322Z,,"Calle la Horadada\, 4",43.46844933585771,-3.7745952978730206,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5243.csv
PAST5242,2017-10-31T01:22:05.322Z,,"Calle del Real Racing Club\, 1A",43.47663335424961,-3.7914197891950603,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5242.csv
PAST5241,2017-10-31T01:22:05.322Z,,"Avenida Magdalena\, 8",43.468443739318985,-3.7744444236159325,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5241.csv
PAST5240,2017-10-31T01:22:05.322Z,,"Calle Real Racing Club\, Santander",43.47699002338967,-3.791650123894214,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5240.csv
PAST5239,2017-10-31T01:22:05.322Z,,"Calle Tetuán las Canteras\, Santander",43.46669394391066,-3.7885981053113937,Deterioro,http://datos.santander.es/api/datos/residuos_papeleras/past5239.csv
PAST5238,2017-10-31T01:22:05.322Z,,"Avenida Magdalena\, 1",43.46865811071491,-3.7744752690196033,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5238.csv
PAST5237,2017-10-31T01:22:05.322Z,,"Calle Real Racing Club\, 8",43.4772714,-3.7918629,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5237.csv
PAST5236,2017-10-31T01:22:05.322Z,,"Calle Tetuán las Canteras\, Santander",43.466664257054575,-3.7896900996565823,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5236.csv
PAST5235,2017-10-31T01:22:05.322Z,,"Calle Real Racing Club\, Santander",43.477658346594296,-3.7912521511316295,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5235.csv
PAST5234,2017-10-31T01:22:05.322Z,,"Plaza Alhucemas\, 3",43.46661267002408,-3.7899046763777733,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5234.csv
PAST5232,2017-10-31T01:22:05.322Z,,"Avenida Magdalena\, 3",43.46871188594013,-3.774328418076039,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5232.csv
PAST5231,2017-10-31T01:22:05.322Z,,"Calle Barrio Camino\, 1B",43.46645888201154,-3.7899237871170044,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5231.csv
PAST5230,2017-10-31T01:22:05.322Z,,"Calle la Horadada\, 10",43.4670432,-3.7746543,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5230.csv
PAST5229,2017-10-31T01:22:05.322Z,,"Avenida Magdalena\, 1",43.46876566111752,-3.774556741118431,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5229.csv
PAST5228,2017-10-31T01:22:05.322Z,,"Calle la Horadada\, 10",43.4672781,-3.7742692,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5228.csv
PAST5226,2017-10-31T01:22:05.322Z,,"Avenida Pontejos\, 33",43.47678346696142,-3.790851831436157,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5226.csv
PAST5225,2017-10-31T01:22:05.322Z,,"Avenida Magdalena\, 1",43.46864764765649,-3.7747562304139133,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5225.csv
PAST5224,2017-10-31T01:22:05.322Z,,"Avenida Pontejos\, 33",43.4764887,-3.7905784,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5224.csv
PAST5223,2017-10-31T01:22:05.322Z,,"Calle de Tetuán\, 60",43.46619096873237,-3.7911643087863927,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5223.csv
PAST5222,2017-10-31T01:22:05.322Z,,"Calle Tetuán\, 74",43.46622284585143,-3.790734820067882,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5222.csv
PAST5221,2017-10-31T01:22:05.322Z,,"Avenida Reina Victoria\, 111",43.4684215,-3.7768023,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5221.csv
PAST5220,2017-10-31T01:22:05.322Z,,"Avenida Magdalena\, 4",43.468910196877516,-3.7756691873073582,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5220.csv
PAST5219,2017-10-31T01:22:05.322Z,,"Calle del Real Racing Club\, 51",43.47621853517326,-3.7904347479343414,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5219.csv
PAST5218,2017-10-31T01:22:05.322Z,,"Avenida Reina Victoria\, 111",43.469108263839125,-3.775924332439899,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5218.csv
PAST5217,2017-10-31T01:22:05.322Z,,"Avenida Reina Victoria\, 109",43.4682186607014,-3.776181824505329,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5217.csv
PAST5216,2017-10-31T01:22:05.322Z,,"Calle del Real Racing Club\, 1A",43.47604628101919,-3.7911928072571754,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5216.csv
PAST5215,2017-10-31T01:22:05.322Z,,"Calle Río Cubas\, 13",43.46580673862362,-3.7883841991424556,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5215.csv
PAST5214,2017-10-31T01:22:05.322Z,,"Calle San Quintín\, 1",43.465725220205435,-3.788778483867645,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5214.csv
PAST5213,2017-10-31T01:22:05.322Z,,"Avenida Reina Victoria\, 111",43.469018476807946,-3.776808120310306,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5213.csv
PAST5212,2017-10-31T01:22:05.322Z,,"Avenida Reina Victoria\, 111",43.46952386169301,-3.7762951478362083,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5212.csv
PAST5211,2017-10-31T01:22:05.322Z,,"Avenida Reina Victoria\, 111",43.46894839903242,-3.776723966002464,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5211.csv
PAST5210,2017-10-31T01:22:05.322Z,,"Avenida Reina Victoria\, 111",43.46915157569263,-3.776918761432171,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5210.csv
PAST5209,2017-10-31T01:22:05.322Z,,"Calle Río Cubas\, 3",43.46555974964543,-3.789977096021176,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5209.csv
PAST5208,2017-10-31T01:22:05.322Z,,"Avenida Reina Victoria\, 40",43.47084849995135,-3.7772372737526894,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5208.csv
PAST5206,2017-10-31T01:22:05.322Z,,"Avenida Reina Victoria\, 40",43.470926118375786,-3.7773415446281433,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5206.csv
PAST5205,2017-10-31T01:22:05.322Z,,"Sder Playa\, Santander",43.469796140002245,-3.777246661484242,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5205.csv
PAST5288,2017-10-31T01:22:05.321Z,,"Calle Fernando de Los Ríos\, 8",43.46934015222125,-3.7932993471622463,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5288.csv
PAST5286,2017-10-31T01:22:05.321Z,,"Calle Fernando de los Ríos\, 10",43.46945305453228,-3.7930093333125114,Deterioro,http://datos.santander.es/api/datos/residuos_papeleras/past5286.csv
PAST5285,2017-10-31T01:22:05.321Z,,"Calle Barcelona\, 3",43.46464478660762,-3.796323202550411,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5285.csv
PAST5284,2017-10-31T01:22:05.321Z,,"Calle Andrés del Río\, 5",43.46486428166281,-3.796609863638878,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5284.csv
PAST5281,2017-10-31T01:22:05.321Z,,"Paseo General Dávila\, 8",43.469311196637655,-3.7926613166928296,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5281.csv
PAST5279,2017-10-31T01:22:05.321Z,,"Calle San Emeterio\, 7",43.46507331224389,-3.7970551103353505,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5279.csv
PAST5278,2017-10-31T01:22:05.321Z,,"Calle de San Emeterio\, 11",43.465139257713766,-3.797076903283596,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5278.csv
PAST5277,2017-10-31T01:22:05.321Z,,"Calle Fernando de los Ríos\, 2",43.4693597,-3.7916899,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5277.csv
PAST5276,2017-10-31T01:22:05.321Z,,"Calle Calatayud\, 24",43.46971195041475,-3.7837389484047894,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5276.csv
PAST5275,2017-10-31T01:22:05.321Z,,"Calle Fernando de los Ríos\, 1",43.4693244,-3.7916179,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5275.csv
PAST5274,2017-10-31T01:22:05.321Z,,"Calle Joaquín Costa\, 29",43.46978640710796,-3.7840155512094498,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5274.csv
PAST5273,2017-10-31T01:22:05.321Z,,"Calle Joaquín Costa\, 11",43.468166101681895,-3.7857948616147046,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5273.csv
PAST5272,2017-10-31T01:22:05.321Z,,"Avenida Pontejos\, 33",43.477749580531864,-3.790954425930977,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5272.csv
PAST5271,2017-10-31T01:22:05.321Z,,"Avenida Pontejos\, 33",43.47734377092116,-3.7906556949019437,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5271.csv
PAST5270,2017-10-31T01:22:05.321Z,,"Avenida Pontejos\, 19",43.47689708524903,-3.790255375206471,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5270.csv
PAST5268,2017-10-31T01:22:05.321Z,,"Avenida Pontejos\, 19",43.47664600557845,-3.790386468172074,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5268.csv
PAST5267,2017-10-31T01:22:05.321Z,,"Calle del Real Racing Club\, 1A",43.47574580826155,-3.7919652834534645,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5267.csv
PAST5266,2017-10-31T01:22:05.321Z,,"Calle del Real Racing Club\, 7C",43.47548134233904,-3.7928950041532516,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5266.csv
PAST5265,2017-10-31T01:22:05.321Z,,"Calle Tetuán\, 34",43.46594227795916,-3.79350084811449,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5265.csv
PAST5264,2017-10-31T01:22:05.321Z,,"Calle Tetuán\, 47-49",43.46614011130913,-3.7929362431168556,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past5264.csv
