"Barri";"Nom";"	X(UTM)";"Y(UTM)";"Cota_ortomètrica (H)";"Cel_GPS";"Data_de_revisió";"Data_construcció";"Data_ajust";"Tipus vèrtex";"Tipus_de_senyal";"Visa a:						"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2093";"483921,10";"4649463,74";"85,97";"Si";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2092 i GI2064"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2094";"483975,62";"4649459,09";"84,93";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2093 i GI2095"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2095";"484029,12";"4649502,84";"90,19";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2094 i GI2096"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2096";"484054,52";"4649469,16";"92,35";"Si";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2095 i GI2097"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2097";"484109,64";"4649357,42";"84,34";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"Gi2096, GI2098 i GI2066"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2098";"484246,70";"4649297,61";"82,01";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2097 i GI2099"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2099";"484329,74";"4649245,14";"80,68";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2098 i GI2100"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2100";"484284,75";"4649189,37";"79,04";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2099 i GI2101"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2101";"484330,01";"4649123,47";"78,28";"Si";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2100 i GI2102"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2102";"484402,25";"4649092,02";"77,41";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2101 i GI2103"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2103";"484317,46";"4648990,06";"74,22";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2102 i GI2021"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2104";"484839,79";"4648915,16";"72,32";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2043 i GI2105"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2105";"484838,15";"4648849,26";"71,50";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2104 i GI2106"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2106";"484723,47";"4648852,26";"72,92";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2105 i GI2107"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2107";"484720,11";"4648927,14";"72,71";"Si";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2106, GI2108 i GI2019"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2108";"484576,37";"4648921,99";"73,18";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2107, GI2020 i GI2045"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2109";"484495,81";"4649044,08";"75,79";"Si";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2110 i GI2021"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2110";"484660,28";"4649040,20";"75,08";"Si";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2109 i GI2111"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2111";"484653,56";"4649111,33";"76,60";"Si";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2110 i GI2112"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2112";"484732,21";"4649123,50";"74,22";"Si";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2111 i GI2113"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2113";"484805,81";"4649098,20";"73,54";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2112 i GI2114"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2114";"484804,25";"4649036,49";"72,61";"No";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2113 i GI2115"
"Oest : Domeny, Taialà, Germans Sàbat
Fontajau i Sant Ponç";"GI2115";"484867,71";"4649045,23";"72,35";"Si";"";"abril2016";"18/04/2017";"VPS";"Geopunt";"GI2114 i GI2018"
"Montjuic";"GI3001";"485695,46";"4649146,48";"127,31";"Si";"juliol 2014";"2006";"18/04/2017";"VPP";"geopunt amb volandera";"GI3012"
"Montjuic";"GI3002";"486095,07";"4649115,25";"191,05";"Si";"juliol 2014";"2006";"18/04/2017";"VPP";"geopunt amb volandera";"No te visual amb cap vèrtex"
"Montjuic";"GI3003";"486568,85";"4649128,68";"202,13";"No";"juliol 2014";"2006";"18/04/2017";"VPP";"geopunt amb volandera";"GI3007"
"Montjuic";"GI3004";"486052,07";"4649674,34";"180,57";"No";"juliol 2014";"2006";"18/04/2017";"VPP";"geopunt amb volandera";"GI3006 i GI3031"
"Montjuic";"GI3005";"486631,50";"4649436,66";"219,32";"No";"juliol 2014";"2006";"18/04/2017";"VPP";"geopunt amb volandera";"No te visual amb cap vèrtex"
"Montjuic";"GI3006";"486027,85";"4649778,10";"167,96";"Si";"";"desembre2016";"18/04/2017";"VPP";"Geopunt";"GI3004 i GI3030"
"Montjuic";"GI3007";"486480,47";"4649112,28";"193,35";"Si";"";"desembre2016";"18/04/2017";"VPP";"Geopunt";"GI3003"
"Montjuic";"GI3008";"485955,22";"4648951,96";"157,53";"Si";"";"desembre2016";"18/04/2017";"VPP";"Geopunt";"GI3008 i GI3022"
"Montjuic";"GI3009";"486096,00";"4648956,41";"170,64";"Si";"";"desembre2016";"18/04/2017";"VPP";"Geopunt";"GI3008"
"Montjuic";"GI3010";"486122,86";"4649417,43";"190,37";"Si";"";"desembre2016";"18/04/2017";"VPP";"Geopunt";"GI3011"
"Montjuic";"GI3011";"486183,21";"4649223,90";"191,23";"Si";"";"desembre2016";"18/04/2017";"VPP";"Geopunt";"GI3010"
"Montjuic";"GI3012";"485721,395";"4649247,143";"133,270";"Si";"";"maig2017";"";"VPS";"Geopunt";"GI3001 i GI3013"
"Montjuic";"GI3013";"485703,260";"4649380,455";"141,213";"Si";"";"maig2017";"";"VPS";"Geopunt";"GI3012 i GI3014"
"Montjuic";"GI3014";"485692,204";"4649544,226";"148,677";"Si";"";"maig2017";"";"VPS";"Geopunt";"GI3013 i GI3015"
"Montjuic";"GI3015";"485744,941";"4649580,457";"156,380";"Si";"";"maig2017";"";"VPS";"Geopunt";"GI3014, GI3016 I GI3028"
"Montjuic";"GI3028";"485811,787";"4649619,162";"160,798";"Si";"";"maig2017";"";"VPS";"Geopunt";"GI3015, GI3027 I GI3029"
"Montjuic";"GI3029";"485896,140";"4649709,391";"166,146";"Si";"";"maig2017";"";"VPS";"Geopunt";"GI3028 i GI3030"
"Montjuic";"GI3030";"485978,540";"4649745,573";"169,362";"Si";"";"maig2017";"";"VPS";"Geopunt";"GI3029 i GI3006"
"Centre: Barri Vell, Mercadal, Carme ";"GI4001";"485250,31";"4647871,81";"69,84";"No";"juliol 2014";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI2024, GI4002 i GI4009"
"Centre: Barri Vell, Mercadal, Carme ";"GI4002";"485171,54";"4647865,26";"70,04";"No";"juliol 2014";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI4001 i GI4003"
"Centre: Barri Vell, Mercadal, Carme ";"GI4003";"485088,03";"4647866,07";"70,45";"No";"juliol 2014";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI4002, GI6081 i GI6083"
"Centre: Barri Vell, Mercadal, Carme ";"GI4005";"485170,01";"4647956,67";"71,59";"No";"juliol 2014";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI4002,0028 i GI4006"
"Centre: Barri Vell, Mercadal, Carme ";"GI4006";"485226,40";"4647966,73";"70,72";"No";"juliol 2014";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI4005 i GI4007"
"Centre: Barri Vell, Mercadal, Carme ";"GI4007";"485348,22";"4648002,52";"67,69";"No";"juliol 2014";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI4006 i GI4008"
"Centre: Barri Vell, Mercadal, Carme ";"GI4008";"485334,74";"4647906,39";"68,77";"No";"juliol 2014";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI4028 i GI4007"
"Centre: Barri Vell, Mercadal, Carme ";"GI4009";"485252,00";"4647844,66";"69,31";"No";"juliol 2014";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI4001 i GI4010"
"Centre: Barri Vell, Mercadal, Carme ";"GI4010";"485312,42";"4647814,44";"68,71";"No";"juliol 2014";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI4009 i GI4011"
"Centre: Barri Vell, Mercadal, Carme ";"GI4011";"485384,74";"4647806,15";"69,09";"Si";"juliol 2014";"juny2012";"18/04/2017";"VPS";"Geopunt";"GI4010, GI4028 i GI4032"
"Centre: Barri Vell, Mercadal, Carme ";"GI4012";"485600,81";"4648734,32";"68,40";"No";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI1003 i GI4013"
"Centre: Barri Vell, Mercadal, Carme ";"GI4013";"485568,11";"4648681,77";"67,60";"Si";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI4012 i GI4014"
"Centre: Barri Vell, Mercadal, Carme ";"GI4014";"485509,06";"4648583,20";"68,22";"No";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI4013 i GI4045"
"Centre: Barri Vell, Mercadal, Carme ";"GI4015";"485410,36";"4647222,60";"70,62";"Si";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI4016 i GI2026"
"Centre: Barri Vell, Mercadal, Carme ";"GI4016";"485566,07";"4647231,69";"70,67";"No";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI4015, GI4017 i GI4021"
"Centre: Barri Vell, Mercadal, Carme ";"GI4017";"485593,63";"4647118,75";"72,41";"No";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI4016 i GI4018"
"Centre: Barri Vell, Mercadal, Carme ";"GI4018";"485656,57";"4647036,40";"72,44";"No";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI4017 i GI4019"
"Centre: Barri Vell, Mercadal, Carme ";"GI4019";"485606,30";"4646988,41";"70,28";"No";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI4018 i GI4020"
"Centre: Barri Vell, Mercadal, Carme ";"GI4020";"485511,41";"4647032,95";"71,10";"Si";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI4019 i GI6024"
"Centre: Barri Vell, Mercadal, Carme ";"GI4021";"485547,51";"4647351,10";"73,82";"No";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI4016 i GI4022"
"Centre: Barri Vell, Mercadal, Carme ";"GI4022";"485643,99";"4647379,70";"83,94";"No";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI4021 i GI4023"
"Centre: Barri Vell, Mercadal, Carme ";"GI4023";"485627,96";"4647438,16";"89,10";"No";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI4022 i GI4024"
"Centre: Barri Vell, Mercadal, Carme ";"GI4024";"485632,33";"4647524,51";"93,05";"No";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI4023 i GI4033"
"Centre: Barri Vell, Mercadal, Carme ";"GI4025";"485529,65";"4647615,44";"81,34";"No";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI4033 i GI4026"
"Centre: Barri Vell, Mercadal, Carme ";"GI4026";"485453,06";"4647677,94";"69,86";"Cel amb obstruccions";"juliol 2014";"febrer2014";"18/04/2017";"VPS";"Geopunt";"GI4025 i GI2025"
"Centre: Barri Vell, Mercadal, Carme ";"GI4027";"485449,38";"4648175,93";"69,48";"Si";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"GI5005 i GI2024"
"Centre: Barri Vell, Mercadal, Carme ";"GI4028";"485364,16";"4647870,63";"71,26";"Si";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"GI2023 i GI2025"
"Centre: Barri Vell, Mercadal, Carme ";"GI4029";"485423,68";"4647589,54";"71,69";"Si";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"GI2024 i GI2026"
"Centre: Barri Vell, Mercadal, Carme ";"GI4030";"485419,18";"4647328,67";"71,74";"Si";"juliol 2014";"1998";"18/04/2017";"VPP";"geopunt amb volandera";"GI6005 i GI4015"
"Centre: Barri Vell, Mercadal, Carme ";"GI4031";"485376,88";"4648621,01";"68,53";"Si";"juliol 2014";"2009";"18/04/2017";"VPP";"geopunt amb volandera";"GI1014, GI6007 i GI6003"
"Centre: Barri Vell, Mercadal, Carme ";"GI4032";"485361,49";"4647680,54";"69,56";"No";"juliol 2014";"setembre2014";"18/04/2017";"VPS";"Geopunt";"GI4026, GI4029 i GI4011"
"Centre: Barri Vell, Mercadal, Carme ";"GI4033";"485609,88";"4647656,43";"90,98";"No";"juliol 2014";"2002";"18/04/2017";"VPP";"geopunt amb volandera";"GI4024 i GI4025"
