"Identificador";"Codiedif";"Id_façana";"Ldia";"Lnit";"Ltarda";"Lden";"Coord_X";"Coord_Y";" lon";"lat	"
"4243";"5720";"08995720";"42,8";"35,6";"38,5";"44,0";"485443,21730000002";"4647923,20700000040";"2,82427454";"41,98317411"
"4244";"5768";"05768";"47,0";"38,7";"43,5";"47,7";"485404,48590000003";"4647991,24700000044";"2,82380207";"41,98378584"
"4245";"5770";"05770";"46,5";"38,5";"42,9";"47,4";"485406,29080000002";"4648001,92009999976";"2,82382596";"41,98387594"
"4246";"5769";"05769";"46,9";"38,8";"43,4";"47,8";"485405,03399999999";"4647996,33019999973";"2,82381401";"41,98383089"
"4247";"5722";"06845722";"64,4";"50,4";"59,2";"63,4";"485453,21159999998";"4647892,82079999987";"2,82439603";"41,98289509"
"4248";"5774";"05774";"45,3";"38,1";"41,9";"46,6";"485416,10359999997";"4648030,80489999987";"2,82394596";"41,98413732"
"4249";"5773";"05773";"45,3";"38,0";"41,9";"46,5";"485413,85800000001";"4648024,77550000045";"2,82390989";"41,98408322"
"4250";"5710";"03305710";"53,8";"42,4";"49,3";"53,5";"485418,61210000003";"4647913,47059999965";"2,82397300";"41,98308358"
"4251";"5718";"00065718";"51,3";"39,2";"46,2";"50,7";"485455,41840000002";"4647944,89309999999";"2,82441888";"41,98336347"
"4252";"5717";"00065717";"49,9";"38,3";"44,9";"49,4";"485449,87949999998";"4647946,73170000035";"2,82434640";"41,98338137"
"4253";"5709";"03305709";"54,5";"42,9";"49,9";"54,1";"485417,34419999999";"4647907,03980000038";"2,82396108";"41,98302952"
"4254";"1662";"03311662";"62,3";"50,6";"57,5";"61,8";"484875,62349999999";"4646413,71829999983";"2,81745678";"41,96956335"
"4255";"833";"0686833";"60,7";"47,2";"55,8";"59,8";"487058,88270000002";"4646549,91610000003";"2,84380025";"41,97082713"
"4256";"5708";"03305708";"55,5";"43,6";"50,8";"55,0";"485415,50980000000";"4647897,83870000020";"2,82393719";"41,98293942"
"4257";"2713";"05762713";"69,0";"56,0";"63,8";"68,2";"485105,81790000002";"4647293,94500000030";"2,82021034";"41,97749360"
"4258";"8396";"01868396";"68,2";"56,4";"63,5";"67,7";"485776,50349999999";"4646823,52460000012";"2,82832096";"41,97327286"
"4259";"832";"0686832";"51,7";"38,8";"47,0";"51,0";"487066,62079999998";"4646559,21600000001";"2,84389659";"41,97091733"
"4260";"5721";"06845721";"64,3";"50,3";"59,1";"63,3";"485458,52610000002";"4647904,77379999962";"2,82445609";"41,98300326"
"4261";"8396";"00778396";"64,0";"51,2";"59,1";"63,3";"485797,78430000000";"4646790,50310000032";"2,82857522";"41,97297602"
"4262";"831";"0686831";"60,7";"47,3";"55,8";"59,8";"487054,57380000001";"4646558,21040000021";"2,84375178";"41,97090812"
"4263";"5720";"06845720";"64,2";"50,1";"59,0";"63,2";"485464,18709999998";"4647917,09700000007";"2,82452819";"41,98312045"
"4264";"5719";"00065719";"54,4";"40,4";"49,2";"53,4";"485465,30040000001";"4647940,55449999962";"2,82453970";"41,98332763"
"4265";"5719";"06845719";"64,2";"50,1";"59,0";"63,2";"485469,79670000001";"4647929,84779999964";"2,82458825";"41,98322863"
"4266";"830";"0686830";"56,7";"44,0";"52,2";"56,0";"487062,35519999999";"4646567,32639999967";"2,84384814";"41,97098931"
"4267";"12348";"067012348";"62,7";"50,1";"57,9";"62,0";"485940,63260000001";"4646766,12060000002";"2,83030174";"41,97276242"
"4268";"810";"0810";"48,0";"41,6";"48,8";"50,2";"487176,18660000002";"4646494,69969999976";"2,84522562";"41,97033369"
"4269";"1667";"04191667";"66,3";"56,9";"62,0";"66,6";"484937,00620000000";"4646415,56790000014";"2,81820500";"41,96958255"
"4270";"6377";"06377";"53,3";"47,9";"49,4";"55,4";"485720,35840000003";"4649102,27720000036";"2,82758970";"41,99379801"
"4271";"1669";"03861669";"71,9";"64,6";"68,0";"73,1";"484961,71889999998";"4646398,68290000036";"2,81849509";"41,96942990"
"4272";"2704";"03862704";"70,2";"58,2";"65,6";"69,7";"485156,91320000001";"4647231,95839999989";"2,82082750";"41,97693615"
"4273";"2714";"05762714";"68,4";"55,0";"63,1";"67,5";"485117,02799999999";"4647290,93159999978";"2,82035526";"41,97746680"
"4274";"10019";"010019";"48,9";"36,0";"44,3";"48,2";"485999,81900000002";"4649570,89209999982";"2,83094705";"41,99801813"
"4275";"8605";"08605";"54,9";"47,5";"50,6";"56,0";"485734,32760000002";"4649089,06960000005";"2,82775904";"41,99368118"
"4276";"1655";"03861655";"72,0";"64,5";"68,1";"73,1";"484953,65970000002";"4646378,67449999973";"2,81839905";"41,96924961"
"4277";"10243";"010243";"49,6";"37,2";"45,2";"49,0";"486049,67780000000";"4649592,17839999963";"2,83155024";"41,99821716"
"4278";"1668";"04191668";"66,5";"57,4";"62,3";"66,9";"484941,77429999999";"4646413,74729999993";"2,81825333";"41,96956462"
"4279";"1656";"03581656";"72,7";"61,8";"68,0";"72,5";"484935,86829999997";"4646369,53079999983";"2,81818204";"41,96916821"
"4280";"1669";"04191669";"65,5";"57,1";"61,5";"66,2";"484954,00730000000";"4646409,07639999967";"2,81841033";"41,96952884"
"4281";"11372";"047711372";"63,5";"49,7";"58,3";"62,5";"485419,38870000001";"4647881,33800000045";"2,82398587";"41,98279538"
"4282";"5705";"04775705";"62,5";"48,5";"57,3";"61,5";"485437,29580000002";"4647882,04100000020";"2,82420313";"41,98280472"
"4283";"1657";"03581657";"72,6";"61,3";"67,8";"72,2";"484924,44699999999";"4646373,61380000040";"2,81804918";"41,96920402"
"4284";"5705";"06845705";"64,9";"50,9";"59,7";"63,9";"485449,56880000001";"4647885,20019999985";"2,82434791";"41,98283196"
"4285";"2805";"06702805";"59,0";"46,0";"54,0";"58,2";"485912,82010000001";"4646713,48830000032";"2,82996507";"41,97228457"
"4286";"2805";"00242805";"58,6";"46,1";"53,8";"57,9";"485856,62560000003";"4646717,41160000023";"2,82928908";"41,97231959"
"4287";"2805";"08602805";"59,8";"48,0";"55,2";"59,3";"485833,37400000001";"4646741,10549999960";"2,82901091";"41,97253534"
"4288";"2715";"05762715";"68,0";"54,3";"62,7";"67,1";"485136,13549999997";"4647285,79530000035";"2,82058473";"41,97742213"
"4289";"9531";"09531";"50,6";"49,8";"48,7";"56,1";"485718,40049999999";"4649058,89599999972";"2,82756662";"41,99340168"
"4290";"2716";"05762716";"68,1";"54,4";"62,8";"67,2";"485151,77539999998";"4647281,59109999985";"2,82076589";"41,97738638"
"4291";"1658";"03581658";"72,5";"61,2";"67,7";"72,1";"484913,99750000000";"4646377,34949999955";"2,81791632";"41,96923984"
"4292";"2717";"05762717";"67,4";"54,1";"62,3";"66,5";"485160,54019999999";"4647279,23500000034";"2,82087457";"41,97736854"
"4293";"5245";"00095245";"66,4";"54,6";"61,6";"65,9";"483675,03419999999";"4647066,84609999973";"2,80295597";"41,97542076"
"4294";"10339";"000910339";"66,5";"54,9";"61,8";"66,1";"483671,18329999998";"4647088,14929999970";"2,80290708";"41,97561882"
"4295";"10339";"037510339";"66,2";"54,8";"61,9";"65,9";"483677,70699999999";"4647098,61070000008";"2,80297922";"41,97570901"
"4296";"11029";"037511029";"65,6";"54,3";"61,4";"65,3";"483694,44819999998";"4647105,06340000033";"2,80318422";"41,97577241"
"4297";"5251";"03755251";"65,4";"54,0";"61,1";"65,1";"483716,72810000001";"4647113,64719999954";"2,80344954";"41,97584492"
"4298";"3771";"01843771";"68,0";"53,8";"62,6";"66,9";"485218,56410000002";"4648029,73309999984";"2,82155579";"41,98412462"
"4299";"3771";"04913771";"58,7";"48,4";"53,9";"58,7";"485190,73269999999";"4648016,95490000024";"2,82121811";"41,98400701"
"4300";"4009";"02604009";"73,9";"62,3";"68,9";"73,4";"485150,28340000001";"4648100,69259999972";"2,82073313";"41,98476282"
"4301";"4073";"01444073";"64,7";"53,2";"59,6";"64,3";"484526,60450000002";"4648001,20810000040";"2,81320294";"41,98385915"
"4302";"3741";"05933741";"61,6";"48,3";"56,7";"60,8";"485374,87260000000";"4648075,59530000016";"2,82343783";"41,98454184"
"4303";"3740";"03740";"46,1";"38,4";"42,5";"47,1";"485386,48450000002";"4648061,76869999990";"2,82358304";"41,98441597"
"4304";"4010";"02604010";"72,4";"60,7";"67,4";"71,9";"485136,17090000003";"4648088,88590000011";"2,82056442";"41,98465447"
"4305";"4011";"03914011";"68,9";"62,6";"65,0";"70,6";"485102,87770000001";"4648102,55329999980";"2,82015363";"41,98477992"
"4306";"3741";"02723741";"59,7";"46,3";"54,8";"58,9";"485385,35950000002";"4648081,23529999983";"2,82357047";"41,98459608"
"4307";"3741";"03741";"47,0";"39,2";"43,4";"48,0";"485391,68709999998";"4648070,91390000004";"2,82364317";"41,98449712"
"4308";"4010";"03914010";"70,2";"60,8";"65,6";"70,4";"485121,58779999998";"4648089,68010000046";"2,82038332";"41,98466319"
"4309";"4072";"04494072";"68,6";"55,3";"63,2";"67,7";"484576,45360000001";"4647938,12889999989";"2,81380817";"41,98329271"
"4310";"3739";"03739";"47,0";"39,5";"43,5";"48,1";"485384,32209999999";"4648051,22599999979";"2,82355914";"41,98432587"
"4311";"3738";"03738";"47,3";"39,3";"43,8";"48,2";"485376,23999999999";"4648027,88219999988";"2,82346317";"41,98410956"
"4312";"6776";"05756776";"69,1";"58,3";"64,5";"68,9";"485513,03190000000";"4650617,01869999990";"2,82505311";"42,00743927"
"4313";"6777";"05756777";"68,7";"57,9";"64,1";"68,5";"485513,55900000001";"4650625,46019999962";"2,82505291";"42,00751132"
"4314";"6778";"05756778";"68,5";"57,9";"64,0";"68,4";"485514,15800000000";"4650634,48880000040";"2,82506477";"42,00759240"
"4315";"6782";"05756782";"68,8";"58,0";"64,2";"68,6";"485518,92469999997";"4650717,94890000019";"2,82511102";"42,00834002"
"4316";"6783";"05756783";"69,0";"58,1";"64,5";"68,8";"485519,69530000002";"4650729,86539999954";"2,82512280";"42,00844812"
"4317";"6784";"05756784";"69,1";"58,2";"64,5";"68,8";"485520,70400000003";"4650745,35940000042";"2,82513449";"42,00859224"
"4318";"6785";"05756785";"70,0";"59,0";"65,4";"69,7";"485521,31839999999";"4650755,84690000024";"2,82514631";"42,00868233"
"4319";"4855";"04374855";"64,7";"52,9";"59,5";"64,2";"484047,87290000002";"4646840,50380000006";"2,80745214";"41,97339287"
"4320";"6787";"05756787";"71,9";"60,9";"67,3";"71,6";"485524,92499999999";"4650809,08779999986";"2,82518121";"42,00916874"
"4321";"6787";"01266787";"67,0";"56,1";"62,4";"66,8";"485532,50760000001";"4650821,49390000012";"2,82527753";"42,00927696"
"4322";"6788";"01266788";"62,8";"52,1";"58,3";"62,6";"485549,19010000001";"4650822,44859999977";"2,82548280";"42,00928628"
"4323";"6789";"01266789";"59,8";"50,0";"55,2";"59,9";"485566,38660000003";"4650823,03670000006";"2,82568808";"42,00929560"
"4324";"6790";"01266790";"60,3";"52,1";"56,0";"61,1";"485584,65120000002";"4650823,92169999983";"2,82590545";"42,00929593"
"4325";"6791";"01266791";"59,3";"54,4";"55,6";"61,8";"485606,41129999998";"4650825,00989999995";"2,82617108";"42,00931435"
"4326";"6792";"01266792";"59,3";"57,1";"56,6";"63,7";"485628,04979999998";"4650826,15830000024";"2,82643674";"42,00932376"
"4327";"6792";"05776792";"61,1";"64,8";"61,8";"70,5";"485640,72330000001";"4650817,19589999970";"2,82658188";"42,00924292"
"4328";"6774";"05776774";"60,1";"63,5";"60,6";"69,3";"485634,07650000002";"4650799,48620000016";"2,82650986";"42,00908069"
"4329";"6793";"05776793";"61,7";"64,9";"62,0";"70,6";"485627,22989999998";"4650784,82679999992";"2,82642569";"42,00894546"
"4330";"6786";"05776786";"60,4";"63,4";"60,5";"69,1";"485618,93199999997";"4650769,07820000034";"2,82631737";"42,00881020"
"4331";"6794";"05776794";"61,4";"63,4";"60,8";"69,2";"485609,56000000000";"4650751,28949999996";"2,82620913";"42,00864791"
"4332";"12259";"000112259";"58,7";"45,5";"53,9";"57,9";"485815,69490000000";"4649547,18479999993";"2,82872593";"41,99780768"
"4333";"6395";"00016395";"58,4";"45,1";"53,5";"57,6";"485820,70460000000";"4649512,85369999986";"2,82878715";"41,99749254"
"4334";"8689";"00018689";"58,4";"45,1";"53,5";"57,6";"485824,47499999998";"4649487,39269999973";"2,82883605";"41,99726744"
"4335";"6582";"00906582";"64,4";"52,7";"59,7";"63,9";"486406,71070000000";"4649423,93719999958";"2,83586469";"41,99670128"
"4336";"5942";"01745942";"45,2";"33,5";"40,4";"44,7";"485528,20750000002";"4648321,21580000035";"2,82529082";"41,98676032"
"4337";"5942";"02255942";"47,9";"35,4";"43,1";"47,2";"485518,61920000002";"4648315,39780000038";"2,82517025";"41,98670610"
"4338";"5929";"02255929";"51,4";"38,7";"46,8";"50,7";"485530,02730000002";"4648181,30209999997";"2,82531841";"41,98549943"
"4339";"6584";"06526584";"57,0";"43,5";"52,1";"56,1";"486610,28909999999";"4649262,59140000027";"2,83833147";"41,99525471"
"4340";"6573";"06526573";"57,5";"44,2";"52,7";"56,7";"486575,72489999997";"4649283,90780000016";"2,83790840";"41,99544325"
"4341";"6573";"00686573";"57,9";"44,6";"53,0";"57,1";"486560,40289999999";"4649319,21040000021";"2,83772647";"41,99576724"
"4342";"6571";"04506571";"54,4";"41,6";"50,1";"53,7";"486651,89409999998";"4649475,04040000029";"2,83882165";"41,99717382"
"4343";"6989";"06406989";"55,5";"43,1";"51,1";"54,9";"485867,80560000002";"4648516,31099999975";"2,82937860";"41,98852277"
"4344";"12248";"006812248";"57,3";"44,2";"52,5";"56,5";"486615,09320000000";"4649493,98159999959";"2,83838657";"41,99733533"
"4345";"11936";"006811936";"59,3";"46,7";"54,5";"58,6";"486617,85840000003";"4649526,83789999969";"2,83840997";"41,99763258"
"4346";"6990";"06406990";"55,0";"42,1";"50,6";"54,3";"485874,22999999998";"4648524,39769999962";"2,82946291";"41,98859495"
"4347";"8663";"00908663";"63,5";"51,9";"58,8";"63,1";"486654,92719999998";"4649621,12810000032";"2,83885456";"41,99848884"
"4348";"8664";"00908664";"63,6";"52,0";"58,9";"63,2";"486660,89640000003";"4649638,08959999960";"2,83892662";"41,99864205"
"4349";"8665";"00908665";"63,7";"52,1";"59,0";"63,3";"486666,79109999997";"4649654,84900000039";"2,83899870";"41,99878626"
"4350";"8651";"00908651";"63,9";"52,2";"59,2";"63,4";"486675,10619999998";"4649677,97099999990";"2,83910685";"41,99899357"
"4351";"8667";"00908667";"63,9";"52,3";"59,2";"63,5";"486684,08340000000";"4649702,36050000042";"2,83921495";"41,99921888"
"4352";"7204";"07767204";"63,6";"53,7";"59,2";"63,7";"485553,30839999998";"4650925,05429999996";"2,82552857";"42,01021404"
"4353";"8574";"08574";"49,2";"36,2";"44,5";"48,4";"486598,70179999998";"4649368,87370000035";"2,83818416";"41,99620921"
"4354";"8954";"03708954";"58,3";"45,5";"53,6";"57,6";"484959,36520000000";"4645392,43090000004";"2,81849667";"41,96036914"
"4355";"7266";"00117266";"53,9";"57,8";"54,7";"63,5";"485698,51500000001";"4651197,11209999956";"2,82727305";"42,01266648"
"4356";"7266";"05777266";"58,0";"61,8";"58,8";"67,5";"485719,03759999998";"4651191,16139999963";"2,82752682";"42,01261283"
"4357";"7265";"00117265";"51,4";"54,3";"51,5";"60,0";"485673,92139999999";"4651204,19529999979";"2,82697095";"42,01272908"
"4358";"8953";"03708953";"58,0";"45,0";"53,2";"57,2";"484969,53169999999";"4645384,19589999970";"2,81861755";"41,96029728"
"4359";"10058";"031410058";"55,4";"45,9";"51,9";"55,7";"484305,30820000003";"4648705,88430000003";"2,81051631";"41,99019545"
"4360";"10058";"010058";"56,3";"47,2";"52,3";"56,7";"484355,41149999999";"4648747,81300000008";"2,81111883";"41,99057472"
"4361";"7252";"01557252";"62,8";"52,5";"58,3";"62,8";"485631,58620000002";"4651243,66990000010";"2,82646276";"42,01307957"
"4362";"7251";"01557251";"66,6";"55,4";"61,9";"66,3";"485614,24479999999";"4651246,95949999988";"2,82625738";"42,01310628"
"4363";"7253";"01557253";"51,9";"44,2";"47,7";"52,9";"485648,68990000000";"4651234,52979999967";"2,82666829";"42,01299882"
"4364";"7146";"04357146";"58,1";"46,2";"53,7";"57,6";"485525,42070000002";"4651175,88870000001";"2,82518426";"42,01246518"
"4365";"7172";"04817172";"54,3";"42,9";"49,6";"53,9";"485468,87459999998";"4651002,88040000014";"2,82450016";"42,01090598"
"4366";"7163";"04787163";"73,7";"62,6";"69,0";"73,4";"485524,98330000002";"4651042,78820000030";"2,82517547";"42,01126728"
"4367";"7147";"04357147";"56,2";"43,7";"51,9";"55,6";"485522,57110000000";"4651167,60759999976";"2,82514823";"42,01239307"
"4368";"7162";"04787162";"73,7";"62,6";"69,1";"73,4";"485525,25199999998";"4651047,49569999985";"2,82518742";"42,01131233"
"4369";"7227";"03857227";"49,2";"52,1";"49,5";"57,9";"485638,79019999999";"4651113,80150000006";"2,82655048";"42,01190884"
"4370";"7227";"00117227";"48,5";"51,4";"48,7";"57,2";"485629,60359999997";"4651118,30970000010";"2,82644167";"42,01195371"
"4371";"7157";"04787157";"73,9";"62,9";"69,3";"73,6";"485528,01730000001";"4651085,91150000039";"2,82522271";"42,01165464"
"4372";"7470";"07470";"56,2";"46,1";"52,4";"56,3";"484483,82459999999";"4648899,92690000031";"2,81266015";"41,99194626"
"4373";"7145";"04357145";"56,1";"44,2";"51,9";"55,6";"485490,74930000002";"4651168,86079999991";"2,82476174";"42,01240148"
"4374";"7163";"04817163";"48,4";"38,5";"44,2";"48,5";"485469,67900000000";"4651052,56680000015";"2,82451099";"42,01135633"
"4375";"7162";"04817162";"48,0";"38,4";"43,8";"48,2";"485469,75559999997";"4651057,16260000039";"2,82451087";"42,01140136"
"4376";"3858";"02893858";"66,3";"53,7";"61,2";"65,6";"485384,82270000002";"4648264,72539999988";"2,82355385";"41,98624428"
"4377";"8312";"08312";"62,8";"55,1";"57,7";"63,7";"484269,13140000001";"4648981,22580000013";"2,81007430";"41,99268056"
"4378";"7159";"04817159";"48,2";"38,4";"44,1";"48,4";"485462,58080000000";"4651071,50140000042";"2,82442599";"42,01152733"
"4379";"11286";"037011286";"58,0";"45,2";"53,3";"57,3";"484980,56730000000";"4645374,84339999966";"2,81875054";"41,96020742"
"4380";"7153";"04817153";"39,5";"32,8";"35,7";"41,0";"485466,24329999997";"4651123,46590000018";"2,82447301";"42,01199574"
"4381";"3859";"02893859";"67,2";"54,5";"62,0";"66,5";"485361,75610000000";"4648257,38860000018";"2,82327636";"41,98618081"
"4382";"7155";"04817155";"38,4";"30,2";"34,0";"39,1";"485465,36800000002";"4651110,89039999992";"2,82446125";"42,01187864"
"4383";"11287";"037011287";"58,2";"45,5";"53,6";"57,5";"484995,22029999999";"4645362,22879999969";"2,81893186";"41,96009963"
"4384";"7158";"04817158";"40,4";"33,0";"36,4";"41,5";"485470,15100000001";"4651080,83619999979";"2,82452238";"42,01160853"
"4385";"7157";"04817157";"44,4";"35,0";"40,3";"44,7";"485458,78680000000";"4651102,10699999984";"2,82437691";"42,01180646"
"4386";"5407";"05435407";"65,9";"52,3";"60,7";"65,0";"483568,78009999997";"4647244,10890000034";"2,80165950";"41,97702172"
"4387";"7166";"04817166";"49,5";"39,3";"45,2";"49,5";"485469,43849999999";"4651035,34279999975";"2,82451142";"42,01120322"
"4388";"7307";"04767307";"56,1";"48,0";"52,4";"56,9";"485024,30869999999";"4648811,93020000029";"2,81919396";"41,99116415"
"4389";"7167";"04817167";"50,5";"40,5";"46,2";"50,6";"485469,32970000000";"4651026,36280000024";"2,82451164";"42,01112216"
"4390";"3858";"01113858";"74,0";"63,1";"69,4";"73,8";"485386,00819999998";"4648299,32760000043";"2,82357712";"41,98655955"
"4391";"6573";"06573";"47,4";"34,3";"42,7";"46,6";"486603,58659999998";"4649318,63839999959";"2,83824567";"41,99575896"
"4392";"7176";"04787176";"69,4";"58,4";"65,0";"69,1";"485601,18250000000";"4651301,59430000000";"2,82609903";"42,01360140"
"4393";"6584";"06584";"50,0";"36,7";"45,2";"49,2";"486623,15039999998";"4649272,99409999978";"2,83848820";"41,99534500"
"4394";"3862";"01113862";"73,8";"63,0";"69,2";"73,6";"485371,78800000000";"4648341,13159999996";"2,82339499";"41,98693755"
"4395";"7198";"07198";"50,2";"41,1";"46,5";"50,6";"485491,61119999998";"4651206,83800000045";"2,82477288";"42,01274375"
"4396";"7197";"07197";"49,7";"41,2";"46,3";"50,4";"485499,04820000002";"4651211,34759999998";"2,82486937";"42,01278893"
"4397";"7325";"07325";"63,8";"52,1";"58,9";"63,3";"484932,17810000002";"4649669,90380000044";"2,81806124";"41,99889009"
"4398";"7196";"04787196";"74,0";"62,9";"69,3";"73,7";"485570,11959999998";"4651200,57770000026";"2,82572711";"42,01269117"
