FID,IDPUNTODEL,Calle,TipoSoport,AlturaSop,DIRECCION,Distance,UTM_X,UTM_Y,GRAD_X,GRAD_Y
1147.0,20390206,Alcalde José Emilio García Gómez,COLUMNA,10.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 4,16.45373803,376814.831191,3148384.80977,-16.2581513896,28.4562056638
1148.0,20390205,Alcalde José Emilio García Gómez,COLUMNA,10.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 4,26.59173562,376827.396614,3148413.76237,-16.2580261717,28.4564681334
1149.0,20390605,Alcalde José Emilio García Gómez,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 4,17.02407623,376822.059316,3148401.13352,-16.2580793241,28.4563536602
1150.0,20390613,MANUEL HERMOSO ROJAS,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 4,21.7283704,376807.830488,3148376.27022,-16.2582219645,28.4561279373
1151.0,20390614,MANUEL HERMOSO ROJAS,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 4,57.82251097,376792.365335,3148341.27881,-16.2583761466,28.4558106964
1152.0,20390309,MANUEL HERMOSO ROJAS,COLUMNA,10.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 4,23.45776643,376794.342905,3148376.72177,-16.2583597408,28.4561307385
1153.0,20390310,MANUEL HERMOSO ROJAS,COLUMNA,10.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 4,43.92899232,376761.400348,3148390.33807,-16.2586975884,28.4562505069
1154.0,20390709,MANUEL HERMOSO ROJAS,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 4,59.76467404,376744.933592,3148397.23784,-16.258866476,28.456311218
1155.0,20390708,MANUEL HERMOSO ROJAS,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 4,30.43919814,376778.038466,3148383.07685,-16.2585269124,28.4561865498
1156.0,20390408,MANUEL HERMOSO ROJAS,COLUMNA,10.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 4,52.20895381,376784.042141,3148349.82135,-16.2584620515,28.4558870023
1157.0,20390409,MANUEL HERMOSO ROJAS,COLUMNA,10.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 4,63.04398109,376751.418775,3148364.06532,-16.258796706,28.4560124651
1158.0,20390806,MANUEL HERMOSO ROJAS,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 4,54.96245066,376767.700417,3148357.12395,-16.2586297047,28.455951361
1159.0,20390807,MANUEL HERMOSO ROJAS,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 4,75.09908122,376734.500141,3148371.07992,-16.2589702199,28.4560741697
1160.0,20390726,ALVARO RODRIGUEZ LOPEZ,BACULO,12.0,CALLE ALVARO RODRIGUEZ LOPEZ 13,23.46408544,376805.712809,3148542.44463,-16.2582613487,28.4576273798
1161.0,20390727,ALVARO RODRIGUEZ LOPEZ,BACULO,12.0,CALLE ALVARO RODRIGUEZ LOPEZ 13,24.91203306,376839.527343,3148551.11955,-16.2579169746,28.4577088601
1162.0,305104014,"PRINCIPES DE ESPAÑA, Avnda.",COLUMNA,9.0,CALLE HERMANO PEDRO 4,20.06951606,374033.654705,3147774.00183,-16.2864843811,28.4504278629
1163.0,305104015,"PRINCIPES DE ESPAÑA, Avnda.",COLUMNA,9.0,CALLE HERMANO PEDRO 4,29.02261585,374043.202081,3147797.06838,-16.2863894143,28.4506369469
1164.0,304315008,"PRINCIPES DE ESPAÑA, Avnda.",COLUMNA,10.0,AVENIDA PRINCIPES DE ESPAÑA 3,18.95723164,374569.031153,3148379.87636,-16.281083662,28.4559471176
1165.0,304305009,"PRINCIPES DE ESPAÑA, Avnda.",COLUMNA,10.0,AVENIDA PRINCIPES DE ESPAÑA 3,12.94195499,374667.517688,3148328.54824,-16.2800723998,28.4554933771
1166.0,304305007,"PRINCIPES DE ESPAÑA, Avnda.",COLUMNA,10.0,AVENIDA PRINCIPES DE ESPAÑA 3,25.56161869,374700.04177,3148311.60293,-16.2797384441,28.4553435798
1167.0,304305008,"PRINCIPES DE ESPAÑA, Avnda.",COLUMNA,10.0,AVENIDA PRINCIPES DE ESPAÑA 3,19.81202053,374683.807098,3148320.07557,-16.2799051423,28.455418481
1168.0,200103006,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 18,13.03989195,377103.074826,3148748.57564,-16.2552467794,28.4595156653
1169.0,200103011,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 18,31.27129758,377083.15683,3148732.57787,-16.255448472,28.4593694162
1170.0,200104007,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 18,37.94851852,377103.391275,3148722.99533,-16.2552408203,28.4592848453
1171.0,200103004,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 16,15.2519123,377156.269929,3148762.08549,-16.2547050012,28.4596425968
1172.0,200103005,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 16,22.73552084,377127.32023,3148754.7877,-16.2549998523,28.4595740106
1173.0,202407015,PUENTE PISCINA REYES CATOLICOS,Columna Troncocónica,9.0,CALLE PANAMA 1B,66.82228535,376042.85609,3148417.00498,-16.2660378424,28.4564230753
1174.0,202407013,PUENTE PISCINA REYES CATOLICOS,Columna Troncocónica,9.0,CALLE PANAMA 1B,46.72246587,376099.893901,3148428.77684,-16.2654566679,28.4565347295
1175.0,202407014,PUENTE PISCINA REYES CATOLICOS,Columna Troncocónica,9.0,CALLE PANAMA 1B,48.97756503,376072.446301,3148422.46156,-16.2657362696,28.4564751298
1176.0,202407011,PUENTE PISCINA REYES CATOLICOS,Columna Troncocónica,9.0,CALLE PANAMA 1B,80.01119306,376145.164131,3148448.18559,-16.2649964772,28.456714183
1177.0,202407012,PUENTE PISCINA REYES CATOLICOS,Columna Troncocónica,9.0,CALLE PANAMA 1B,60.55015429,376124.892489,3148437.30791,-16.2652023121,28.4566140924
1178.0,31100112,"MAJUELOS, LOS - AVENIDA",COLUMNA,10.0,AVENIDA LOS MAJUELOS 11,5.02566059,371453.537137,3146924.53393,-16.312734622,28.4425103293
1179.0,31100113,"MAJUELOS, LOS - AVENIDA",COLUMNA,10.0,AVENIDA LOS MAJUELOS 17,4.98877068,371414.471643,3146899.08907,-16.3131306421,28.4422768581
1180.0,31100114,"MAJUELOS, LOS - AVENIDA",COLUMNA,10.0,AVENIDA LOS MAJUELOS 23,8.86568858,371387.951562,3146882.08912,-16.3133995146,28.4421208319
1181.0,31100107,"MAJUELOS, LOS - AVENIDA",COLUMNA,10.0,CALLE JUAN DORTA AVILA 1A,43.33183186,371613.649728,3147029.3851,-16.3111115507,28.4434723021
1182.0,304318022,"PRINCIPES DE ESPAÑA, Avnda.",COLUMNA,9.0,CALLE DOMINGO SALAZAR COLOGAN 6,35.25970994,374376.132461,3148465.53877,-16.2830627543,28.4567016079
1183.0,304318021,"PRINCIPES DE ESPAÑA, Avnda.",COLUMNA,9.0,CALLE DOMINGO SALAZAR COLOGAN 6,44.13045563,374350.171535,3148455.03078,-16.283326707,28.4566042788
1184.0,304305006,"PRINCIPES DE ESPAÑA, Avnda.",COLUMNA,10.0,AVENIDA PRINCIPES DE ESPAÑA 1,18.29221156,374716.276543,3148303.02091,-16.2795717331,28.4552676912
1185.0,301804015,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 105,11.37027992,375534.464734,3149315.34297,-16.2713262731,28.4644816768
1186.0,300702002,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA REYES CATOLICOS 37,28.49258182,376254.132319,3148711.77627,-16.2639120468,28.4591032964
1187.0,20390303,MANUEL HERMOSO ROJAS,COLUMNA,10.0,CALLE LOS LLANOS SEIS 8,21.08076724,377004.952603,3148287.32024,-16.2561995669,28.455343809
1188.0,20390703,MANUEL HERMOSO ROJAS,COLUMNA,5.0,CALLE LOS LLANOS SEIS 8,14.06748318,376987.491141,3148294.58586,-16.2563786482,28.4554077311
1189.0,20390402,MANUEL HERMOSO ROJAS,COLUMNA,10.0,CALLE LOS LLANOS SEIS 8,44.79498186,376993.270777,3148261.41793,-16.2563160909,28.4551089517
1190.0,20390802,MANUEL HERMOSO ROJAS,COLUMNA,5.0,CALLE LOS LLANOS SEIS 8,41.86916563,376977.041653,3148268.5722,-16.2564825761,28.455171985
1191.0,20390115,Alcalde José Emilio García Gómez,COLUMNA,10.0,CALLE AUREA DIAZ-FLORES HERNANDEZ 1,18.34073808,376899.298475,3148536.48156,-16.2573050511,28.457582402
1192.0,20390116,Alcalde José Emilio García Gómez,COLUMNA,10.0,CALLE AUREA DIAZ-FLORES HERNANDEZ 1,19.36930723,376913.092087,3148568.04317,-16.2571675664,28.4578685319
1193.0,20390501,Alcalde José Emilio García Gómez,COLUMNA,5.0,CALLE AUREA DIAZ-FLORES HERNANDEZ 1,8.83729993,376906.308687,3148552.13625,-16.2572351373,28.4577243396
1194.0,20390201,Alcalde José Emilio García Gómez,COLUMNA,10.0,CALLE AUREA DIAZ-FLORES HERNANDEZ 1,31.882727,376882.427012,3148542.71276,-16.2574780015,28.4576370431
1195.0,202803001,"CONSTITUCION, LA - AVENIDA DE",BACULO,12.0,AVENIDA LA CONSTITUCION 1,55.84890111,377438.874375,3148448.7504,-16.2517857761,28.4568414834
1196.0,202803002,"CONSTITUCION, LA - AVENIDA DE",BACULO,12.0,AVENIDA LA CONSTITUCION 1,66.29836964,377396.451524,3148422.15701,-16.2522161512,28.4565975037
1197.0,202803010,"CONSTITUCION, LA - AVENIDA DE",BACULO,12.0,AVENIDA LA CONSTITUCION 1,95.03544362,377368.22984,3148429.03148,-16.2525050693,28.4566568895
1198.0,202803011,"CONSTITUCION, LA - AVENIDA DE",BACULO,12.0,AVENIDA LA CONSTITUCION 1,75.33069753,377411.195473,3148455.1727,-16.252069104,28.4568968406
1199.0,202803007,"CONSTITUCION, LA - AVENIDA DE",BACULO,12.0,CALLE CELIA CRUZ 4,106.09945183,377201.218293,3148327.592,-16.2541997081,28.4557257338
1200.0,202804001,"CONSTITUCION, LA - AVENIDA DE",BACULO,12.0,CALLE CELIA CRUZ 6,96.33366229,377188.62633,3148295.75336,-16.2543248983,28.4554372197
1201.0,202805001,"CONSTITUCION, LA - AVENIDA DE",BACULO,12.0,CALLE CELIA CRUZ 6,67.42260122,377160.602805,3148303.65742,-16.2546119005,28.4555059114
1202.0,202804002,"CONSTITUCION, LA - AVENIDA DE",BACULO,12.0,CALLE CELIA CRUZ 8,60.70885106,377145.711308,3148269.33563,-16.2547603062,28.4551947711
1203.0,202804003,"CONSTITUCION, LA - AVENIDA DE",BACULO,12.0,CALLE CELIA CRUZ 8,35.47557566,377102.907836,3148243.47506,-16.2551946323,28.4549573599
1204.0,202805002,"CONSTITUCION, LA - AVENIDA DE",BACULO,12.0,CALLE CELIA CRUZ 8,33.82488339,377119.081276,3148278.25092,-16.2550331862,28.455272719
1205.0,202805003,"CONSTITUCION, LA - AVENIDA DE",BACULO,12.0,CALLE CELIA CRUZ 8,15.98014705,377085.560481,3148258.00697,-16.2553733219,28.4550868689
1206.0,20390506,Alcalde José Emilio García Gómez,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 7,11.66510308,376838.069823,3148393.68026,-16.2579150366,28.45628791
1207.0,304318007,"PRINCIPES DE ESPAÑA, Avnda.",COLUMNA,9.0,CALLE TENIENTE ALFONSO GONZALEZ CAMPOS 2,40.05691381,374177.378996,3148123.10056,-16.2850549348,28.4535921454
1208.0,20390114,Alcalde José Emilio García Gómez,COLUMNA,10.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 3,13.06312554,376885.575148,3148504.78633,-16.2574418031,28.4572950728
1209.0,20390502,Alcalde José Emilio García Gómez,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 3,12.2322491,376892.423156,3148520.58382,-16.2573735613,28.4574382838
1210.0,20390503,Alcalde José Emilio García Gómez,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 3,27.66876515,376878.686623,3148488.89346,-16.2575104483,28.4571509972
1211.0,20390202,Alcalde José Emilio García Gómez,COLUMNA,10.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 3,28.99735164,376869.124901,3148510.67108,-16.2576104148,28.4573466269
1212.0,20390601,Alcalde José Emilio García Gómez,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 3,28.40828838,376875.730812,3148526.85845,-16.257544687,28.4574933336
1213.0,20390113,Alcalde José Emilio García Gómez,COLUMNA,10.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 5,15.82201424,376871.880018,3148473.07313,-16.2575782646,28.457007584
1214.0,20390504,Alcalde José Emilio García Gómez,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 5,10.259398,376865.277421,3148457.05045,-16.2576439758,28.4568623638
1215.0,20390304,MANUEL HERMOSO ROJAS,COLUMNA,10.0,AVENIDA MANUEL HERMOSO ROJAS 6,13.0968597,376971.382171,3148301.41639,-16.2565438724,28.4554678541
1216.0,20390403,MANUEL HERMOSO ROJAS,COLUMNA,10.0,AVENIDA MANUEL HERMOSO ROJAS 6,40.73217521,376960.499169,3148275.42894,-16.2566522295,28.4552323035
1217.0,202204022,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 77,11.04076113,376678.703953,3148614.42132,-16.2595660142,28.4582649312
1218.0,202202004,ALVARO RODRIGUEZ LOPEZ,BACULO,12.0,CALLE ALVARO RODRIGUEZ LOPEZ 30,8.70185946,376698.273989,3148541.05398,-16.2593583232,28.4576046776
1219.0,20390723,ALVARO RODRIGUEZ LOPEZ,BACULO,12.0,CALLE ALVARO RODRIGUEZ LOPEZ 30,32.42924947,376702.94169,3148516.24278,-16.2593080046,28.4573812101
1220.0,202205022,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 67,16.57055321,376883.395776,3148667.03766,-16.2574813883,28.4587591058
1221.0,202202009,ALVARO RODRIGUEZ LOPEZ,BACULO,12.0,CALLE ALVARO RODRIGUEZ LOPEZ 12,16.63937983,376875.710099,3148586.34711,-16.2575512529,28.4580301877
1222.0,202202010,ALVARO RODRIGUEZ LOPEZ,BACULO,12.0,CALLE ALVARO RODRIGUEZ LOPEZ 12,13.31399078,376900.262915,3148592.82839,-16.2573012202,28.4580909957
1223.0,20390728,ALVARO RODRIGUEZ LOPEZ,BACULO,12.0,CALLE ALVARO RODRIGUEZ LOPEZ 12,41.27961447,376873.607299,3148559.52885,-16.2575698613,28.4577879675
1224.0,202205025,AUREA DIAZ FLORES,BACULO,8.0,CALLE AUREA DIAZ-FLORES HERNANDEZ 4,12.91940416,376909.936848,3148637.05098,-16.2572071558,28.4584909959
1225.0,202205026,AUREA DIAZ FLORES,BACULO,8.0,CALLE AUREA DIAZ-FLORES HERNANDEZ 6,7.95811183,376907.236109,3148612.18634,-16.2572320796,28.4582663498
1226.0,20390112,Alcalde José Emilio García Gómez,COLUMNA,10.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 5A,13.23880072,376858.439954,3148441.39309,-16.2577121242,28.4567204183
1227.0,20390505,Alcalde José Emilio García Gómez,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 5A,12.38506607,376851.602308,3148425.44123,-16.2577802429,28.456575815
1228.0,20390204,Alcalde José Emilio García Gómez,COLUMNA,10.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 5A,28.752758,376842.119926,3148447.85646,-16.2578794672,28.4567772061
1229.0,20390604,Alcalde José Emilio García Gómez,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 5A,28.59565847,376835.435908,3148432.45033,-16.2579460752,28.4566375423
1230.0,20390301,MANUEL HERMOSO ROJAS,COLUMNA,10.0,AVENIDA MANUEL HERMOSO ROJAS 2,15.21296743,377069.402403,3148259.72641,-16.2555385015,28.4551008634
1231.0,20390701,MANUEL HERMOSO ROJAS,COLUMNA,5.0,AVENIDA MANUEL HERMOSO ROJAS 2,16.41758638,377052.807513,3148266.67307,-16.2557086991,28.4551619896
1232.0,202804004,"CONSTITUCION, LA - AVENIDA DE",BACULO,12.0,AVENIDA MANUEL HERMOSO ROJAS 2,58.54258421,377059.992795,3148217.1688,-16.2556300482,28.4547159146
1233.0,202805004,"CONSTITUCION, LA - AVENIDA DE",BACULO,12.0,AVENIDA MANUEL HERMOSO ROJAS 2,63.66771485,377029.650387,3148223.80842,-16.2559405932,28.4547729739
1234.0,20390311,MANUEL HERMOSO ROJAS,COLUMNA,10.0,AVENIDA MANUEL HERMOSO ROJAS 16,45.89382602,376727.814531,3148404.74669,-16.25904209,28.4563773639
1235.0,20390312,MANUEL HERMOSO ROJAS,COLUMNA,10.0,AVENIDA MANUEL HERMOSO ROJAS 16,15.84472857,376695.016797,3148418.43319,-16.2593784677,28.4564977778
1236.0,20390313,MANUEL HERMOSO ROJAS,COLUMNA,10.0,AVENIDA MANUEL HERMOSO ROJAS 16,26.7911512,376662.118237,3148432.15962,-16.25971588,28.4566185416
1237.0,20390314,MANUEL HERMOSO ROJAS,COLUMNA,10.0,AVENIDA MANUEL HERMOSO ROJAS 16,60.64169475,376628.825575,3148446.29834,-16.2600573615,28.456742988
1238.0,20390711,MANUEL HERMOSO ROJAS,COLUMNA,5.0,AVENIDA MANUEL HERMOSO ROJAS 16,14.6201946,376678.660831,3148425.4336,-16.2595462355,28.4565594067
1239.0,20390710,MANUEL HERMOSO ROJAS,COLUMNA,5.0,AVENIDA MANUEL HERMOSO ROJAS 16,29.89133905,376711.765659,3148411.20975,-16.2592066641,28.456434173
1240.0,20390712,MANUEL HERMOSO ROJAS,COLUMNA,5.0,AVENIDA MANUEL HERMOSO ROJAS 16,40.86706668,376648.008762,3148440.7878,-16.2598608823,28.4566950724
1241.0,20390410,MANUEL HERMOSO ROJAS,COLUMNA,10.0,AVENIDA MANUEL HERMOSO ROJAS 16,61.60019478,376717.770542,3148377.89329,-16.2591417822,28.456134076
1242.0,20390411,MANUEL HERMOSO ROJAS,COLUMNA,10.0,AVENIDA MANUEL HERMOSO ROJAS 16,42.54555542,376684.960739,3148392.21079,-16.25947835,28.4562601829
1243.0,20390412,MANUEL HERMOSO ROJAS,COLUMNA,10.0,AVENIDA MANUEL HERMOSO ROJAS 16,47.88716846,376651.38039,3148406.02808,-16.2598227334,28.456381702
1244.0,20390413,MANUEL HERMOSO ROJAS,COLUMNA,10.0,AVENIDA MANUEL HERMOSO ROJAS 16,72.22670558,376618.203762,3148420.03684,-16.2601630155,28.4565049863
1245.0,20390419,MANUEL HERMOSO ROJAS,COLUMNA,10.0,AVENIDA MANUEL HERMOSO ROJAS 16,50.87013007,376638.578357,3148426.95404,-16.2599557006,28.4565693377
1246.0,20390808,MANUEL HERMOSO ROJAS,COLUMNA,5.0,AVENIDA MANUEL HERMOSO ROJAS 16,49.62009391,376701.373192,3148385.25608,-16.2593100107,28.4561989716
1247.0,20390809,MANUEL HERMOSO ROJAS,COLUMNA,5.0,AVENIDA MANUEL HERMOSO ROJAS 16,42.2754438,376668.172941,3148399.13863,-16.2596505194,28.456321116
1248.0,20390810,MANUEL HERMOSO ROJAS,COLUMNA,5.0,AVENIDA MANUEL HERMOSO ROJAS 16,58.38186532,376634.972648,3148413.0944,-16.259991037,28.4564439203
1249.0,20390811,MANUEL HERMOSO ROJAS,COLUMNA,5.0,AVENIDA MANUEL HERMOSO ROJAS 16,87.31397662,376601.772261,3148427.05032,-16.2603315565,28.4565667251
1250.0,20390302,MANUEL HERMOSO ROJAS,COLUMNA,10.0,AVENIDA MANUEL HERMOSO ROJAS 4,14.90195324,377036.598619,3148273.4268,-16.2558749348,28.455221411
1251.0,20390702,MANUEL HERMOSO ROJAS,COLUMNA,5.0,AVENIDA MANUEL HERMOSO ROJAS 4,15.39777596,377020.003697,3148280.56652,-16.2560451536,28.455284279
1252.0,20390401,MANUEL HERMOSO ROJAS,COLUMNA,10.0,AVENIDA MANUEL HERMOSO ROJAS 4,41.14877513,377025.848504,3148247.94357,-16.25598199,28.4549904236
1253.0,20390801,MANUEL HERMOSO ROJAS,COLUMNA,5.0,AVENIDA MANUEL HERMOSO ROJAS 4,41.24107714,377009.737721,3148254.7193,-16.256147226,28.4550500524
1254.0,4022H2019,VENEZUELA (DE),Columna Troncocónica,8.0,AVENIDA DE VENEZUELA 4A,9.79414877,375659.791039,3149473.57975,-16.2700634887,28.4659216347
1255.0,4022H2017,VENEZUELA (DE),Columna Troncocónica,8.0,AVENIDA DE VENEZUELA 4C,6.73890822,375645.751782,3149513.94914,-16.2702112197,28.4662846075
1256.0,4022H2015,VENEZUELA (DE),Columna Troncocónica,8.0,AVENIDA DE VENEZUELA 4D,8.02593874,375638.769743,3149532.89187,-16.2702845677,28.4664548894
1257.0,4022H2014,VENEZUELA (DE),Columna Troncocónica,6.0,AVENIDA DE VENEZUELA 4E,16.78891967,375622.919014,3149557.95209,-16.2704491472,28.4666795322
1258.0,304318024,"PRINCIPES DE ESPAÑA, Avnda.",COLUMNA,9.0,AVENIDA PRINCIPES DE ESPAÑA 5,33.44785403,374431.08902,3148470.4276,-16.282502102,28.4567510185
1259.0,304318025,"PRINCIPES DE ESPAÑA, Avnda.",COLUMNA,9.0,AVENIDA PRINCIPES DE ESPAÑA 5,42.45754521,374457.10622,3148471.2143,-16.2822365148,28.4567606225
1260.0,304317022,"PRINCIPES DE ESPAÑA, Avnda.",COLUMNA,9.0,AVENIDA PRINCIPES DE ESPAÑA 5,53.65828293,374373.836975,3148436.57282,-16.2830830378,28.4564399858
1261.0,304317023,"PRINCIPES DE ESPAÑA, Avnda.",COLUMNA,9.0,AVENIDA PRINCIPES DE ESPAÑA 5,32.21768847,374395.848704,3148443.02728,-16.2828589705,28.4565003534
1262.0,304317024,"PRINCIPES DE ESPAÑA, Avnda.",COLUMNA,9.0,AVENIDA PRINCIPES DE ESPAÑA 5,12.08351984,374418.853461,3148445.42708,-16.282624321,28.4565242253
1263.0,304317025,"PRINCIPES DE ESPAÑA, Avnda.",COLUMNA,9.0,AVENIDA PRINCIPES DE ESPAÑA 5,11.61415716,374441.858163,3148443.1101,-16.2823891582,28.4565055305
1264.0,304319003,"PRINCIPES DE ESPAÑA, Avnda.",COLUMNA,6.0,AVENIDA PRINCIPES DE ESPAÑA 5,21.948745,374453.753735,3148439.85184,-16.2822673328,28.4564772716
1265.0,304319004,"PRINCIPES DE ESPAÑA, Avnda - Rotonda Cmno. HIERRO",COLUMNA,12.0,AVENIDA PRINCIPES DE ESPAÑA 5,33.08083645,374464.987131,3148434.57636,-16.2821520495,28.4564307446
1266.0,31100115,"MAJUELOS, LOS - AVENIDA",COLUMNA,10.0,AVENIDA LOS MAJUELOS 25,6.80525485,371356.300651,3146861.05504,-16.3137203217,28.4419278941
1267.0,31100110,"MAJUELOS, LOS - AVENIDA",COLUMNA,10.0,AVENIDA LOS MAJUELOS 5,13.2172403,371519.279979,3146967.88736,-16.3120682198,28.4429080389
1268.0,31100108,"MAJUELOS, LOS - AVENIDA",COLUMNA,10.0,AVENIDA LOS MAJUELOS 5A,22.3798294,371586.847392,3147012.09747,-16.3113832791,28.4433136557
1269.0,31100210,"MAJUELOS, LOS - AVENIDA",COLUMNA,10.0,AVENIDA LOS MAJUELOS 5A,45.75942442,371581.741109,3147041.3333,-16.3114386691,28.4435769873
1270.0,31100211,"MAJUELOS, LOS - AVENIDA",COLUMNA,10.0,AVENIDA LOS MAJUELOS 5A,30.90090113,371553.527362,3147022.97746,-16.3117246889,28.4434085616
1271.0,200105011,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 4,15.60170983,377464.291192,3148841.87751,-16.2515680245,28.4603916588
1272.0,300706011,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 17,23.87301317,376005.283042,3148963.06212,-16.2664802621,28.4613473847
1273.0,31100106,"MAJUELOS, LOS - AVENIDA",COLUMNA,10.0,AVENIDA LOS MAJUELOS 3,9.98038712,371722.824678,3147126.22005,-16.3100076385,28.4443569093
1274.0,31100206,"MAJUELOS, LOS - AVENIDA",COLUMNA,10.0,AVENIDA LOS MAJUELOS 3,30.8289259,371690.354708,3147131.83002,-16.3103397851,28.4444043436
1275.0,31100119,"MAJUELOS, LOS - AVENIDA",COLUMNA,10.0,AVENIDA LOS MAJUELOS 3,34.73918321,371691.392799,3147092.79396,-16.3103248439,28.444052171
1276.0,200105012,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 2A,20.13899214,377493.358523,3148849.25785,-16.2512719762,28.4604609937
1277.0,20390508,Alcalde José Emilio García Gómez,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 9,64.16182092,376787.783292,3148275.24496,-16.2584158781,28.4552143404
1278.0,20390509,Alcalde José Emilio García Gómez,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 9,28.84162029,376773.363636,3148242.26388,-16.2585595973,28.4549153402
1279.0,20390510,Alcalde José Emilio García Gómez,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 9,8.43732975,376761.008101,3148213.55548,-16.258682695,28.4546550937
1280.0,20390511,Alcalde José Emilio García Gómez,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 9,43.56251386,376745.137946,3148176.01046,-16.2588407363,28.4543147689
1281.0,20390512,Alcalde José Emilio García Gómez,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 9,79.28427695,376731.268811,3148142.68573,-16.2589787949,28.4540127189
1282.0,20390513,Alcalde José Emilio García Gómez,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 9,114.96534027,376719.529901,3148108.61662,-16.259095021,28.4537041526
1283.0,20390514,Alcalde José Emilio García Gómez,COLUMNA,5.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 9,150.98131521,376708.061419,3148074.24461,-16.2592084526,28.4533928782
1284.0,20390214,Alcalde José Emilio García Gómez,COLUMNA,10.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 9,136.733846,376692.921505,3148098.84548,-16.2593656804,28.453613458
1285.0,20390213,Alcalde José Emilio García Gómez,COLUMNA,10.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 9,101.78997901,376706.746285,3148131.96173,-16.259228054,28.4539136227
1286.0,20390212,Alcalde José Emilio García Gómez,COLUMNA,10.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 9,67.45625717,376720.76127,3148165.42937,-16.2590885222,28.4542169762
1287.0,20390211,Alcalde José Emilio García Gómez,COLUMNA,10.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 9,35.23040314,376736.000655,3148200.84591,-16.2589366953,28.4545380332
1288.0,20390210,Alcalde José Emilio García Gómez,COLUMNA,10.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 9,27.36435996,376749.615346,3148232.03581,-16.2588010059,28.4548207933
1289.0,20390209,Alcalde José Emilio García Gómez,COLUMNA,10.0,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 9,51.85307463,376763.778927,3148265.12896,-16.2586599144,28.4551207808
