FID,GEOCODIGO,CVIA,TVIA,TEXTO,HISTORICO,TIPO,UTM_X,UTM_Y,GRAD_X,GRAD_Y,LONGITUD
1469.0,383831412,31412,CALLE,CALLE JOSE ESPEJO,"SEIS, URBANIZACION CAJA DE AHORROS",Asfalto,374815.869312,3149235.34661,-16.2786563804,28.4636892967,86.9175694009
1470.0,383831427,31427,CALLE,CALLE JUAN MARTI,"""B"", URBANIZACION CAJA DE AHORROS",Asfalto,374765.474332,3149206.28334,-16.2791659302,28.463423305,188.914060981
1471.0,383831435,31435,CALLE,CALLE LUIS EXTREMERA,"CINCO, URBANIZACION CAJA DE AHORROS",Asfalto,374839.584502,3149217.09477,-16.2784132101,28.4635235452,137.866400509
1472.0,383831443,31443,CALLE,CALLE LUQUE ALCALA,"OCHO, URBANIZACION CAJA DE AHORROS",Asfalto,374760.706356,3149233.12968,-16.2792191888,28.4636653904,46.5572285428
1473.0,383831451,31451,CALLE,CALLE PEREZ SOTO,"CUATRO, URBANIZACION CAJA DE AHORROS",Asfalto,374872.195768,3149243.78019,-16.2780818309,28.463771715,158.824122602
1474.0,383831466,31466,CALLE,CALLE RIVAS MORENO,"DOS, URBANIZACION CAJA DE AHORROS",Asfalto,374917.968831,3149196.91178,-16.2776102384,28.4633498972,160.090898966
1475.0,383831497,31497,CALLE,CALLE AGATA, ,Asfalto,374203.869987,3149165.375,-16.2848981831,28.463000615,36.4048354821
1476.0,383831501,31501,CALLE,CALLE ALBANIA, ,Asfalto,374375.362335,3149178.04051,-16.2831464454,28.4631325343,225.208552103
1477.0,383831516,31516,CALLE,CALLE LOS ANGELES, ,Asfalto,374352.058405,3149260.64508,-16.2833834943,28.4638617287,142.178894126
1478.0,383831524,31524,CALLE,CALLE ANGOLA, ,Asfalto,374022.186721,3149050.77047,-16.2867387576,28.4619478178,81.893121684
1479.0,383831532,31532,CALLE,CALLE ANSELMO, ,Asfalto,374315.765498,3149072.19555,-16.2837471296,28.4621724351,105.501005045
1480.0,383831547,31547,CALLE,CALLE ANSELMO DE MIRANDA Y VAZQUEZ, ,Asfalto,374429.114097,3148957.32174,-16.2825740143,28.4611424084,91.8966971112
1481.0,383831555,31555,CALLE,CALLE ARABIA, ,Asfalto,374163.758038,3149056.1075,-16.2852968484,28.4620101094,252.680961764
1482.0,383831563,31563,CALLE,CALLE ARACELI, ,Asfalto,374086.42159,3149055.38324,-16.2860855448,28.4619966881,66.380103423
1483.0,383831571,31571,CALLE,CALLE ARGELIA, ,Asfalto,374192.14136,3149249.94045,-16.2850272507,28.4637627799,165.021887144
1484.0,383831586,31586,CALLE,CALLE PRIMERA DE ARMENIA, ,Asfalto,374311.882504,3149182.78442,-16.2837930128,28.4631656512,146.863012085
1485.0,383831594,31594,CALLE,CALLE SEGUNDA DE ARMENIA, ,Asfalto,374251.657869,3149192.82732,-16.2844131665,28.4632529592,126.810786124
1486.0,383831605,31605,CALLE,CALLE ASIRIA, ,Asfalto,374290.157272,3149094.64438,-16.2840075118,28.4623717069,325.231221133
1487.0,383831621,31621,CALLE,CALLE BERNA, ,Asfalto,374133.864773,3149065.80003,-16.285602363,28.4620948224,206.179332537
1488.0,383831636,31636,CALLE,CALLE BERYL, ,Asfalto,374222.678678,3149074.19073,-16.2846957524,28.4621790028,40.8953690693
1489.0,383831644,31644,CALLE,CALLE BIBIANA, ,Asfalto,374071.686738,3149073.01055,-16.2862412835,28.4621439392,170.455862108
1490.0,383831667,31667,CALLE,CALLE CARMEN (VISTABELLA), ,Asfalto,374105.845317,3149048.68862,-16.2858867088,28.4619374576,67.1717844916
1491.0,383831683,31683,CALLE,CALLE IRENE, ,Asfalto,374336.337183,3149278.788,-16.2835567039,28.4640376437,194.629449046
1492.0,383831702,31702,CALLE,CALLE JOSE VICTOR DOMINGUEZ, ,Asfalto,374265.608334,3148995.08836,-16.2842640767,28.4614604325,379.812002559
1493.0,383831717,31717,CALLE,CALLE LIBERIA, ,Asfalto,373996.304514,3149001.46609,-16.2869990535,28.4615016707,66.9117096246
1494.0,383831725,31725,CALLE,CALLE LIBIA, ,Asfalto,374201.769112,3149120.60437,-16.2849148507,28.4625966045,139.288040714
1495.0,383831733,31733,CALLE,CALLE NICOLAS GONZALEZ SOPRANIS, ,Asfalto,374227.535696,3148847.27764,-16.2846298381,28.4601364442,239.78768539
1496.0,383831741,31741,CALLE,CALLE NIGERIA, ,Asfalto,374129.69834,3149150.75093,-16.2856539844,28.4628616019,142.411245113
1497.0,383831756,31756,CALLE,CALLE RUTH, ,Asfalto,374272.2804,3149027.04911,-16.2841843989,28.46175892,219.952309438
1498.0,383831764,31764,CALLE,CALLE SAN JUAN DE DIOS, ,Asfalto,374406.815935,3148996.42251,-16.2828047047,28.4614978185,123.385281878
1499.0,383831787,31787,CALLE,CALLE SENEGAL, ,Asfalto,374181.36541,3149102.4263,-16.2851213455,28.4624304398,65.9426053297
1500.0,383831795,31795,CALLE,CALLE SOR MARIA DE JESUS, ,Asfalto,374325.202193,3149330.04275,-16.2836750851,28.4644997768,247.154107093
1501.0,383831806,31806,CALLE,CALLE TUNEZ, ,Asfalto,374360.112095,3149198.70642,-16.2833016414,28.4633164941,125.417209476
1502.0,383831845,31845,CALLE,CALLE VOLTA, ,Asfalto,373998.756758,3149018.10062,-16.2869814752,28.4616496821,66.709005644
1503.0,383831853,31853,CALLE,CALLE ANATAEL CABRERA DIAZ, ,Asfalto,374485.618787,3149264.33074,-16.2820327082,28.4639201269,70.0606185467
1504.0,383831861,31861,CALLE,CALLE ANDRES OROZCO BATISTA, ,Asfalto,374526.014419,3149322.17357,-16.2816261748,28.4644445579,428.358915775
1505.0,383831876,31876,CALLE,CALLE ANTONIO VANDEWALLE Y PINTO, ,Asfalto,374687.859081,3149408.02251,-16.2799942441,28.4652109095,709.835810285
1506.0,383831884,31884,CALLE,CALLE ANTONIO VIVANCO SANTILLAN, ,Asfalto,374647.724338,3149275.6482,-16.2803612494,28.4640114748,200.376871301
1507.0,383831892,31892,CALLE,CALLE EUSEBIO RAMOS GONZALEZ, ,Asfalto,374461.21624,3149266.74261,-16.2822888728,28.4639165538,374.737899246
1508.0,383831911,31911,CALLE,CALLE FRANCISCO PIZARRO, ,Asfalto,374913.03135,3149371.15312,-16.2776789927,28.4649277092,109.27841321
1509.0,383831926,31926,CALLE,CALLE JUAN VARA TERAN, ,Asfalto,374507.760408,3149047.21098,-16.2817872312,28.4619534571,135.339754534
1510.0,383831934,31934,CALLE,CALLE JUAN YANES PERDOMO, ,Asfalto,374523.563115,3148945.7037,-16.2816074269,28.4610512022,178.527436559
1511.0,383831942,31942,CALLE,CALLE MARCOS PERAZA Y VEGA, ,Asfalto,374555.756137,3148921.14188,-16.2812771896,28.460831349,88.2433011238
1512.0,383831965,31965,CALLE,CALLE SEBASTIAN CASTRO DIAZ, ,Asfalto,374553.037023,3149195.26408,-16.2813281733,28.4632921409,323.469225563
1513.0,383831973,31973,CALLE,CALLE SEBASTIAN PADRON ACOSTA, ,Asfalto,374536.864996,3149447.625,-16.2815283596,28.4655798377,51.3354947717
1514.0,383832021,32021,CALLE,CALLE ARICO, ,Asfalto,374716.750149,3149571.6504,-16.279704423,28.4667172831,88.5162120314
1515.0,383832067,32067,CALLE,CALLE LA CAÑADA, ,Asfalto,371263.067466,3145321.27203,-16.3145064829,28.4280189122,124.555014991
1516.0,383832091,32091,CALLE,CALLE EMILIO SERRA RUS, ,Asfalto,374804.179744,3149665.18989,-16.2788221046,28.4675688634,132.714284912
1517.0,383832125,32125,CALLE,CALLE LA GUANCHA, ,Asfalto,374649.596849,3149650.81594,-16.2804121782,28.4674060579,205.216484412
1518.0,383832133,32133,CALLE,CALLE JOSE LUIS DE MIRANDA, ,Asfalto,374709.491277,3149731.99762,-16.2797818142,28.468163342,189.305299697
1519.0,383832172,32172,CALLE,CALLE AGUSTIN CABRERA DIAZ, ,Asfalto,375385.733284,3149446.91465,-16.2728619132,28.4656483123,133.101561929
1520.0,383832187,32187,CALLE,CALLE BUENAVENTURA BONNET, ,Asfalto,375379.967602,3149599.53508,-16.2729342913,28.4670302334,513.617694649
1521.0,383832237,32237,CALLE,CALLE ELADIO ROCA Y SALAZAR, ,Asfalto,375122.225604,3149650.17524,-16.2755443226,28.4675119294,605.494839493
1522.0,383832245,32245,CALLE,CALLE FRANCISCO DE AGUILAR Y AGUILAR, ,Asfalto,375218.757583,3149430.9138,-16.2745679066,28.4654821956,270.24296799
1523.0,383832253,32253,CALLE,CALLE JOSE RODRIGUEZ MOURE, ,Asfalto,375320.63555,3149553.01892,-16.2735357036,28.4666061453,156.351175833
1524.0,383832261,32261,CALLE,CALLE JUAN FERIA CONCEPCION, ,Asfalto,375335.791063,3149559.50058,-16.2733815878,28.4666660849,105.153128871
1525.0,383832276,32276,CALLE,CALLE JUAN RUMEU GARCIA, ,Asfalto,375227.180358,3149464.75355,-16.2745155318,28.4658145982,554.545668252
1526.0,383832284,32284,CALLE,CALLE LAURA DE LA PUERTA,"SEGUNDA TRANSVERSAL, PERU",Asfalto,375340.159988,3149482.795,-16.2733286715,28.465974276,37.5619545723
1527.0,383832292,32292,CALLE,CALLE LEOCADIO MACHADO, ,Asfalto,375329.971121,3149506.75429,-16.2734352496,28.4661894992,193.451473777
1528.0,383832303,32303,CALLE,CALLE LORENZO GARCIA DEL CASTILLO, ,Asfalto,375160.140066,3149536.65335,-16.2751730066,28.4664431069,153.342437689
1529.0,383832311,32311,CALLE,CALLE MACARIO PEÑA ACOSTA, ,Asfalto,375382.819521,3149518.97436,-16.2728968473,28.4663048433,50.456194086
1530.0,383832493,32493,CALLE,CALLE FERMIN MORIN, ,Asfalto,375801.540452,3149512.69708,-16.2686335314,28.4662839367,315.438714788
1531.0,383832512,32512,CALLE,CALLE JOSE CALZADILLA DELAHANTY, ,Asfalto,375904.814324,3149509.52764,-16.267565053,28.46626928,78.0921404975
1532.0,383832527,32527,CALLE,CALLE JOSE PLACIDO SANSON, ,Asfalto,375956.326617,3149532.56095,-16.2670417224,28.4664825591,93.7781387317
1533.0,383832543,32543,CALLE,CALLE POGGI BORSOTTO, ,Asfalto,375834.336221,3149483.0486,-16.2682819781,28.4660236876,77.4326365846
1534.0,383832582,32582,CALLE,CALLE GOYA, ,Asfalto,376304.670489,3149522.36538,-16.2634581253,28.4664132415,279.448516395
1535.0,383832597,32597,CALLE,CALLE EL GRECO, ,Asfalto,376200.078777,3149456.75525,-16.2645447542,28.4658243693,250.391519277
1536.0,383832601,32601,CALLE,CALLE LUIS DE LA CRUZ, ,Asfalto,376285.841117,3149448.68329,-16.2636675914,28.4657557221,270.499911174
1537.0,383832616,32616,CALLE,CALLE PATRICIO ANRAN DE PRADO, ,Asfalto,376354.42475,3149472.74327,-16.2629695348,28.4659801427,122.632576552
1538.0,383832624,32624,CALLE,CALLE VELAZQUEZ, ,Asfalto,376340.502551,3149399.11357,-16.2631039218,28.465313987,194.147627975
1539.0,383832632,32632,CALLE,CALLE PASAJE PRIMERO DE ALVAREZ, ,Asfalto,376038.571496,3149606.02049,-16.2662099567,28.4671525151,158.748790488
1540.0,383832647,32647,CALLE,CALLE PASAJE SEGUNDO DE ALVAREZ, ,Asfalto,376019.446076,3149614.23573,-16.2664057789,28.4672251561,128.638959128
1541.0,383832663,32663,CALLE,CALLE ELIAS MUJICA, ,Asfalto,376007.833819,3149565.37293,-16.2665191128,28.4667832429,56.4419370463
1542.0,383832671,32671,CALLE,CALLE GRACILIANO AFONSO, ,Asfalto,376100.556962,3149638.57681,-16.2655805994,28.4674532017,39.2430600839
1543.0,383832686,32686,CALLE,CALLE GANIVET, ,Asfalto,375629.181326,3148710.86004,-16.2702971732,28.4590275439,917.604506081
1544.0,383832721,32721,CALLE,CALLE ALCALDE MANDILLO TEJERA, ,Asfalto,375478.267697,3148927.01695,-16.2718462184,28.4609664286,482.927885387
1545.0,383832736,32736,CALLE,CALLE PIO BAROJA, ,Asfalto,375792.055696,3149006.13033,-16.2686695542,28.4617233181,320.465801644
1546.0,383832744,32744,CALLE,CALLE RAMON PEREZ DE AYALA, ,Asfalto,375773.181027,3149129.3278,-16.2688680485,28.462826014,153.783252548
1547.0,383832752,32752,CALLE,CALLE ALMADI, ,Asfalto,375462.87002,3149070.85014,-16.2720309913,28.462268426,67.1688273065
1548.0,383832767,32767,CALLE,CALLE CANDIDO LUIS GARCIA SANJUAN, ,Asfalto,375726.791449,3149166.39317,-16.2693486365,28.4631585723,116.398019515
1549.0,383832791,32791,CALLE,CALLE MASCA, ,Asfalto,375272.99665,3149089.43716,-16.2739886811,28.4624198363,174.206392472
1550.0,383832802,32802,CALLE,CALLE GRANADOS, ,Asfalto,375408.476355,3149161.97095,-16.2725672324,28.463059924,172.727599056
1551.0,383832817,32817,CALLE,CALLE TURINA, ,Asfalto,375434.093401,3149211.33856,-16.2723402219,28.4635339367,134.066490866
1552.0,383832825,32825,CALLE,CALLE JOSE LIBRERO, ,Asfalto,374884.007759,3149622.98491,-16.2780061944,28.4671950175,63.9780514262
1553.0,383832833,32833,CALLE,CALLE JUAN DE AGUILAR, ,Asfalto,374905.811419,3149814.75426,-16.2777704709,28.4689320681,273.542299764
1554.0,383832841,32841,CALLE,CALLE JUAN GARCIA ALVAREZ, ,Asfalto,374969.595317,3149605.76608,-16.2771266742,28.4670403086,393.515638541
1555.0,383832856,32856,CALLE,CALLE LUIS SEGUNDO ROMAN Y ELGUETA, ,Asfalto,374912.170716,3149728.44031,-16.2777260737,28.4681507665,173.357649581
1556.0,383832864,32864,CALLE,CALLE MANUEL GARCIA CALVERAS, ,Asfalto,375051.887616,3149690.31195,-16.2762894341,28.4678336419,339.064959952
1557.0,383832872,32872,CLLON,CALLEJON NEGRIN, ,Asfalto,374799.93495,3149511.75983,-16.2788488539,28.4661837725,51.1835414338
1558.0,383832887,32887,CALLE,CALLE PATRICIO MADAN, ,Asfalto,374859.574142,3149710.89602,-16.2782609245,28.4679929445,152.448389626
1559.0,383832906,32906,CALLE,CALLE AGUSTIN ESPINOSA GARCIA, ,Asfalto,375614.308314,3149557.40639,-16.2705370105,28.4666737897,158.00526846
1560.0,383832914,32914,PSAJE,PASAJE LAS ASUNCIONISTAS,CALLEJON TRANS. ASUNCION,Peatonal,376442.58836,3149560.11414,-16.2620792196,28.4667772342,36.6378593435
1561.0,383832953,32953,CLLON,CALLEJON TRANSVERSAL DUGGI, ,Asfalto,376550.764997,3149434.30001,-16.2609603108,28.4656518166,15.1987813902
1562.0,383840063,40063,CALLE,CALLE EL BUFADERO, ,Asfalto,379829.648191,3153419.07675,-16.2278932274,28.5019602161,1667.14784605
1563.0,383840152,40152,CALLE,CALLE HIDALGO, ,Asfalto,379990.746864,3152829.75391,-16.2261844074,28.4966231253,68.4005615068
1564.0,383840175,40175,CALLE,CALLE MARIA JIMENEZ, ,Asfalto,379935.337406,3152704.0821,-16.226736808,28.4954793337,885.034149178
1565.0,383840264,40264,CALLE,CALLE ADELFAS, ,Asfalto,383255.739005,3153763.08237,-16.1929243819,28.505334881,47.3898009934
1566.0,383840272,40272,CALLE,CALLE LA ARENA, ,Asfalto,383356.39719,3153647.49787,-16.1918849416,28.5043009444,196.449049683
1567.0,383840314,40314,CALLE,"CALLE DEL CARMEN, (SAN ANDRES)", ,Asfalto,383264.838364,3153575.25508,-16.1928122481,28.5036416721,48.3459261217
1568.0,383840322,40322,CALLE,CALLE CERCADO DE SAN ANDRES, ,Asfalto,382935.607751,3154055.32633,-16.1962064402,28.5079199944,421.536238734
1569.0,383840337,40337,CALLE,CALLE DIQUE, ,Asfalto,383354.102157,3153616.11515,-16.1919004339,28.5040204483,265.958279409
1570.0,383840392,40392,CALLE,CALLE EL ROSARIO, ,Asfalto,383229.897597,3153746.42048,-16.1931860689,28.5051829957,60.185048195
1571.0,383840426,40426,CALLE,CALLE APAREJO,TRAVESIA DE LA CRUZ,Asfalto,383417.273529,3153731.94219,-16.1912710537,28.5050686732,44.8950121276
1572.0,383840442,40442,CALLE,CALLE CHANA CABRERA RODRIGUEZ,SAN JUAN BAUTISTA( SAN ANDRES),Asfalto,383391.380605,3153697.87278,-16.1915295074,28.5047602693,116.869035621
1573.0,383840457,40457,CALLE,CALLE CARABELA,TRANSVERSAL SAN JUAN,Asfalto,383371.350675,3153675.82259,-16.1917370942,28.5045618675,80.1303437466
1574.0,383840473,40473,CALLE,CALLE CELIA RODRIGUEZ GOMEZ,ESLORA,Asfalto,383403.808162,3153732.61261,-16.1914090082,28.5050735518,63.9494598341
1575.0,383840481,40481,CALLE,CALLE BALANDRO, ,Asfalto,383279.888156,3153842.32398,-16.1926859109,28.5060526349,46.5459722841
1576.0,383840496,40496,CALLE,CALLE CONCEPCION, ,Asfalto,383337.36139,3153798.12487,-16.1920935287,28.5056611583,78.5093080832
1577.0,383840515,40515,CALLE,"CALLE LA CRUZ, (SAN ANDRES)", ,Asfalto,383379.108826,3153709.89197,-16.1916566567,28.5048623368,127.727551609
1578.0,383840523,40523,CALLE,CALLE ELBA, ,Peatonal,383589.138467,3154442.61632,-16.1895868685,28.5114968112,73.8174861016
1579.0,383840546,40546,CALLE,CALLE FRAGATA, ,Asfalto,383309.920548,3153835.06152,-16.1923783472,28.5059897863,38.933172643
1580.0,383840562,40562,CALLE,CALLE GUILLEN, ,Asfalto,383322.968951,3153758.83136,-16.1922360687,28.5053034501,96.8342219678
1581.0,383840585,40585,CALLE,CALLE LA MANGA, ,Peatonal,383439.575004,3153731.87501,-16.1910432698,28.5050701785,25.8988318688
1582.0,383840635,40635,AVDA,AVENIDA PEDRO SCHWARTZ, ,Asfalto,383344.130979,3153838.82849,-16.1920611152,28.5060419377,335.423594258
1583.0,383840674,40674,CALLE,CALLE SACRAMENTO, ,Asfalto,383330.283997,3153717.5144,-16.1921585241,28.5049307267,83.6824503293
1584.0,383840682,40682,CALLE,CALLE SAN JOSE, ,Asfalto,383250.032039,3153819.43987,-16.1929911449,28.5058439768,194.997605719
1585.0,383840732,40732,CALLE,CALLE TRASERA MARIA JUANA, ,Peatonal,383738.160362,3154550.67783,-16.1880764354,28.5124852373,51.7759833081
1586.0,383840755,40755,CALLE,CALLE TRINQUETE, ,Asfalto,383443.421961,3153694.47614,-16.1910000334,28.5047328962,107.036660497
1587.0,383840781,40781,CALLE,CALLE LA ASOMADITA, ,Asfalto,370907.736043,3147093.74154,-16.3183249209,28.4439568557,578.777070298
1588.0,383840821,40821,CTRA,CARRETERA LOS CAMPITOS, ,Asfalto,376698.96893,3150921.23755,-16.2595865106,28.4790804065,5132.99924516
1589.0,383840917,40917,CALLE,"CALLE PISTA MILITAR, (LA ALEGRIA)", ,Asfalto,378371.938973,3151274.83923,-16.2426230089,28.4825213766,787.433696379
1590.0,383841051,41051,CALLE,CALLE REVERENDO ONESIMO BETANCORT, ,Asfalto,378908.203529,3151793.51797,-16.237123067,28.4871820183,197.297478761
1591.0,383841142,44142,CALLE,CALLE JACINTO CASARIEGO Y CHIRLANDA, ,Asfalto,375306.143365,3148584.52902,-16.2735796572,28.4578654837,218.700761477
1592.0,383842352,42352,CALLE,CALLE ELISA GONZALEZ DE CHAVEZ, ,Asfalto,375676.476088,3148648.75865,-16.2697876657,28.4584713145,378.073391839
1593.0,383842375,42375,CALLE,CALLE POETA FRANCISCO IZQUIERDO,CALLE DEL PERRO,Asfalto,375664.197583,3148516.4752,-16.2699171614,28.4572854837,227.753631128
1594.0,383842383,42383,CALLE,CALLE SANSON Y BARRIOS, ,Asfalto,375594.988304,3148637.20756,-16.2706350449,28.4583675382,160.429885813
1595.0,383842402,42402,CALLE,CALLE FRANCISCO MARIA DE LEON, ,Asfalto,375454.325591,3148569.13462,-16.2720520763,28.4577403396,215.91300691
1596.0,383842456,42456,CALLE,CALLE GARCIA LORCA, ,Asfalto,375553.588171,3148428.30818,-16.271058522,28.4564574399,309.945373585
1597.0,383842545,42545,CALLE,CALLE JOSE ESPINOSA CAMBRELENG, ,Asfalto,375473.797019,3148469.25001,-16.271866287,28.4568402436,187.223613227
1598.0,383810980,10980,CALLE,CALLE 127, ,Tierra,369879.334803,3147721.89555,-16.3288970283,28.4495499393,39.3912636919
1599.0,383810991,10991,CALLE,CALLE 128, ,Tierra,369905.251059,3147788.58648,-16.3286399313,28.4501543603,142.638078055
1600.0,383811002,11002,CALLE,CALLE 129, ,Tierra,369923.515564,3147745.34304,-16.3284537057,28.4497550484,179.82681381
1601.0,383842584,42584,SENDA,SENDA LOS PASITOS, ,Peatonal,375529.134996,3148503.31001,-16.2712930017,28.4571530097,138.674720452
1602.0,383842592,42592,SENDA,SENDA GUARIMAR, ,Peatonal,375495.376128,3148517.43873,-16.2716393768,28.4572776724,108.779356349
1603.0,383842603,42603,SENDA,SENDA UCANCA, ,Peatonal,375464.766729,3148519.25153,-16.2719521061,28.4572909956,103.173890746
1604.0,383842611,42611,SENDA,SENDA LOS LLANOS, ,Peatonal,375435.007296,3148519.13429,-16.2722559881,28.4572871071,103.070075618
1605.0,383842626,42626,SENDA,SENDA ARURE, ,Peatonal,375404.793632,3148518.70131,-16.2725643783,28.4572800362,104.677664944
1606.0,383842715,42715,CALLE,CALLE MARRERO TORRES,"parte CALLE SENDA ""I""",Asfalto,375337.413203,3148331.96865,-16.273228437,28.4556095129,133.152447811
1607.0,383842731,42731,CALLE,CALLE ARTURO LOPEZ DE VERGARA, ,Asfalto,375157.534351,3148225.69915,-16.2750578549,28.4546123553,88.6334432067
1608.0,383842754,42754,CALLE,CALLE COMANDANTE MORENO UREÑA, ,Asfalto,375225.676729,3148198.07091,-16.2743564809,28.4543805439,206.637370115
1609.0,383842762,42762,CALLE,CALLE EVARISTO RAMOS, ,Asfalto,375051.395598,3148063.53171,-16.2761256649,28.4531360384,160.562909778
1610.0,383842785,42785,CALLE,CALLE FELIPE RAVINA Y CASTRO, ,Asfalto,375240.640121,3148090.18563,-16.2741944099,28.4533972478,127.924163576
1611.0,383842793,42793,CALLE,CALLE GANDHI, ,Asfalto,375083.145373,3148183.9547,-16.2758307441,28.4542064091,417.085346439
1612.0,383842804,42804,CALLE,CALLE MARIO AROZENA, ,Asfalto,375094.754938,3148131.46845,-16.2756890399,28.4537560253,84.4663345367
1613.0,383842901,42901,CALLE,CALLE FRAY LUIS DE GRANADA, ,Asfalto,375212.395638,3147765.34115,-16.2744474958,28.4504629264,324.344230994
1614.0,383842924,42924,CALLE,CALLE ISIDORO LUZ CARPENTER, ,Asfalto,375410.486277,3147806.45286,-16.272438069,28.4508258506,478.942810779
1615.0,383842932,42932,CALLE,CALLE JOSE MALDONADO DUGOUR, ,Asfalto,375095.553245,3147720.00642,-16.2756360932,28.4500429518,157.973457045
1616.0,383842947,42947,CALLE,CALLE JOSE MIGUEL GALVAN BELLO, ,Asfalto,375132.366971,3147398.35883,-16.2752464061,28.4471190022,517.046579798
1617.0,383842955,42955,CALLE,CALLE JUAN DE AVILA, ,Asfalto,375253.687592,3147776.35957,-16.2740261877,28.4505633765,344.57917154
1618.0,383842963,42963,CALLE,CALLE JUAN DE VALDES, ,Asfalto,375202.120548,3147890.72116,-16.2745663251,28.45159331,140.478083757
1619.0,383842971,42971,CALLE,CALLE JUAN RAVINA MENDEZ, ,Asfalto,375262.941876,3147966.42398,-16.2739410152,28.452287007,408.582498369
1620.0,383842986,42986,CALLE,CALLE MELCHOR CANO, ,Asfalto,375236.18389,3147715.59855,-16.2741998284,28.4500160524,121.327570348
1621.0,383842994,42994,CALLE,CALLE RIBADENEYRA, ,Asfalto,375127.438362,3147751.59868,-16.2753115985,28.4503318697,180.445652642
1622.0,383843003,43003,CALLE,CALLE SAN JUAN DE LA CRUZ, ,Asfalto,375168.099748,3147744.77127,-16.2748974311,28.4502725995,314.198224749
1623.0,383843011,43011,CALLE,CALLE SANTO TOMAS DE VILLANUEVA, ,Asfalto,375114.210025,3147772.13977,-16.275450323,28.4505133202,122.981136263
1624.0,383843065,43065,CTRA,CARRETERA DE HOYA FRIA, ,Asfalto,374555.962214,3146965.02069,-16.2810432657,28.4431976823,1219.82476059
1625.0,383843096,43096,CALLE,CALLE ALEGRANZA, ,Asfalto,373440.970146,3147331.51683,-16.2924876011,28.4463773433,49.3784897534
1626.0,383843123,43123,CALLE,CALLE LA GRACIOSA, ,Asfalto,373466.671883,3147338.25832,-16.2922259159,28.4464406737,49.8872785814
1627.0,383843131,43131,CALLE,CALLE MONTAÑA CLARA, ,Asfalto,373492.562891,3147345.27773,-16.2919623282,28.4465065301,50.4189112864
1628.0,383843177,43177,CALLE,CALLE TABURIENTE, ,Asfalto,374396.30456,3147744.53097,-16.2827776824,28.4501976914,360.424953951
1629.0,383843185,43185,CALLE,CALLE TAJINASTE (B. LAS CABRITAS), ,Asfalto,374350.282639,3147569.07884,-16.2832271139,28.4486084201,88.2067075544
1630.0,383843204,43204,CALLE,CALLE MAESTRO BORGUÑO, ,Asfalto,374160.842955,3147773.57258,-16.2852159781,28.4504471442,200.657392879
1631.0,383843212,43212,CALLE,CALLE MIGUEL ZEROLO FUENTES, ,Asfalto,374067.902823,3147606.57271,-16.2861047147,28.4489246384,261.676639561
1632.0,383843235,43235,CALLE,CALLE TOMAS DE ARMAS QUINTERO, ,Asfalto,374094.19907,3147676.62613,-16.2858682814,28.4495468777,232.438032527
1633.0,383843243,43243,CALLE,CALLE ARCIPRESTE DE HITA, ,Asfalto,373701.804226,3148085.23415,-16.2899070366,28.4532042213,145.676756753
1634.0,383843301,43301,CALLE,CALLE FEIJOO, ,Asfalto,374056.667235,3147973.75668,-16.2862711967,28.4522328735,105.326910022
1635.0,383843421,43421,CALLE,CALLE CAPUCHINO,ANTIGUA CALLE B,Asfalto,373751.033992,3148289.41547,-16.2894265798,28.4550518425,139.544792448
1636.0,383843444,43444,CALLE,CALLE LOS ROSALES, ,Asfalto,373740.0549,3148330.74051,-16.2895435372,28.4554237549,110.818948543
1637.0,383843467,43467,CALLE,CALLE SANTA MARGARITA, ,Asfalto,373698.477148,3148249.28994,-16.2899587088,28.4546858575,173.950045047
1638.0,383843475,43475,CALLE,CALLE SANTA MARIA, ,Peatonal,373688.716363,3148330.29164,-16.2900674212,28.4554146964,58.1291203158
1639.0,383843483,43483,CALLE,"CALLE SANTA MONICA, FINCA LA MULTA",ANTIGUA CALLE A,Asfalto,373696.515191,3148257.01236,-16.2899807336,28.4547542736,170.742170551
1640.0,383843491,43491,CALLE,"CALLE SENDA ""X""", ,Peatonal,375270.482616,3148253.0067,-16.2739071489,28.4548694503,60.9961803507
1641.0,383843556,43556,CALLE,"CALLE SENDA ""Y""", ,Peatonal,375290.913304,3148247.59287,-16.2736979396,28.4548225468,64.3752701241
1642.0,383843564,43564,CALLE,"CALLE SENDA ""V""", ,Peatonal,375290.760792,3148314.8825,-16.2737067761,28.4554297846,68.0627989265
1643.0,383843595,43595,CALLE,CALLE AÑEPA, ,Asfalto,374388.528756,3147596.58245,-16.2828417612,28.4488633327,86.3950717203
1644.0,383843606,43606,CALLE,CALLE ADASSA, ,Asfalto,374483.754995,3147614.24999,-16.2818710992,28.4490295707,51.2435448847
1645.0,383843614,43614,CALLE,CALLE AYATIMAS, ,Asfalto,374482.399169,3147681.25046,-16.2819028804,28.4496217421,157.872037481
1646.0,383843645,43645,CALLE,CALLE CHAMATO, ,Asfalto,374371.450359,3147643.60497,-16.2830206993,28.4492837111,71.934852266
1647.0,383843653,43653,CALLE,CALLE CHINCANAYRO, ,Asfalto,374481.105807,3147794.92505,-16.2819178692,28.4506598345,92.9075617232
1648.0,383843661,43661,CALLE,CALLE FAYA, ,Asfalto,374446.659987,3147591.25001,-16.2822473611,28.44881844,33.9370947797
1649.0,383843676,43676,CALLE,CALLE GANIGO, ,Asfalto,374404.624083,3147692.67375,-16.2826854452,28.4497312419,99.4541379426
