FID,CODCALLE,TEXTO,GRUPO,CAPACIDAD,PTO_REC,UTM_X,UTM_Y,GRAD_X,GRAD_Y
740.0,10025,AVDA FRANCISCO LA ROCHE,1.0,3200.0,R0848,378285.579367,3150856.35316,-16.2433939365,28.4786482902
741.0,10555,CALLE ELIAS RAMOS GONZALEZ,1.0,3200.0,R0849,378224.953,3150868.142,-16.2440144023,28.478749015
742.0,10555,CALLE ELIAS RAMOS GONZALEZ,1.0,3200.0,R0850,378104.47046,3150889.08369,-16.2452471913,28.4789267395
743.0,10555,CALLE ELIAS RAMOS GONZALEZ,1.0,3200.0,R0851,378070.86712,3150888.64728,-16.2455903599,28.4789196575
744.0,44776,AVDA PROFESOR PERAZA DE AYALA,2.0,3200.0,R0852,378016.752651,3150865.51771,-16.2461406189,28.4787058598
745.0,44776,AVDA PROFESOR PERAZA DE AYALA,2.0,3200.0,R0853,378032.026896,3150937.52486,-16.2459922402,28.4793571197
746.0,44776,AVDA PROFESOR PERAZA DE AYALA,2.0,3200.0,R0854,378051.228805,3151011.71405,-16.2458039745,28.4800284387
747.0,57622,CALLE GALDAR,1.0,3200.0,R0855,378091.814656,3151117.32455,-16.2454006206,28.4809853205
748.0,10532,CALLE CARLOS J.R. HAMILTON,1.0,3200.0,R0856,378142.001462,3150944.50737,-16.2448697262,28.4794304221
749.0,10532,CALLE CARLOS J.R. HAMILTON,2.0,3200.0,R0857,378142.437869,3150981.60197,-16.2448691948,28.4797652241
750.0,10532,CALLE CARLOS J.R. HAMILTON,3.0,3200.0,R0858,378142.437869,3151039.2077,-16.2448752917,28.4802850883
751.0,57622,CALLE GALDAR,1.0,3200.0,R0859,378195.439209,3151112.84345,-16.2443417345,28.4809545714
752.0,44753,CALLE JOSE DE ZARATE Y PENICHET,1.0,3200.0,R0860,378274.232785,3151040.51692,-16.243529297,28.4803092217
753.0,44753,CALLE JOSE DE ZARATE Y PENICHET,2.0,3200.0,R0861,378286.015774,3150950.18067,-16.2433993976,28.4794950801
754.0,44776,AVDA PROFESOR PERAZA DE AYALA,1.0,3200.0,R0862,377992.313859,3150838.02407,-16.2463873158,28.478455455
755.0,44776,AVDA PROFESOR PERAZA DE AYALA,1.0,3200.0,R0863,377918.997482,3150805.72995,-16.2471327204,28.4781571499
756.0,44776,AVDA PROFESOR PERAZA DE AYALA,1.0,3200.0,R0864,377890.631026,3150806.60276,-16.2474225374,28.478162369
757.0,44776,AVDA PROFESOR PERAZA DE AYALA,1.0,3200.0,R0865,377849.172361,3150817.07653,-16.2478470919,28.4782530044
758.0,44776,AVDA PROFESOR PERAZA DE AYALA,1.0,3200.0,R0866,377807.713695,3150848.06143,-16.2482738237,28.4785287413
759.0,44776,AVDA PROFESOR PERAZA DE AYALA,1.0,3200.0,R0867,377790.257415,3150876.86429,-16.2484551733,28.4787870362
760.0,44776,AVDA PROFESOR PERAZA DE AYALA,1.0,3200.0,R0868,377773.673949,3150907.84919,-16.2486278407,28.4790651046
761.0,10400,CALLE FERNANDO H. GUZMAN,1.0,3200.0,R0869,377875.793188,3150859.40801,-16.2475796862,28.4786375205
762.0,10400,CALLE FERNANDO H. GUZMAN,1.0,3200.0,R0870,377991.004638,3151011.71405,-16.2464190929,28.4800228013
763.0,10206,CALLE DOCTOR FRANCISCO TRUJILLO CASTRO,1.0,3200.0,R0871,378041.85549,3151220.4641,-16.2459218249,28.4819114304
764.0,10206,CALLE DOCTOR FRANCISCO TRUJILLO CASTRO,1.0,3200.0,R0872,377992.128995,3151297.41055,-16.2464378859,28.4826011795
765.0,44753,CALLE JOSE DE ZARATE Y PENICHET,1.0,3200.0,R0873,378074.358376,3151302.36112,-16.2455985142,28.4826535534
766.0,44753,CALLE JOSE DE ZARATE Y PENICHET,1.0,3200.0,R0874,378148.983974,3151217.26175,-16.2448272757,28.4818925535
767.0,10563,AVDA JOSE MARTI,1.0,3200.0,R0875,378351.913232,3150981.16556,-16.2427296095,28.4797808577
768.0,10563,AVDA JOSE MARTI,2.0,3200.0,R0876,378318.309893,3151065.39212,-16.243081729,28.4805378253
769.0,40933,CTRA TAHODIO,2.0,3200.0,R0877,378010.206546,3151466.45015,-16.246271154,28.4841283727
770.0,20886,CALLE MEJIAS,1.0,2400.0,R0878,377635.500758,3149156.1695,-16.2498530196,28.4632440713
771.0,20623,CALLE JOSE HERNANDEZ ALFONSO,2.0,2400.0,R0879,377322.76263,3148997.41918,-16.2530298571,28.4617820416
772.0,20623,CALLE JOSE HERNANDEZ ALFONSO,2.0,3200.0,R0880,377294.522933,3148922.87933,-16.2533103053,28.4611066984
773.0,20623,CALLE JOSE HERNANDEZ ALFONSO,2.0,2400.0,R0881,377266.670851,3148842.9022,-16.2535862127,28.4603823223
774.0,20596,AVDA BUENOS AIRES,1.0,3200.0,R0882,377101.196758,3148892.89159,-16.2552813469,28.4608178689
775.0,20596,AVDA BUENOS AIRES,1.0,3200.0,R0883,377074.306086,3148888.48341,-16.2555554824,28.4607755529
776.0,20573,GTA PEDRO DE MENDOZA,3.0,3200.0,R0884,376960.060925,3148868.99815,-16.2567200649,28.4605889343
777.0,20573,GTA PEDRO DE MENDOZA,2.0,3200.0,R0885,376921.148913,3148863.27368,-16.2571168192,28.4605336021
778.0,20445,CALLE CALDERON DE LA BARCA,2.0,3200.0,R0886,376793.065733,3148832.31885,-16.2584214818,28.4602421559
779.0,20476,PQUE DON QUIJOTE,1.0,2400.0,R0887,376749.144812,3148927.56904,-16.2588801825,28.4610975913
780.0,20492,CALLE GONGORA,1.0,2400.0,R0888,376733.798947,3148995.30251,-16.2590441384,28.4617074016
781.0,20492,CALLE GONGORA,1.0,3200.0,R0889,376715.807245,3149097.96105,-16.2592388521,28.4626321427
782.0,20526,CALLE GARCILASO DE LA VEGA,1.0,2400.0,R0890,376853.920022,3148885.23562,-16.2578057003,28.4607254512
783.0,20526,CALLE GARCILASO DE LA VEGA,1.0,2400.0,R0891,376841.749164,3148941.3274,-16.2579359822,28.4612305024
784.0,20526,CALLE GARCILASO DE LA VEGA,1.0,2400.0,R0892,376829.049139,3148987.89416,-16.2580706513,28.4616495449
785.0,20526,CALLE GARCILASO DE LA VEGA,1.0,2400.0,R0893,376803.11992,3149104.84023,-16.2583479424,28.4627024756
786.0,20534,CALLE LOPE DE VEGA,1.0,2400.0,R0894,376859.211699,3149138.17779,-16.2577786899,28.4630086286
787.0,20534,CALLE LOPE DE VEGA,1.0,2400.0,R0895,376955.520226,3149161.46117,-16.2567976605,28.4632278407
788.0,20364,CALLE JUAN SEBASTIAN ELCANO,2.0,3200.0,R0896,376665.53631,3148801.09795,-16.2597204534,28.4599483487
789.0,20414,CALLE NUÑEZ DE BALBOA,2.0,2400.0,R0897,376692.523865,3148728.0728,-16.2594370484,28.4592918851
790.0,20116,AVDA TRES DE MAYO,2.0,3200.0,R0898,376907.89513,3148696.85191,-16.2572343916,28.4590304765
791.0,20341,AVDA DEL CARMEN,1.0,3200.0,R0899,376585.631983,3148651.87265,-16.2605204441,28.4585941064
792.0,20116,AVDA TRES DE MAYO,2.0,3200.0,R0900,376993.620302,3148719.60612,-16.2563614157,28.45924391
793.0,20116,AVDA TRES DE MAYO,2.0,3200.0,R0901,377030.205933,3148706.2012,-16.2559863812,28.4591263872
794.0,20035,CALLE AUREA DIAZ FLORES,1.0,3200.0,R0903,376910.011801,3148566.54436,-16.2571988611,28.4578547143
795.0,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,1.0,3200.0,R0904,376872.573184,3148472.48479,-16.2575711234,28.4570023391
796.0,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,1.0,3200.0,R0905,376836.589779,3148389.27317,-16.2579296792,28.4562479976
797.0,11119,CALLE UNION ARTISTICA EL CABO,1.0,2400.0,R0906,376901.412826,3148387.28879,-16.2572675278,28.4562362088
798.0,11119,CALLE UNION ARTISTICA EL CABO,2.0,2400.0,R0907,376943.489936,3148376.74336,-16.2568367324,28.4561450117
799.0,11097,CALLE PEDRO MODESTO CAMPOS,2.0,3200.0,R0908,376966.828565,3148442.0524,-16.256605381,28.4567365957
800.0,11097,CALLE PEDRO MODESTO CAMPOS,1.0,2400.0,R0909,376978.142146,3148497.75255,-16.2564957965,28.4572403297
801.0,11074,CALLE CELIA CRUZ,1.0,2400.0,R0910,377145.584946,3148392.34795,-16.2547747062,28.4563048859
802.0,11074,CALLE CELIA CRUZ,1.0,2400.0,R0911,377165.99669,3148442.18994,-16.2545715827,28.4567566084
803.0,11074,CALLE CELIA CRUZ,1.0,2400.0,R0912,377110.30133,3148313.33864,-16.2551265821,28.455588541
804.0,11086,CALLE LOS LLANOS SEIS,1.0,2400.0,R0913,377015.816608,3148282.7023,-16.2560881375,28.4553031579
805.0,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,1.0,2400.0,R0914,376706.282226,3148063.17355,-16.2592254363,28.4532927984
806.0,20027,CALLE ALVARO RODRIGUEZ LOPEZ,3.0,3200.0,R0915,376869.927346,3148583.74231,-16.2576100261,28.4580061339
807.0,20027,CALLE ALVARO RODRIGUEZ LOPEZ,1.0,3200.0,R0916,376798.225118,3148566.27977,-16.2583403577,28.4578417721
808.0,20116,AVDA TRES DE MAYO,1.0,3200.0,R0918,376478.078642,3148563.89852,-16.2616093182,28.4577900025
809.0,20065,CALLE FOMENTO,2.0,3200.0,R0919,377287.717637,3148613.08994,-16.2533468174,28.4583103568
810.0,20302,CALLE TOME CANO,2.0,3200.0,R0920,376452.149424,3148666.29247,-16.2618850727,28.4587116003
811.0,20364,CALLE JUAN SEBASTIAN ELCANO,2.0,3200.0,R0921,376462.20361,3148747.65201,-16.2617911227,28.4594467814
812.0,20364,CALLE JUAN SEBASTIAN ELCANO,1.0,2400.0,R0922,376491.969295,3148755.72182,-16.261488027,28.4595224264
813.0,20364,CALLE JUAN SEBASTIAN ELCANO,1.0,3200.0,R0923,376528.349577,3148764.98225,-16.2611175115,28.4596094419
814.0,20267,CALLE FRAGATA DANMARK,1.0,2400.0,R0924,376400.687862,3148708.75818,-16.2624151366,28.4590899559
815.0,20267,CALLE FRAGATA DANMARK,2.0,3200.0,R0925,376359.015903,3148671.71644,-16.2628367061,28.4587517233
816.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,R0926,376332.557517,3148616.15383,-16.2631009299,28.4582477905
817.0,20267,CALLE FRAGATA DANMARK,2.0,3200.0,R0927,376370.922177,3148701.48213,-16.2627183155,28.4590214721
818.0,20302,CALLE TOME CANO,1.0,3200.0,R0928,376412.594136,3148770.27393,-16.2623001491,28.4596462326
819.0,10271,PLAZA LOS SABANDEÑOS,3.0,3200.0,R0929,376391.807812,3148839.83783,-16.2625198753,28.4602720414
820.0,20975,CALLE HELIODORO RODRIGUEZ LOPEZ,2.0,3200.0,R0930,376407.302459,3148839.06574,-16.2623615635,28.4602665421
821.0,10271,PLAZA LOS SABANDEÑOS,4.0,3200.0,R0931,376407.434751,3148927.17216,-16.262369661,28.4610616702
822.0,10271,PLAZA LOS SABANDEÑOS,3.0,3200.0,R0932,376423.165088,3148998.76794,-16.2622167011,28.4617092762
823.0,20967,CALLE GILBERTO CAYOL LOPEZ,1.0,2400.0,R0933,376392.750346,3149034.19634,-16.2625310961,28.4620261168
824.0,20967,CALLE GILBERTO CAYOL LOPEZ,2.0,2400.0,R0934,376331.234598,3149051.39429,-16.2631611415,28.4621754872
825.0,20975,CALLE HELIODORO RODRIGUEZ LOPEZ,1.0,3200.0,R0935,376454.927554,3149062.77139,-16.2618992046,28.4622898842
826.0,20975,CALLE HELIODORO RODRIGUEZ LOPEZ,1.0,3200.0,R0936,376466.040077,3149103.78189,-16.2617901192,28.4626610357
827.0,21023,CALLE BERNARDINO SEMAN,1.0,2400.0,R0937,376438.391063,3149151.2747,-16.2620775656,28.4630870144
828.0,21023,CALLE BERNARDINO SEMAN,2.0,2400.0,R0938,376376.213854,3149169.13411,-16.2627144427,28.4632422933
829.0,21054,CALLE HELIODORO RODRIGUEZ GONZALEZ,2.0,2400.0,R0940,376448.842125,3149187.2581,-16.2619746961,28.4634127364
830.0,31095,PQUE LA GRANJA,2.0,2400.0,R0941,376198.942665,3149096.37354,-16.2645169424,28.4625688491
831.0,31106,AVDA DE MADRID,2.0,2400.0,R0942,376214.002803,3149157.02521,-16.2643696624,28.4631176285
832.0,31211,CALLE ALCALDE GARCIA RAMOS,1.0,3200.0,R0943,375805.771042,3148593.26733,-16.2684778178,28.457991197
833.0,31242,CALLE VALLE INCLAN,1.0,2400.0,R0944,375908.561874,3148607.55485,-16.2674296961,28.4581299182
834.0,31242,CALLE VALLE INCLAN,1.0,2400.0,R0945,375940.973397,3148632.69032,-16.2671014271,28.4583598359
835.0,31242,CALLE VALLE INCLAN,2.0,2400.0,R0946,376003.150605,3148684.28417,-16.2664720456,28.4588313562
836.0,31242,CALLE VALLE INCLAN,1.0,2400.0,R0947,376072.60387,3148741.16971,-16.2657689263,28.4593513198
837.0,31242,CALLE VALLE INCLAN,2.0,2400.0,R0948,376105.676853,3148769.61247,-16.2654342507,28.4596111432
838.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,R0949,376167.589477,3148768.95101,-16.2648019417,28.4596110539
839.0,10529,CALLE PEDRO SALINAS,1.0,2400.0,R0950,375907.900414,3148563.89852,-16.2674317507,28.4577358797
840.0,31137,CALLE AZORIN,1.0,2400.0,R0951,375908.561874,3148518.91926,-16.267420154,28.4573300284
841.0,31137,CALLE AZORIN,2.0,3200.0,R0952,375952.350503,3148562.84018,-16.2669777308,28.457730557
842.0,31137,CALLE AZORIN,1.0,2400.0,R0953,376014.39542,3148618.13821,-16.2663501018,28.4582354924
843.0,31137,CALLE AZORIN,2.0,3200.0,R0954,376142.189426,3148722.91342,-16.2650563741,28.4591931765
844.0,31137,CALLE AZORIN,3.0,2400.0,R0955,376103.031014,3148688.25293,-16.2654525236,28.4588766642
845.0,31203,CALLE RAMIRO DE MAEZTU,1.0,2400.0,R0956,376183.729093,3148644.5966,-16.2646237689,28.4584903518
846.0,31203,CALLE RAMIRO DE MAEZTU,1.0,2400.0,R0957,376156.609247,3148620.78405,-16.2648981493,28.458272881
847.0,31203,CALLE RAMIRO DE MAEZTU,1.0,2400.0,R0958,376122.874804,3148589.03398,-16.2652392213,28.4579831495
848.0,31203,CALLE RAMIRO DE MAEZTU,1.0,2400.0,R0959,376071.280951,3148546.70057,-16.2657615265,28.4575962111
849.0,31203,CALLE RAMIRO DE MAEZTU,1.0,2400.0,R0960,376023.655855,3148508.99736,-16.2662437988,28.4572514333
850.0,10529,CALLE PEDRO SALINAS,1.0,2400.0,R0961,375979.999517,3148479.89314,-16.2666864661,28.4569846325
851.0,31211,CALLE ALCALDE GARCIA RAMOS,2.0,3200.0,R0962,375743.858418,3148694.20607,-16.2691209265,28.4588962187
852.0,32686,CALLE GANIVET,1.0,2400.0,R0963,375768.993885,3148817.23757,-16.268877512,28.4600089071
853.0,32686,CALLE GANIVET,1.0,3200.0,R0964,375774.947022,3148848.72305,-16.2688201134,28.4602936138
854.0,32686,CALLE GANIVET,1.0,2400.0,R0965,375861.598238,3148901.9044,-16.2679409742,28.4607817983
855.0,20236,AVDA BENITO PEREZ ARMAS,2.0,3200.0,R0966,376108.984151,3148886.02937,-16.2654129915,28.4606620593
856.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,R0967,376101.972679,3148846.07721,-16.2654802968,28.4603008457
857.0,20236,AVDA BENITO PEREZ ARMAS,1.0,2400.0,R0968,375956.186969,3149024.27444,-16.2669882167,28.4618951237
858.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,R0969,375884.881618,3149151.01011,-16.2677300357,28.4630320612
859.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,R0970,375841.754448,3149155.90491,-16.2681709817,28.4630721287
860.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,R0971,375803.389788,3149203.53001,-16.2685678982,28.4634982663
861.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,R0972,375820.74726,3149225.73144,-16.2683930339,28.4637002754
862.0,32713,CTRA DEL ROSARIO,1.0,2400.0,R0973,374878.925256,3148035.69792,-16.2778818653,28.4528708606
863.0,32713,CTRA DEL ROSARIO,1.0,2400.0,R0974,374873.628614,3148130.93819,-16.277946286,28.453729843
864.0,32713,CTRA DEL ROSARIO,2.0,2400.0,R0975,374869.003362,3148177.25029,-16.2779985418,28.4541473404
865.0,32713,CTRA DEL ROSARIO,1.0,2400.0,R0976,374849.68525,3148086.81654,-16.2781859861,28.4533293729
866.0,32713,CTRA DEL ROSARIO,2.0,2400.0,R0977,374851.80541,3148246.0421,-16.2781816211,28.4547664983
867.0,32713,CTRA DEL ROSARIO,1.0,2400.0,R0978,374761.846896,3148201.7243,-16.2790953962,28.4543579214
868.0,32713,CTRA DEL ROSARIO,3.0,2400.0,R0979,374712.237422,3148153.43774,-16.2795967217,28.4539173986
869.0,32713,CTRA DEL ROSARIO,1.0,2400.0,R0980,374690.409253,3148113.75016,-16.2798152993,28.4535571439
870.0,32713,CTRA DEL ROSARIO,2.0,2400.0,R0981,374634.185182,3148034.37501,-16.2803807799,28.4528354259
871.0,32713,CTRA DEL ROSARIO,2.0,3200.0,R0982,374606.118472,3147986.8702,-16.2806622044,28.4524040244
872.0,01023,CALLE ISLETA EN CARRETERA DEL ROSARIO,1.0,2400.0,R0983,374498.585951,3147894.14556,-16.2817501283,28.4515568968
873.0,44513,CALLE HERMANOS PINZON,1.0,2400.0,R0984,374389.445107,3147835.93711,-16.2828582171,28.4510210952
874.0,10439,CALLE ACCESO SAN PIO,2.0,3200.0,R0985,374393.016989,3147821.12041,-16.282820131,28.4508877269
875.0,43212,CALLE MIGUEL ZEROLO FUENTES,1.0,2400.0,R0986,374198.944725,3147687.10868,-16.284787156,28.4496596494
876.0,43227,AVDA PRINCIPES DE ESPAÑA,3.0,2400.0,R0987,374712.898881,3148305.57347,-16.2796065009,28.4552904014
877.0,43227,AVDA PRINCIPES DE ESPAÑA,3.0,2400.0,R0988,374626.247666,3148351.21418,-16.2804962862,28.4556939575
878.0,43227,AVDA PRINCIPES DE ESPAÑA,1.0,2400.0,R0989,374558.117321,3148384.94863,-16.281195659,28.4559918415
879.0,43386,CALLE SARGENTO PROVISIONAL,1.0,2400.0,R0990,374113.616428,3148013.86976,-16.2856940953,28.4526002486
880.0,43386,CALLE SARGENTO PROVISIONAL,2.0,3200.0,R0991,374073.023355,3148030.32662,-16.2861103894,28.4527448445
881.0,43413,CALLE ANTONIO JOSE MELO Y NOVO,1.0,2400.0,R0992,374028.949592,3148152.77628,-16.286573807,28.453845626
882.0,10411,CALLE TENIENTE ALFONSO GONZALEZ CAMPOS,1.0,2400.0,R0993,374046.809002,3148189.15657,-16.2863954166,28.4541756612
883.0,10411,CALLE TENIENTE ALFONSO GONZALEZ CAMPOS,1.0,2400.0,R0994,374099.725775,3148167.98986,-16.2858527629,28.4539897522
884.0,83132,CALLE MAESTRO ESTANY,2.0,3200.0,R0995,374118.246646,3148145.50023,-16.2856611879,28.4537885838
885.0,43413,CALLE ANTONIO JOSE MELO Y NOVO,2.0,2400.0,R0996,374004.475584,3148306.23493,-16.2868404858,28.4552281363
886.0,43413,CALLE ANTONIO JOSE MELO Y NOVO,2.0,2400.0,R0997,373999.051615,3148343.67354,-16.2868999634,28.4555654739
887.0,43413,CALLE ANTONIO JOSE MELO Y NOVO,2.0,3200.0,R0998,373997.860987,3148540.39165,-16.2869336236,28.4573406234
888.0,44471,CALLE CONDE DE PALLASAR,3.0,2400.0,R0999,374093.772638,3148415.37577,-16.2859405696,28.4562216906
889.0,10639,CALLE NUESTRA SEÑORA DEL CAMINO,2.0,3200.0,R1000,374052.762139,3148500.04261,-16.2863685934,28.4569817997
890.0,44471,CALLE CONDE DE PALLASAR,1.0,2400.0,R1001,373974.709899,3148619.76681,-16.2871787086,28.4580547004
891.0,32624,CALLE VELAZQUEZ,2.0,2400.0,R1002,376333.047056,3149351.03472,-16.2631747898,28.464879759
892.0,32624,CALLE VELAZQUEZ,1.0,2400.0,R1003,376351.303343,3149424.05986,-16.2629961878,28.4655405044
893.0,32624,CALLE VELAZQUEZ,2.0,2400.0,R1004,376361.886697,3149458.45576,-16.2628917977,28.4658519132
894.0,32582,CALLE GOYA,1.0,2400.0,R1005,376320.082447,3149515.60588,-16.2633248535,28.4663636985
895.0,32601,CALLE LUIS DE LA CRUZ,2.0,2400.0,R1006,376288.28174,3149460.92487,-16.2636437448,28.4658672139
896.0,31106,AVDA DE MADRID,2.0,2400.0,R1007,376227.473948,3149241.92643,-16.2642412128,28.4638850965
897.0,21054,CALLE HELIODORO RODRIGUEZ GONZALEZ,1.0,2400.0,R1008,376415.861806,3149247.31784,-16.2623179375,28.4639516194
898.0,20975,CALLE HELIODORO RODRIGUEZ LOPEZ,2.0,3200.0,R1009,376492.85571,3149229.32614,-16.2615297315,28.4637965484
899.0,30126,CALLE JUAN PABLO II,1.0,3200.0,R1010,376741.368258,3149725.51308,-16.2590449534,28.4682978992
900.0,30126,CALLE JUAN PABLO II,5.0,800.0,R1011,376624.44445,3149748.23119,-16.2602414862,28.4684918588
901.0,45501,PSAJE ARECIDA,2.0,2400.0,R1012,375054.555413,3147972.86175,-16.2760816819,28.4523206315
902.0,10487,CALLE TERESA DE CALCUTA,2.0,2400.0,R1013,375060.50855,3148019.16393,-16.2760259117,28.4527390534
903.0,32713,CTRA DEL ROSARIO,1.0,2400.0,R1014,375141.206629,3148116.3985,-16.2752124277,28.4536242684
904.0,45497,CALLE ERESE,2.0,2400.0,R1015,375187.508805,3148187.17468,-16.2747472909,28.4542674157
905.0,32713,CTRA DEL ROSARIO,1.0,2400.0,R1016,375202.060918,3148219.5862,-16.2746022046,28.4545613043
906.0,32713,CTRA DEL ROSARIO,2.0,2400.0,R1017,375271.302515,3148287.82238,-16.2739025436,28.4551837213
907.0,43943,CALLE POETA TRUJILLO ARMAS,2.0,800.0,R1018,375267.545424,3148338.38436,-16.2739463792,28.4556396563
908.0,43564,"CALLE SENDA ""V""",1.0,2400.0,R1019,375294.003811,3148345.925,-16.2736770188,28.4557102363
909.0,32713,CTRA DEL ROSARIO,1.0,2400.0,R1020,375391.899841,3148660.11834,-16.2727113307,28.4585550165
910.0,32713,CTRA DEL ROSARIO,1.0,3200.0,R1021,375444.816614,3148705.09759,-16.272175824,28.4589659845
911.0,44254,CALLE TIO PINO,1.0,3200.0,R1022,375420.210314,3148731.82056,-16.2724299842,28.4592047946
912.0,44254,CALLE TIO PINO,1.0,3200.0,R1023,375384.623784,3148752.06123,-16.2727955718,28.4593840558
913.0,44254,CALLE TIO PINO,1.0,3200.0,R1024,375327.556744,3148782.9213,-16.2733816627,28.4596570972
914.0,44254,CALLE TIO PINO,2.0,3200.0,R1025,375186.318178,3148852.07393,-16.2748314436,28.4602676523
915.0,31315,CALLE SIMON BOLIVAR,1.0,3200.0,R1026,375217.0714,3148912.99493,-16.2745239938,28.4608203735
916.0,31346,CALLE CAMINO DEL HIERRO,1.0,3200.0,R1027,375106.810727,3148969.68146,-16.2756561026,28.4613213831
917.0,31315,CALLE SIMON BOLIVAR,2.0,3200.0,R1028,375352.789938,3149016.11103,-16.2731492081,28.4617639185
918.0,32721,CALLE ALCALDE MANDILLO TEJERA,2.0,2400.0,R1029,375484.239609,3148931.84597,-16.2717977457,28.4610160299
919.0,32721,CALLE ALCALDE MANDILLO TEJERA,3.0,2400.0,R1030,375564.40852,3148887.79275,-16.2709743134,28.4606261254
920.0,32721,CALLE ALCALDE MANDILLO TEJERA,2.0,2400.0,R1031,375609.520069,3148865.83229,-16.2705112707,28.4604322476
921.0,31211,CALLE ALCALDE GARCIA RAMOS,1.0,3200.0,R1032,375653.837867,3148839.37391,-16.2700558501,28.4601977012
922.0,31211,CALLE ALCALDE GARCIA RAMOS,1.0,2400.0,R1033,375680.296253,3148801.67071,-16.2697815951,28.4598599724
923.0,31346,CALLE CAMINO DEL HIERRO,1.0,3200.0,R1034,375145.902993,3149041.18525,-16.2752646429,28.4619704082
924.0,31315,CALLE SIMON BOLIVAR,2.0,3200.0,R1035,375381.086678,3149041.09435,-16.2728629447,28.4619920836
925.0,31315,CALLE SIMON BOLIVAR,1.0,3200.0,R1036,375534.312106,3149168.1855,-16.2713119367,28.4631536456
926.0,57726,CALLE LOS HUARACHEROS,2.0,3200.0,R1037,375497.774598,3149050.49555,-16.271672346,28.46208807
927.0,31315,CALLE SIMON BOLIVAR,1.0,2400.0,R1038,375656.285267,3149270.84404,-16.2700774128,28.4640917199
928.0,31296,CALLE MANUEL DE FALLA,2.0,3200.0,R1039,375535.899609,3149277.19406,-16.2713074992,28.4641375399
929.0,32721,CALLE ALCALDE MANDILLO TEJERA,3.0,2400.0,R1040,375328.995027,3149117.3854,-16.2734031567,28.4626755893
930.0,31323,AVDA ANGEL ROMERO,1.0,2400.0,R1041,375356.511749,3149180.88553,-16.2731290233,28.4632512734
931.0,31323,AVDA ANGEL ROMERO,1.0,2400.0,R1042,375367.095103,3149207.87308,-16.2730238639,28.4634958328
932.0,30304,AVDA ISLAS CANARIAS,1.0,3200.0,R1043,375401.090655,3149263.86372,-16.2726827515,28.4640043663
933.0,31257,CALLE ALBENIZ,2.0,800.0,R1045,375457.483048,3149280.43972,-16.2721086544,28.4641593428
934.0,20236,AVDA BENITO PEREZ ARMAS,1.0,3200.0,R1046,375692.533257,3149335.40251,-16.269714206,28.4646777811
935.0,31354,CALLE SUBIDA CUESTA PIEDRA,2.0,3200.0,R1047,375308.691325,3149276.13572,-16.2736276768,28.4641062818
936.0,31354,CALLE SUBIDA CUESTA PIEDRA,1.0,3200.0,R1048,375181.738522,3149307.0546,-16.2749274898,28.4643731613
937.0,31354,CALLE SUBIDA CUESTA PIEDRA,1.0,3200.0,R1049,375099.336232,3149350.2192,-16.2757736767,28.4647548071
938.0,32245,CALLE FRANCISCO DE AGUILAR Y AGUILAR,2.0,3200.0,R1050,375214.241872,3149390.8081,-16.2746046294,28.4651321008
939.0,32276,CALLE JUAN RUMEU GARCIA,2.0,3200.0,R1052,375329.526459,3149369.35001,-16.2734249901,28.4649494813
940.0,32276,CALLE JUAN RUMEU GARCIA,1.0,3200.0,R1053,375376.925092,3149356.64319,-16.2729395687,28.4648393404
941.0,32276,CALLE JUAN RUMEU GARCIA,1.0,3200.0,R1054,375252.001122,3149455.52358,-16.2742260283,28.465719735
