name,title_ca, title_es, title_en,license_title, date_published, organization_parent_name_ca, organization_name_ca, frequency, total_views, total_downloads, tags_list, fuente, url_tornada_ca, url_tornada_es, url_tornada_en, notes_ca, notes_es, notes_en, url_busqueda_ca, url_busqueda_es, url_busqueda_en, xml, xlsx, bdf, sbn, zip, wms, shp, sbx, kml, prj, dat, shx, json, rdf, dbase, tif, csv, xls, wmts, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016
agenda-activitats-esportives,"Agenda d'activitats esportives de la ciutat de Barcelona", "Agenda de activitades deportivas de la ciudad de Barcelona", "Agenda of  sport activities of the city of Barcelona","Creative Commons Attribution 4.0", 2014-10-01, "Ciutat i serveis", "Esport", "DIARIA", 213, 69, " Agenda esportiva Esports", "Ajuntament de Barcelona", "http://esports.bcn.cat/ca/", "http://esports.bcn.cat/es/", "http://esports.bcn.cat/en/", "Agenda de competicions, actes populars i altres esdeveniments esportius", "Agenda de competiciones, actos populares y otros acontecimientos deportivos", "Agenda of contests, popular events and other sport events", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=agenda-activitats-esportives, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=agenda-activitats-esportives, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=agenda-activitats-esportives, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N
agenda-cultural,"Agenda cultural de la ciutat de Barcelona", "Agenda cultural de la ciudad de Barcelona", "Cultural Agenda in the city of Barcelona","Creative Commons Attribution 4.0", 2015-11-19, "Ciutat i serveis", "Cultura i oci", "DIARIA", 130, 34, " Agenda cultural agenda cultural", "Ajuntament de Barcelona", "http://guia.barcelona.cat/agenda", "http://guia.barcelona.cat/es/agenda/", "http://guia.barcelona.cat/en/agenda/", "Activitats culturals de la ciutat de Barcelona classificada per temàtiques, amb informació de lloc, horaris, observacions, ...", "Actividades culturales de la ciudad de Barcelona clasificada por temáticas, con información de lugar, horarios, observaciones, ...", "Cultural activities of the city of Barcelona classified by subject matters, with information of place, schedules, observations...,", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=agenda-cultural, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=agenda-cultural, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=agenda-cultural, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N
agenda-diaria,"Llista d'esdeveniments diaris de la cituat de Barcelona", "Listado de eventos diarios de la ciudad de Barcelona", "List of daily events in the city of Barcelona","Creative Commons Attribution 4.0", 2012-12-03, "Ciutat i serveis", "Cultura i oci", "UNA_HORA", 216, 45, " Agenda diaria Agenda diària", "Ajuntament de Barcelona", "http://guia.barcelona.cat/agenda", "http://guia.barcelona.cat/es/agenda/", "http://guia.barcelona.cat/en/agenda/", "Llista d'esdeveniments diaris", "Listado de eventos diarios", "List of events dialy", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=agenda-diaria, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=agenda-diaria, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=agenda-diaria, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N
agenda-mensual,"Llista d'esdeveniments mensual de la ciutat de Barcelona", "Listado de eventos mensual de la ciudad de Barcelona", "List of monthly events in the city of Barcelona","Creative Commons Attribution 4.0", 2012-12-03, "Ciutat i serveis", "Cultura i oci", "MENSUAL", 170, 57, " Agenda mensual", "Ajuntament de Barcelona", "http://guia.barcelona.cat/agenda", "http://guia.barcelona.cat/es/agenda/", "http://guia.barcelona.cat/en/agenda/", "Llista d'esdeveniments mensual", "Listado de eventos mensual", "List of events monthly", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=agenda-mensual, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=agenda-mensual, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=agenda-mensual, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N
antiguitat-mot,"Antiguitat de les motos de la ciutat de Barcelona", "Antigüedad de las motos de la ciudad de Barcelona", "Age of motorcycles of the city of Barcelona","Creative Commons Attribution 4.0", 2013-03-14, "Ciutat i serveis", "Transport", "ANUAL", 94, 13, " Antiguitat Any 2007 Any 2008 Any 2009 Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Font de la Guatlla Fort Pienc Horta Hostafrancs Montbau Motos Navas Pedralbes Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Cens de Vehicles", "http://www.bcn.es/estadistica/catala/dades/barris/economia/vehicles/ant/index.htm", "http://www.bcn.es/estadistica/catala/dades/barris/economia/vehicles/ant/index.htm", "http://www.bcn.es/estadistica/catala/dades/barris/economia/vehicles/ant/index.htm", "Antiguitat de les motos", "Antigüedad de las motos", "Age of motorcycles", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=antiguitat-mot, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=antiguitat-mot, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=antiguitat-mot, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, S, S, S, S, S, S, S, S, S, S
antiguitat-veh,"Antiguitat dels turismes de la ciutat de Barcelona", "Antigüedad de los turismos de la ciudad de Barcelona", "Age of cars of the city of Barcelona","Creative Commons Attribution 4.0", 2013-03-14, "Ciutat i serveis", "Transport", "ANUAL", 124, 29, " Antiguitat Any 2007 Any 2008 Any 2009 Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Font de la Guatlla Fort Pienc Horta Hostafrancs Montbau Navas Pedralbes Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Turismes Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Cens de Vehicles", "http://www.bcn.es/estadistica/catala/dades/barris/economia/vehicles/ant/index.htm", "http://www.bcn.es/estadistica/catala/dades/barris/economia/vehicles/ant/index.htm", "http://www.bcn.es/estadistica/catala/dades/barris/economia/vehicles/ant/index.htm", "Antiguitat dels turismes de la ciutat de Barcelona", "Antigüedad de los turismos de la ciudad de Barcelona", "Age of cars of the city of Barcelona", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=antiguitat-veh, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=antiguitat-veh, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=antiguitat-veh, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, S, S, S, S, S, S, S, S, S, S
anv2016,"Antiguitat dels vehicles per tipologia", "Antigüedad de los vehículos por tipología", "Antique vehicles by typology","Creative Commons Attribution 4.0", 2017-07-18, "Ciutat i serveis", "Transport", "ANUAL", 55, 0, " Antiguitat Any 2016 Tipologia Tipus Vehicles", "Cens de Vehicles", "http://www.bcn.cat/estadistica/catala/dades/barris/economia/vehicles/ant/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/economia/vehicles/ant/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/economia/vehicles/ant/index.htm", "Antiguitat dels vehicles per tipologia. Sèrie històrica iniciada al 2016.", "Antigüedad de los vehículos por tipología. Serie histórica iniciada en 2016.", "Antique vehicles by typology. Historical series started in 2016.", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=anv2016, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=anv2016, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=anv2016, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, S
aparcaments-amb-servei-de-carsharing,"Aparcaments amb servei de carsharing a la ciutat de Barcelona", "Aparcamientos con servicio de carsharing en la ciudad de Barcelona", "Parking carsharing service in the city of Barcelona","Creative Commons Attribution 4.0", 2015-11-17, "Ciutat i serveis", "Transport", "SETMANAL", 97, 27, " Carsharing Transport", "Ajuntament de Barcelona", "https://w33.bcn.cat/planolBCN/ca/", "https://w33.bcn.cat/planolBCN/es/", "https://w33.bcn.cat/planolBCN/en/", "Aparcaments amb servei de carsharing a la ciutat de Barcelona", "Aparcamientos con servicio de carsharing en la ciudad de Barcelona", "Parking carsharing service in the city of Barcelona", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=aparcaments-amb-servei-de-carsharing, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=aparcaments-amb-servei-de-carsharing, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=aparcaments-amb-servei-de-carsharing, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N
aparcaments-bcn,"Aparcaments a la ciutat de Barcelona", "Aparcamientos en la ciudad de Barcelona", "Car parks in the city of Barcelona","Creative Commons Attribution 4.0", 2015-11-27, "Ciutat i serveis", "Transport", "SETMANAL", 221, 79, " Aparcaments Transport", "Ajuntament de Barcelona", "http://com-shi-va.lameva.barcelona.cat/ca/", "http://com-shi-va.lameva.barcelona.cat/es/", "http://com-shi-va.lameva.barcelona.cat/en/", "Aparcaments a la ciutat de Barcelona", "Aparcamientos en la ciudad de Barcelona", "Car parks in the city of Barcelona", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=aparcaments-bcn, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=aparcaments-bcn, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=aparcaments-bcn, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N
aparcaments-servei-bicis,"Aparcaments amb servei per bicis a la ciutat de Barcelona", "Aparcamientos con servicio para bicis en la ciudad de Barcelona", "Parking service for bikes in the city of Barcelona","Creative Commons Attribution 4.0", 2015-11-17, "Ciutat i serveis", "Transport", "SETMANAL", 91, 19, " Bicicletes Transport", "Ajuntament de Barcelona", "http://ajuntament.barcelona.cat/bicicleta/ca/", "http://ajuntament.barcelona.cat/bicicleta/es/", "http://ajuntament.barcelona.cat/bicicleta/en/", "Aparcaments amb servei per bicis a la ciutat de Barcelona", "Aparcamientos con servicio para bicis en la ciudad de Barcelona", "Parking service for bikes in the city of Barcelona", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=aparcaments-servei-bicis, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=aparcaments-servei-bicis, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=aparcaments-servei-bicis, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N
arbrat-viari,"Arbrat viari de la ciutat de Barcelona", "Arbolado viario de la ciudad de Barcelona", "Street Trees of Barcelona","Creative Commons Attribution 4.0", 2014-12-09, "Ciutat i serveis", "Medi ambient", "SETMANAL", 564, 223, " Arbrat viari Arbres Medi ambient Vegetació", "Aplicatiu de gestió municipal", "http://ajuntament.barcelona.cat/ecologiaurbana/ca/serveis/la-ciutat-funciona/gestio-del-territori/coordinacio-d-actuacions-de-millora-de-l-espai-public/gestio-de-larbrat", "http://ajuntament.barcelona.cat/ecologiaurbana/es/serveis/la-ciutat-funciona/gestio-del-territori/coordinacio-d-actuacions-de-millora-de-l-espai-public/gestio-de-larbrat", "http://ajuntament.barcelona.cat/ecologiaurbana/en/serveis/la-ciutat-funciona/gestio-del-territori/coordinacio-d-actuacions-de-millora-de-l-espai-public/gestio-de-larbrat", "Geolocalització i nom d'espècie dels arbres de la ciutat situats a la via pública. També conté d'altra informació com alçada, adreça o amplada de la vorera. Els arbres dels parcs no hi són inclosos.", "Geolocalización y nombre de especie de los arboles de la ciudad situados en la via pública. También contiene información como la la altura, dirección o anchura de la acera. Los árboles del interior de los parques no están incluidos.", "Geolocalization and species name of the whole set of trees placed in public place. Also contains data as height, adress or pavement width. Trees whitin parcs borders not included.", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=arbrat-viari, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=arbrat-viari, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=arbrat-viari, S, N, N, N, N, N, N, N, S, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N
arbres-interes-local,"Arbres d'interès local de la ciutat de Barcelona", "Árboles de interés local de la ciudad de Barcelona", "Local interest trees from Barcelona","Creative Commons Attribution 4.0", 2015-02-18, "Ciutat i serveis", "Medi ambient", "IMMEDIATA", 179, 44, " Arbres Interès local Vegetació", "Catàleg d'arbres d'interès local", "http://ajuntament.barcelona.cat/habitaturba", "http://ajuntament.barcelona.cat/ecologiaurbana/es", "http://ajuntament.barcelona.cat/ecologiaurbana/en", "Arbres catalogats de la ciutat de Barcelona. L'inventari es revisa anualment.", "Árboles catalogados de la ciudad de Barcelona. El inventario se revisa anualmente.", "Catalogued trees of the city of Barcelona. The inventory is checked anually.", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=arbres-interes-local, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=arbres-interes-local, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=arbres-interes-local, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N
assistents-activitats-foment-lectura-biblioteques,"Assistents a les activitats de difusió cultural i de lectura de les biblioteques de Barcelona", "Asistentes a las actividades de difusión cultural y de lectura de las bibliotecas de Barcelona", "Numbers attending activities related to culture and literacy at Barcelona libraries","Creative Commons Attribution 4.0", 2016-06-09, "Ciutat i serveis", "Cultura i oci", "ANUAL", 53, 2, " Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Biblioteca Difusió", "Secretaria Tècnica. Institut de Cultura. Ajuntament de Barcelona", "http://barcelonadadescultura.bcn.cat", "http://barcelonadadescultura.bcn.cat/?lang=es", "http://barcelonadadescultura.bcn.cat/?lang=en", "Assistents a les activitats de difusió cultural i de lectura de les biblioteques de Barcelona", "Asistentes a las actividades de difusión cultural y de lectura de las bibliotecas de Barcelona", "Numbers attending activities related to culture and literacy at Barcelona libraries", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=assistents-activitats-foment-lectura-biblioteques, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=assistents-activitats-foment-lectura-biblioteques, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=assistents-activitats-foment-lectura-biblioteques, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, S, S, S, S, S, S, N
assistents-visites-escolars-biblioteques,"Assistents a les visites escolars a les biblioteques de Barcelona", "Asistentes a las visites escolares a las bibliotecas de Barcelona", "Numbers attending school visits at Barcelona libraries","Creative Commons Attribution 4.0", 2016-06-09, "Ciutat i serveis", "Cultura i oci", "ANUAL", 40, 2, " Any 2013 Any 2014 Any 2015 Biblioteca Cultura", "Secretaria Tècnica. Institut de Cultura. Ajuntament de Barcelona", "http://barcelonadadescultura.bcn.cat", "http://barcelonadadescultura.bcn.cat/?lang=es", "http://barcelonadadescultura.bcn.cat/?lang=en", "Assistents a les visites escolars a les biblioteques de Barcelona", "Asistentes a las visites escolares a las bibliotecas de Barcelona", "Numbers attending school visits at Barcelona libraries", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=assistents-visites-escolars-biblioteques, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=assistents-visites-escolars-biblioteques, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=assistents-visites-escolars-biblioteques, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, S, S, S, N
ateneus-associats,"Associats als ateneus de la ciutat de Barcelona", "Asociados en los ateneos de la ciudad de Barcelona", "Members at athenaeums in the city of Barcelona","Creative Commons Attribution 4.0", 2016-06-09, "Ciutat i serveis", "Cultura i oci", "ANUAL", 48, 4, " Any 2015 Any 2016 Ateneus Cultura ateneus", "Secretaria Tècnica. Institut de Cultura. Ajuntament de Barcelona", "http://barcelonadadescultura.bcn.cat", "http://barcelonadadescultura.bcn.cat/?lang=es", "http://barcelonadadescultura.bcn.cat/?lang=en", "Associats als ateneus de la ciutat de Barcelona", "Asociados en los ateneos de la ciudad de Barcelona", "Members at athenaeums in the city of Barcelona", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=ateneus-associats, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=ateneus-associats, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=ateneus-associats, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, S, S
ateneus-metres-quadrats,"Metres quadrats dels ateneus de la ciutat de Barcelona", "Metros cuadrados en los ateneos de la ciudad de Barcelona", "Square meters at athenaeums in the city of Barcelona","Creative Commons Attribution 4.0", 2016-06-09, "Ciutat i serveis", "Cultura i oci", "ANUAL", 39, 3, " Any 2015 Any 2016 Ateneus Cultura Metres quadrats", "Secretaria Tècnica. Institut de Cultura. Ajuntament de Barcelona", "http://barcelonadadescultura.bcn.cat", "http://barcelonadadescultura.bcn.cat/?lang=es", "http://barcelonadadescultura.bcn.cat/?lang=en", "Metres quadrats dels ateneus de la ciutat de Barcelona", "Metros cuadrados en los ateneos de la ciudad de Barcelona", "Square meters at athenaeums in the city of Barcelona", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=ateneus-metres-quadrats, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=ateneus-metres-quadrats, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=ateneus-metres-quadrats, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, S, S
ateneus-nombre-activitats,"Nombre d'activitats als ateneus de la ciutat de Barcelona", "Número de actividades en los ateneos de la ciudad de Barcelona", "Number of activities at athenaeums in the city of Barcelona","Creative Commons Attribution 4.0", 2016-06-09, "Ciutat i serveis", "Cultura i oci", "ANUAL", 39, 2, " Activitats Any 2015 Any 2016 Ateneus Cultura activitats ateneus", "Secretaria Tècnica. Institut de Cultura. Ajuntament de Barcelona", "http://barcelonadadescultura.bcn.cat", "http://barcelonadadescultura.bcn.cat/?lang=es", "http://barcelonadadescultura.bcn.cat/?lang=en", "Nombre d'activitats als ateneus de la ciutat de Barcelona", "Número de actividades en los ateneos de la ciudad de Barcelona", "Number of activities at athenaeums in the city of Barcelona", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=ateneus-nombre-activitats, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=ateneus-nombre-activitats, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=ateneus-nombre-activitats, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, S, S
atur-durada,"Atur registrat. Per durada de l'atur de la ciutat de Barcelona", "Paro registrado. Por duración del paro de la ciudad de Barcelona", "Registered unemployment. For duration of the city of Barcelona","Creative Commons Attribution 4.0", 2014-10-01, "Economia i empresa", "Ocupació", "ANUAL", 119, 21, " Any 2013 Any 2014 Any 2015 Any 2016 Atur Durada", "Departament d'Empresa i Ocupació. Generalitat de Catalunya", "http://www.bcn.cat/estadistica/catala/dades/barris/ttreball/atur/durada/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/ttreball/atur/durada/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/ttreball/atur/durada/index.htm", "L'atur registrat correspon a les demandes d'ocupació pendents de cobrir l'últim dia de cada mes, excloent-hi ocupats que volen canviar de feina, que no tinguin disponibilitat immediata o amb situació incompatible, que demanin una ocupació específica i eventuals agraris beneficiaris del subsidi especial d'atur. La durada de l'atur és el nombre d'aturats segons el temps que fa que ho estan: un mes, tres mesos, mig any, un any, més d'un any, etc.", "El paro registrado corresponde a las demandas de empleo pendientes de cubrir el último día de cada mes, excluyendo ocupados que quieren cambiar de trabajo, que no tengan disponibilidad inmediata o con situación incompatible, que pidan una ocupación específica y eventuales agrarios beneficiarios del subsidio especial de desempleo. En la duración del paro, es el número de parados según el tiempo que hace que estan en esta situación: un mes, tres meses, medio año, un año, más de un año, etc", "Registered unemployment corresponds to the job demands pending cover by the last day of each month, excluding employees who want to change jobs, the ones that do not have readily available or incompatible situation, the ones that are asking for a specific occupation and the temporary agricultural beneficiaries special unemployment benefit. The unemployment duration is the number of unemployed according to the period that they are unemployed: one month, three months, six months, one year, more than a year, etc.", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=atur-durada, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=atur-durada, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=atur-durada, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, S, N, N, N, N, N, N, N, N, N, S, S, S, S
atur-evo,"Atur registrat. Taules Evolutives. Per barris de la ciutat de Barcelona", "Paro registrado .Tablas evolutivas. Por barrios de la ciudad de Barcelona", "Registered unemployment. Evolution. Neigborhoods of the city of Barcelona","Creative Commons Attribution 4.0", 2015-01-20, "Economia i empresa", "Ocupació", "MENSUAL", 156, 47, " Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Atur Evolució Per barris", "Departament d'Empresa i Ocupació. Generalitat de Catalunya", "http://www.bcn.cat/estadistica/catala/dades/barris/ttreball/atur/evolucio/index.htm", "http://www.bcn.cat/estadistica/castella/dades/barris/ttreball/atur/evolucio/index.htm", "http://www.bcn.cat/estadistica/angles/dades/barris/ttreball/atur/evolucio/index.htm", "L'atur registrat correspon a les  demandes d'ocupació pendents de cobrir l'últim dia de cada mes, excloent-hi   ocupats que volen  canviar de feina,  que no tinguin disponibilitat immediata   o amb   situació   incompatible,   que demanin una ocupació específica  i   eventuals agraris beneficiaris del subsidi especial d'atur. Les taules evolutives de l'atur per barris són  l'evolució del nombre d'aturats per barris segons el temps que fa que ho estan: un mes, tres mesos, mig any, un any, més d'un any, etc.", "El paro registrado corresponde a las demandas de empleo pendientes de cubrir el último día de cada mes, excluyendo ocupados que quieren cambiar de trabajo, que no tengan disponibilidad inmediata o con situación incompatible, que pidan una ocupación específica y eventuales agrarios beneficiarios del subsidio especial de desempleo. En las tablas evolutivas del paro por barrios son  la evolución del número de parados por barrios según el tiempo que hace que lo estan : un mes, tres meses, medio año, un año, más de un año, etc ., .", "Registered unemployment corresponds to the job demands pending cover by the last day of each month, excluding employees who want to change jobs, the ones that do not have readily available or incompatible situation, the ones that are asking for a specific occupation and the temporary agricultural beneficiaries special unemployment benefit. The evolutionary trends tables of unemployment  in the neighborhoods,  it is the evolution of the number of unemployed in the neighborhoods according to the period  who are unemployed: one month, three months, six months, one year, more than a year, etc.", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=atur-evo, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=atur-evo, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=atur-evo, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, S, N, N, N, N, N, N, N, S, S, S, S, S, S
