Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Texto Cajetines;LONGITUD;LATITUD
440608,76;4473217,91;42213;01  CENTRO;01-02 EMBAJADORES;SOMBRERERIA, CALLE, DE LA;4;CargayDescarga;Línea;2;DE 8:00 A 14:00 Y DE 16.30 A 19:00;-3.6999514;40.4074587
440156,86;4473767,41;42930;01  CENTRO;01-02 EMBAJADORES;TIRSO DE MOLINA, PLAZA, DE;14;CargayDescarga;Línea;;;-3.7053285;40.4123765
440214,02;4473786,18;40025;01  CENTRO;01-02 EMBAJADORES;TIRSO DE MOLINA, PLAZA, DE;16;CargayDescarga;Línea;10; LABORABLES LUNES A VIERNES DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTOHORARIO REGULACION SER;-3.7046566;40.4125497
439943,98;4473734,4;40240;01  CENTRO;01-02 EMBAJADORES;TOLEDO, CALLE, DE;47;CargayDescarga;Línea;4;LAB. DE 8 A 20 H.EXCEPTO CARGA Y DESCARGA;-3.7078343;40.4120638
439711,29;4473344,44;37580;01  CENTRO;01-02 EMBAJADORES;TOLEDO, CALLE, DE;109;CargayDescarga;Línea;3;;-3.7105397;40.408534
439659,37;4473246,05;40360;01  CENTRO;01-02 EMBAJADORES;TOLEDO, CALLE, DE;123;CargayDescarga;Línea;3;;-3.7111422;40.4076439
440303,78;4473212,89;42809;01  CENTRO;01-02 EMBAJADORES;TRIBULETE, CALLE, DEL;20;CargayDescarga;Línea;;;-3.703545;40.4073917
440530,62;4473307,61;40360;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;2;CargayDescarga;Línea;4;;-3.7008806;40.4082612
440539,64;4473287,22;40360;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;4;CargayDescarga;Línea;2;;-3.7007724;40.4080782
440593,14;4473195,32;36230;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;9;CargayDescarga;Línea;2;;-3.7001334;40.4072541
440550,23;4473264,67;38322;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;10;CargayDescarga;Línea;3;;-3.7006455;40.4078758
440596,53;4473187,62;42170;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;11;CargayDescarga;Línea;1;DE 8 A 22 H. EXCEPTO CARGA Y DESCARGA SUBIDA DE VIAJEROS TIEMPO MÁXIMO 30 MINUTOS;-3.7000927;40.407185
440572,03;4473221,35;42151;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;14;CargayDescarga;Línea;1;;-3.7003846;40.4074871
440555,25;4473278,66;38322;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;Fte 8;CargayDescarga;Línea;3;;-3.7005877;40.4080022
440574,36;4473029,35;1;01  CENTRO;01-02 EMBAJADORES;VALENCIA, RONDA, DE;6;CargayDescarga;Línea;4;;-3.7003392;40.4057576
440732,22;4473770,75;38700;01  CENTRO;01-03 CORTES;AMOR DE DIOS, CALLE, DEL;14;CargayDescarga;Línea;3;Laborables de 8 a 15h. Excepto Carga y Descarga;-3.698548;40.4124478
440618,73;4474271,7;42213;01  CENTRO;01-03 CORTES;ARLABAN, CALLE, DE;4;CargayDescarga;Línea;3;De 9:00 a 17:00;-3.6999322;40.4169525
440698,31;4473756,97;39062;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;69;CargayDescarga;Línea;7;EXCEPTO CARGA Y DESCARGATEATRO Y UNIDAD MOVIL TVE;-3.6989463;40.4123212
440749,46;4473724,49;41824;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;75;CargayDescarga;;2;LABORABLES DE 8 A 17 H.;-3.6983405;40.4120323
440768,23;4473711,72;41022;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;79;CargayDescarga;Línea;7;;-3.6981181;40.4119186
440954,79;4473586,79;40711;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;99;CargayDescarga;Línea;4;;-3.6959078;40.4108064
441205,29;4473450,44;40360;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;127;CargayDescarga;Línea;3;;-3.692943;40.4095958
440740.09;4474496,8;37764;01  CENTRO;01-03 CORTES;CABALLERO DE GRACIA, CALLE, DEL;19;CargayDescarga;Línea;2;;-3.6985228;40.4189889
440750,39;4473977,94;39062;01  CENTRO;01-03 CORTES;CERVANTES, CALLE, DE;4;CargayDescarga;Línea;2;EXCEPTO CARGA Y DESCARGADE 8 A 15 H;-3.6983531;40.4143155
440785,45;4473977,01;39062;01  CENTRO;01-03 CORTES;CERVANTES, CALLE, DE;14;CargayDescarga;Línea;2;EXCEPTO CARGA Y DESCARGADE 8 A 15 H.;-3.6979398;40.4143096
440858,41;4473979,96;39062;01  CENTRO;01-03 CORTES;CERVANTES, CALLE, DE;15;CargayDescarga;Línea;2;Laborables de 8 a 15h. Excepto Carga y Descarga;-3.6970802;40.4143414
440642,51;4474542,78;40360;01  CENTRO;01-03 CORTES;CLAVEL, CALLE, DEL;2;CargayDescarga;Línea;2;;-3.6996773;40.4193962
440422,64;4474067,39;1;01  CENTRO;01-03 CORTES;CRUZ, CALLE, DE LA;29;CargayDescarga;Batería;4;Laborables de 8 a 15h. Excepto Carga y Descarga;-3.7022243;40.4150979
440411,01;4474041,39;38624;01  CENTRO;01-03 CORTES;ESPOZ Y MINA, CALLE, DE;30;CargayDescarga;Línea;2;laborables de 8 a 18 h.excepto carga y descarga;-3.7023589;40.4148629
440486,11;4473939,49;38919;01  CENTRO;01-03 CORTES;HUERTAS, CALLE, DE LAS;Fte 2;CargayDescarga;Línea;4;LABORABLES DE 8 A 18 H.EXCEPTO CARGA Y DESCARGA;-3.7014643;40.4139503
440985,07;4473878,51;41758;01  CENTRO;01-03 CORTES;JESUS, CALLE, DE;1;CargayDescarga;;1;LABORABLES DE 8 A 11 H.EXCEPTO CARGA Y DESCARGA;-3.695578;40.4134365
440894,27;4474266,81;37895;01  CENTRO;01-03 CORTES;JOVELLANOS, CALLE, DE;7;CargayDescarga;Línea;4;Lab. de 8 a 18 h.excepto CARGA Y DESCARGA;-3.6966842;40.416928
440723,92;4473995,13;36963;01  CENTRO;01-03 CORTES;LEON, CALLE, DEL;4;CargayDescarga;Línea;4;Laborables de 8 a 15h. Excepto Carga y Descarga;-3.6986667;40.4144685
440676,89;4473854,07;41015;01  CENTRO;01-03 CORTES;LEON, CALLE, DEL;26;CargayDescarga;Línea;6;Laborables de 8 a 15h. Excepto Carga y Descarga;-3.6992078;40.4131944
440780,69;4473920,25;40666;01  CENTRO;01-03 CORTES;LOPE DE VEGA, CALLE, DE;13;CargayDescarga;Línea;2;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA;-3.6979906;40.413798
440849,41;4473912,66;40112;01  CENTRO;01-03 CORTES;LOPE DE VEGA, CALLE, DE;23;CargayDescarga;Línea;3;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA;-3.69718;40.4137345
440932,23;4473908,33;1;01  CENTRO;01-03 CORTES;LOPE DE VEGA, CALLE, DE;35;CargayDescarga;Línea;2;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA;-3.6962035;40.4137014
440826,59;4474336,51;38702;01  CENTRO;01-03 CORTES;LOS MADRAZO, CALLE, DE;16;CargayDescarga;Línea;2;LABORABLES Y FESTIVOS DE 8 A 23 H. EXCEPTO CARGA Y DESCARGA DEL TEATRO DE LA ZARZUELA;-3.6974884;40.4175511
440921,34;4474429,63;35445;01  CENTRO;01-03 CORTES;MARQUES DE CASA RIERA, CALLE, DEL;2;CargayDescarga;Línea;2;LABORABLES DE 7 A 14 H. Y DE 16 A 20 H. EXCEPTO CARGA Y DESCARGA CIRCULO BELLAS ARTES;-3.6963803;40.4183967
440941,13;4473776,28;41290;01  CENTRO;01-03 CORTES;MORATIN, CALLE, DE;33;CargayDescarga;Línea;2;Laborables de 8 a 15h. Excepto Carga y Descarga;-3.6960864;40.4125124
440841,6;4474084,8;40666;01  CENTRO;01-03 CORTES;PRADO, CALLE, DEL;29;CargayDescarga;Línea;3;Laborables de 8 a 15h. Excepto Carga y Descarga;-3.6972881;40.4152847
441106,4;4473956,68;39645;01  CENTRO;01-03 CORTES;PRADO, PASEO, DEL;14;CargayDescarga;Línea;7;LABORABLES DE 8 A 11 H.EXCEPTO CARGA Y DESCARGA;-3.6941553;40.4141493
440577,26;4474182,24;36608;01  CENTRO;01-03 CORTES;PRINCIPE, CALLE, DEL;6;CargayDescarga;Línea;3;laborables de 8 a 15 h.excepto carga y descarga;-3.7004127;40.4161436
440668,09;4474225,73;41277;01  CENTRO;01-03 CORTES;SAN JERONIMO, CARRERA, DE;28;CargayDescarga;Línea;5;PERMITIDO CARGA Y DESCARGA LAB. DE 8 A 20 H.;-3.6993462;40.4165419
440661,86;4474424,56;42213;01  CENTRO;01-03 CORTES;VIRGEN DE LOS PELIGROS, CALLE, DE LA;4;CargayDescarga;Línea;4;DE 08:00 A 14:00 Y DE 16:30 A 19:00;-3.6994382;40.4183326
440650,39;4474474,03;38322;01  CENTRO;01-03 CORTES;VIRGEN DE LOS PELIGROS, CALLE, DE LA;10;CargayDescarga;Línea;5;;-3.699578;40.4187774
440644,1;4474512,12;40816;01  CENTRO;01-03 CORTES;VIRGEN DE LOS PELIGROS, CALLE, DE LA;14;CargayDescarga;Línea;3;;-3.6996557;40.4191201
441008,32;4474884,5;37440;01  CENTRO;01-04 JUSTICIA;ALMIRANTE, CALLE, DEL;2;CargayDescarga;Línea;3;Lab. de 9 a 20 h.excepto CARGA Y DESCARGA;-3.6953973;40.4225006
441223,26;4474876,37;42319;01  CENTRO;01-04 JUSTICIA;ALMIRANTE, CALLE, DEL;28;CargayDescarga;Línea;1;;-3.692863;40.4224425
440591,83;4475420,4;1;01  CENTRO;01-04 JUSTICIA;APODACA, CALLE, DE;14;CargayDescarga;Línea;3;;-3.7003566;40.4272986
440662,34;4475425,46;1;01  CENTRO;01-04 JUSTICIA;APODACA, CALLE, DE;22;CargayDescarga;Línea;3;Laborables de 9 a 20 hExcepto: Carga y Descarga;-3.6995259;40.4273492
441057,49;4475194,34;34975;01  CENTRO;01-04 JUSTICIA;ARGENSOLA, CALLE, DE;12;CargayDescarga;Línea;3;;-3.6948464;40.4252952
441092,81;4475269,86;35965;01  CENTRO;01-04 JUSTICIA;ARGENSOLA, CALLE, DE;21;CargayDescarga;Línea;3;;-3.6944371;40.4259781
440825,87;4474839,56;1;01  CENTRO;01-04 JUSTICIA;AUGUSTO FIGUEROA, CALLE, DE;24;CargayDescarga;Línea;5;LABORABLES DE 8 A 20 HEXCEPTO CARGA Y DESCARGA;-3.6975437;40.4220828
441294,2;4474980,23;42068;01  CENTRO;01-04 JUSTICIA;BARBARA DE BRAGANZA, CALLE, DE;13;CargayDescarga;Línea;4;;-3.6920364;40.4233832
440805,76;4474832,59;41759;01  CENTRO;01-04 JUSTICIA;BARBIERI, CALLE, DE;22;CargayDescarga;Línea;2;;-3.6977801;40.4220186
440600,64;4475339,32;41099;01  CENTRO;01-04 JUSTICIA;BARCELO, CALLE, DE;2 B;CargayDescarga;Línea;6;LABORABLES DE 08:30 A 13:30 EXCEPTO CARGA Y DESCARGA;-3.7002452;40.4265688
440981,61;4474717,3;40192;01  CENTRO;01-04 JUSTICIA;BARQUILLO, CALLE, DEL;11;CargayDescarga;Línea;2;De Lunes a Viernes de 9,30 a 14,30h  y 15,30 a 18,30h. Excepto Carga y Descarga;-3.6956966;40.4209925
440981,59;4474768,17;42213;01  CENTRO;01-04 JUSTICIA;BARQUILLO, CALLE, DEL;15;CargayDescarga;Línea;3;DE 8:00 A 12:00 Y 16:00 A 18:00;-3.6957016;40.4214507
440862,88;4475097,86;40233;01  CENTRO;01-04 JUSTICIA;BELEN, CALLE, DE;1;CargayDescarga;Línea;2;;-3.6971315;40.4244123
440984,98;4475098,65;40233;01  CENTRO;01-04 JUSTICIA;BELEN, CALLE, DE;22;CargayDescarga;Línea;2;;-3.6956923;40.4244281
440913,96;4475034,23;42355;01  CENTRO;01-04 JUSTICIA;BELEN, TRAVESIA, DE;1;CargayDescarga;Línea;2;;-3.6965234;40.4238427
440642,04;4475266,09;40975;01  CENTRO;01-04 JUSTICIA;BENEFICENCIA, CALLE, DE LA;8;CargayDescarga;Línea;1;;-3.6997503;40.4259121
441120,32;4474960,64;40360;01  CENTRO;01-04 JUSTICIA;CONDE DE XIQUENA, CALLE, DEL;10;CargayDescarga;Línea;2;;-3.6940842;40.4231944
440581,52;4475044,82;41135;01  CENTRO;01-04 JUSTICIA;FARMACIA, CALLE, DE LA;2;CargayDescarga;Línea;2;;-3.700443;40.4239144
440987,08;4475142,14;40697;01  CENTRO;01-04 JUSTICIA;FERNANDO VI, CALLE, DE;23;CargayDescarga;Línea;3;;-3.6956716;40.42482
440463,26;4475492,15;41744;01  CENTRO;01-04 JUSTICIA;FUENCARRAL, CALLE, DE;98;CargayDescarga;Línea;5;;-3.7018789;40.4279357
441102,92;4475363,28;36707;01  CENTRO;01-04 JUSTICIA;GENOVA, CALLE, DE;14;CargayDescarga;Línea;7;;-3.6943266;40.4268204
441308,72;4475218,16;36578;01  CENTRO;01-04 JUSTICIA;GENOVA, CALLE, DE;28;CargayDescarga;Línea;3;;-3.6918872;40.4255276
440853,6;4474923,27;40233;01  CENTRO;01-04 JUSTICIA;GRAVINA, CALLE, DE;12;CargayDescarga;Línea;2;;-3.6972246;40.4228389
440575,98;4475009,9;39461;01  CENTRO;01-04 JUSTICIA;HERNAN CORTES, CALLE, DE;1;CargayDescarga;Línea;2;;-3.7005051;40.4235995
440524,11;4474643,18;41885;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;3;CargayDescarga;Línea;3;;-3.7010822;40.4202922
440541,22;4474679,47;40360;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;7;CargayDescarga;Línea;3;;-3.7008839;40.4206203
440631,93;4474841,83;1;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;33;CargayDescarga;Línea;5;;-3.6998299;40.4220894
440715,79;4474991,93;37674;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;59;CargayDescarga;Línea;8;;-3.6988554;40.4234476
440595,88;4474705,29;36053;01  CENTRO;01-04 JUSTICIA;INFANTAS, CALLE, DE LAS;10;CargayDescarga;Línea;10;;-3.7002421;40.4208568
440626,57;4475380,08;39245;01  CENTRO;01-04 JUSTICIA;LARRA, CALLE, DE;1;CargayDescarga;Línea;3;;-3.6999433;40.4269378
440837,26;4474636,73;36288;01  CENTRO;01-04 JUSTICIA;LIBERTAD, CALLE, DE LA;1;CargayDescarga;Línea;2;;-3.6973906;40.4202564
440841,76;4474728,37;36288;01  CENTRO;01-04 JUSTICIA;LIBERTAD, CALLE, DE LA;14;CargayDescarga;Línea;2;Lab. de 9 a 20 h.excepto CARGA Y DESCARGA;-3.697346;40.4210823
440868,12;4474867,53;40233;01  CENTRO;01-04 JUSTICIA;LIBERTAD, CALLE, DE LA;30;CargayDescarga;Línea;2;;-3.6970483;40.4223378
440897,66;4474924,74;40715;01  CENTRO;01-04 JUSTICIA;LUIS DE GONGORA, CALLE, DE;2;CargayDescarga;Línea;2;;-3.6967054;40.4228552
440868,27;4474518,85;38477;01  CENTRO;01-04 JUSTICIA;MARQUES DE VALDEIGLESIAS, CALLE, DEL;2;CargayDescarga;Línea;3;;-3.6970141;40.4191967
440684,4;4474811;1;01  CENTRO;01-04 JUSTICIA;PELAYO, CALLE, DE;1;CargayDescarga;Línea;3;;-3.6992085;40.4218154
440860,83;4475109,28;39461;01  CENTRO;01-04 JUSTICIA;PELAYO, CALLE, DE;66;CargayDescarga;Línea;3;;-3.6971567;40.424515
440978,1;4474954,96;40233;01  CENTRO;01-04 JUSTICIA;PIAMONTE, CALLE, DEL;11;CargayDescarga;Línea;4;;-3.69576;40.4231332
441020,43;4474823,13;41740;01  CENTRO;01-04 JUSTICIA;PRIM, CALLE, DE;4;CargayDescarga;Línea;2;;-3.6952488;40.4219486
440762,59;4474582,71;37944;01  CENTRO;01-04 JUSTICIA;REINA, CALLE, DE LA;20;CargayDescarga;Línea;2;;-3.6982656;40.4197645
441068,3;4475115,9;1;01  CENTRO;01-04 JUSTICIA;SALESAS, PLAZA, DE LAS;3;CargayDescarga;Batería;1;LAB. DE 8 A 20 HEXCEPTO CARGA Y DESCARGA;-3.6947117;40.4245894
441060,37;4475037,5;38691;01  CENTRO;01-04 JUSTICIA;SALESAS, PLAZA, DE LAS;9;CargayDescarga;Línea;3;;-3.6947979;40.4238826
440833,75;4474958,67;40233;01  CENTRO;01-04 JUSTICIA;SAN GREGORIO, CALLE, DE;2;CargayDescarga;Línea;2;;-3.6974619;40.4231563
440740.22;4475161,25;39461;01  CENTRO;01-04 JUSTICIA;SAN LORENZO, CALLE, DE;13;CargayDescarga;Línea;3;;-3.6985832;40.4249746
440956,33;4475015,88;40233;01  CENTRO;01-04 JUSTICIA;SAN LUCAS, CALLE, DE;6;CargayDescarga;Línea;2;;-3.6960223;40.4236804
441013,61;4475016,37;39503;01  CENTRO;01-04 JUSTICIA;SAN LUCAS, CALLE, DE;19;CargayDescarga;Línea;3;;-3.6953472;40.4236889
440657,77;4475210,28;1;01  CENTRO;01-04 JUSTICIA;SAN MATEO, CALLE, DE;12;CargayDescarga;Línea;3;LAB. DE 8 A 11 H Y DE 14,30 A 17,30 HEXCEPTO CARGA Y DESCARGA;-3.6995597;40.4254104
440744,23;4475260,73;1;01  CENTRO;01-04 JUSTICIA;SAN MATEO, CALLE, DE;24;CargayDescarga;Línea;2;;-3.6985452;40.4258711
440748,79;4475231;39461;01  CENTRO;01-04 JUSTICIA;SAN MATEO, TRAVESIA, DE;4;CargayDescarga;Línea;2;;-3.6984887;40.4256036
440792,08;4475179,29;40360;01  CENTRO;01-04 JUSTICIA;SAN MATEO, TRAVESIA, DE;14;CargayDescarga;Línea;2;;-3.6979736;40.4251408
440615,33;4475104,52;40360;01  CENTRO;01-04 JUSTICIA;SANTA BRIGIDA, CALLE, DE;8;CargayDescarga;Línea;7;;-3.7000501;40.4244547
440737,18;4475108,45;42088;01  CENTRO;01-04 JUSTICIA;SANTA BRIGIDA, CALLE, DE;12;CargayDescarga;Línea;1;;-3.6986141;40.4244988
440974,5;4475247,59;1;01  CENTRO;01-04 JUSTICIA;SANTA TERESA, CALLE, DE;8;CargayDescarga;Línea;2;;-3.6958296;40.4257691
441023,72;4474964,67;40998;01  CENTRO;01-04 JUSTICIA;SANTO TOME, CALLE, DE;1;CargayDescarga;Línea;3;LABORABLES DE 8 A 14 H. Y DE 16:30 A 20 H. EXCEPTO CARGA Y DESCARGA;-3.6952232;40.4232239
440773,03;4474624,97;40011;01  CENTRO;01-04 JUSTICIA;VICTOR HUGO, CALLE, DE;5;CargayDescarga;Línea;2;De Lunes a Viernes de 9 a 14 y 16,30 a 20h Sabados de 8 a 15h Excepto: Carga y Descarga;-3.6981465;40.4201459
439952,82;4475607,01;36536;01  CENTRO;01-05 UNIVERSIDAD;ACUERDO, CALLE, DEL;31;CargayDescarga;Línea;3;;-3.7079069;40.4289338
439962,51;4475678,72;1;01  CENTRO;01-05 UNIVERSIDAD;ACUERDO, CALLE, DEL;41;CargayDescarga;Línea;2;;-3.7077995;40.4295805
439822,81;4475356,07;1;01  CENTRO;01-05 UNIVERSIDAD;AMANIEL, CALLE, DE;13;CargayDescarga;Línea;3;;-3.7094158;40.4266638
440349,32;4474920,95;35310;01  CENTRO;01-05 UNIVERSIDAD;BALLESTA, CALLE, DE LA;30;CargayDescarga;Línea;3;LABORABLES DE 9 A 20 HEXCEPTO CARGA Y DESCARGA;-3.7031685;40.422782
440409,88;4474921,96;1;01  CENTRO;01-05 UNIVERSIDAD;BARCO, CALLE, DEL;35;CargayDescarga;Línea;2;EXCEPTO CARGA Y DESCARGAALMACEN DE MATERIALESLUNES A VIERNES DE 8 A 19 H;-3.7024547;40.4227954
440450,56;4475034,21;36280;01  CENTRO;01-05 UNIVERSIDAD;COLON, CALLE, DE;15;CargayDescarga;Línea;2;;-3.7019857;40.4238095
440220,16;4474724,45;39210;01  CENTRO;01-05 UNIVERSIDAD;CONCEPCION ARENAL, CALLE, DE;8;CargayDescarga;Línea;2;;-3.7046724;40.4210025
439855,97;4475684,3;1;01  CENTRO;01-05 UNIVERSIDAD;CONDE DUQUE, CALLE, DEL;23;CargayDescarga;Línea;3;;-3.7090559;40.429623
439760,51;4475484,1;41744;01  CENTRO;01-05 UNIVERSIDAD;CONDE DUQUE, CALLE, DEL;30;CargayDescarga;Línea;2;;-3.7101623;40.4278126
439753,11;4475278,3;35986;01  CENTRO;01-05 UNIVERSIDAD;CONDE DUQUE, TRAVESIA, DEL;7;CargayDescarga;Línea;1;Lab. de 9 a 14 h y de 16.30 a 20 hexcepto: CARGA Y DESCARGA;-3.71023;40.4259582
440202,83;4474792,1;41078;01  CENTRO;01-05 UNIVERSIDAD;CORREDERA BAJA DE SAN PABLO, CALLE, DE LA;1;CargayDescarga;Línea;2;;-3.7048831;40.4216107
440268,55;4474871,54;41011;01  CENTRO;01-05 UNIVERSIDAD;CORREDERA BAJA DE SAN PABLO, CALLE, DE LA;21;CargayDescarga;Línea;2;LAB. DE 9 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7041159;40.4223311
440352,57;4474946,32;40863;01  CENTRO;01-05 UNIVERSIDAD;CORREDERA BAJA DE SAN PABLO, CALLE, DE LA;41;CargayDescarga;Línea;3;;-3.7031325;40.4230107
440387,11;4474983,68;36710;01  CENTRO;01-05 UNIVERSIDAD;CORREDERA BAJA DE SAN PABLO, CALLE, DE LA;49;CargayDescarga;Línea;4;;-3.7027289;40.4233498
440415,05;4475031,01;36693;01  CENTRO;01-05 UNIVERSIDAD;CORREDERA BAJA DE SAN PABLO, CALLE, DE LA;Fte 34;CargayDescarga;Línea;3;;-3.702404;40.4237781
440320,81;4474713,46;42424;01  CENTRO;01-05 UNIVERSIDAD;DESENGAÑO, CALLE, DEL;16;CargayDescarga;;;LABORABLES (EXCEPTO SÁBADOS DE 08 A 20 H) Y SÁBADOS DE 8 A 15 H;-3.7034851;40.4209107
440426,37;4475099,28;37771;01  CENTRO;01-05 UNIVERSIDAD;DON FELIPE, CALLE, DE;1;CargayDescarga;Línea;3;;-3.702277;40.424394
440264,43;4475279,3;42791;01  CENTRO;01-05 UNIVERSIDAD;DOS DE MAYO, CALLE, DEL;4;CargayDescarga;Línea;;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA;-3.7042028;40.426004
440306,57;4475212,5;41767;01  CENTRO;01-05 UNIVERSIDAD;ESPIRITU SANTO, CALLE, DEL;26;CargayDescarga;Línea;;Laborables de 8 a 17.h excepto c y d;-3.7036998;40.4254053
440556,32;4475097,76;41843;01  CENTRO;01-05 UNIVERSIDAD;FUENCARRAL, CALLE, DE;61;CargayDescarga;Línea;;Laborables de 8 a 19 hExcepto Carga y Descarga;-3.700745;40.4243896
440539,16;4475199,86;40360;01  CENTRO;01-05 UNIVERSIDAD;FUENCARRAL, CALLE, DE;79;CargayDescarga;Línea;5;;-3.7009569;40.4253081
440349,61;4475182,99;40084;01  CENTRO;01-05 UNIVERSIDAD;JESUS DEL VALLE, CALLE, DE;40;CargayDescarga;Línea;2;;-3.7031896;40.4251426
439733,28;4475057,09;34760;01  CENTRO;01-05 UNIVERSIDAD;MAESTRO GUERRERO, CALLE, DEL;Fte 2;CargayDescarga;Línea;3;;-3.7104428;40.423964
440357,65;4475564,79;35101;01  CENTRO;01-05 UNIVERSIDAD;MANUELA MALASAÑA, CALLE, DE;9;CargayDescarga;Línea;3;;-3.7031307;40.4285826
440187,66;4475415,22;35101;01  CENTRO;01-05 UNIVERSIDAD;MONTELEON, CALLE, DE;2;CargayDescarga;Línea;3;;-3.7051205;40.427223
439886,26;4475494,27;37089;01  CENTRO;01-05 UNIVERSIDAD;MONTSERRAT, CALLE, DEL;13;CargayDescarga;Línea;6;DE 7 A 14 HEXCEPTO CARGA Y DESCARGA;-3.7086809;40.4279134
439857,74;4474956,08;40360;01  CENTRO;01-05 UNIVERSIDAD;MOSTENSES, PLAZA, DE LOS;13;CargayDescarga;Batería;6;LAB. DE 9 A 20 h. EXCEPTO: [CARGA Y DESCARGA];-3.7089662;40.423063
440007,24;4475336,88;41465;01  CENTRO;01-05 UNIVERSIDAD;NORTE, CALLE, DEL;12;CargayDescarga;Línea;3;;-3.7072399;40.4265042
439854,34;4475247,29;1;01  CENTRO;01-05 UNIVERSIDAD;NOVICIADO, CALLE, DEL;20;CargayDescarga;Línea;2;;-3.7090338;40.4256861
439902,93;4475366,41;1;01  CENTRO;01-05 UNIVERSIDAD;PALMA, CALLE, DE LA;69;CargayDescarga;Línea;2;Lab. de 9 a 14 h y de 16.30 a 20 hexcepto: CARGA Y DESCARGA;-3.7084723;40.4267627
440242,2;4474956,99;42367;01  CENTRO;01-05 UNIVERSIDAD;PEZ, CALLE, DEL;8;CargayDescarga;Línea;1;;-3.7044345;40.4230989
440072,7;4475079,73;35166;01  CENTRO;01-05 UNIVERSIDAD;PEZ, CALLE, DEL;36;CargayDescarga;Línea;4;Laborables de 8 a 14 h. y de 16,30 a 190 h.Excepto CARGA Y DESCARGA;-3.706444;40.4241924
440299,99;4474863,33;40581;01  CENTRO;01-05 UNIVERSIDAD;PUEBLA, CALLE, DE LA;15;CargayDescarga;Línea;1;;-3.7037445;40.4222593
439886,92;4475099,53;40360;01  CENTRO;01-05 UNIVERSIDAD;REYES, CALLE, DE LOS;5;CargayDescarga;Línea;1;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.7086358;40.4243574
439829,5;4474960,25;40360;01  CENTRO;01-05 UNIVERSIDAD;RICARDO LEON, CALLE, DE;2;CargayDescarga;Línea;1;LABORABLES DE 7 A 12 H. Y DE 14,30 A 18 H. EXCEPTO CARGA Y DESCARGA EN LINEA MAXIMO 1 HORA;-3.7092994;40.4230986
439810,76;4474976,04;40360;01  CENTRO;01-05 UNIVERSIDAD;RICARDO LEON, CALLE, DE;2;CargayDescarga;Línea;4;LABORABLES DE 7 A 12 H. Y DE 14,30 A 18 H. EXCEPTO CARGA Y DESCARGA EN LINEA MAXIMO 1 HORA;-3.7095218;40.4232394
439824,19;4474945,89;40616;01  CENTRO;01-05 UNIVERSIDAD;RICARDO LEON, CALLE, DE;3;CargayDescarga;Línea;4;LABORABLES DE 7 A 13 h EXCEPTO CARGA Y DESCARGA;-3.7093607;40.4229688
439803,65;4474963,3;40548;01  CENTRO;01-05 UNIVERSIDAD;RICARDO LEON, CALLE, DE;7;CargayDescarga;Línea;4;LABORABLES DE 7 A 13 h EXCEPTO CARGA Y DESCARGA;-3.7096044;40.4231242
440318,34;4475415,94;41744;01  CENTRO;01-05 UNIVERSIDAD;SAN ANDRES, CALLE, DE;24;CargayDescarga;Línea;2;;-3.7035801;40.4272388
439728,8;4475193,65;35718;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDINO, CALLE, DE;7;CargayDescarga;Línea;3;Lab. de 9 a 14 h y de 16.30 a 20 hexcepto: CARGA Y DESCARGA;-3.7105086;40.4251938
439989,6;4474989,88;42892;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDO, CALLE, DE;30;CargayDescarga;;;;-3.7074151;40.423377
