CODIGO;F_INSTALACION;DIRECCION;TIPO DE VALLA;TIPO DE SUELO;N.JUEGOS;AREA;PERIMETRO;DIRECCION AUXLIAR;LOCALIZACION;ACCESO;DISTRITO;BARRIO;latitud;longitud;UTMX_ETRS89;UTMY_ETRS89;CODNDP;IDENTIFICADOR
17080;2007-02-13;CALLE ALIANZA, Nº 14;VALLA METALICA DE COLORINES;ARENA;4;227,867;72,92;C · CALLE ALIANZA , ASCENDIENTE 1: 174 · LOS ROSA;0;0;VILLAVERDE;LOS ROSALES;40.357515;-3.688486;441538,436;4467666,568;31052480;1517
17081;2006-10-06;CALLE URANIO, Nº 24;0;ARENA;4;132,12;51,92;PARQUE DEL CRUCE;EN PARQUE EL CRUCE;0;VILLAVERDE;BUTARQUE;40.350713;-3.694916;440986,514;4466915,831;31023613;1518
17082;20/06/2007;CALLE LA DOLOROSA, Nº 1;SIN VALLA;ARENA;5;674,465;113,32;C · CALLE LA DOLOROSA 1 , ASCENDIENTE 1: 175 · LO;0;0;VILLAVERDE;LOS ANGELES;40.356039;-3.694164;441055,003;4467506,533;20152167;1519
17083;21/06/2007;AVENIDA LOS ROSALES, Nº 129;0;ARENA;5;215,119;63,22;Av · AVENIDA ROSALES 94 , ASCENDIENTE 1: 173 · BU;0;0;VILLAVERDE;BUTARQUE;40.352703;-3.678373;442393,088;4467125,831;31051872;1520
17084;21/06/2007;CALLE URANIO, Nº 24;0;ARENA;6;455,761;93,65;C · CALLE EDUARDO MARISTANY , ASCENDIENTE 1: 173;0;0;VILLAVERDE;BUTARQUE;40.354251;-3.683366;441970,393;4467300,864;31023613;1521
17085;20/06/2007;CALLE SANTA ESCOLASTICA, Nº 7;VALLA METALICA DE COLORINES;ARENA;4;107,303;42,66;C · CALLE SANTA ESCOLASTICA , ASCENDIENTE 1: 175;0;0;VILLAVERDE;LOS ANGELES;40.362392;-3.698355;440704,68;4468214,442;11129164;1522
17086;2007-02-27;CALLE PILAR LORENGAR, Nº 19;0;ARENA;6;410,323;80,94;C · CALLE PILAR LORENGAR 19 , ASCENDIENTE 1: 174;0;0;VILLAVERDE;LOS ROSALES;40.354258;-3.685202;441814,475;4467302,841;20148358;1523
17089;2007-03-29;CALLE LAGUNAS DE NEILA, Nº 30;0;ARENA;4;405,75;81,86;C · CALLE LAGUNAS DE NEILA 4-28 , ASCENDIENTE 1:;0;0;VILLAVERDE;SAN ANDRÉS;40.352457;-3.706353;440016,79;4467117,132;31012835;1524
17090;2006-10-23;CALLE CONSENSO, Nº 9;VALLA METALICA COLOR VERDE;ARENA;4;131,943;46,06;C · CALLE GENEROSIDAD , ASCENDIENTE 1: 174 · LOS;0;0;VILLAVERDE;LOS ROSALES;40.359791;-3.686089;441743,987;4467917,679;20061240;1525
17091;2007-08-30;CALLE POTASA, Nº 26;0;LOSETAS DE CAUCHO;1;26,888;21,1;C · CALLE POTASA 20 , ASCENDIENTE 1: 173 · BUTARQ;0;0;VILLAVERDE;BUTARQUE;40.351666;-3.680238;442233,849;4467011,914;11126482;1526
17092;2007-04-10;CALLE PAN Y TOROS, Nº 39;VALLA METALICA COLOR VERDE;ARENA;2;53,934;30,71;C · CALLE PAN Y TOROS 39 , ASCENDIENTE 1: 175 · L;0;0;VILLAVERDE;LOS ANGELES;40.357562;-3.69419;441054,141;4467675,536;11128849;1527
17093;2007-02-28;CALLE BENIMAMET, Nº 24;VALLA METALICA DE COLORINES;ARENA;4;575,58;95,86;C · CALLE BENIMANENT 26-28 , ASCENDIENTE 1: 172 ·;0;0;VILLAVERDE;SAN CRISTOBAL;40.343356;-3.685156;441809,051;4466092,708;20106679;1528
17094;0;CALLE ZAFIRO, Nº 6;VALLA DE MADERA CON COLORINES;ARENA;13;797,138;119,36;C · CALLE ZAFIRO , ASCENDIENTE 1: 173 · BUTARQUE;0;0;VILLAVERDE;BUTARQUE;40.349281;-3.676984;442508,177;4466745,107;31012204;1529
17095;0;CALLE BERROCAL, Nº 78;SIN VALLA;ARENA;4;165,646;55,62;C · CALLE ESMALTINA , ASCENDIENTE 1: 173 · BUTARQ;0;0;VILLAVERDE;BUTARQUE;40.339374;-3.674978;442670,102;4465644,098;31032695;1530
17096;0;CALLE HULLA, Nº 25;SIN VALLA;ARENA;4;529,958;93,93;C · CALLE ESMALTINA , ASCENDIENTE 1: 173 · BUTARQ;0;0;VILLAVERDE;BUTARQUE;40.33989;-3.677163;442484,966;4465702,852;31032641;1531
17097;2007-04-10;CALLE AMERICIO, Nº 2;0;ARENA;6;719,617;114,47;C · CALLE AMERICIO , ASCENDIENTE 1: 173 · BUTARQU;0;0;VILLAVERDE;BUTARQUE;40.357261;-3.681898;442097,617;4467634,101;31044527;1532
17098;2007-05-22;CALLE TRANSVERSAL SEXTA, Nº 9;VALLA METALICA CON COLORINES;ARENA;5;174,384;60,11;C · CALLE TRANSVERSAL SEXTA , ASCENDIENTE 1: 171;0;0;VILLAVERDE;SAN ANDRÉS;40.334389;-3.69903;440622,833;4465106,68;20126679;1533
17099;2007-07-20;CALLE GODELLA, Nº 16;VALLA METALICA DE COLORINES;ARENA;6;197,658;56,26;C · CALLE GODELLA 14 , ASCENDIENTE 1: 172 · SAN C;0;ACCESO CON VALLA RETRANQUEADA;VILLAVERDE;SAN CRISTOBAL;40.344249;-3.689796;441415,756;4466194,978;11126100;1534
17100;0;CALLE GODELLA, Nº 62;SIN VALLA;ARENA;1;612,039;101,34;C · CALLE GODELLA 22 , ASCENDIENTE 1: 172 · SAN C;0;0;VILLAVERDE;SAN CRISTOBAL;40.343414;-3.689834;441411,8;4466102,304;31035076;1535
17101;0;PASEO ALBERTO PALACIOS, Nº 37;VALLA METALICA COLOR VERDE;SUELO DE CAUCHO LISO;3;29,898;22,26;P? · PASEO ALBERTO PALACIOS 42 , ASCENDIENTE 1: 1;0;0;VILLAVERDE;SAN ANDRÉS;40.344829;-3.712778;439464,405;4466274,794;11123350;1536
17102;0;CALLE PATERNA, Nº 35;VALLA METALICA DE COLORINES;ARENA;5;148,851;51,5;C · CALLE PATERNA 37 , ASCENDIENTE 1: 172 · SAN C;0;ACCESO CON VALLA RETRANQUEADA;VILLAVERDE;SAN CRISTOBAL;40.3413;-3.684547;441859,011;4465864,091;11126389;1537
17103;0;CALLE LENGUAS, Nº 6;0;ARENA;4;192,616;56,03;C · CALLE LENGUAS , ASCENDIENTE 1: 171 · SAN ANDR;0;0;VILLAVERDE;SAN ANDRÉS;40.341859;-3.704321;440180,014;4465939,318;31019468;1538
17104;0;CALLE LA CORTE DE FARAON, Nº 2;VALLA METALICA DE COLORINES;SUELO DE CAUCHO CON DIBUJOS;5;252,862;66,9;C · CALLE LA CORTE DEL FARAON 21 , ASCENDIENTE 1:;0;0;VILLAVERDE;LOS ANGELES;40.36163;-3.697975;440736,314;4468129,692;11129077;1539
17105;0;CALLE EDUARDO BARREIROS, Nº 63;VALLA METALICA DE COLORINES;SUELO DE CAUCHO CON LOSETAS;1;29,651;22,95;C · CALLE EDUARDO BARREIROS , ASCENDIENTE 1: 175;0;0;VILLAVERDE;LOS ANGELES;40.361639;-3.700446;440526,536;4468132,336;31046871;1540
17106;0;CALLE EL HUESPED DEL SEVILLANO, Nº 4;VALLA METALICA DE COLORINES;SUELO DE CAUCHO;4;120,901;47,64;C · CALLE HUESPED DEL SEVILLANO 3 , ASCENDIENTE 1;0;ACCESO CON VALLA RETRANQUEADA;VILLAVERDE;LOS ANGELES;40.356476;-3.697758;440750,179;4467557,453;11128679;1541
17107;0;CALLE DOÑA FRANCISQUITA, Nº 10;VALLA METALICA DE COLORINES;SUELO DE CAUCHO;3;75,526;35,06;C · CALLE HUESPED DEL SEVILLANO 17 , ASCENDIENTE;0;ACCESO CON VALLA RETRANQUEADA;VILLAVERDE;LOS ANGELES;40.356216;-3.698722;440668,146;4467529,223;11143054;1542
17108;0;CALLE LA CANCION DEL OLVIDO, Nº 50;0;ARENA;4;89,088;38,21;C · CALLE CANCION DEL OLVIDO 50 , ASCENDIENTE 1:;0;0;VILLAVERDE;LOS ANGELES;40.360676;-3.699247;440627,478;4468024,564;11129068;1543
17109;0;CALLE ALCARRIA, Nº 8;VALLA METALICA DE COLORINES;ARENA;2;110,589;40,24;CL. CIFUENTES;EN PARQUE EL CRUCE;0;VILLAVERDE;LOS ANGELES;40.348576;-3.693881;441072,568;4466677,911;11128195;4365
17110;0;AVENIDA RAFAELA YBARRA, Nº 130;VALLA DE MADERA TIPO TALANQUERA;ARENA;11;208,905;61,11;PQ. FORESTAL DE VILLAVERDE;0;0;VILLAVERDE;SAN ANDRÉS;40.359813;-3.717844;439047,632;4467941,456;31054821;1544
17111;0;CALLE VERDE VIENTO, Nº 4;VALLA DE MADERA TIPO TALANQUERA;ARENA;6;298,99;73,05;PQ. FORESTAL DE VILLAVERDE;0;0;VILLAVERDE;SAN ANDRÉS;40.357715;-3.717379;439085,209;4467708,233;20184065;1545
17112;0;CALLE VERDE VIENTO, Nº 4;VALLA DE MADERA TIPO TALANQUERA;ARENA;9;220,109;60,46;PQ. FORESTAL DE VILLAVERDE;0;0;VILLAVERDE;SAN ANDRÉS;40.35529;-3.716351;439170,345;4467438,374;20184065;1546
17113;0;CALLE LA CANCION DEL OLVIDO, Nº 20;VALLA METALICA DE COLORINES;SUELO DE CAUCHO CON LOSETAS;4;88,158;44,58;CL. EDUARDO BARREIROS;0;0;VILLAVERDE;LOS ANGELES;40.361447;-3.700203;440546,979;4468110,844;31009925;1547
17114;0;CALLE EDUARDO BARREIROS, Nº 63;VALLA METALICA DE COLORINES;SUELO DE CAUCHO CON LOSETAS;1;37,397;24,99;CL. EDUARDO BARREIROS;0;0;VILLAVERDE;LOS ANGELES;40.361594;-3.700315;440537,588;4468127,189;31046871;1548
17115;0;CALLE PAN Y TOROS, Nº 18;VALLA METALICA COLOR VERDE;ARENA;4;82,625;37,45;CL. PAN Y TOROS 18;0;ACCESO CON TRAMEX;VILLAVERDE;LOS ANGELES;40.359548;-3.694886;440996,733;4467896,448;11128943;1549
17116;0;CALLE LA DEL MANOJO DE ROSAS, Nº 96;VALLA METALICA COLOR VERDE;SUELO DE CAUCHO LISO;2;128,476;45,68;CL. LA DEL MANOJO DE ROSAS, 96;0;0;VILLAVERDE;LOS ANGELES;40.35469;-3.698891;440652,475;4467359,892;11128593;1550
17117;0;CALLE LA DEL MANOJO DE ROSAS, Nº 96;VALLA METALICA COLOR VERDE;SUELO DE CAUCHO LISO;4;107,115;42,31;CL. LA DEL MANOJO DE ROSAS, 96;0;0;VILLAVERDE;LOS ANGELES;40.354593;-3.69894;440648,209;4467349,214;11128593;1551
17118;0;CALLE LA TABERNERA DEL PUERTO, Nº 6;VALLA METALICA DE COLORINES;ARENA;5;194,072;59,64;PQ. INGENIEROS, FTE. PEUGEOT;0;0;VILLAVERDE;LOS ANGELES;40.356706;-3.703518;440261,287;4467586,814;31043803;1552
17119;0;CALLE LA TABERNERA DEL PUERTO, Nº 36;VALLA METALICA DE COLORINES;ARENA;5;194,409;60,08;PQ. INGENIEROS, FTE. JOSE PEREZ;0;0;VILLAVERDE;LOS ANGELES;40.353857;-3.704806;440149,455;4467271,482;31043807;1553
17120;0;CALLE EL LUCERO DEL ALBA, Nº 2;VALLA METALICA DE COLORINES;ARENA;6;267,12;66,98;PQ. INGENIEROS, FTE. CANCION DEL OLVIDO;0;0;VILLAVERDE;LOS ANGELES;40.359524;-3.700129;440551,582;4467897,317;31043780;1554
17121;01/07/2015;TRAVESIA ARECHAVALETA, Nº 5;VALLA METALICA DE COLORINES;ARENA;3;141,291;48,56;0;0;0;VILLAVERDE;LOS ANGELES;40.350481;-3.698086;440717,149;4466892,21;20040880;6508
18001;2007-04-03;CALLE SIERRA VIEJA, Nº 23;0;ARENA;5;927,687;131,94;C · CALLE SIERRA VIEJA 25 , ASCENDIENTE 1: 181 ·;0;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.377713;-3.628035;446687,458;4469870,302;11130847;1555
18003;2006-09-27;PLAZA PUERTO DE IBAÑETA, Nº 6;SIN VALLA;ARENA;3;71,734;33,86;Pza · PLAZA PUERTO DE IBAÑETA , ASCENDIENTE 1: 18;0;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.37602;-3.62197;447200,993;4469678,82;11130678;1556
18004;2007-03-12;PLAZA PUERTO DE IBAÑETA, Nº 2;SIN VALLA;ARENA;2;146,305;48,38;Pza · PLAZA PUERTO DE IBAÑETA 1-2 , ASCENDIENTE 1;0;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.375714;-3.621652;447227,808;4469644,57;11130674;1557
18005;2007-07-23;CALLE MONTE AYA, Nº 7;VALLA METALICA CON COLORINES;SUELO DE CAUCHO;5;138,967;48,3;C · CALLE MONTE AYA 07 , ASCENDIENTE 1: 181 · BAR;0;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.377913;-3.622296;447174,825;4469889,055;11130455;1558
18006;2007-05-04;CALLE MONTES DE BARBANZA, Nº 30;VALLA METALICA CON COLORINES;ARENA;4;128,318;48,16;C · CALLE FEDERICO G? LORCA , ASCENDIENTE 1: 181;EN JARDIN DEL PASEO FEDERICO LORCA;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.376686;-3.620273;447345,558;4469751,722;31009787;1559
18007;2006-07-05;PLAZA SIERRA DE GRAZALEMA, Nº 4;VALLA DE MADERA CON COLORINES;SUELO CAUCHO CON DIBUJOS;7;314,055;71,44;Pza · PLAZA SIERRA DE GRAZALEMA , ASCENDIENTE 1:;EN ZONA INTERBLOQUES;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.373424;-3.618368;447504,794;4469388,498;20170674;1560
18008;2007-06-08;CALLE VILLAR DEL POZO, Nº 4;VALLA DE MADERA CON COLORINES;ARENA;7;349,542;78,14;C · CALLE VILLAR DEL POZO , ASCENDIENTE 1: 181 ·;EN JARDIN DE LA COLONIA CONGOSTO;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.371345;-3.617272;447596,184;4469157,043;20180003;1561
18009;2006-12-19;CALLE CONGOSTO, Nº 76;SIN VALLA;SUELO CAUCHO CON DIBUJOS;8;231,003;91,2;C · CALLE CONGOSTO , ASCENDIENTE 1: 181 · BARRIO;EN MEDIANA AJARDINADA;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.370127;-3.61768;447560,608;4469022,144;31006943;1562
18010;2006-10-06;CALLE PEÑA NUEVA, Nº 76;VALLA METALICA CON COLORINES;ARENA;4;319,774;76,05;C · CALLE PEÑA CERVERA , ASCENDIENTE 1: 181 · BAR;0;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.37011;-3.620452;447325,269;4469021,869;20041966;1563
18011;2007-07-23;CALLE HUELGA, Nº 4;VALLA METALICA CON COLORINES;ARENA;3;182,75;54,9;C · CALLE HUELGA 13 , ASCENDIENTE 1: 181 · BARRIO;0;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.369802;-3.623287;447084,383;4468989,396;11131348;1564
18012;2006-12-16;CALLE FUENTIDUEÑA, Nº 49;VALLA METALICA CON COLORINES;ARENA;7;357,739;72,33;C · CALLE PEÑA CERVERA , ASCENDIENTE 1: 181 · BAR;0;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.370026;-3.621158;447265,281;4469012,955;20072254;1565
18013;2007-02-16;CALLE FUENTIDUEÑA, Nº 14;SIN VALLA;SUELO DE CAUCHO CON DIBUJOS;5;104,485;38,02;C · CALLE FUENTIDUEÑA , ASCENDIENTE 1: 181 · BARR;0;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.371169;-3.622164;447180,786;4469140,427;20072248;1566
18014;2007-04-10;CALLE PUERTO DE PORZUNA, Nº 50;VALLA METALICA CON COLORINES;ARENA;6;299,288;69,72;Pq · PARQUE VILLA DE VALLECAS , ASCENDIENTE 1: 18;EN PARQUE VALLECAS VILLA;0;VILLA DE VALLECAS;SANTA EUGENIA;40.373024;-3.62414;447014,417;4469347,498;31027376;1567
18015;2006-11-21;CALLE PEÑA CAVERO, Nº 32;VALLA DE MADERA CON COLORINES;ARENA;4;171,581;53,38;Pza · PLAZA PEÑA CAVERO , ASCENDIENTE 1: 181 · BA;0;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.372978;-3.621928;447202,201;4469341,104;11130939;1568
18016;2007-07-20;CAMINO SUERTE, Nº 38;SIN VALLA;ARENA;6;368,751;125,55;Cm · CAMINO DE LA SUERTE 34-36 , ASCENDIENTE 1: 1;0;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.375126;-3.617578;447573,169;4469576,953;20079557;1569
18017;2007-05-04;CAMINO SUERTE, Nº 32;SIN VALLA;ARENA;4;105,138;56,38;Cm · CAMINO DE LA SUERTE 44 LRAL. , ASCENDIENTE 1;EN ZONA TERRIZA DE ACERA ANCHA;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.374835;-3.617097;447613,802;4469544,311;20079548;1570
18019;2007-07-23;CAMINO VASARES, Nº 4;VALLA DE MADERA CON COLORINES;ARENA;6;198,317;56,98;C · CALLE CAMINO VASARES , ASCENDIENTE 1: 182 · S;0;0;VILLA DE VALLECAS;SANTA EUGENIA;40.383176;-3.61735;447598,742;4470470,318;31041866;1571
18020;2006-10-06;CALLE PUERTO DEL BRUCH, Nº 33;SIN VALLA;ARENA;5;656,64;92,96;C · CALLE PUERTO DEL BRUCH , ASCENDIENTE 1: 182 ·;0;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.382318;-3.617885;447552,684;4470375,366;11130118;1572
18021;2007-05-22;CALLE FUENTESPINA, Nº 2;VALLA DE MADERA CON COLORINES;ARENA;4;194,236;60,76;C · CALLE FUENTESPINA 02 , ASCENDIENTE 1: 182 · S;0;0;VILLA DE VALLECAS;SANTA EUGENIA;40.380203;-3.60549;448603,17;4470133,394;20130536;1573
18022;2006-11-23;CALLE PUERTO DE LUMBRERAS, Nº 8;SIN VALLA;ARENA;3;149,493;54,67;C · CALLE PUERTO DEL BRUCH , ASCENDIENTE 1: 181 ·;0;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.381554;-3.618653;447486,908;4470291,088;11130126;1574
18023;2006-10-23;CALLE MONTES DE BARBANZA, Nº 1;VALLA DE MADERA CON COLORINES;ARENA;3;335,416;73,2;C · CALLE PICO DE LA CIERVA , ASCENDIENTE 1: 181;0;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.378623;-3.618808;447471,503;4469965,761;31035334;1575
18024;2007-05-07;PLAZA CONVIVENCIA, Nº 5;VALLA METALICA CON COLORINES;SUELO DE CAUCHO CON DIBUJOS;4;145,901;46,19;Pza · PLAZA CONVIVENCIA , ASCENDIENTE 1: 182 · SA;0;0;VILLA DE VALLECAS;SANTA EUGENIA;40.382801;-3.61401;447881,942;4470426,75;11131582;1576
18025;2007-07-23;CALLE ENRIQUE GARCIA ALVAREZ, Nº 11;VALLA DE MADERA CON COLORINES;ARENA;2;134,343;46,71;C · CALLE ENRIQUE GARCIA ALVAREZ , ASCENDIENTE 1:;0;0;VILLA DE VALLECAS;SANTA EUGENIA;40.381989;-3.614989;447798,218;4470337,192;20142418;1577
18026;2007-07-23;CALLE ENRIQUE GARCIA ALVAREZ, Nº 11;VALLA METALICA CON COLORINES;ARENA;5;366,98;76,58;C · CALLE ENRIQUE GARCIA ALVAREZ , ASCENDIENTE 1:;0;0;VILLA DE VALLECAS;SANTA EUGENIA;40.381769;-3.615032;447794,461;4470312,733;20142418;1578
18027;2007-01-25;CALLE MONTE DE MONTJUICH, Nº 26;VALLA METALICA COLOR VERDE - PARCIAL;ARENA;5;427,258;98,7;C · CALLE MONTE MONTJUICH 26 , ASCENDIENTE 1: 182;EN ZONA INTERBLOQUES;0;VILLA DE VALLECAS;SANTA EUGENIA;40.379954;-3.615792;447728,482;4470111,749;11131545;1579
18028;2006-10-24;CALLE ENRIQUE GARCIA ALVAREZ, Nº 1;VALLA DE MADERA CON COLORINES;ARENA;6;473,281;85,7;C · CALLE REAL DE ARGANDA , ASCENDIENTE 1: 182 ·;0;0;VILLA DE VALLECAS;SANTA EUGENIA;40.379704;-3.614088;447872,958;4470082,99;20142412;1580
18029;2007-04-04;CALLE REAL DE ARGANDA, Nº 52;VALLA METALICA CON COLORINES;ARENA;4;124,253;52,39;C · CALLE PUERTO DE REINOSA 13 - 15 , ASCENDIENTE;0;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.379159;-3.616234;447690,417;4470023,737;31009802;1581
18030;2006-10-06;CAMINO VASARES, Nº 4;VALLA DE MADERA CON COLORINES;ARENA;6;456,873;86,67;C · CALLE CAMINO VASARES , ASCENDIENTE 1: 182 · S;0;0;VILLA DE VALLECAS;SANTA EUGENIA;40.383171;-3.617993;447544,155;4470470,159;31041866;1582
18031;2007-07-23;CALLE PUENTELARRA, Nº 30;0;ARENA;4;272,253;70,48;C · CALLE PUENTELARRA 26 , ASCENDIENTE 1: 182 · S;0;0;VILLA DE VALLECAS;SANTA EUGENIA;40.381661;-3.612131;448040,591;4470299,051;20140795;1583
18032;2006-10-06;CALLE PUENTELARRA, Nº 14;0;ARENA;7;525,922;94,02;C · CALLE PUENTELARRA 10 , ASCENDIENTE 1: 182 · S;0;0;VILLA DE VALLECAS;SANTA EUGENIA;40.383091;-3.609543;448261,336;4470456,287;11131605;1584
18033;2007-07-23;CALLE ZAZUAR, Nº 2;VALLA DE MADERA CON COLORINES;ARENA;18;566,515;95,67;Av · AVENIDA MEDITERRANEO , ASCENDIENTE 1: 182 ·;0;0;VILLA DE VALLECAS;SANTA EUGENIA;40.383743;-3.60537;448616,041;4470526,257;11131619;1585
18034;2006-10-06;AVENIDA SANTA EUGENIA, Nº 1;VALLA METALICA CON COLORINES;SUELO DE CAUCHO CON DIBUJOS;4;222,299;62,96;Av · AVENIDA DEL MEDITERRANEO , ASCENDIENTE 1: 18;0;0;VILLA DE VALLECAS;SANTA EUGENIA;40.386337;-3.608037;448391,674;4470815,748;31011872;1586
18035;2006-12-19;CALLE POZA DE LA SAL, Nº 10;SIN VALLA;ARENA;4;459,154;82,87;C · CALLE POZA DE LA SAL 12 , ASCENDIENTE 1: 182;0;0;VILLA DE VALLECAS;SANTA EUGENIA;40.379129;-3.605027;448641,71;4470013,854;11131664;1587
18036;2007-07-23;CALLE VIRGEN DE LAS VIÑAS, Nº 22;VALLA METALICA DE COLORINES;ARENA;4;134,901;46,69;Pq · PARQUE SANTA EUGENIA , ASCENDIENTE 1: 182 ·;0;ACCESO CON VALLA RETRANQUEADA Y TRAMEX;VILLA DE VALLECAS;SANTA EUGENIA;40.381006;-3.609174;448291,117;4470224,682;31045492;1588
18037;2006-10-06;CALLE POZA DE LA SAL, Nº 1;VALLA METALICA CON COLORINES;ARENA;3;340,915;70,15;C · CALLE POZA DE LA SAL 01 , ASCENDIENTE 1: 182;EN PARQUE;0;VILLA DE VALLECAS;SANTA EUGENIA;40.378713;-3.60261;448846,549;4469966,359;11131687;1589
18038;2007-04-03;CALLE BUBIERCA, Nº 1;SIN VALLA;ARENA;4;269,277;70,24;C · CALLE CONGOSTO 17 , ASCENDIENTE 1: 181 · BARR;EN ZONA TERRIZA DE PLAZA;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.375096;-3.619587;447402,577;4469574,739;11131269;1590
18039;2007-05-14;CALLE SIERRA DE BOBIA, Nº 90;VALLA METALICA CON COLORINES - RED ARAÑA FUERA;ARENA;4;164,161;57,4;C · CALLE BABILAFUENTE 4 , ASCENDIENTE 1: 181 · B;EN PARQUE VALLECAS VILLA;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.371412;-3.624335;446996,609;4469168,652;20158300;1591
18040;2007-04-03;CALLE SIERRA GADOR, Nº 28;0;ARENA;5;178,168;52,77;Pza · PLAZA SIERRA GADOR 2 , ASCENDIENTE 1: 181 ·;0;0;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;40.380896;-3.626459;446823,819;4470222,637;20123977;1592
18042;2007-06-05;CALLE CASTRILLO DE AZA, Nº 12;SIN VALLA;SUELO DE CAUCHO CON DIBUJOS;7;440,86;86,45;C · CALLE CASTRILLO DE AZA 16 , ASCENDIENTE 1: 18;0;0;VILLA DE VALLECAS;SANTA EUGENIA;40.385229;-3.609733;448246,895;4470693,77;11131767;1593
18043;0;CALLE LA GRANJA DE SAN ILDEFONSO, Nº 1;VALLA METALICA CON COLORINES;ARENA;5;181,864;54,18;C · CALLE LA GRANJA DE SAN ILDEFONSO , ASCENDIENT;EN PARQUE;0;VILLA DE VALLECAS;SANTA EUGENIA;40.370656;-3.626018;446853,131;4469085,774;31041867;1594
18044;0;CALLE PUERTO DE PORZUNA, Nº 45;VALLA METALICA CON COLORINES;ARENA;3;270,241;81,67;PARQUE AVD MAYORAZGO;EN PARQUE;ACCESO CON VALLA RETRANQUEADA;VILLA DE VALLECAS;SANTA EUGENIA;40.368989;-3.627885;446693,37;4468901,935;31051767;1595
18045;0;CALLE PUERTO DE PORZUNA, Nº 45;VALLA METALICA CON COLORINES;ARENA;5;240,068;67,67;PARQUE AVD MAYORAZGO;EN PARQUE;ACCESO CON VALLA RETRANQUEADA;VILLA DE VALLECAS;SANTA EUGENIA;40.369373;-3.62791;446691,548;4468944,52;31051767;1596
18046;0;CALLE VILLAMANTA, Nº 26;VALLA METALICA CON COLORINES;ARENA;3;158,318;50,31;PARQUE AVD MAYORAZGO;0;ACCESO CON VALLA RETRANQUEADA;VILLA DE VALLECAS;SANTA EUGENIA;40.366413;-3.623524;447061,545;4468613,36;31037229;1597
18047;0;CALLE TINEO, Nº 6;0;ARENA;7;299,313;69,86;C · CALLE TINEO 13 , ASCENDIENTE 1: 181 · BARRIO;0;0;VILLA DE VALLECAS;SANTA EUGENIA;40.375638;-3.631097;446425,947;4469641,841;31026238;1598
18048;0;CALLE JOSE GUTIERREZ MAROTO, Nº 39;VALLA METALICA CON COLORINES;ARENA;7;220,538;59,49;C · CALLE CERRO MILANO ZONA 1 , ASCENDIENTE 1: 18;0;0;VILLA DE VALLECAS;SANTA EUGENIA;40.36346;-3.606472;448507,105;4468275,518;31019548;1599
18049;0;CALLE JOSE GUTIERREZ MAROTO, Nº 39;VALLA METALICA CON COLORINES;ARENA;7;343,61;74,31;C · CALLE CERRO MILANO ZONA 2 , ASCENDIENTE 1: 18;EN PARQUE;0;VILLA DE VALLECAS;SANTA EUGENIA;40.363285;-3.606643;448492,424;4468256,146;31019548;1600
18050;0;CALLE JUAN ANTONIO BARDEM, Nº 4;0;ARENA;3;162,914;52,36;C · CALLE CAÑADA DEL SANTÍSIMO , ASCENDIENTE 1: 1;0;0;VILLA DE VALLECAS;SANTA EUGENIA;40.369058;-3.594166;449556,16;4468889,729;31037067;1601
18051;0;CALLE ALTO DEL RETIRO, Nº 15;0;ARENA;4;143,207;47,82;C · CALLE ALTO DEL RETIRO , ASCENDIENTE 1: 181 ·;EN PARQUE;0;VILLA DE VALLECAS;SANTA EUGENIA;40.369838;-3.593137;449644,048;4468975,71;31045630;1602
18052;0;CALLE ALTO DEL RETIRO, Nº 4;VALLA METALICA CON COLORINES;ARENA;3;210,182;59,74;C · CALLE ALTO DEL RETIRO , ASCENDIENTE 1: 181 ·;EN PARQUE;ACCESO CON VALLA RETRANQUEADA;VILLA DE VALLECAS;SANTA EUGENIA;40.367967;-3.589451;449955,6;4468765,964;31037399;1603
