CODIGO_CALLE,TIPO_VIA,NOMBRE_CALLE,PRIMER_NUM_TRAMO,ULTIMO_NUM_TRAMO,CODIGO_POSTAL,DISTRITO
506079,"CL","NESTOR ALMENDROS",2,4,29010,11
506109,"CL","NEWTON",1,31,29004,8
506109,"CL","NEWTON",2,42,29004,8
506176,"CL","NICANOR ZABALETA",1,3,29018,2
506176,"CL","NICANOR ZABALETA",2,4,29018,2
506249,"CL","NICARAGUA",1,21,29010,4
506249,"CL","NICARAGUA",2,12,29010,4
506524,"CL","NICASIO CALLE",1,5,29015,1
506524,"CL","NICASIO CALLE",2,4,29015,1
506800,"PJE","NICETO RAMIREZ",1,11,29011,4
506800,"PJE","NICETO RAMIREZ",2,12,29011,4
401889,"CL","NICOLAS GOGOL",1,15,29004,8
401889,"CL","NICOLAS GOGOL",2,18,29004,8
507113,"CL","NICOLAS MAQUIAVELO",1,13,29006,11
507113,"CL","NICOLAS MAQUIAVELO",2,14,29006,11
507369,"CL","NICOLAS SALMERON",1,43,29011,4
507369,"CL","NICOLAS SALMERON",2,56,29011,4
507784,"CL","NIEL",1,9,29590,9
507784,"CL","NIEL",2,8,29590,9
507911,"CL","NIGER",1,11,29591,9
507911,"CL","NIGER",2,16,29591,9
507725,"CL","NIGERIA",1,11,29140,8
507725,"CL","NIGERIA",2,12,29140,8
507920,"CL","NIJAR",1,21,29140,8
507920,"CL","NIJAR",2,16,29140,8
507997,"CL","NILO",1,7,29010,4
507997,"CL","NILO",2,6,29010,4
508063,"CL","NINFAS DE HENARES",1,3,29014,3
508063,"CL","NINFAS DE HENARES",2,6,29014,3
508527,"CL","NIÑA DE ANTEQUERA",1,3,29006,6
508527,"CL","NIÑA DE ANTEQUERA",2,4,29006,6
508209,"CL","NIÑA DE LA PUEBLA",1,5,29017,2
508209,"CL","NIÑA DE LA PUEBLA",2,16,29017,2
508276,"PL","NIÑA DE LOS PEINES",1,3,29140,8
508276,"PL","NIÑA DE LOS PEINES",2,2,29140,8
810061,"DSMO","NIÑAS LAS",1,1,29016,2
508349,"CL","NIÑO DE GLORIA",1,13,29003,7
508349,"CL","NIÑO DE GLORIA",2,4,29003,7
508489,"CL","NIÑO DE GUEVARA",1,3,29008,1
508489,"CL","NIÑO DE GUEVARA",2,8,29008,1
508501,"CL","NIÑO DE LA PALMA",1,5,29010,4
508501,"CL","NIÑO DE LA PALMA",2,4,29010,4
508543,"PL","NIÑO DE LAS MORAS",1,5,29017,2
508543,"PL","NIÑO DE LAS MORAS",2,6,29017,2
508560,"CL","NIÑO DE VELEZ",1,3,29010,4
508560,"CL","NIÑO DE VELEZ",2,4,29010,4
508551,"CL","NIÑO DEL MUSEO",1,5,29003,7
508551,"CL","NIÑO DEL MUSEO",2,14,29003,7
508594,"CL","NIÑO JESUS DE PRAGA",1,19,29004,7
508594,"CL","NIÑO JESUS DE PRAGA",2,16,29004,7
508667,"CRIL","NIÑOS",1,5,29016,2
508667,"CRIL","NIÑOS",2,6,29016,2
508764,"CL","NIQUEL",1,13,29190,10
508764,"CL","NIQUEL",2,10,29190,10
508837,"PJE","NIQUEL",1,3,29190,10
508837,"PJE","NIQUEL",2,4,29190,10
508900,"CL","NISAU",1,5,29018,2
508900,"CL","NISAU",2,2,29018,2
509043,"CL","NISPEROS",1,15,29190,10
509043,"CL","NISPEROS",2,14,29190,10
510025,"PJE","NOBLEJAS",1,9,29002,1
510025,"PJE","NOBLEJAS",2,10,29002,1
510041,"CL","NOE",1,3,29007,6
510041,"CL","NOE",2,4,29007,6
510165,"CL","NOGALES",1,17,29190,10
510165,"CL","NOGALES",2,16,29190,10
510301,"PJE","NOGALES",1,7,29190,10
510301,"PJE","NOGALES",2,8,29190,10
826057,"DSMO","NOGALES LOS",1,1,29190,10
826057,"DSMO","NOGALES LOS",2,2,29190,10
510378,"CL","NORAY",1,5,29006,6
510378,"CL","NORAY",2,4,29006,6
510726,"CMNO","NORIA",1,29,29140,8
510726,"CMNO","NORIA",2,22,29140,8
510939,"CJON","NORTE",1,3,29197,2
510939,"CJON","NORTE",2,6,29197,2
510866,"CL","NORTE",1,7,29197,2
510866,"CL","NORTE",2,32,29197,2
510998,"CL","NORUEGA",1,9,29190,10
510998,"CL","NORUEGA",2,8,29190,10
511005,"CL","NOSQUERA",1,19,29008,1
511005,"CL","NOSQUERA",2,20,29008,1
511285,"CL","NOTARIO ROBERTO CANO",1,5,29014,3
511285,"CL","NOTARIO ROBERTO CANO",2,16,29014,3
511561,"CL","NOYA",1,7,29011,4
511561,"CL","NOYA",2,8,29011,4
183962,"PJE","NTRA SRA DE LOS DOLORES DE SAN JUAN",1,7,29005,1
183962,"PJE","NTRA SRA DE LOS DOLORES DE SAN JUAN",2,6,29005,1
802531,"DSMO","NTRA SRA DEL PERPETUO SOCORRO",1,1,29720,2
802531,"DSMO","NTRA SRA DEL PERPETUO SOCORRO",2,2,29720,2
815063,"DSMO","NUCLEO FINCA JUAN MARTIN",1,11,29190,10
815063,"DSMO","NUCLEO FINCA JUAN MARTIN",2,12,29190,10
810771,"DSMO","NUCLEO HAZA CARPINTERO",1,27,29014,3
810771,"DSMO","NUCLEO HAZA CARPINTERO",2,26,29014,3
816868,"DSMO","NUCLEO LOS GAMEZ",1,67,29193,5
816868,"DSMO","NUCLEO LOS GAMEZ",2,68,29193,5
816876,"DSMO","NUCLEO LOS PINTADOS",1,37,29193,5
816876,"DSMO","NUCLEO LOS PINTADOS",2,38,29193,5
810738,"DSMO","NUCLEO TANA",1,11,29014,3
810738,"DSMO","NUCLEO TANA",2,12,29014,3
807401,"DSMO","NUCLEO VENTA EL DETALLE",13,21,29193,2
807401,"DSMO","NUCLEO VENTA EL DETALLE",12,22,29193,2
132306,"PL","NUESTRA SEÑORA DE LA SOLEDAD",1,7,29009,1
132306,"PL","NUESTRA SEÑORA DE LA SOLEDAD",2,6,29009,1
513521,"PJE","NUESTRA SEÑORA DE LA VICTORIA",1,9,29017,2
513521,"PJE","NUESTRA SEÑORA DE LA VICTORIA",2,6,29017,2
512681,"CL","NUESTRA SEÑORA DE LAS CANDELAS",1,47,29004,7
512681,"CL","NUESTRA SEÑORA DE LAS CANDELAS",2,46,29004,7
756008,"AV","NUESTRA SEÑORA DE LAS GUIAS",1,11,29014,3
756008,"AV","NUESTRA SEÑORA DE LAS GUIAS",2,10,29014,3
512966,"CL","NUESTRA SEÑORA DE LOS CLARINES",1,25,29011,4
512966,"CL","NUESTRA SEÑORA DE LOS CLARINES",2,24,29011,4
512265,"CL","NUESTRA SEÑORA DE TISCAR",1,9,29010,4
512265,"CL","NUESTRA SEÑORA DE TISCAR",2,18,29010,4
511846,"PL","NUESTRA SEÑORA DEL CARMEN",1,17,29006,6
511846,"PL","NUESTRA SEÑORA DEL CARMEN",2,16,29006,6
513245,"PJE","NUESTRA SEÑORA DEL PILAR",1,11,29017,2
513245,"PJE","NUESTRA SEÑORA DEL PILAR",2,12,29017,2
214620,"PL","NUESTRA SEÑORA DEL ROSARIO",1,3,29018,2
214620,"PL","NUESTRA SEÑORA DEL ROSARIO",2,2,29018,2
514080,"CL","NUEVA",1,29,29005,1
514080,"CL","NUEVA",2,44,29005,1
514501,"PL","NUEVA",1,7,29197,2
514501,"PL","NUEVA",2,8,29197,2
514641,"CMNO","NUEVO",1,69,29140,8
514641,"CMNO","NUEVO",2,50,29140,8
215560,"CMNO","NUEVO DE LANZA",1,3,29190,10
215560,"CMNO","NUEVO DE LANZA",2,50,29190,10
811122,"DSMO","NUEVO MORALES",1,1,29193,3
515001,"CL","NUEZ MOSCADA",1,9,29018,2
515001,"CL","NUEZ MOSCADA",2,6,29018,2
515019,"PJE","NUEZ MOSCADA",1,3,29018,2
515019,"PJE","NUEZ MOSCADA",2,6,29018,2
515205,"CL","NUMANCIA",1,41,29013,1
515205,"CL","NUMANCIA",2,12,29013,1
822159,"DSMO","NUÑEZ LOS",1,13,29590,9
822159,"DSMO","NUÑEZ LOS",2,12,29590,9
515485,"CL","NUÑEZ VELA",1,33,29010,4
515485,"CL","NUÑEZ VELA",2,38,29010,4
515621,"PJE","NUÑEZ VELA",1,3,29010,4
515621,"PJE","NUÑEZ VELA",2,12,29010,4
515761,"CL","NUÑO GOMEZ",1,33,29008,1
515761,"CL","NUÑO GOMEZ",2,38,29008,1
515906,"CL","NUZAS",1,11,29010,11
515906,"CL","NUZAS",2,20,29010,11
515906,"CL","NUZAS",22,30,29010,10
216310,"CL","OBERTURA LA",1,9,29006,6
216310,"CL","OBERTURA LA",2,4,29006,6
516040,"PL","OBISPO",1,5,29015,1
516040,"PL","OBISPO",2,6,29015,1
516180,"CL","OBISPO ALBERONI",1,1,29014,3
516180,"CL","OBISPO ALBERONI",2,8,29014,3
516210,"CL","OBISPO ALONSO DE LA CUEVA",1,11,29014,3
516210,"CL","OBISPO ALONSO DE LA CUEVA",2,12,29014,3
516252,"CL","OBISPO ALONSO DE SANTO TOMAS",1,19,29013,3
516252,"CL","OBISPO ALONSO DE SANTO TOMAS",21,21,29014,3
516252,"CL","OBISPO ALONSO DE SANTO TOMAS",2,16,29013,3
516252,"CL","OBISPO ALONSO DE SANTO TOMAS",18,18,29014,3
516287,"CL","OBISPO ALONSO ENRIQUEZ",1,3,29014,3
516287,"CL","OBISPO ALONSO ENRIQUEZ",2,12,29014,3
516325,"AV","OBISPO ANGEL HERRERA ORIA",1,75,29007,6
516325,"AV","OBISPO ANGEL HERRERA ORIA",2,90,29007,6
516465,"CL","OBISPO ANTONIO DE PIÑAHERMOSA",1,11,29014,3
516465,"CL","OBISPO ANTONIO DE PIÑAHERMOSA",2,12,29014,3
516538,"CL","OBISPO BARTOLOME ESPEJO",1,25,29014,3
516538,"CL","OBISPO BARTOLOME ESPEJO",2,22,29014,3
516601,"CL","OBISPO BLANCO SALCEDO",1,9,29014,3
516601,"CL","OBISPO BLANCO SALCEDO",2,4,29014,3
516741,"CL","OBISPO CAÑEDO Y VIGIL",1,3,29014,3
516741,"CL","OBISPO CAÑEDO Y VIGIL",2,4,29014,3
516881,"CL","OBISPO CASCALLANA",1,9,29014,3
516881,"CL","OBISPO CASCALLANA",2,14,29014,3
516953,"CL","OBISPO DIEGO DE APONTE",1,7,29018,2
516953,"CL","OBISPO DIEGO DE APONTE",2,10,29018,2
516988,"CL","OBISPO FERNANDEZ DE CORDOVA",1,5,29013,1
516988,"CL","OBISPO FERNANDEZ DE CORDOVA",2,4,29013,1
517011,"CL","OBISPO FERNANDO DE ALGARIA",1,5,29018,2
517011,"CL","OBISPO FERNANDO DE ALGARIA",2,6,29018,2
517038,"CL","OBISPO FERNANDO DE VERGUERA",1,7,29018,2
517038,"CL","OBISPO FERNANDO DE VERGUERA",2,12,29018,2
517062,"CL","OBISPO FRANCISCO BLANCO",1,3,29017,2
517062,"CL","OBISPO FRANCISCO BLANCO",2,6,29017,2
517119,"CL","OBISPO FRANCISCO DE MENDOZA",1,1,29018,2
517119,"CL","OBISPO FRANCISCO DE MENDOZA",2,4,29018,2
517089,"CL","OBISPO FRANCISCO DE SAN JOSE",1,9,29013,3
517089,"CL","OBISPO FRANCISCO DE SAN JOSE",2,10,29013,3
517127,"CL","OBISPO FRANQUIS LASSO",1,9,29014,3
517127,"CL","OBISPO FRANQUIS LASSO",2,8,29014,3
517135,"CL","OBISPO GABRIEL TREJO",1,3,29014,3
517135,"CL","OBISPO GABRIEL TREJO",2,16,29014,3
517143,"CL","OBISPO GASPAR DE MOLINA",1,7,29014,3
517143,"CL","OBISPO GASPAR DE MOLINA",2,10,29014,3
517151,"CL","OBISPO GONZALEZ DE TORO",1,1,29014,3
517151,"CL","OBISPO GONZALEZ DE TORO",2,4,29014,3
517160,"CL","OBISPO GONZALEZ GARCIA",1,31,29013,1
517160,"CL","OBISPO GONZALEZ GARCIA",2,26,29013,1
517305,"PJE","OBISPO GONZALEZ GARCIA",1,7,29013,1
517305,"PJE","OBISPO GONZALEZ GARCIA",2,8,29013,1
517445,"CL","OBISPO HONORIO",1,7,29014,3
517445,"CL","OBISPO HONORIO",2,4,29014,3
517453,"CL","OBISPO JOSE DE GOMEZ",1,3,29014,3
517453,"CL","OBISPO JOSE DE GOMEZ",2,4,29014,3
517470,"CL","OBISPO JUAN DE EULATE",1,9,29014,3
517470,"CL","OBISPO JUAN DE EULATE",2,10,29014,3
517488,"CL","OBISPO JUAN DE LANCASTE",1,3,29014,3
517488,"CL","OBISPO JUAN DE LANCASTE",2,4,29014,3
517500,"CL","OBISPO JUAN DE TORRES",1,3,29014,3
517500,"CL","OBISPO JUAN DE TORRES",2,4,29014,3
517518,"CL","OBISPO JULIAN",1,3,29014,3
517518,"CL","OBISPO JULIAN",2,4,29014,3
517542,"CL","OBISPO MANUEL DE SANTO TOMAS",1,15,29013,2
517542,"CL","OBISPO MANUEL DE SANTO TOMAS",2,10,29013,2
517551,"CL","OBISPO MANUEL MARTINEZ",1,3,29014,3
517551,"CL","OBISPO MANUEL MARTINEZ",2,6,29014,3
517585,"CL","OBISPO MARTIN DE LAS CASAS",1,3,29014,3
517585,"CL","OBISPO MARTIN DE LAS CASAS",2,8,29014,3
517607,"CL","OBISPO MARTINEZ CASTRILLON",1,5,29014,3
517607,"CL","OBISPO MARTINEZ CASTRILLON",2,2,29014,3
517623,"CL","OBISPO MIGUEL BUCARELLI",1,9,29014,3
517623,"CL","OBISPO MIGUEL BUCARELLI",2,10,29014,3
517640,"CL","OBISPO MUÑOZ HERRERA",1,3,29014,3
517640,"CL","OBISPO MUÑOZ HERRERA",2,4,29014,3
517666,"CL","OBISPO PACHECO Y CORDOVA",1,5,29018,2
517666,"CL","OBISPO PACHECO Y CORDOVA",2,4,29018,2
517682,"CL","OBISPO PEDRO DE MOYA",1,11,29014,3
517682,"CL","OBISPO PEDRO DE MOYA",2,10,29014,3
517704,"CL","OBISPO RAFAEL RIARIO",1,5,29018,2
517704,"CL","OBISPO RAFAEL RIARIO",2,8,29018,2
216620,"CL","OBISPO RAMON BUXARRAIS",1,1,29006,11
216620,"CL","OBISPO RAMON BUXARRAIS",2,2,29006,11
458228,"CL","OBISPO RODRIGO DE SORIA",1,25,29018,2
458228,"CL","OBISPO RODRIGO DE SORIA",2,18,29018,2
517747,"CL","OBISPO SALVADOR DE LOS REYES",1,11,29013,3
517747,"CL","OBISPO SALVADOR DE LOS REYES",2,14,29013,1
517763,"CL","OBISPO SAMUEL",1,15,29006,6
517763,"CL","OBISPO SAMUEL",2,2,29006,6
517771,"CL","OBISPO SANTOS OLIVERA",1,1,29014,3
517771,"CL","OBISPO SANTOS OLIVERA",2,4,29014,3
517020,"CL","OBISPO SEVERO",1,3,29014,3
517020,"CL","OBISPO SEVERO",2,4,29014,3
517801,"CL","OBISPO SPINOLA Y MAESTRE",1,3,29014,3
517801,"CL","OBISPO SPINOLA Y MAESTRE",2,4,29014,3
517828,"CL","OBISPO TOMAS DE BORJA",1,11,29017,2
517828,"CL","OBISPO TOMAS DE BORJA",2,12,29017,2
517844,"CL","OBISPO VICENTE LAMADRID",1,1,29014,3
517844,"CL","OBISPO VICENTE LAMADRID",2,4,29014,3
517887,"CL","OBOE EL",1,27,29013,3
517887,"CL","OBOE EL",2,32,29013,3
517925,"CL","OBSIDIANA",1,5,29006,6
517925,"CL","OBSIDIANA",2,6,29006,6
402281,"CL","OCEANO",1,1,29006,6
402281,"CL","OCEANO",2,22,29006,6
517950,"AV","OCTAVIO PAZ",1,1,29190,10
517950,"AV","OCTAVIO PAZ",2,2,29190,10
518000,"CL","OCTAVIO PICON",1,35,29017,2
518000,"CL","OCTAVIO PICON",2,54,29017,2
518140,"CL","OCTAVIO VALERIO",1,1,29014,3
518140,"CL","OCTAVIO VALERIO",2,4,29014,3
518280,"CL","ODIEL",1,17,29010,4
518280,"CL","ODIEL",2,2,29010,4
518352,"CL","ODISEA",1,5,29017,2
518352,"CL","ODISEA",2,8,29017,2
307165,"CL","O'DONNELL",1,7,29007,4
307165,"CL","O'DONNELL",9,11,29010,4
307165,"CL","O'DONNELL",2,14,29010,4
518450,"CL","OFFENBACH",1,1,29590,9
518450,"CL","OFFENBACH",2,4,29590,9
518565,"CL","OJEN",1,33,29014,3
518565,"CL","OJEN",2,52,29014,3
518778,"CL","OLIAS",1,17,29197,2
518778,"CL","OLIAS",2,22,29197,2
518841,"CTRA","OLIAS",1,61,29018,2
518841,"CTRA","OLIAS",63,103,29017,2
518841,"CTRA","OLIAS",105,111,29018,2
518841,"CTRA","OLIAS",113,119,29197,2
518841,"CTRA","OLIAS",2,78,29018,2
518841,"CTRA","OLIAS",80,80,29197,2
518808,"PJE","OLIAS",1,3,29017,2
518808,"PJE","OLIAS",2,4,29017,2
518891,"CL","OLIMPO",1,17,29190,10
518891,"CL","OLIMPO",2,20,29190,10
518981,"CL","OLIVANTE DE LAURA",1,3,29014,3
518981,"CL","OLIVANTE DE LAURA",2,2,29014,3
519120,"CL","OLIVAR",1,47,29018,2
519120,"CL","OLIVAR",49,53,29017,2
519120,"CL","OLIVAR",55,55,29018,2
519120,"CL","OLIVAR",2,44,29018,2
817350,"DSMO","OLIVAR EL",1,1,29193,5
817350,"DSMO","OLIVAR EL",2,2,29193,5
519405,"CL","OLIVIER MESSIAEN",1,7,29190,10
519405,"CL","OLIVIER MESSIAEN",2,6,29190,10
815519,"DSMO","OLIVILLOS LOS",1,1,29190,10
519685,"CL","OLIVO",1,27,29018,2
519685,"CL","OLIVO",2,20,29018,2
807443,"DSMO","OLIVOS LOS",1,1,29193,2
520667,"CJON","OLLERIA DE LA",1,7,29013,1
520667,"CJON","OLLERIA DE LA",2,2,29013,1
520527,"CL","OLLERIAS",1,79,29012,1
520527,"CL","OLLERIAS",2,58,29012,1
520802,"CL","OLLETAS",1,3,29013,1
520802,"CL","OLLETAS",2,16,29013,1
520942,"PJE","OLLETAS",1,5,29013,1
520942,"PJE","OLLETAS",2,8,29013,1
521086,"PL","OLLETAS",1,7,29013,1
521086,"PL","OLLETAS",2,8,29013,1
826405,"CL","OLMEDO LA FRESNEDA",1,35,29590,9
826405,"CL","OLMEDO LA FRESNEDA",2,34,29590,9
521361,"CL","OLMOS",1,47,29018,2
521361,"CL","OLMOS",2,76,29018,2
521647,"CL","OLOZAGA",1,7,29005,1
521647,"CL","OLOZAGA",2,12,29005,1
521787,"CL","OMAN",1,27,29140,8
521787,"CL","OMAN",2,2,29140,8
521922,"CL","OMAR",1,3,29004,7
521922,"CL","OMAR",2,24,29004,7
312118,"GTA","ONCE DE MARZO",1,3,29004,7
312118,"GTA","ONCE DE MARZO",2,4,29004,7
522201,"CL","OPALO",1,9,29190,10
522201,"CL","OPALO",2,10,29190,10
308561,"CL","OPERA LA",1,35,29197,2
308561,"CL","OPERA LA",2,26,29197,2
522481,"CL","ORDOÑEZ",1,3,29005,1
522481,"CL","ORDOÑEZ",2,4,29005,1
522678,"CL","OREGANO",1,29,29018,2
522678,"CL","OREGANO",2,22,29018,2
522767,"PJE","ORELLANA",1,3,29006,6
522767,"PJE","ORELLANA",2,8,29006,6
522848,"CL","ORENSE",1,29,29004,7
522848,"CL","ORENSE",2,12,29004,7
522856,"CL","ORESTIADA LA",1,5,29591,9
522856,"CL","ORESTIADA LA",2,10,29591,9
522902,"CL","ORFEBRE",1,1,29011,4
522902,"CL","ORFEBRE",2,4,29011,4
523046,"CL","ORFEBRERIA",1,21,29190,10
523046,"CL","ORFEBRERIA",2,18,29190,10
523101,"CL","ORFEO",1,9,29010,4
523101,"CL","ORFEO",2,8,29010,4
523321,"CL","ORFILA",1,29,29002,7
523321,"CL","ORFILA",2,30,29002,7
523607,"CL","ORO",1,13,29190,10
523607,"CL","ORO",2,20,29190,10
523747,"CL","OROPESA",1,27,29014,3
523747,"CL","OROPESA",2,28,29014,3
533815,"PJE","OROPESA",1,3,29014,3
533815,"PJE","OROPESA",2,4,29014,3
552305,"CL","OROTAVA LA",1,155,29006,6
552305,"CL","OROTAVA LA",2,148,29006,6
523887,"CMNO","OROZCO DE",1,105,29190,10
523887,"CMNO","OROZCO DE",2,78,29190,10
524166,"CL","ORQUIDEA",1,81,29190,10
524166,"CL","ORQUIDEA",2,92,29190,10
524336,"CL","ORSON WELLES",1,1,29010,11
524336,"CL","ORSON WELLES",2,36,29010,11
524441,"CL","ORTEGA DE PRADOS",1,61,29010,6
524441,"CL","ORTEGA DE PRADOS",2,2,29010,6
524727,"CL","ORTEGA MUNILLA",1,21,29017,2
524727,"CL","ORTEGA MUNILLA",2,26,29017,2
525006,"CL","ORTIGA",1,35,29190,10
525006,"CL","ORTIGA",2,62,29190,10
525634,"CL","ORTOSA",1,43,29190,10
525634,"CL","ORTOSA",2,56,29190,10
525707,"CL","ORZA",1,3,29591,9
525707,"CL","ORZA",2,4,29591,9
525731,"CL","OSCAR ESPLA",1,7,29006,6
525731,"CL","OSCAR ESPLA",2,2,29006,6
525758,"CL","OSCAR WILDE",1,11,29010,4
525758,"CL","OSCAR WILDE",2,6,29010,4
525774,"CL","OSEAS",1,1,29590,9
525774,"CL","OSEAS",2,26,29590,9
525782,"CL","OSLO",1,17,29590,9
525782,"CL","OSLO",2,18,29590,9
525847,"CL","OSORIO",1,11,29002,7
525847,"CL","OSORIO",2,14,29002,7
526126,"CL","OSORIO VALDES",1,1,29003,7
526126,"CL","OSORIO VALDES",2,20,29003,7
526266,"CL","OSUNA",1,7,29140,8
526266,"CL","OSUNA",2,2,29140,8
526339,"PJE","OTELO",1,3,29590,9
526339,"PJE","OTELO",2,4,29590,9
526363,"CL","OTTO NICOLAI",1,3,29190,10
526363,"CL","OTTO NICOLAI",2,4,29190,10
526401,"CL","OVANDO",1,3,29016,1
526401,"CL","OVANDO",2,2,29016,1
526410,"CL","OVEJERO DEL",1,17,29016,2
526410,"CL","OVEJERO DEL",2,10,29016,2
526436,"CL","OVIDIO",1,5,29017,2
526436,"CL","OVIDIO",2,10,29017,2
651770,"CL","OVIEDO",1,5,29014,3
651770,"CL","OVIEDO",2,4,29014,3
526452,"CL","PABLO BRUNA",1,3,29010,11
526452,"CL","PABLO BRUNA",2,2,29010,11
526479,"CL","PABLO CASALS",1,5,29011,5
526479,"CL","PABLO CASALS",2,6,29011,5
526614,"CL","PABLO DE SARASATE",1,9,29018,2
526614,"CL","PABLO DE SARASATE",2,8,29018,2
526509,"CL","PABLO GARGALLO",1,1,29010,11
526509,"CL","PABLO GARGALLO",2,8,29010,11
526541,"CL","PABLO NERUDA",1,7,29007,6
526541,"CL","PABLO NERUDA",2,8,29007,6
215920,"GTA","PABLO PINEDA FERRER",1,1,29013,1
215920,"GTA","PABLO PINEDA FERRER",2,2,29013,1
526649,"CL","PABLO SOLO DE ZALDIVAR",1,77,29016,2
526649,"CL","PABLO SOLO DE ZALDIVAR",2,66,29016,2
526681,"CL","PACHECO",1,21,29011,4
526681,"CL","PACHECO",2,6,29011,4
812056,"DSMO","PACHECO",1,1,29193,3
526967,"CL","PACHECO MALDONADO",1,11,29009,4
526967,"CL","PACHECO MALDONADO",2,12,29009,4
527246,"CL","PACIFICO",1,33,29003,7
527246,"CL","PACIFICO",35,99,29004,7
527246,"CL","PACIFICO",2,34,29003,7
527246,"CL","PACIFICO",36,112,29004,7
815497,"DSMO","PACO ESTEVANEZ",1,1,29190,10
527521,"CL","PACO MIRANDA",1,35,29013,1
527521,"CL","PACO MIRANDA",2,32,29013,1
527661,"CL","PACORRO",1,3,29006,6
527661,"CL","PACORRO",2,4,29006,6
527807,"CL","PADANG",1,15,29190,10
527807,"CL","PADANG",2,10,29190,10
815560,"DSMO","PADILLA",1,1,29190,10
528081,"CL","PADRE AICARDO",1,5,29018,2
528081,"CL","PADRE AICARDO",2,4,29018,2
528366,"CL","PADRE ARNAIZ",1,1,29018,2
528366,"CL","PADRE ARNAIZ",2,10,29018,2
804304,"DSMO","PADRE AVILES",1,1,29197,2
804304,"DSMO","PADRE AVILES",2,2,29197,2
528501,"PL","PADRE CIGANDA",1,1,29017,2
528501,"PL","PADRE CIGANDA",2,2,29017,2
528641,"CL","PADRE COLOMA",1,21,29018,2
528641,"CL","PADRE COLOMA",2,22,29018,2
215570,"PL","PADRE DAMIAN DE MOLOKAI",1,3,29003,7
215570,"PL","PADRE DAMIAN DE MOLOKAI",2,2,29003,7
528927,"CL","PADRE HIDALGO",1,35,29017,2
528927,"CL","PADRE HIDALGO",2,32,29017,2
271462,"CL","PADRE ISLA",1,9,29016,1
271462,"CL","PADRE ISLA",2,8,29016,1
358819,"JDIN","PADRE JACOBO",1,1,29002,7
358819,"JDIN","PADRE JACOBO",2,2,29002,7
215080,"JDIN","PADRE JOAQUIN IMAZ",1,1,29007,6
215080,"JDIN","PADRE JOAQUIN IMAZ",2,2,29007,6
529061,"CL","PADRE JORGE LAMOTHE",1,5,29007,1
529061,"CL","PADRE JORGE LAMOTHE",2,12,29007,1
214660,"CL","PADRE JOSE TEJERA",1,1,29018,2
214660,"CL","PADRE JOSE TEJERA",2,12,29018,2
529206,"CL","PADRE LERCHUNDI",1,19,29018,2
529206,"CL","PADRE LERCHUNDI",2,28,29018,2
529346,"CL","PADRE MANJON",1,1,29014,3
529346,"CL","PADRE MANJON",2,24,29014,3
529761,"CL","PADRE MARIANA",1,7,29013,1
529761,"CL","PADRE MARIANA",2,8,29013,1
529486,"CL","PADRE MARTIN",1,61,29010,4
529486,"CL","PADRE MARTIN",2,6,29010,4
530042,"CL","PADRE MIGUEL SANCHEZ",1,5,29009,1
530042,"CL","PADRE MIGUEL SANCHEZ",2,14,29009,1
530182,"CL","PADRE MONDEJAR",1,7,29013,1
530182,"CL","PADRE MONDEJAR",2,4,29013,1
530310,"CL","PADRE PEDRO MOREJON",1,7,29010,4
530310,"CL","PADRE PEDRO MOREJON",2,4,29010,4
530328,"CL","PADRE VEGA",1,13,29014,3
530328,"CL","PADRE VEGA",2,18,29014,3
817040,"DSMO","PAGALBAN",1,1,29193,5
817040,"DSMO","PAGALBAN",2,2,29193,5
530395,"CL","PAGANINI",1,11,29010,4
530395,"CL","PAGANINI",2,4,29010,4
530425,"CL","PAJARETE",1,3,29018,2
530425,"CL","PAJARETE",2,4,29018,2
530468,"CJON","PAJARILLO VERDE",1,3,29190,10
530468,"CJON","PAJARILLO VERDE",2,4,29190,10
530603,"CL","PAJARITOS",1,29,29009,4
530603,"CL","PAJARITOS",2,32,29009,4
531880,"CL","PAKISTAN",1,53,29140,8
531880,"CL","PAKISTAN",2,12,29140,8
493015,"CJON","PALACIO VALDES",1,5,29140,8
493015,"CJON","PALACIO VALDES",2,6,29140,8
492809,"CL","PALACIO VALDES",1,57,29140,8
492809,"CL","PALACIO VALDES",2,38,29140,8
493082,"PJE","PALACIO VALDES",1,21,29140,8
493082,"PJE","PALACIO VALDES",2,26,29140,8
512052,"CL","PALACIOS RUBIOS",1,11,29140,8
512052,"CL","PALACIOS RUBIOS",2,8,29140,8
531235,"CL","PALANCAR",1,3,29003,7
531235,"CL","PALANCAR",2,6,29003,7
531243,"CL","PALENCIA",1,9,29004,7
531243,"CL","PALENCIA",2,4,29004,7
531278,"CL","PALESTINA",1,7,29007,6
531278,"CL","PALESTINA",2,12,29007,6
531286,"PJE","PALESTRINA",1,3,29010,6
531286,"PJE","PALESTRINA",2,4,29010,6
531723,"CL","PALMA DEL RIO",1,39,29004,7
531723,"CL","PALMA DEL RIO",2,34,29004,7
815390,"DSMO","PALMAREJO VIEJO EL",1,1,29190,10
815390,"DSMO","PALMAREJO VIEJO EL",2,2,29190,10
531863,"PL","PALMARES",1,3,29003,7
531863,"PL","PALMARES",2,4,29003,7
815373,"DSMO","PALMARILLO EL",1,1,29190,10
815373,"DSMO","PALMARILLO EL",2,2,29190,10
531936,"CL","PALMEÑO",1,3,29006,6
531936,"CL","PALMEÑO",2,2,29006,6
