EXERCICI,CODI_ORGANIC,ORGANIC,CODI_FUNCIONAL,FUNCIONAL,CODI_ECONOMIC,ECONOMIC,APLICACIO,PRESSUPOST_INICIAL,MODIFICACIONS_CREDIT,CREDIT_DEFINITIU,OBLIGACIONS_RECONEGUDES,PAGAMENTS_LIQUIDS,PENDENTS_PAGAMENT,PERC_EXECUCIO
2017,9U066,RADIO RUBÍ SERVEIS AUDIOVISUALS,4910,RADIO RUBÍ,1530002,Complement dedicació especial laboral fix,Complement dedicació especial laboral fix,0,0,0,0,0,0,
2017,9U066,RADIO RUBÍ SERVEIS AUDIOVISUALS,4910,RADIO RUBÍ,1600003,Seguretat social personal laboral,Seguretat Social,128909.6,0,128909.6,0,0,0,0%
2017,9U066,RADIO RUBÍ SERVEIS AUDIOVISUALS,4910,RADIO RUBÍ,21400,Material de transport,"Reparacions, manteniment, conservació d'elements transport",2000,0,2000,0,0,0,0%
2017,9U066,RADIO RUBÍ SERVEIS AUDIOVISUALS,4910,RADIO RUBÍ,22000,Ordinari no inventariable.,Material d'oficina no inventariable,100,0,100,0,0,0,0%
2017,9U066,RADIO RUBÍ SERVEIS AUDIOVISUALS,4910,RADIO RUBÍ,22104,Vestuari.,Vestuari.,2000,0,2000,0,0,0,0%
2017,9U066,RADIO RUBÍ SERVEIS AUDIOVISUALS,4910,RADIO RUBÍ,22500,Tributs estatals.,Tributs estatals.,1500,0,1500,0,0,0,0%
2017,9U066,RADIO RUBÍ SERVEIS AUDIOVISUALS,4910,RADIO RUBÍ,2269923,Altres despeses diverses. Quotes,Altres despeses diverses. Quotes,2100,0,2100,0,0,0,0%
2017,9U066,RADIO RUBÍ SERVEIS AUDIOVISUALS,4910,RADIO RUBÍ,22103,Combustibles i carburants.,Combustibles i carburants.,3500,0,3500,157.83,157.83,0,4.51%
2017,9U066,RADIO RUBÍ SERVEIS AUDIOVISUALS,4910,RADIO RUBÍ,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,23.92,23.92,0,
2017,9U066,RADIO RUBÍ SERVEIS AUDIOVISUALS,4910,RADIO RUBÍ,22200,Serveis de Telecomunicacions.,Serveis de Telecomunicacions.,0,0,0,1052.7,350.9,701.8,
2017,9U066,RADIO RUBÍ SERVEIS AUDIOVISUALS,4910,RADIO RUBÍ,22203,Informàtiques.,Informàtiques.,3020.16,0,3020.16,1961.41,605,1356.41,64.94%
2017,9U066,RADIO RUBÍ SERVEIS AUDIOVISUALS,4910,RADIO RUBÍ,22602,Publicitat i propaganda.,Publicitat i propaganda.,13000,0,13000,375.1,0,375.1,2.89%
2017,9U066,RADIO RUBÍ SERVEIS AUDIOVISUALS,4910,RADIO RUBÍ,22704,"Custòdia, dipòsit i magatzematge.","Despeses de custòdia, dipòsits i emmagatzematge.",363,0,363,121,60.5,60.5,33.33%
2017,9U078,RELACIONS CIUTADANES I PROXIMITAT,9241,SUPORT A LES ENTITATS,15005,Productivitat 25% funcionaris carrera,Productivitat 25% funcionaris,704.65,0,704.65,0,0,0,0%
2017,9U078,RELACIONS CIUTADANES I PROXIMITAT,9241,SUPORT A LES ENTITATS,15006,Productivitat 25% laborals,Productivitat 25% laborals,2420.18,0,2420.18,0,0,0,0%
2017,9U078,RELACIONS CIUTADANES I PROXIMITAT,9241,SUPORT A LES ENTITATS,1600002,Seguretat social personal funcionari de carrera,Seguretat social personal funcionari,10045.08,0,10045.08,0,0,0,0%
2017,9U078,RELACIONS CIUTADANES I PROXIMITAT,9241,SUPORT A LES ENTITATS,1600003,Seguretat social personal laboral,Seguretat social personal laboral,46481.84,0,46481.84,0,0,0,0%
2017,9U078,RELACIONS CIUTADANES I PROXIMITAT,9241,SUPORT A LES ENTITATS,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,1686.61,1686.61,0,
2017,9U066,RADIO RUBÍ SERVEIS AUDIOVISUALS,4910,RADIO RUBÍ,62600,Equips per a processos d'informació.,Equips per a processos d'informació.,0,3915.56,3915.56,0,0,0,0%
2017,9U078,RELACIONS CIUTADANES I PROXIMITAT,9241,SUPORT A LES ENTITATS,22700,Neteja i lavabo.,Neteja,50000,3115.81,53115.81,424.71,424.71,0,0.8%
2017,9U078,RELACIONS CIUTADANES I PROXIMITAT,9241,SUPORT A LES ENTITATS,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,"Arrendament de maquinària, instal.lacions i utillatge",115000,0,115000,1268.39,1268.39,0,1.1%
2017,9U078,RELACIONS CIUTADANES I PROXIMITAT,9241,SUPORT A LES ENTITATS,20500,Arrendaments de mobiliari i estris,Arrendament de mobiliari i altres,285169,12954.88,298123.88,24554.43,24554.43,0,8.24%
2017,9U078,RELACIONS CIUTADANES I PROXIMITAT,9241,SUPORT A LES ENTITATS,22199,Altres subministraments.,Altres subministraments.,0,724.82,724.82,2338.69,2338.69,0,322.66%
2017,9U078,RELACIONS CIUTADANES I PROXIMITAT,9241,SUPORT A LES ENTITATS,22602,Publicitat i propaganda.,Publicitat i propaganda,36721.92,0,36721.92,2146.44,2146.44,0,5.85%
2017,9U078,RELACIONS CIUTADANES I PROXIMITAT,9241,SUPORT A LES ENTITATS,48000,TRANSFERENCIAS CTES. A PARTICULARES,Subvenció de participació,15000,0,15000,0,0,0,0%
2017,9U080,PROTECCIÓ CIVIL,1350,PROTECCIÓ CIVIL,15006,Productivitat 25% laborals,Productivitat 25% laborals,760.7,0,760.7,0,0,0,0%
2017,9U080,PROTECCIÓ CIVIL,1350,PROTECCIÓ CIVIL,1600003,Seguretat social personal laboral,Seguretat social personal laboral,17627.9,0,17627.9,0,0,0,0%
2017,9U080,PROTECCIÓ CIVIL,1350,PROTECCIÓ CIVIL,22706,Estudis i treballs tècnics.,Estudis i treballs tècnics.,15000,0,15000,0,0,0,0%
2017,9U078,RELACIONS CIUTADANES I PROXIMITAT,9241,SUPORT A LES ENTITATS,62301,MAQUINARIA,"Inversió nova en maquinària, instal·lacions tècniques i util",0,3957.74,3957.74,0,0,0,0%
2017,9U078,RELACIONS CIUTADANES I PROXIMITAT,9241,SUPORT A LES ENTITATS,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profesional,34000,2716.86,36716.86,18826.69,18826.69,0,51.28%
2017,9U078,RELACIONS CIUTADANES I PROXIMITAT,9241,SUPORT A LES ENTITATS,23300,Assistencies per òrgans col·legiats,Altres indemnitzacions,0,0,0,250,250,0,
2017,9U084,ÀMBIT ORGANITZACIÓ I TECNOLOGIA,9220,COORD. I ORGANITZACIÓ INSTITUCIONAL DE LES ENTITATS LOCALS,15006,Productivitat 25% laborals,Productivitat 25% laborals,0,0,0,0,0,0,
2017,9U084,ÀMBIT ORGANITZACIÓ I TECNOLOGIA,9220,COORD. I ORGANITZACIÓ INSTITUCIONAL DE LES ENTITATS LOCALS,1600003,Seguretat social personal laboral,Seguretat social personal laboral,0,0,0,0,0,0,
2017,9U085,TRANSPARÈNCIA I BON GOVERN,9230,INFORMACIÓ BÀSICA I ESTADÍSTICA,15005,Productivitat 25% funcionaris carrera,Productivitat 25%,606.14,0,606.14,0,0,0,0%
2017,9U085,TRANSPARÈNCIA I BON GOVERN,9230,INFORMACIÓ BÀSICA I ESTADÍSTICA,1600005,Seguretat Social funcionari interi,Seguretat social interins,11607.36,0,11607.36,0,0,0,0%
2017,1U065,OFICINA D'INSERCIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,14304,Retribucions personal interins per programes,Personal interi per programes subvencionats,0,34771.27,34771.27,5396.15,5396.15,0,15.52%
2017,1U065,OFICINA D'INSERCIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,1600010,Seguretat Social.,Seguretat Social.,0,10915.58,10915.58,0,0,0,0%
2017,9U001,ORGANS DE GOVERN,9120,ÒRGANS DE GOVERN,48000,TRANSFERENCIAS CTES. A PARTICULARES,Aportació a grups municipals,279300,0,279300,116375,114000,2375,41.67%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,23120,Del personal no directiu.,Del personal no directiu.,0,0,0,0,0,0,
2017,3U082,BIBLIOTECA,3321,BIBLIOTEQUES PÚBLIQUES,1600009,Seguretat Social. Personal interí reforços i substitucions,Seguretat Social. Personal interí reforços i substitucions,0,0,0,0,0,0,
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,22700,Neteja i lavabo.,Neteja i lavabo.,0,0,0,0,0,0,
2017,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,22606,"Reunions, conferències i cursos.","Reunions, conferències i cursos.",0,0,0,0,0,0,
2017,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,22001,"Premsa, revistes, llibres i altres publicacions.","Premsa, revistes, llibres i altres publicacions.",0,0,0,0,0,0,
2017,3U041,SERVEI DE CULTURA,3330,MUSEUS,21000,INFRAESTRUCTURA Y BIENES NATURALES,INFRAESTRUCTURA Y BIENES NATURALES,0,0,0,0,0,0,
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,22699,Altres despeses diverses,Altres despeses diverses,0,0,0,0,0,0,
2017,9U051,SEGURETAT CIUTADANA I PROTECCIÓ CIVIL,1320,SEGURETAT I ORDRE PÚBLIC,22601,Atencions protocol·làries i representatives.,Atencions protocol·làries i representatives.,0,0,0,0,0,0,
2017,1U005,ÀREA DE DESENVOLUPAMENT LOCAL,9202,SERVEIS GENERALS ÀREA DESENVOLUPAMENT ECONÒMIC LOCAL,23100,Dels membres dels òrgans de govern.,Dels membres dels òrgans de govern.,0,0,0,0,0,0,
2017,4U043,PLANIFICACIÓ,1510,URBANISME,22699,Altres despeses diverses,Altres despeses diverses,0,0,0,0,0,0,
2017,4U044,LLICÈNCIES,1511,LLICÈNCIES,12103,Altres complements.,Altres complements,839.39,0,839.39,115,115,0,13.7%
2017,1U081,PROJECTES ESTRATÈGICS,4390,PROJECTES ESTRATÈGICS I SUPRAMUNICIPALS,21000,INFRAESTRUCTURA Y BIENES NATURALES,INFRAESTRUCTURA Y BIENES NATURALES,0,21124.79,21124.79,0,0,0,0%
2017,9U078,RELACIONS CIUTADANES I PROXIMITAT,9241,SUPORT A LES ENTITATS,21400,Material de transport,"Reparació, mant. i conserv. elements de transport",0,0,0,744.73,744.73,0,
2017,3U011,SERVEI D'IGUALTAT,2312,DONA,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,0,0,0,720.16,720.16,0,
2017,3U041,SERVEI DE CULTURA,3330,MUSEUS,22103,Combustibles i carburants.,Combustibles i carburants.,0,204.9,204.9,145.19,145.19,0,70.86%
2017,4U044,LLICÈNCIES,1511,LLICÈNCIES,13000,Retribucions bàsiques.,Retribucions bàsiques,17399.2,0,17399.2,6213.95,6213.95,0,35.71%
2017,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.","Reparacions, manteniment i conservació de maquinària, instal",43710,5446.48,49156.48,17101.78,14378.38,2723.4,34.79%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profesional,24000.1,23669.62,47669.72,14047.36,14047.36,0,29.47%
2017,3U082,BIBLIOTECA,3321,BIBLIOTEQUES PÚBLIQUES,14301,Retribucions personal interí substitucions,Retribucions personal interí substitucions,0,0,0,2318.1,1142.36,1175.74,
2017,9U080,PROTECCIÓ CIVIL,1350,PROTECCIÓ CIVIL,21000,INFRAESTRUCTURA Y BIENES NATURALES,INFRAESTRUCTURA Y BIENES NATURALES,0,0,0,0,0,0,
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1610402,Indemnització al personal lab. per defunció,Indemnització al personal lab. per defunció,0,0,0,0,0,0,
2017,2U028,ARXIU,9201,SECRETARIA I ARXIU,2269923,Altres despeses diverses. Quotes,Altres despeses diverses. Quotes,0,0,0,0,0,0,
2017,3U033,SERVEIS SOCIALS,2310,ACCIÓ SOCIAL,12001,Sous del Grup A2.,Sous del Grup A2.,0,0,0,0,0,0,
2017,3U033,SERVEIS SOCIALS,2310,ACCIÓ SOCIAL,1600002,Seguretat social personal funcionari de carrera,Seguretat social personal funcionari de carrera,0,0,0,0,0,0,
2017,3U033,SERVEIS SOCIALS,2314,GENT GRAN I AMB DEPENDÈNCIA,2230099,Transports,Transports,0,0,0,0,0,0,
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,3370,JOVENTUT,20600,ARRENDAMIENTO DE EQUIPOS PARA PROCESOS DE INFORMACION,Arrendament d'equips per processos d'informació,0,0,0,0,0,0,
2017,1U016,COMERÇ,4310,COMERÇ,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,"Arrendament de maquinària, instal.lacions i utillatge",9000,8091.28,17091.28,9279.39,9279.39,0,54.29%
2017,1U016,COMERÇ,4310,COMERÇ,22601,Atencions protocol·làries i representatives.,Atencions protocol·làries i representatives.,0,99.2,99.2,0,0,0,0%
2017,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,"Arrendament maquinaria, instal·lacions i utillatge",0,795.64,795.64,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,2313,CIUTADANIA I CIVISME,22199,Altres subministraments.,Altres subministraments.,0,38.5,38.5,0,0,0,0%
2017,9U051,SEGURETAT CIUTADANA I PROTECCIÓ CIVIL,1320,SEGURETAT I ORDRE PÚBLIC,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,Arrendament de material de transport,175505.92,127201.41,302707.33,1072.46,1072.46,0,0.35%
2017,3U041,SERVEI DE CULTURA,3330,MUSEUS,22601,Atencions protocol·làries i representatives.,Atencions protocol·làries i representatives.,0,215.38,215.38,311.34,311.34,0,144.55%
2017,4U049,BRIGADA D'OBRES,1532,PAVIMENTACIÓ DE VIES PÚBLIQUES,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,Arrendament de material de transport,44190.56,6329.4,50519.96,1194.1,1194.1,0,2.36%
2017,9U002,GERENCIA,9125,GERÈNCIA,2269923,Altres despeses diverses. Quotes,Altres despeses diverses. Quotes,0,0,0,13619,13619,0,
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1610401,Indemnització per jubilació o invalidessa,Indemnització per jubilació o invalidessa,0,0,0,21717.95,13030.77,8687.18,
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,16204,Acció social.,Ajuts socials,103640.04,183382.4,287022.44,0,0,0,0%
2017,3U033,SERVEIS SOCIALS,2310,ACCIÓ SOCIAL,12101,Complement específic.,Complement específic,49244.46,-40000,9244.46,0,0,0,0%
2017,3U033,SERVEIS SOCIALS,2310,ACCIÓ SOCIAL,12103,Altres complements.,Altres complements,5946.64,36068.58,42015.22,0,0,0,0%
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,1600003,Seguretat social personal laboral,Seguretat Social,207044.38,-48000,159044.38,0,0,0,0%
2017,3U037,ESCOLES BRESSOLS,3264,ESCOLA BRESSOL LA BRUNA,14301,Retribucions personal interí substitucions,Retribucions substitucions,70397.29,-36068.58,34328.71,0,0,0,0%
2017,3U082,BIBLIOTECA,3321,BIBLIOTEQUES PÚBLIQUES,12101,Complement específic.,Complement Específic,50106.7,-40382.4,9724.3,0,0,0,0%
2017,1U016,COMERÇ,4311,FIRES,2260999,Activitats culturals i esportives,Activitats culturals i esportives,0,0,0,0,0,0,
2017,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,12003,Sous del Grup C1.,Sous del Grup C1.,0,0,0,0,0,0,
2017,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,12100,Complement de destinació funcionaris de carrera,Complement de destinació funcionaris de carrera,0,0,0,0,0,0,
2017,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,12103,Altres complements.,Altres complements.,0,0,0,0,0,0,
2017,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,1600002,Seguretat social personal funcionari de carrera,Seguretat social personal funcionari de carrera,0,0,0,0,0,0,
2017,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,12000,Sous del Grup A1.,Sous del Grup A1.,0,0,0,0,0,0,
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1600003,Seguretat social personal laboral,Seguretat social,57254.88,0,57254.88,1637.02,1637.02,0,2.86%
2017,1U064,OFICINA DE FORMACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,14303,Retribucions personal laboral per programes,Retribucions programes,21420.28,73744.56,95164.84,13840.76,13840.76,0,14.54%
2017,9U009,COMUNICACIÓ,4910,RADIO RUBÍ,22602,Publicitat i propaganda.,Publicitat i propaganda.,0,2057,2057,0,0,0,0%
2017,9U009,COMUNICACIÓ,9241,SUPORT A LES ENTITATS,22602,Publicitat i propaganda.,Publicitat i propaganda.,0,699.38,699.38,0,0,0,0%
2017,1U064,OFICINA DE FORMACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,14304,Retribucions personal interins per programes,Personal interi per programes subvencionats,0,167294.72,167294.72,9609.95,9609.95,0,5.74%
2017,3U033,SERVEIS SOCIALS,2310,ACCIÓ SOCIAL,48000,TRANSFERENCIAS CTES. A PARTICULARES,Ajuts individuals i familiars,450000,34338.97,484338.97,147789.6,124495.74,23293.86,30.51%
2017,4U045,PROJECTES I OBRES,1510,URBANISME,13002,Altres remuneracions.,Altres remuneracions.,70831.88,-25000,45831.88,0,0,0,0%
2017,1U081,PROJECTES ESTRATÈGICS,4390,PROJECTES ESTRATÈGICS I SUPRAMUNICIPALS,21600,Equips per a processos d'informació.,Equips per a processos d'informació.,0,0,0,0,0,0,
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,9200,SERVEIS GENERALS AREA SERVEIS TERRITORIALS,22199,Altres subministraments.,Altres subministraments.,0,0,0,0,0,0,
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,9242,COOPERACIÓ INTERNACIONAL,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,0,0,0,0,0,0,
2017,9U078,RELACIONS CIUTADANES I PROXIMITAT,9241,SUPORT A LES ENTITATS,22000,Ordinari no inventariable.,Ordinari no inventariable.,0,0,0,0,0,0,
2017,1U015,OFICINA DE SERVEI A L'EMPRESA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,23000,Dels membres dels òrgans de govern.,Dels membres dels òrgans de govern.,0,0,0,346,346,0,
2017,1U015,OFICINA DE SERVEI A L'EMPRESA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,23020,Del personal no directiu.,Del personal no directiu.,0,0,0,446,446,0,
2017,1U062,SERVEI D'OCUPACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,22203,Informàtiques.,Informàtiques.,0,242,242,0,0,0,0%
2017,4U046,ÀMBIT D'ESPAI PÚBLIC,1650,ENLLUMENAT PÚBLIC,22706,Estudis i treballs tècnics.,Estudis i treballs tècnics.,0,20963.25,20963.25,0,0,0,0%
2017,9U019,OAC,9250,ATENCIÓ AL CIUTADÀ,22602,Publicitat i propaganda.,Publicitat i propaganda.,0,0,0,29.04,29.04,0,
2017,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,22001,"Premsa, revistes, llibres i altres publicacions.","Premsa, revistes, llibres i altres publicacions.",0,73.94,73.94,0,0,0,0%
2017,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,22700,Neteja i lavabo.,Neteja i lavabo.,59.29,0,59.29,33.98,33.98,0,57.31%
2017,1U055,IDENTITAT I PROJECCIÓ I RELACIONS INTERNACIONALS,4320,IDENTITAT I PROJECCIÓ EXTERIOR,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profesional,65279.64,5223.18,70502.82,5125.56,5125.56,0,7.27%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,22603,Publicació en Diaris Oficials.,Publicacions en diaris oficials,25000,6130.35,31130.35,630,630,0,2.02%
2017,3U033,SERVEIS SOCIALS,2310,ACCIÓ SOCIAL,44900,Altres subv a ens públic i socied mercant de la Ent Local.,Aportació Finca Font del Ferro,566846.88,0,566846.88,312309.29,312309.29,0,55.1%
2017,1U062,SERVEI D'OCUPACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,"Arrendament maquinària, instal.lacions i utillatge",10000,2533.62,12533.62,4436.84,3701.9,734.94,35.4%
2017,2U013,ÀREA DE SERVEIS CENTRALS,9209,SERVEIS GENERALS ÀREA SERVEIS CENTRALS,22200,Serveis de Telecomunicacions.,Servei de telecomunicacions,201000.53,31959.4,232959.93,23602.53,12855.39,10747.14,10.13%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,9242,COOPERACIÓ INTERNACIONAL,22706,Estudis i treballs tècnics.,Estudis i treballs tècnics.,20000,12493.25,32493.25,9468.25,9468.25,0,29.14%
2017,3U041,SERVEI DE CULTURA,3330,MUSEUS,22699,Altres despeses diverses,Altres despeses diverses,41000,3357.59,44357.59,218.69,218.69,0,0.49%
2017,3U041,SERVEI DE CULTURA,3380,FESTES POPULARS,22199,Altres subministraments.,Altres subministraments.,0,2294,2294,3255.2,3255.2,0,141.9%
2017,3U041,SERVEI DE CULTURA,3330,MUSEUS,22602,Publicitat i propaganda.,Publicitat i propaganda,19000,0,19000,7309.02,7309.02,0,38.47%
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,22609,Activitats culturals i esportives,Activitats culturals i esportives,75600,2012.78,77612.78,1243.88,1243.88,0,1.6%
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,22602,Publicitat i propaganda.,Publicitat i propaganda,5000,0,5000,707.85,260.15,447.7,14.16%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,2313,CIUTADANIA I CIVISME,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profesional,107363.33,6621.7,113985.03,25948.44,20617.83,5330.61,22.76%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,2020099,Arrendament d'edificis i altres construccions,Arrendament d'edificis i altres construccions,0,0,0,0,0,0,
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,9200,SERVEIS GENERALS AREA SERVEIS TERRITORIALS,2140099,Material de transport,Material de transport,0,0,0,0,0,0,
2017,1U005,ÀREA DE DESENVOLUPAMENT LOCAL,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,14303,Retribucions personal laboral per programes,Personal temporal per programes subvencionats,0,27302.62,27302.62,1924.49,1924.49,0,7.05%
2017,1U005,ÀREA DE DESENVOLUPAMENT LOCAL,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,1600008,Seguretat Social personal temporal programes subvencionats,Seguretat Social personal temporal programes subvencionats,0,9074.18,9074.18,0,0,0,0%
2017,4U047,PARCS I JARDINS,1710,PARCS I JARDINS,21000,INFRAESTRUCTURA Y BIENES NATURALES,"Reparacions, manteniment i conservació d'infraestructures i",1378669.03,96250.81,1474919.84,35899.65,35899.65,0,2.43%
2017,4U050,MOBILITAT,1340,MOBILITAT,22199,Altres subministraments.,Altres subministraments.,0,1743.11,1743.11,1741.13,1741.13,0,99.89%
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,9200,SERVEIS GENERALS AREA SERVEIS TERRITORIALS,2210399,Combustibles i carburants.,Combustibles i carburants.,0,0,0,3127.88,3127.88,0,
2017,4U050,MOBILITAT,1340,MOBILITAT,21000,INFRAESTRUCTURA Y BIENES NATURALES,INFRAESTRUCTURA Y BIENES NATURALES,195000,123.51,195123.51,28869.62,28869.62,0,14.8%
2017,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,21600,Equips per a processos d'informació.,Equips per a processos d'informació.,0,0,0,235.95,235.95,0,
2017,4U046,ÀMBIT D'ESPAI PÚBLIC,9208,MANTENIMENT DEPENDÈNCIES MUNICIPALS,22102,Gas.,Gas,255297.68,41540.35,296838.03,150198.01,150198.01,0,50.6%
2017,4U046,ÀMBIT D'ESPAI PÚBLIC,1650,ENLLUMENAT PÚBLIC,22100,Energia elèctrica.,Energia elèctrica,509704.74,1100.07,510804.81,279970.53,275000.52,4970.01,54.81%
2017,4U046,ÀMBIT D'ESPAI PÚBLIC,9208,MANTENIMENT DEPENDÈNCIES MUNICIPALS,22100,Energia elèctrica.,Energia elèctrica,1310677.05,139580.16,1450257.21,346070.4,339946.7,6123.7,23.86%
2017,1U016,COMERÇ,4310,COMERÇ,1200601,Triennis interins,Triennis interins,0,0,0,526.8,526.8,0,
2017,1U064,OFICINA DE FORMACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,2269924,Altres despeses diverses,Altres despeses diverses. Assegurances,0,1350,1350,0,0,0,0%
2017,1U063,OFICINA D'INFORMACIÓ I ORIENTACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,14304,Retribucions personal interins per programes,Personal interi per programes subvencionats,0,41826.74,41826.74,4329.17,4329.17,0,10.35%
2017,1U063,OFICINA D'INFORMACIÓ I ORIENTACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profes.,0,10351.5,10351.5,4350,300,4050,42.02%
2017,1U064,OFICINA DE FORMACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,2219901,Altres subministraments.,Altres subministraments. Material cursos,0,73585.73,73585.73,21241.91,11582.85,9659.06,28.87%
2017,1U064,OFICINA DE FORMACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,22699,Altres despeses diverses,Altres despeses diverses,0,6480,6480,4772.49,4485,287.49,73.65%
2017,1U064,OFICINA DE FORMACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,2279901,Descripción Económica,Altres treballs realitzats per altres empreseses. Formadors,0,539622.07,539622.07,138568,104782,33786,25.68%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,16000,Seguretat Social.,Seguretat Social,9534.12,0,9534.12,29075.65,29075.65,0,304.96%
2017,1U064,OFICINA DE FORMACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,4800001,TRANSFERENCIAS CTES. A PARTICULARES,Incentius alumnes cursos,0,54000,54000,5550,0,5550,10.28%
2017,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,1200601,Triennis interins,Triennis interins,0,0,0,66.45,66.45,0,
2017,4U043,PLANIFICACIÓ,1510,URBANISME,1200601,Triennis interins,Triennis interins,0,0,0,430.8,430.8,0,
2017,1U005,ÀREA DE DESENVOLUPAMENT LOCAL,9202,SERVEIS GENERALS ÀREA DESENVOLUPAMENT ECONÒMIC LOCAL,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,2963.17,2963.17,0,
