Nß Inventario;Unidad Administrativa (WEB);Tipo de veh°culo;Modelo;A§o matriculaci¢n;;;;;;;;
578;SERVICIO DE LIMPIEZA;CAMI‡N;RENAULT 180 CON EQUIPO DE RIEGO.;1997;;;;;;;;
814;SERVICIO DE LIMPIEZA;CAMI‡N;RENAULT 280.18 ROS ROCA RECOLECTOR;2007;;;;;;;;
1025;SERVICIO DE LIMPIEZA;CAMI‡N;RENAULT 29CHB RECOLECTOR CARGA LATERAL;2006;;;;;;;;
1024;SERVICIO DE LIMPIEZA;CAMI‡N;RENAULT 29CHB RECOLECTOR CARGA LATERAL;2006;;;;;;;;
1026;SERVICIO DE LIMPIEZA;CAMI‡N;RENAULT 320.26 RECOLECTOR CARGA LATERAL;2010;;;;;;;;
947;SERVICIO DE LIMPIEZA;CAMI‡N;RENAULT CROS 270.18 RECOLECTOR;2006;;;;;;;;
948;SERVICIO DE LIMPIEZA;CAMI‡N;RENAULT CROS 270.18 RECOLECTOR;2006;;;;;;;;
950;SERVICIO DE LIMPIEZA;CAMI‡N;RENAULT FARID RECOLECTOR CARGA LATERAL;2006;;;;;;;;
951;SERVICIO DE LIMPIEZA;CAMI‡N;RENAULT FARID RECOLECTOR CARGA LATERAL;2006;;;;;;;;
949;SERVICIO DE LIMPIEZA;CAMI‡N;RENAULT FARID RECOLECTOR CARGA LATERAL ;2006;;;;;;;;
952;SERVICIO DE LIMPIEZA;CAMI‡N;RENAULT FARID RECOLECTOR CARGA LATERAL ;2006;;;;;;;;
985;SERVICIO DE LIMPIEZA;CAMI‡N;RENAULT M 180.12;2006;;;;;;;;
800;SERVICIO DE LIMPIEZA;CAMI‡N;RENAULT PREMIUN 320.26 CON RECOLECTOR CARGA LATERAL.;2004;;;;;;;;
514;SERVICIO DE LIMPIEZA;CAMI‡N;RENAULT, MODELO 180.12;1994;;;;;;;;
444;SERVICIO DE LIMPIEZA;CAMI‡N;VOLVO  MOD. FL7 4x2 E RECOLECTOR;1994;;;;;;;;
406;SERVICIO DE LIMPIEZA;CAMI‡N;VOLVO FL 7 4X2 CISTERNA RIEGO;1992;;;;;;;;
362;SERVICIO DE LIMPIEZA;CAMI‡N;VOLVO FL-611;1992;;;;;;;;
409;SERVICIO DE LIMPIEZA;CAMI‡N;VOLVO FL-7 4X2 E RECOLECTOR;1992;;;;;;;;
361;SERVICIO DE LIMPIEZA;CAMI‡N;VOLVO FL7 CH-44 CISTERNA RIEGO;1992;;;;;;;;
313;SERVICIO DE LIMPIEZA;CAMI‡N;VOLVO FL-7 CH44 CISTERNA RIEGO;1990;;;;;;;;
323;SERVICIO DE LIMPIEZA;CAMI‡N;VOLVO FL-7 CH48 CISTERNA RIEGO;1991;;;;;;;;
910;SERVICIO DE LIMPIEZA;FURGONETA;CAJA ABIERTA PEUGEOT MODELO BOXER;1998;;;;;;;;
912;SERVICIO DE LIMPIEZA;FURGONETA;CAJA ABIERTA PEUGEOT MODELO BOXER;1998;;;;;;;;
984;SERVICIO DE LIMPIEZA;FURGONETA;CAJA CON PLATAFORMA MERCEDES BENZ MB 313 CDI;2011;;;;;;;;
799;SERVICIO DE LIMPIEZA;FURGONETA;CON CAJA IVECO DAILY MOD.35C10 DCN.;2004;;;;;;;;
903;SERVICIO DE LIMPIEZA;FURGONETA;CON CAJA RENAULT MAXITY 130.35/S;2007;;;;;;;;
904;SERVICIO DE LIMPIEZA;FURGONETA;CON CAJA RENAULT MAXITY 130.35/S;2007;;;;;;;;
801;SERVICIO DE LIMPIEZA;FURGONETA;CON CAJA Y PLATAFORMA IVECO 50C14CH.;2005;;;;;;;;
728;SERVICIO DE LIMPIEZA;FURGONETA;CON EQUIPO DE LAVADO IVECO 35S11;2001;;;;;;;;
906;SERVICIO DE LIMPIEZA;FURGONETA;CON EQUIPO QUITAPINTADAS IVECO DAILY 40L;2008;;;;;;;;
691;SERVICIO DE LIMPIEZA;FURGONETA;CON PLATAFORMA IVECO 35C11.;2000;;;;;;;;
920;SERVICIO DE LIMPIEZA;FURGONETA;FIAT DUCATO (CON CAJA);2008;;;;;;;;
919;SERVICIO DE LIMPIEZA;FURGONETA;FIAT DUCATO (CON CAJA);2008;;;;;;;;
917;SERVICIO DE LIMPIEZA;FURGONETA;IVECO (CON EQUIPO AUXILIAR 1200 LITROS) MODELO 35C12;2009;;;;;;;;
687;SERVICIO DE LIMPIEZA;FURGONETA;IVECO CON EQUIPO DE QUITAPINTADAS 35E10;1999;;;;;;;;
1162;SERVICIO DE LIMPIEZA;FURGONETA;IVECO DAILY FURGONETA;2015;;;;;;;;
1163;SERVICIO DE LIMPIEZA;FURGONETA;IVECO DAILY FURGONETA;2015;;;;;;;;
724;SERVICIO DE LIMPIEZA;FURGONETA;PEUGEOT BOX CH 2.2 HDI;2002;;;;;;;;
725;SERVICIO DE LIMPIEZA;FURGONETA;PEUGEOT BOX CH 2.2 HDI;2002;;;;;;;;
513;SERVICIO DE LIMPIEZA;FURGONETA;RENAULT EXPRES MODELO 1.9-D.;1994;;;;;;;;
429;SERVICIO DE LIMPIEZA;FURGONETA;RENAULT EXPRES SENDA Nß CHASIS VFI F 404M511456995;1992;;;;;;;;
430;SERVICIO DE LIMPIEZA;FURGONETA;RENAULT EXPRES-SENDA Nß CHASIS VF1F404M511332581;1992;;;;;;;;
689;SERVICIO DE LIMPIEZA;MOTOCICLETA;GILERA RUNNER 40 DD;2000;;;;;;;;
913;SERVICIO DE LIMPIEZA;OTROS TIPOS;BALDEADORA EUROVOIRE MODELO BWF;;;;;;;;;
798;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA AUTOPROPULSADA MARCA CITY CAT BUCHER MOD.2020 XL.;2000;;;;;;;;
796;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA AUTOPROPULSADA MARCA ECOLOGICA ECO 101.;2000;;;;;;;;
797;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA AUTOPROPULSADA MARCA ECOLOGICA MOD.ECO 101.;2000;;;;;;;;
956;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA BUCHER CITY CAT 2020;2000;;;;;;;;
945;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA BUCHER CITY CAT 2020;2001;;;;;;;;
957;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA CITY CAT 2020;2000;;;;;;;;
958;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA CITY CAT 2020;2000;;;;;;;;
795;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA MARCA ELGIN MOD.PELICAN P.;2000;;;;;;;;
922;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA MATHIEU AZURA;2001;;;;;;;;
737;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA MODELO ECO 80;2000;;;;;;;;
701;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA RAVO 5002 CD;2000;;;;;;;;
944;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA RAVO 540;2001;;;;;;;;
723;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA RAVO 540 CD;2000;;;;;;;;
953;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA RAVO 540 CD;2000;;;;;;;;
954;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA RAVO 540 CD;2000;;;;;;;;
955;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA RAVO 540 CD;2000;;;;;;;;
983;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA RAVO 540 CD;2001;;;;;;;;
986;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA RAVO 540 CD;2001;;;;;;;;
987;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA RAVO 540 CD;2001;;;;;;;;
1157;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA RAVO 540 CD;;;;;;;;;
918;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA ROS ROCA CITY CAT 5000 XL;2001;;;;;;;;
580;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA-FREGADORA AMERICAN LINCOLN 7760;;;;;;;;;
907;SERVICIO DE LIMPIEZA;OTROS TIPOS;BARREDORA-FREGADORA MATHIEU AZURA;2000;;;;;;;;
946;SERVICIO DE LIMPIEZA;OTROS TIPOS;CAJA RECOLECTORA SITA ECOMAC 25;;;;;;;;;
826;SERVICIO DE LIMPIEZA;OTROS TIPOS;FREGADORA MATHIEU AQUAZURA;;;;;;;;;
408;SERVICIO DE LIMPIEZA;OTROS TIPOS;PALA CARGADORA VOLVO BM- MOD. L 50 B;;;;;;;;;
902;SERVICIO DE LIMPIEZA;OTROS TIPOS;PALA CARGADORA VOLVO L110E;2000;;;;;;;;
925;SERVICIO DE LIMPIEZA;OTROS TIPOS;PALA CARGADORA VOLVO L50F;2001;;;;;;;;
482;SERVICIO DE LIMPIEZA;OTROS TIPOS;RECOLECTOR CARGA LATERAL IVECO A1 VLK0;1997;;;;;;;;
915;SERVICIO DE LIMPIEZA;OTROS TIPOS;RECOLECTOR RENAULT  MODELO ECOLAT 320.26;2008;;;;;;;;
905;SERVICIO DE LIMPIEZA;OTROS TIPOS;VEH÷CULO CISTERNA RIEGO RENAULT MIDLUM 220.16;2008;;;;;;;;
916;SERVICIO DE LIMPIEZA;OTROS TIPOS;VEH÷CULO CISTERNA RIEGO Y BALDEO RENAULT 220.16;2008;;;;;;;;
311;SERVICIO DE LIMPIEZA;OTROS TIPOS;VOLVO FL-7 CON COMPACTADORA SITA Y ELEVACONTENEDOR ZOLLER;1990;;;;;;;;
310;SERVICIO DE LIMPIEZA;OTROS TIPOS;VOLVO FL-7 CON COMPACTADORA TRITURADORA Y ELEVACONTENEDORES;1990;;;;;;;;
317;SERVICIO DE LIMPIEZA;OTROS TIPOS;VOLVO FL-7 CON COMPACTADORA-TRITURADORA Y ELEVACONTEN.;1991;;;;;;;;
316;SERVICIO DE LIMPIEZA;OTROS TIPOS;VOLVO TD-71FS245HP  CON ELEVACONTENEDORES;1991;;;;;;;;
1191;SERVICIO DE LIMPIEZA;CAMI‡N;MIXTO IVECO 70C17;2016;;;;;;;;
1153;SERVICIO DE MEDIO AMBIENTE;AUTOM‡VIL;RENAULT CLIO ;2014;;;;;;;;
432;SERVICIO DE MEDIO AMBIENTE;AUTOM‡VIL;RENAULT LAGUNA;1991;;;;;;;;
1194;SERVICIO DE MEDIO AMBIENTE;AUTOM‡VIL;TOYOTA YARIS HIBRID;2017;;;;;;;;
1032;SERVICIO DE PARQUES Y JARDINES;AUTOM‡VIL;NISSAN PICK UP;2005;;;;;;;;
1036;SERVICIO DE PARQUES Y JARDINES;AUTOM‡VIL;NISSAN PICK UP NP300;2008;;;;;;;;
1031;SERVICIO DE PARQUES Y JARDINES;AUTOM‡VIL;NISSAN PRIMASTAR;2005;;;;;;;;
1037;SERVICIO DE PARQUES Y JARDINES;AUTOM‡VIL;NISSAN X-TRAIL;2010;;;;;;;;
1033;SERVICIO DE PARQUES Y JARDINES;AUTOM‡VIL;RENAULT CLIO;2010;;;;;;;;
812;SERVICIO DE PARQUES Y JARDINES;AUTOM‡VIL;RENAULT CLIO CAMPUS;2006;;;;;;;;
422;SERVICIO DE PARQUES Y JARDINES;CAMI‡N;IVECO 80315 CUBA ;1992;;;;;;;;
1034;SERVICIO DE PARQUES Y JARDINES;CAMI‡N;IVECO ML80EL18;2006;;;;;;;;
1063;SERVICIO DE PARQUES Y JARDINES;CAMI‡N;MECAPLUS MTP-10 PLATAFORMA ELEVADORA;2001;;;;;;;;
574;SERVICIO DE PARQUES Y JARDINES;CAMI‡N;NISSAN ECO-100 PORTACONTENEDORES;1998;;;;;;;;
1035;SERVICIO DE PARQUES Y JARDINES;CAMI‡N;RENAULT 180.8-B PORTACONTENEDORES;2004;;;;;;;;
575;SERVICIO DE PARQUES Y JARDINES;FURGONETA;HYUNDAI.;1998;;;;;;;;
442;SERVICIO DE PARQUES Y JARDINES;FURGONETA;RENAULT EXPRESS 1.1 COMBI;1993;;;;;;;;
1030;SERVICIO DE PARQUES Y JARDINES;MOTOCICLETA;PIAGGIO PORTER QUARGO;2008;;;;;;;;
1041;SERVICIO DE PARQUES Y JARDINES;MOTOCICLETA;PIAGGIO TYPHOON 50;2002;;;;;;;;
1043;SERVICIO DE PARQUES Y JARDINES;MOTOCICLETA;PIAGGIO TYPHOON 50;2002;;;;;;;;
1045;SERVICIO DE PARQUES Y JARDINES;MOTOCICLETA;PIAGGIO TYPHOON 50;2002;;;;;;;;
1046;SERVICIO DE PARQUES Y JARDINES;MOTOCICLETA;PIAGGIO TYPHOON 50;2002;;;;;;;;
1047;SERVICIO DE PARQUES Y JARDINES;MOTOCICLETA;PIAGGIO TYPHOON 50;2002;;;;;;;;
1048;SERVICIO DE PARQUES Y JARDINES;MOTOCICLETA;PIAGGIO TYPHOON 50;2002;;;;;;;;
1040;SERVICIO DE PARQUES Y JARDINES;MOTOCICLETA;TGB DELIVERY 125;2002;;;;;;;;
1042;SERVICIO DE PARQUES Y JARDINES;MOTOCICLETA;TGB DELIVERY 125;2002;;;;;;;;
1065;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;CORTACESPED ETESIA H124D;;;;;;;;;
1055;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;DUMPER AUSA 120 DA;2001;;;;;;;;
1052;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;DUMPER AUSA 120 DA PLUS;2001;;;;;;;;
1062;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;DUMPER AUSA 150 DA PLUS;2001;;;;;;;;
1058;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;DUMPER AUSA 150 RMA;2001;;;;;;;;
1061;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;DUMPER AUSA M50 X4;2001;;;;;;;;
1049;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;DUMPER MZ IMER 1500 HDA;2001;;;;;;;;
1054;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;DUMPER MZ IMER 1500 HDA;2001;;;;;;;;
1056;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;DUMPER MZ IMER 1500 HDA;2001;;;;;;;;
1059;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;DUMPER MZ IMER 1500 HDA;2001;;;;;;;;
1064;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;GATOR JOHN DEERE;;;;;;;;;
722;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;GILERA RUNNER 50 DD;2000;;;;;;;;
720;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;GILERA RUNNER 50 DD;2000;;;;;;;;
1038;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;GILERA RUNNER 50 DD;2001;;;;;;;;
1039;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;GILERA RUNNER 50 DD;2001;;;;;;;;
1044;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;GILERA RUNNER 50 DD;2001;;;;;;;;
1053;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;GOUPIL G31;2001;;;;;;;;
721;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;IVECO HL30EL 15 BASCULANTE - PLUMA;2001;;;;;;;;
382;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;MAQUINA FUMIGAR MARCA APE-TM-P.703;1989;;;;;;;;
153;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;NISSAN MIXTO (DOBLE CABINA) L-45;1990;;;;;;;;
421;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;TRACTOR ANTONI CARRARO TIPO T5500 4X4;;;;;;;;;
1050;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;TRACTOR JOHN DEERE 455 495;2001;;;;;;;;
1057;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;TRACTOR JOHN DEERE FHC MILENIO;2001;;;;;;;;
1051;SERVICIO DE PARQUES Y JARDINES;OTROS TIPOS;TRACTOR PALA JOHN DEERE 600 61204WD;2001;;;;;;;;
374;SERVICIO DE SALUD Y CONSUMO;AUTOM‡VIL;FORD COURIER 1.3 COMBI;1992;;;;;;;;
470;SERVICIO DE SALUD Y CONSUMO;AUTOM‡VIL;FORD CUORIER 1.3 COMBI;1993;;;;;;;;
468;SERVICIO DE SALUD Y CONSUMO;AUTOM‡VIL;FORD FIESTA 1.1 MODELO CHEERS BLANCO;1993;;;;;;;;
469;SERVICIO DE SALUD Y CONSUMO;AUTOM‡VIL;FORD FIESTA 1.1. MODELO CHEERS BLANCO;1993;;;;;;;;
789;SERVICIO DE SALUD Y CONSUMO;AUTOM‡VIL;RENAULT EXPRESS.;2000;;;;;;;;
854;SERVICIO DE SALUD Y CONSUMO;AUTOM‡VIL;RENAULT TRAFIC;2008;;;;;;;;
1029;SERVICIO DE SALUD Y CONSUMO;AUTOM‡VIL;TOYOTA PRIUS 1.5;2005;;;;;;;;
788;SERVICIO DE SALUD Y CONSUMO;FURGONETA;PEUGEOT BOXER.;2005;;;;;;;;
1193;SERVICIO DE SALUD Y CONSUMO;AUTOM‡VIL;YARIS HSD ACTIVE;2017;;;;;;;;
129;SERVICIO DE SALUD Y CONSUMO-NEVASA;OTROS TIPOS;CARRETILLA ELEVADORA FENWICH;;;;;;;;;
128;SERVICIO DE SALUD Y CONSUMO-NEVASA;OTROS TIPOS;DUMPER BASCULANTE;1991;;;;;;;;
1077;SOCIEDAD MUNICIPAL DE SUELO Y VIVIENDA DE VALLADOLID (VIVA);AUTOM‡VIL;JEEP GRAND CHEROKEE;2001;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
