CODI CARRER,NÚMERO,PARITAT,LOCALITZACIÓ
2273,84-88,E,"(41.593333, 2.274477)"
2273,94-96,E,"(41.592459, 2.274365)"
2273,98-102,E,"(41.592006, 2.274338)"
2273,104-112,E,"(41.591165, 2.274194)"
2273,101-111,O,"(41.591379, 2.274798)"
2273,152,E,"(41.587064, 2.273814)"
2273,148-150,E,"(41.587455, 2.273847)"
2273,156-166,E,"(41.586446, 2.273677)"
2273,155-157,O,"(41.586599, 2.274431)"
2544,25-27,O,"(41.593307, 2.281943)"
2162,20-26,E,"(41.5931, 2.282133)"
2162,14-18,E,"(41.593007, 2.282808)"
2547,23-25,O,"(41.594066, 2.282409)"
2730,71-75,O,"(41.570039, 2.267176)"
2273,206-212,E,"(41.581131, 2.273093)"
2273,168-180,E,"(41.584874, 2.273575)"
2273,177-183,O,"(41.584048, 2.274012)"
2273,169-175,O,"(41.584791, 2.274118)"
2273,190-192,E,"(41.582982, 2.273402)"
2273,187-189,O,"(41.583263, 2.273922)"
2273,191-197,O,"(41.58263, 2.273869)"
2273,217-225D,O,"(41.579975, 2.273583)"
2273,217-225I,O,"(41.580168, 2.274002)"
2273,217-225J,O,"(41.580044, 2.274053)"
2273,217-225K,O,"(41.579954, 2.274022)"
2273,217-225C,O,"(41.580073, 2.273592)"
2273,214-220,E,"(41.580425, 2.273123)"
2273,217-225A,O,"(41.580334, 2.273625)"
2273,217-225B,O,"(41.580179, 2.273603)"
2273,227-229,O,"(41.579148, 2.273478)"
2273,217-225N,O,"(41.579533, 2.27394)"
2273,217-225O,O,"(41.579372, 2.273914)"
2273,217-225F,O,"(41.579761, 2.273557)"
2273,217-225M,O,"(41.579731, 2.273932)"
2273,217-225E,O,"(41.579893, 2.273574)"
2273,217-225L,O,"(41.579877, 2.273989)"
2273,217-225G,O,"(41.579572, 2.273543)"
2273,222-232,E,"(41.579319, 2.272997)"
2273,213B,O,"(41.580607, 2.274328)"
2273,209B,O,"(41.581003, 2.274478)"
2273,211B,O,"(41.580843, 2.274416)"
2273,217-225H,O,"(41.58032, 2.274136)"
2273,236-240,E,"(41.578513, 2.272798)"
2273,242-244,E,"(41.578157, 2.272831)"
2273,246-258,E,"(41.577074, 2.272697)"
2238,16,E,"(41.604194, 2.29137)"
2189,69-71,O,"(41.602089, 2.290974)"
2233,146C,E,"(41.621056, 2.293619)"
2233,146D,E,"(41.62131, 2.293642)"
2183,4,E,"(41.610678, 2.303056)"
2472,3-5,O,"(41.609134, 2.300566)"
2273,114,E,"(41.589307, 2.27406)"
2235,53,O,"(41.604877, 2.284437)"
2498,6,E,"(41.609265, 2.296563)"
2498,10,E,"(41.608604, 2.297185)"
2401,1,O,"(41.611094, 2.287111)"
2247,92,E,"(41.605051, 2.286254)"
2368,3,B,"(41.607837, 2.285818)"
2730,74-84,E,"(41.570362, 2.267012)"
2240,36,E,"(41.611044, 2.28553)"
2300,76B,E,"(41.610915, 2.285807)"
2051,326,E,"(41.618438, 2.29129)"
2338,12,E,"(41.608139, 2.289928)"
2348,9,O,"(41.607232, 2.290378)"
2143,28,E,"(41.606066, 2.288983)"
2143,30,E,"(41.606026, 2.288976)"
2086,29-31,O,"(41.613407, 2.292818)"
2317,28-30,E,"(41.60438, 2.297685)"
2455,4,E,"(41.595214, 2.284652)"
1799,51,O,"(41.596322, 2.282258)"
1799,55,O,"(41.595919, 2.282206)"
1799,57,O,"(41.595708, 2.282173)"
2360,79,O,"(41.606731, 2.29384)"
1802,11,O,"(41.591407, 2.282666)"
2317,56,E,"(41.605456, 2.298065)"
2126,45,O,"(41.606868, 2.297362)"
2244,5,O,"(41.613262, 2.289349)"
2188,18B,E,"(41.609816, 2.286024)"
2131,143B,O,"(41.602819, 2.294813)"
2131,143A,O,"(41.602898, 2.294713)"
1899,39,O,"(41.615344, 2.293863)"
2138,28,E,"(41.61587, 2.293895)"
2193,47,O,"(41.614835, 2.279352)"
2058,25,O,"(41.600071, 2.267623)"
2712,7,O,"(41.606269, 2.278903)"
2712,9,O,"(41.606263, 2.278968)"
1890,22,E,"(41.612159, 2.286541)"
2085,115,O,"(41.599869, 2.287278)"
2263,86i,E,"(41.601651, 2.290165)"
2428,2,E,"(41.595811, 2.287334)"
2022,32,E,"(41.608047, 2.295651)"
2243,6,E,"(41.599414, 2.286585)"
2270,3,O,"(41.607545, 2.284696)"
2270,5,O,"(41.60751, 2.284472)"
232,12-14,E,"(41.580177, 2.27862)"
2093,32,B,"(41.583821, 2.279201)"
2093,33,B,"(41.583749, 2.279368)"
2093,34,B,"(41.583983, 2.279207)"
2428,22,E,"(41.595618, 2.288845)"
2738,3,O,"(41.594939, 2.28668)"
2738,1,O,"(41.594968, 2.286352)"
2080,37,O,"(41.613327, 2.288438)"
2244,32,E,"(41.614146, 2.287379)"
2297,108,E,"(41.612426, 2.292969)"
2094,216,E,"(41.616392, 2.292966)"
46,74B,E,"(41.613099, 2.278359)"
46,74A,E,"(41.613073, 2.278415)"
2302,12,B,"(41.57839, 2.283702)"
2496,3,B,"(41.578534, 2.282645)"
2496,4,B,"(41.578561, 2.282519)"
2414,4,B,"(41.582582, 2.280586)"
2414,5,B,"(41.582546, 2.28074)"
2414,6,B,"(41.582537, 2.28079)"
2414,7,B,"(41.582516, 2.280888)"
2272,1,B,"(41.58213, 2.283836)"
2272,2,B,"(41.582084, 2.284063)"
2272,3,B,"(41.582066, 2.284143)"
2272,4,B,"(41.582051, 2.284223)"
2272,5,B,"(41.582032, 2.284315)"
2272,6,B,"(41.582011, 2.284411)"
2272,7,B,"(41.581986, 2.28454)"
2272,8,B,"(41.581967, 2.28464)"
2272,9,B,"(41.581921, 2.284667)"
2001,BL.1,B,"(41.580887, 2.283721)"
2363,253,O,"(41.585052, 2.284239)"
2363,227,O,"(41.585189, 2.284271)"
2363,225,O,"(41.585289, 2.284293)"
2363,223,O,"(41.585618, 2.284386)"
2363,213,O,"(41.586336, 2.284518)"
2363,289,O,"(41.584148, 2.284056)"
2363,305,O,"(41.583106, 2.28387)"
2053,37,O,"(41.586225, 2.282135)"
2053,33,O,"(41.586206, 2.282459)"
2053,29,O,"(41.586183, 2.282887)"
2053,45,O,"(41.58625, 2.281463)"
2053,47,O,"(41.58625, 2.281403)"
2053,4,E,"(41.586354, 2.283493)"
2053,60,E,"(41.586426, 2.280817)"
2053,68,E,"(41.586419, 2.280295)"
2053,62,E,"(41.586428, 2.280663)"
2053,58,E,"(41.586412, 2.280993)"
2053,44,E,"(41.586514, 2.281977)"
2268,1,B,"(41.579291, 2.283207)"
2268,2,B,"(41.579252, 2.283425)"
2268,3,B,"(41.579228, 2.283536)"
2268,5,B,"(41.579161, 2.28368)"
2302,7,B,"(41.578447, 2.284154)"
232,10,E,"(41.580248, 2.278656)"
232,8,E,"(41.580287, 2.278677)"
232,6,E,"(41.580335, 2.278703)"
232,4,E,"(41.580526, 2.278819)"
232,2,E,"(41.580814, 2.279065)"
232,16,E,"(41.580121, 2.278543)"
232,18,E,"(41.580006, 2.278502)"
2511,2,E,"(41.606607, 2.269747)"
2579,1,,"(41.599739, 2.296127)"
2292,29,O,"(41.610658, 2.290078)"
2320,26,E,"(41.592336, 2.280758)"
2579,3,O,"(41.599907, 2.296205)"
2245,17,O,"(41.609385, 2.285129)"
2127,25,O,"(41.60838, 2.294421)"
2127,29,O,"(41.608769, 2.294554)"
2185,150,E,"(41.612484, 2.294827)"
272,76,E,"(41.569932, 2.268143)"
272,78,E,"(41.569838, 2.268055)"
272,80,E,"(41.569752, 2.26798)"
272,82,E,"(41.569665, 2.267903)"
272,84,E,"(41.569577, 2.267828)"
272,86,E,"(41.569483, 2.267749)"
272,88,E,"(41.569398, 2.267672)"
272,90,E,"(41.569286, 2.267583)"
2359,15,O,"(41.61215, 2.289239)"
2271,84,E,"(41.603145, 2.289377)"
2259,11,O,"(41.611917, 2.277903)"
2248,30,E,"(41.616888, 2.288585)"
2245,48,E,"(41.6103, 2.284379)"
2723,44,E,"(41.608084, 2.303048)"
2723,14,E,"(41.610161, 2.303689)"
2723,20,E,"(41.609715, 2.303649)"
2723,24,E,"(41.609457, 2.303573)"
2723,26,E,"(41.609292, 2.303517)"
2723,28,E,"(41.609184, 2.30349)"
2723,30,E,"(41.609054, 2.303448)"
2723,32,E,"(41.608905, 2.303401)"
2723,34,E,"(41.608793, 2.303346)"
2723,36,E,"(41.608633, 2.303287)"
2723,38,E,"(41.608521, 2.303238)"
2723,40,E,"(41.6084, 2.303194)"
2723,42,E,"(41.608196, 2.303113)"
2183,33,O,"(41.608552, 2.302547)"
2183,31,O,"(41.608655, 2.302596)"
2183,29,O,"(41.608779, 2.302645)"
2183,27,O,"(41.60891, 2.3027)"
2183,23,O,"(41.609181, 2.302791)"
2183,21,O,"(41.609321, 2.302843)"
2183,19,O,"(41.60945, 2.302894)"
2183,17,O,"(41.609584, 2.30294)"
2183,15,O,"(41.609723, 2.302983)"
2183,13,O,"(41.60985, 2.303035)"
2183,11,O,"(41.609978, 2.303077)"
1946,30,E,"(41.605377, 2.29369)"
1946,32,E,"(41.60546, 2.293721)"
1946,34,E,"(41.60552, 2.293713)"
1946,36,E,"(41.605568, 2.293706)"
1946,38,E,"(41.605614, 2.2937)"
1946,40,E,"(41.605659, 2.293694)"
1946,42,E,"(41.605708, 2.293688)"
1946,44,E,"(41.605753, 2.293681)"
1946,46,E,"(41.605798, 2.293678)"
1899,5,O,"(41.615703, 2.29166)"
1891,42,E,"(41.60044, 2.289903)"
1890,10,E,"(41.611936, 2.287274)"
2338,25,O,"(41.60823, 2.290815)"
2233,86,E,"(41.620799, 2.292765)"
2455,1,O,"(41.594698, 2.285713)"
2204,6,E,"(41.605626, 2.289152)"
2258,13,O,"(41.60898, 2.28983)"
2158,23,O,"(41.615992, 2.289394)"
2412,3,O,"(41.598809, 2.289042)"
2245,35,O,"(41.610319, 2.284065)"
2118,89,O,"(41.612032, 2.289841)"
2294,11,O,"(41.613035, 2.292354)"
2235,62,E,"(41.604105, 2.284349)"
2358,7,O,"(41.613444, 2.281588)"
2051,65,O,"(41.610744, 2.288234)"
2112,12,E,"(41.610785, 2.287808)"
2102,10,E,"(41.611502, 2.27864)"
2102,12,E,"(41.611462, 2.278626)"
2102,14,E,"(41.611392, 2.278599)"
2094,183,O,"(41.61596, 2.292419)"
2094,217,O,"(41.61822, 2.293088)"
2088,45,O,"(41.620736, 2.293267)"
2085,252-254,E,"(41.596235, 2.286246)"
2058,1A,O,"(41.596649, 2.26434)"
2051,166,E,"(41.613321, 2.289721)"
2125,14,B,"(41.607547, 2.289396)"
1884,20,E,"(41.612087, 2.292226)"
1891,26,E,"(41.600605, 2.288563)"
2038,9,O,"(41.60025, 2.287848)"
2387,2-4,E,"(41.603403, 2.295284)"
2067,6,E,"(41.610734, 2.28726)"
2493,54B,E,"(41.591605, 2.262038)"
2544,43,O,"(41.591571, 2.281408)"
1943,37,O,"(41.616328, 2.291734)"
2081,2,B,"(41.607766, 2.293185)"
2081,3,B,"(41.608045, 2.293218)"
2212,17,O,"(41.601022, 2.288905)"
2319,3,O,"(41.605941, 2.27639)"
2319,5,O,"(41.605888, 2.276946)"
2319,7,O,"(41.605822, 2.277649)"
2314,75,O,"(41.600431, 2.286713)"
2472,1,O,"(41.609913, 2.300483)"
2722,1,E,"(41.609498, 2.300824)"
2122,58,E,"(41.605532, 2.277132)"
2722,2,E,"(41.609277, 2.300892)"
2657,1,E,"(41.610354, 2.301364)"
2657,3,E,"(41.609366, 2.301888)"
2657,4,E,"(41.609677, 2.301425)"
2257,30,E,"(41.598195, 2.280474)"
2289,13,O,"(41.597473, 2.267026)"
2289,15,O,"(41.597553, 2.267104)"
2289,17,O,"(41.59765, 2.267194)"
2297,31,O,"(41.609073, 2.291949)"
2297,27,O,"(41.608939, 2.291911)"
1921,21,O,"(41.608882, 2.291882)"
2085,255,O,"(41.596348, 2.286464)"
2085,261,O,"(41.595927, 2.286596)"
2085,259,O,"(41.595802, 2.286895)"
2085,263,O,"(41.595657, 2.286425)"
2085,265,O,"(41.595536, 2.2864)"
2085,267,O,"(41.595378, 2.286368)"
2085,287,O,"(41.595255, 2.286671)"
2085,289,O,"(41.595114, 2.286705)"
2742,24,E,"(41.593516, 2.28854)"
2395,45,O,"(41.593794, 2.287979)"
2395,43,O,"(41.593939, 2.28801)"
2395,41,O,"(41.594221, 2.288065)"
2209,20,B,"(41.607079, 2.289633)"
2363,303,O,"(41.583217, 2.283892)"
2363,307,O,"(41.582992, 2.283853)"
2363,311,O,"(41.5825, 2.283777)"
2053,2,E,"(41.586297, 2.284203)"
2579,2,,"(41.599986, 2.296107)"
2363,291,O,"(41.583574, 2.283953)"
1944,51D,O,"(41.613732, 2.282348)"
1944,51,O,"(41.613714, 2.282419)"
1944,51C,O,"(41.613631, 2.282746)"
1944,51B,O,"(41.613624, 2.282742)"
2363,60,E,"(41.591326, 2.285202)"
2455,23,O,"(41.595295, 2.281016)"
2314,13B,O,"(41.602683, 2.287195)"
2342,43,O,"(41.61557, 2.29551)"
2342,45,O,"(41.615692, 2.295539)"
2723,64,E,"(41.606309, 2.30148)"
1897,28,E,"(41.607444, 2.288655)"
1897,32,E,"(41.60735, 2.288631)"
2189,32,E,"(41.60216, 2.289555)"
2118,50,E,"(41.611155, 2.289787)"
2118,72,E,"(41.611714, 2.289965)"
2033,14I,E,"(41.609813, 2.28732)"
2033,12I,E,"(41.609713, 2.287413)"
2317,18,E,"(41.603979, 2.297542)"
2352,29-31,O,"(41.603612, 2.296854)"
2319,17B,O,"(41.605709, 2.27882)"
2244,9,O,"(41.613288, 2.289165)"
2244,11,O,"(41.61332, 2.288959)"
2244,15,O,"(41.613343, 2.288803)"
2363,130,E,"(41.589021, 2.284774)"
2494,12,E,"(41.578163, 2.2716)"
1891,1,O,"(41.600863, 2.287525)"
2414,2,B,"(41.582604, 2.280485)"
1888,13,O,"(41.598529, 2.263974)"
2047,1,O,"(41.608905, 2.287701)"
2047,3,O,"(41.608922, 2.287547)"
2047,5,O,"(41.608932, 2.287409)"
2047,7,O,"(41.608938, 2.287313)"
2047,9,O,"(41.608943, 2.287235)"
2047,11,O,"(41.608947, 2.28715)"
2047,13,O,"(41.60894, 2.287061)"
2047,15,O,"(41.608928, 2.286984)"
2047,17,O,"(41.608913, 2.286882)"
2047,19,O,"(41.608892, 2.28675)"
2047,21,O,"(41.608878, 2.286657)"
2047,23,O,"(41.608868, 2.286579)"
2047,25,O,"(41.608861, 2.286512)"
2047,27,O,"(41.608856, 2.286474)"
2047,29,O,"(41.608849, 2.286417)"
2047,31,O,"(41.608835, 2.286295)"
2047,4,E,"(41.60896, 2.287453)"
2047,6,E,"(41.608967, 2.287375)"
2047,8,E,"(41.608973, 2.287303)"
2047,10,E,"(41.608975, 2.287256)"
2047,12,E,"(41.608978, 2.287208)"
2047,14,E,"(41.608981, 2.287146)"
2047,16,E,"(41.608979, 2.287073)"
2047,18,E,"(41.608967, 2.286985)"
2047,20,E,"(41.608954, 2.286901)"
2047,22,E,"(41.608945, 2.286835)"
2047,26,E,"(41.608931, 2.286744)"
2047,28,E,"(41.608923, 2.286692)"
2047,30,E,"(41.608914, 2.286632)"
2047,32,E,"(41.608906, 2.286574)"
2047,34,E,"(41.608896, 2.286494)"
2047,36,E,"(41.60887, 2.28632)"
2131,108,E,"(41.602926, 2.293856)"
2131,110,E,"(41.602846, 2.294281)"
2249,5,O,"(41.610143, 2.283597)"
2266,5,O,"(41.607547, 2.285743)"
2385,108,E,"(41.607959, 2.297379)"
2385,106,E,"(41.607898, 2.297362)"
2302,6,B,"(41.5781, 2.283962)"
2038,2,E,"(41.600022, 2.287392)"
2472,9,O,"(41.607415, 2.299212)"
2374,"PQ.25,6",B,"(41.595077, 2.26325)"
2737,"PQ.25,2",B,"(41.593989, 2.263988)"
2737,"PQ.25,4",B,"(41.594364, 2.264908)"
2177,22-24,E,"(41.596775, 2.265927)"
2177,2-20,E,"(41.595226, 2.266334)"
2737,"PQ.25,7",B,"(41.595323, 2.267224)"
2737,"PQ.25,8",B,"(41.595648, 2.267997)"
2289,8-12,E,"(41.596772, 2.266655)"
2289,14,E,"(41.597175, 2.267048)"
2289,7-9,O,"(41.597149, 2.266706)"
2737,PQ.26,B,"(41.596087, 2.268806)"
2177,26,E,"(41.597135, 2.26597)"
2289,16,E,"(41.597364, 2.267164)"
1898,71,O,"(41.613332, 2.279401)"
1799,70,E,"(41.595726, 2.281826)"
1904,14,E,"(41.608354, 2.278755)"
2352,33,O,"(41.603623, 2.29699)"
2352,35,O,"(41.603629, 2.297084)"
2162,27,O,"(41.592963, 2.28138)"
2514,1B,O,"(41.571394, 2.265297)"
2739,20,E,"(41.592615, 2.2864)"
2730,89,O,"(41.569202, 2.266416)"
2730,91,O,"(41.56912, 2.266349)"
2730,93,O,"(41.569035, 2.266284)"
2730,95,O,"(41.56895, 2.26621)"
2730,97,O,"(41.568871, 2.266137)"
2730,99,O,"(41.568781, 2.266063)"
2730,101,O,"(41.568694, 2.265991)"
2291,19,O,"(41.614391, 2.276426)"
2101,18,E,"(41.612125, 2.274602)"
2101,20,E,"(41.612065, 2.274534)"
2455,42,O,"(41.595826, 2.279442)"
2087,8,E,"(41.597894, 2.289667)"
2072,28,E,"(41.597813, 2.290001)"
1806,3,O,"(41.598521, 2.286378)"
2401,4,E,"(41.611261, 2.287011)"
2292,117B Esc.B,O,"(41.613449, 2.290942)"
2253,58,E,"(41.616323, 2.289455)"
2253,56,E,"(41.616228, 2.289426)"
2133,18,E,"(41.619765, 2.29358)"
1899,6A,E,"(41.615345, 2.293118)"
2302,5,B,"(41.577925, 2.283914)"
2472,7,O,"(41.607999, 2.29991)"
2112,3B,O,"(41.610724, 2.287702)"
2119,6,E,"(41.61187, 2.278296)"
2300,37,O,"(41.610512, 2.286756)"
2374,"PQ.18,2",B,"(41.589071, 2.259655)"
2374,"PQ.18,3",B,"(41.589851, 2.260258)"
2374,"PQ.18,4",B,"(41.590665, 2.260705)"
2374,"PQ.18,5",B,"(41.591576, 2.261053)"
2374,"PQ.18,6",B,"(41.592446, 2.261352)"
2374,"PQ.18,7",B,"(41.593302, 2.261712)"
2374,"PQ.18,8",B,"(41.594094, 2.262278)"
2374,"PQ.18,9",B,"(41.594875, 2.262851)"
2374,PQ.19,B,"(41.595663, 2.263417)"
2374,"PQ.19,1",B,"(41.596526, 2.263716)"
2374,"PQ.19,2",B,"(41.5974, 2.263602)"
2374,"PQ.19,3",B,"(41.598221, 2.263106)"
2374,PQ.21,B,"(41.612004, 2.266568)"
2374,"PQ.21,1",B,"(41.612904, 2.266529)"
2374,"PQ.21,2",B,"(41.613804, 2.266493)"
2374,"PQ.21,1 BL.1",B,"(41.613167, 2.266351)"
2374,"PQ.21,1 BL.2",B,"(41.613414, 2.26639)"
2374,"PQ.21,1 BL.3",B,"(41.613593, 2.266388)"
2374,"PQ.21,2",B,"(41.61387, 2.266326)"
2368,8,B,"(41.607505, 2.286493)"
2755,1,O,"(41.607543, 2.286719)"
2755,3,O,"(41.607477, 2.286713)"
2755,5,O,"(41.607413, 2.286708)"
2755,7,O,"(41.60731, 2.2867)"
2755,9,O,"(41.607224, 2.286693)"
2755,11,O,"(41.607186, 2.286683)"
2368,10,B,"(41.607565, 2.286746)"
2368,11,B,"(41.607585, 2.286833)"
2368,12,B,"(41.607601, 2.286902)"
1913,8,E,"(41.607604, 2.286946)"
2190,10,E,"(41.60722, 2.286442)"
2371,20,E,"(41.607368, 2.286899)"
2371,26,E,"(41.607383, 2.286738)"
2497,4,E,"(41.596652, 2.271941)"
2497,6,E,"(41.59647, 2.272026)"
2497,18,E,"(41.595649, 2.271666)"
232,22,E,"(41.579934, 2.278153)"
2302,2,B,"(41.577966, 2.283568)"
2316,41,E,"(41.610361, 2.275528)"
2316,43,E,"(41.610066, 2.275453)"
2460,22,E,"(41.581355, 2.271339)"
2460,20,E,"(41.581484, 2.271391)"
2460,18,E,"(41.58164, 2.271445)"
2460,16,E,"(41.581786, 2.2715)"
2460,14,E,"(41.582203, 2.271721)"
2460,40,E,"(41.58317, 2.271752)"
2460,38,E,"(41.58321, 2.271855)"
2460,36,E,"(41.583039, 2.271852)"
2460,34,E,"(41.582941, 2.271849)"
2460,32,E,"(41.582837, 2.271845)"
2460,30,E,"(41.582717, 2.271838)"
2460,28,E,"(41.582611, 2.271838)"
2460,26,E,"(41.582505, 2.271831)"
2460,24,E,"(41.582386, 2.271833)"
2316,12,E,"(41.611411, 2.276009)"
2316,64,E,"(41.610723, 2.275468)"
2460,12,E,"(41.581867, 2.272013)"
2460,10,E,"(41.581772, 2.272374)"
2360,34,E,"(41.605193, 2.294165)"
2737,"PQ.26,4",B,"(41.597416, 2.272276)"
2455,34,O,"(41.595753, 2.280159)"
2455,36,O,"(41.595767, 2.280041)"
2455,38,O,"(41.595777, 2.279945)"
2067,2-4,E,"(41.610658, 2.287226)"
2051,356,E,"(41.619748, 2.291929)"
2114,13,O,"(41.609365, 2.292892)"
2114,23,O,"(41.609683, 2.292939)"
2114,37,O,"(41.610263, 2.293028)"
2114,77,O,"(41.611805, 2.293296)"
2114,79,O,"(41.612, 2.293335)"
2114,81,O,"(41.612247, 2.293373)"
2114,83,O,"(41.612354, 2.293389)"
2114,85,O,"(41.612422, 2.2934)"
2114,87,O,"(41.612458, 2.293407)"
2114,89,O,"(41.612502, 2.293413)"
2114,91,O,"(41.61255, 2.29342)"
2114,93,O,"(41.612615, 2.293433)"
2114,95,O,"(41.612688, 2.293444)"
2114,97,O,"(41.612993, 2.29357)"
2114,99,O,"(41.613433, 2.293647)"
2114,101,O,"(41.6138, 2.293593)"
2114,103,O,"(41.613976, 2.29364)"
2114,105,O,"(41.614137, 2.293682)"
2114,107,O,"(41.614399, 2.293743)"
2114,109,O,"(41.614477, 2.293757)"
2114,111,O,"(41.614554, 2.293771)"
2114,113,O,"(41.614639, 2.293787)"
2114,115,O,"(41.614737, 2.293804)"
2114,117,O,"(41.614813, 2.293819)"
2114,119,O,"(41.61489, 2.293833)"
2114,121,O,"(41.614955, 2.293845)"
2114,123,O,"(41.615016, 2.293856)"
2114,125,O,"(41.615146, 2.29388)"
2114,127,O,"(41.615397, 2.29401)"
2114,129,O,"(41.615596, 2.294041)"
2114,131,O,"(41.615867, 2.294082)"
2114,133,O,"(41.616002, 2.294103)"
2114,135,O,"(41.616355, 2.294155)"
2735,14,B,"(41.608952, 2.280189)"
2735,15,B,"(41.608552, 2.279824)"
2735,16,B,"(41.608369, 2.279364)"
2735,17,B,"(41.607922, 2.279108)"
2735,18,B,"(41.607636, 2.27905)"
2735,19,B,"(41.606984, 2.279062)"
2735,20,B,"(41.606664, 2.279027)"
2735,21,B,"(41.60632, 2.279003)"
2735,22,B,"(41.606071, 2.278981)"
2735,23,B,"(41.605863, 2.27896)"
2735,24,B,"(41.605337, 2.278898)"
2735,42,B,"(41.601955, 2.278495)"
2319,14,E,"(41.605642, 2.277587)"
2319,20,E,"(41.605587, 2.27813)"
2319,22,E,"(41.605574, 2.27829)"
2319,28,E,"(41.605549, 2.278541)"
2712,5,O,"(41.606285, 2.278771)"
2712,3,O,"(41.606316, 2.278471)"
2490,12-14,E,"(41.588142, 2.266056)"
2490,18,E,"(41.588083, 2.265213)"
2735,13,B,"(41.609368, 2.280429)"
2169,2,E,"(41.609185, 2.280254)"
2169,8,E,"(41.609271, 2.28002)"
2169,10,E,"(41.609395, 2.279697)"
2712,1,O,"(41.606367, 2.27791)"
2249,78,E,"(41.606125, 2.282972)"
2737,"PQ.26,6",B,"(41.599345, 2.274475)"
2737,"PQ.26,7",B,"(41.599594, 2.274883)"
2230,100,E,"(41.601648, 2.277868)"
2472,2,E,"(41.60985, 2.300161)"
2472,4,E,"(41.608922, 2.300166)"
2472,6,E,"(41.6084, 2.299954)"
2712,2,E,"(41.606223, 2.277826)"
2712,4,E,"(41.606211, 2.277983)"
2712,6,E,"(41.606199, 2.278124)"
2712,8,E,"(41.606186, 2.278258)"
2712,10,E,"(41.606173, 2.278406)"
2712,12,E,"(41.606142, 2.278708)"
2712,16,E,"(41.606122, 2.278956)"
2119,59,O,"(41.608882, 2.276323)"
2119,73,O,"(41.607724, 2.275992)"
2119,63,O,"(41.608262, 2.276147)"
2289,89,O,"(41.601278, 2.270008)"
2289,93,O,"(41.60154, 2.269907)"
2289,95,O,"(41.601662, 2.269859)"
2289,57,O,"(41.599439, 2.26876)"
2289,59,O,"(41.599573, 2.268796)"
2289,61,O,"(41.599753, 2.268766)"
2289,60,E,"(41.599634, 2.269389)"
2289,58,E,"(41.599519, 2.269278)"
2058,17B,O,"(41.599446, 2.267031)"
1888,15,O,"(41.598693, 2.263799)"
1888,19,O,"(41.599021, 2.26347)"
1888,10,E,"(41.598656, 2.264175)"
1888,12,E,"(41.598867, 2.263964)"
1888,14,E,"(41.599057, 2.263776)"
2289,18,E,"(41.597468, 2.267263)"
2289,20,E,"(41.59756, 2.26735)"
2289,26,E,"(41.59769, 2.267475)"
2289,40,E,"(41.598487, 2.268237)"
2289,46-48,E,"(41.598945, 2.268684)"
2289,35,O,"(41.598369, 2.267886)"
2289,39,O,"(41.598588, 2.268103)"
2058,1B,O,"(41.596739, 2.264516)"
2058,3A,O,"(41.59682, 2.264667)"
2058,3B,O,"(41.596899, 2.264817)"
2058,5,O,"(41.597056, 2.264998)"
2058,13,E,"(41.598414, 2.2663)"
1888,2D,E,"(41.597812, 2.265071)"
1888,2C,E,"(41.597896, 2.265216)"
1888,4E,E,"(41.598413, 2.265434)"
1888,4F,E,"(41.598484, 2.265549)"
1888,3,O,"(41.59764, 2.26459)"
1888,7,O,"(41.597422, 2.264219)"
1888,5,O,"(41.597559, 2.264214)"
1888,9,O,"(41.597366, 2.264389)"
1888,16,E,"(41.599472, 2.264004)"
2130,2,E,"(41.599092, 2.266502)"
2130,4A,E,"(41.599978, 2.266417)"
2130,4B,E,"(41.60014, 2.266277)"
2130,4C,E,"(41.600242, 2.266184)"
2130,4D,E,"(41.600341, 2.266093)"
2130,4E,E,"(41.600443, 2.266004)"
2130,4F,E,"(41.600542, 2.26592)"
2130,4G,E,"(41.600824, 2.266476)"
2130,4H,E,"(41.600719, 2.26657)"
2130,4I,E,"(41.600616, 2.266657)"
2130,4J,E,"(41.600518, 2.26674)"
2130,4K,E,"(41.600419, 2.266823)"
2130,4L,E,"(41.60025, 2.266798)"
2130,8A,E,"(41.600649, 2.265564)"
2130,8B,E,"(41.60077, 2.265472)"
2130,8C,E,"(41.60088, 2.265369)"
2130,8D,E,"(41.600977, 2.26528)"
2130,6M,E,"(41.600519, 2.266992)"
2130,6N,E,"(41.600621, 2.266904)"
2130,6O,E,"(41.600717, 2.266821)"
2130,6P,E,"(41.60081, 2.26674)"
2130,6Q,E,"(41.600908, 2.266658)"
2130,6R,E,"(41.601, 2.266574)"
2183,25,O,"(41.60904, 2.302742)"
2183,9,O,"(41.610095, 2.303112)"
2183,7,O,"(41.610235, 2.303161)"
2723,16,E,"(41.610016, 2.303705)"
2723,18,E,"(41.609867, 2.303684)"
2723,22,E,"(41.609577, 2.303611)"
2657,16,E,"(41.607385, 2.302561)"
2183,8,E,"(41.610209, 2.302731)"
2183,10,E,"(41.610047, 2.302677)"
2183,12,E,"(41.609877, 2.302611)"
2735,12,B,"(41.609604, 2.280602)"
2735,11,B,"(41.60974, 2.280701)"
2735,10,B,"(41.609831, 2.28077)"
2735,9,B,"(41.609898, 2.280822)"
2735,8,B,"(41.609949, 2.28086)"
2735,7,B,"(41.610026, 2.280919)"
2072,58,E,"(41.594617, 2.289947)"
2319,30,E,"(41.605527, 2.278813)"
2122,43A,O,"(41.604732, 2.277647)"
2122,43B,O,"(41.604721, 2.277767)"
