ANY,IDENTIFICADOR,NOM,ADREÇA,BARRI,CODI CATEGORIA,CATEGORIA,GRUP,DATA LLICÈNCIA,LOCALITZACIÓ
2015,100682,Sant Jordi,,,forn,forn de pa,Alimentació,,"(41.606793, 2.289146)"
2015,103471,Quï¿½rum,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.60945, 2.283555)"
2015,101320,L'Asador,,,rest,restaurant,"Lleure, cultura i esport",,"(41.608606, 2.283656)"
2015,101316,Restaurante Os Galegos,,,rest,restaurant,"Lleure, cultura i esport",,"(41.617582, 2.292497)"
2015,101313,Sport Granollers,,,ardep,articles esportius,"Lleure, cultura i esport",,"(41.608695, 2.283908)"
2015,101306,Schlecker,,,perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements",,"(41.608442, 2.283694)"
2015,100060,Bengar Gràfiques,,,impr,impressió i arts gràfiques,Serveis tècnics i professionals,,"(41.596182, 2.281759)"
2015,100413,Exclusives Armengol,,,perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements",,"(41.609168, 2.301608)"
2015,100675,La Caixa,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.608192, 2.29402)"
2015,101436,M. Julian.Net,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.60797, 2.296266)"
2015,100681,W,,,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",,"(41.607934, 2.29651)"
2015,101237,Cofrelec,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.607777, 2.297079)"
2015,103898,Basolí,,,infant,infants roba i joguines,Roba i calçat,,"(41.613193, 2.290183)"
2015,104000,Montagï¿½,,,cafe,cafeteria,"Lleure, cultura i esport",,"(41.61088, 2.289476)"
2015,103903,Marqués Assessors,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.611018, 2.289528)"
2015,103907,"CARTAGENA*AGUILERA,RAQUEL",,,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.610521, 2.286618)"
2015,103908,"HERNANDEZ*FERNANDEZ,SANDRA",,,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.617134, 2.288695)"
2015,103013,CAIXA D ESTALVIS DE CATALUNYA,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.608989, 2.288672)"
2015,103923,Iria Obradors,,,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.605847, 2.28971)"
2015,102829,Mimadent,,,dent,dentista,Serveis tècnics i professionals,,"(41.603458, 2.288036)"
2015,103890,Farmàcia Fransi,,,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,,"(41.614666, 2.279795)"
2015,103986,MOTOPLASTIC SA,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.614551, 2.284285)"
2015,103899,Grupiconsa,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.615254, 2.291233)"
2015,104012,"BUFET PRIETO, S.L.",,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.607016, 2.288557)"
2015,104070,Delicious,,,forn,forn de pa,Alimentació,,"(41.609036, 2.290763)"
2015,104072,Autoescola Granollers,,,auto,autoescola,Serveis tècnics i professionals,,"(41.606183, 2.290381)"
2015,104073,Multiespai Lounge Bar,,,disco,bar musical,"Lleure, cultura i esport",,"(41.609891, 2.292104)"
2015,104134,Art I Punt,,,moda,roba i complements,Roba i calçat,,"(41.607095, 2.287319)"
2015,102538,Fruit Sa2Pe,,,fruit,fruites i verdures,Alimentació,,"(41.602428, 2.290635)"
2015,102524,Herrera Gargallo SL,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.617311, 2.292467)"
2015,102504,JDA Assessors,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.604255, 2.291804)"
2015,102494,Carnisseria Mari Catalan,,,carn,carnisseria,Alimentació,,"(41.602813, 2.291316)"
2015,102471,MARTEX,,,moda,roba i complements,Roba i calçat,,"(41.603375, 2.284088)"
2015,104037,Núvies D'Or,,,moda,roba i complements,Roba i calçat,,"(41.609016, 2.283671)"
2015,104039,"MORENO*IGEÑO,JUAN",,,bar,bar,"Lleure, cultura i esport",,"(41.599549, 2.28837)"
2015,104045,SAT CAN PLA,,,avir,aviram,Alimentació,,"(41.58625, 2.281261)"
2015,104049,"PERSONAL 7  E. T. T., SA",,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.603014, 2.290113)"
2015,104106,"BUILMI,SCP",,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.602678, 2.282636)"
2015,103016,Miguel Castellsagué,,,cons,centre de salut,Serveis tècnics i professionals,,"(41.606053, 2.285764)"
2015,104231,Farmàcia Bonet,,,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,,"(41.600007, 2.289719)"
2015,101906,Badia I Associats,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.605695, 2.288748)"
2015,101902,Restaurant Ca L'Espinassa,,,rest,restaurant,"Lleure, cultura i esport",,"(41.605934, 2.28867)"
2015,101900,Condis,,,ccom,supermercat,Alimentació,,"(41.613415, 2.282636)"
2015,101896,Manipulats Del Paper,,,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,,"(41.612783, 2.282545)"
2015,103200,"FERRER*GONZALEZ,JUAN",,,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",,"(41.609398, 2.283785)"
2015,102643,Josep Compan,,,saba,sabateria,Roba i calçat,,"(41.608751, 2.284118)"
2015,103686,Macxipa,,,forn,forn de pa,Alimentació,,"(41.60863, 2.284375)"
2015,102656,Herbes Salvatges Maurice Messeguï¿½,,,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.608976, 2.285425)"
2015,102983,Annel Outlet,,,moda,roba i complements,Roba i calçat,,"(41.608677, 2.285797)"
2015,102695,JCB SERVICIOS SA,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.610655, 2.289401)"
2015,103270,#NAME?,,,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.611679, 2.289728)"
2015,105137,-,,,forn,forn de pa,Alimentació,,"(41.610312, 2.289563)"
2015,102852,JOMA,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.612755, 2.290292)"
2015,103138,CONFECCIONES DOYMON SL,,,moda,roba i complements,Roba i calçat,,"(41.614343, 2.289444)"
2015,103066,Toy,,,rest,restaurant,"Lleure, cultura i esport",,"(41.61456, 2.291543)"
2015,103525,"CENTRE QUIROPRACTIC INTEGRAL,SL",,,cons,centre de salut,Serveis tècnics i professionals,,"(41.605764, 2.291513)"
2015,101743,Les Flors,,,flor,floristeria,"Perfumeria, perruqueria i complements",,"(41.609167, 2.287835)"
2015,101741,Latidos,,,moda,roba i complements,Roba i calçat,,"(41.608995, 2.285768)"
2015,101732,Seguros Bilbao,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.609765, 2.285832)"
2015,101731,Tres Torres Veterinaris,,,vete,veterinaris,Serveis tècnics i professionals,,"(41.598833, 2.286709)"
2015,101039,VGM Ediciones,,,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,,"(41.591989, 2.288188)"
2015,101038,Ca La Modista,,,moda,roba i complements,Roba i calçat,,"(41.609222, 2.286969)"
2015,101035,Sa Bota,,,moda,roba i complements,Roba i calçat,,"(41.609094, 2.286767)"
2015,101034,PEIXETERIA OLIVA PARERA S.C.P.,,,peix,peix i marisc,Alimentació,,"(41.60739, 2.287376)"
2015,102668,"SAINZ*MIRANDA,PILAR",,,rest,restaurant,"Lleure, cultura i esport",,"(41.61243, 2.27989)"
2015,100716,Bar Can Pau,,,bar,bar,"Lleure, cultura i esport",,"(41.606938, 2.293419)"
2015,101273,Centre Dental Fontverd,,,dent,dentista,Serveis tècnics i professionals,,"(41.60972, 2.294876)"
2015,101239,Pla T,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.609603, 2.295157)"
2015,101228,Iceland S. L.,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.612913, 2.295194)"
2015,101226,Floristeria Sant Jordi,,,flor,floristeria,"Perfumeria, perruqueria i complements",,"(41.612911, 2.295022)"
2015,101224,Perruqueria Rinxols,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.591902, 2.287627)"
2015,101221,"AUTO GRANOLLERS, SL",,,conc,cotxes i motos,Serveis a vehicles,,"(41.590838, 2.285383)"
2015,104981,"M-ORTOPEDICS, SL",,,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,,"(41.613597, 2.294751)"
2015,101210,Braseria Milana,,,rest,restaurant,"Lleure, cultura i esport",,"(41.591891, 2.287298)"
2015,101208,Bretcha,,,past,pastisseria,Alimentació,,"(41.591651, 2.28813)"
2015,101206,PAVI FLUID,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.591716, 2.288337)"
2015,101410,Afiec,,,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",,"(41.613735, 2.290115)"
2015,101408,El Petit Recó,,,rapi,bar i menjar ràpid,"Lleure, cultura i esport",,"(41.61659, 2.292608)"
2015,101405,Talleres Lavi,,,tall,taller mecànic,Serveis a vehicles,,"(41.616684, 2.29222)"
2015,101395,Xino Xano,,,bar,bar,"Lleure, cultura i esport",,"(41.612362, 2.286021)"
2015,101890,Gibert Samon,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.603571, 2.289574)"
2015,101885,SAT Granollers,,,colma,queviures al detall,Alimentació,,"(41.607863, 2.285551)"
2015,101880,Carniceria Lauri,,,carn,carnisseria,Alimentació,,"(41.605436, 2.283199)"
2015,101874,"Ciments Granollers, S. A.",,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.610619, 2.285014)"
2015,101872,Maria Luisa Fotógrafo,,,foto,fotografia,Serveis tècnics i professionals,,"(41.605198, 2.283181)"
2015,101869,"Vila Impressor, S.L.",,,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,,"(41.605684, 2.290182)"
2015,101867,Tallers Robert Panades,,,maqui,maquinària,Serveis tècnics i professionals,,"(41.607695, 2.284375)"
2015,101863,Odet,,,moda,roba i complements,Roba i calçat,,"(41.607644, 2.288095)"
2015,101860,Ibercaja,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.605123, 2.291939)"
2015,101859,Charanga,,,infant,infants roba i joguines,Roba i calçat,,"(41.608723, 2.286749)"
2015,101856,Viena,,,rapi,bar i menjar ràpid,"Lleure, cultura i esport",,"(41.607885, 2.288999)"
2015,101855,Garcia Cuevas,,,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements",,"(41.608783, 2.28632)"
2015,101850,Sorigué,,,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements",,"(41.607997, 2.289022)"
2015,101849,Africa,,,moda,roba i complements,Roba i calçat,,"(41.608655, 2.286507)"
2015,101838,PERRUQUERIA M MERCÈ,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.604435, 2.289721)"
2015,101835,Rètols Janer,,,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,,"(41.603442, 2.289403)"
2015,101827,Bosch Auto-Centre,,,maqui,maquinària,Serveis tècnics i professionals,,"(41.605864, 2.289386)"
2015,101825,"Pesca Salada ""Les Olives""",,,colma,queviures al detall,Alimentació,,"(41.606591, 2.283868)"
2015,101821,Òpticalia La Fï¿½brica - Grup Maestre,,,opti,òptica,Serveis tècnics i professionals,,"(41.607709, 2.28338)"
2015,103710,"CIURO*FONT,RAMON",,,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.618201, 2.291942)"
2015,103065,"GARCIA*CLAVERIA,LUIS",,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.618334, 2.291981)"
2015,103299,Santander,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.619144, 2.292343)"
2015,103713,Oficina,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.616486, 2.292049)"
2015,103186,"Auto - Recambios Artigas, S. L.",,,tall,taller mecànic,Serveis a vehicles,,"(41.620679, 2.293523)"
2015,103711,La Tasca,,,bar,bar,"Lleure, cultura i esport",,"(41.615901, 2.291238)"
2015,103504,"AGIP ESPAÑA, SA",,,benz,benzinera,Serveis a vehicles,,"(41.586034, 2.284482)"
2015,101329,Fagor,,,elect,electrodomèstics,"Decoració de la llar, mobiliari i regal",,"(41.59701, 2.289936)"
2015,101325,Comerga,,,elect,electrodomèstics,"Decoració de la llar, mobiliari i regal",,"(41.608022, 2.296527)"
2015,102200,Caixa Galicia,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.610759, 2.290827)"
2015,102198,Peixateria Oliva Parera,,,peix,peix i marisc,Alimentació,,"(41.607401, 2.287472)"
2015,102196,Natura,,,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",,"(41.607235, 2.288274)"
2015,101174,"CAIXA DE AFOROS DE VIGO, OURENSE E PONTEVEDRA",,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.604681, 2.292024)"
2015,101169,Jofra Persianes I Tendals,,,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",,"(41.612294, 2.290133)"
2015,101168,Kutxa,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.610527, 2.290743)"
2015,101166,Farmàcia Clascà,,,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,,"(41.611303, 2.290989)"
2015,101164,BAR JAVI,,,bar,bar,"Lleure, cultura i esport",,"(41.614998, 2.293056)"
2015,101158,Supermercats Veritas,,,ccom,supermercat,Alimentació,,"(41.611631, 2.28994)"
2015,101151,Eurogimnàs,,,espop,gimnàs,"Lleure, cultura i esport",,"(41.608639, 2.289904)"
2015,101384,Assessoria Jurídica,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.619456, 2.292981)"
2015,101376,Carniceria Omar,,,carn,carnisseria,Alimentació,,"(41.599765, 2.288416)"
2015,101375,Bar Valeno II,,,bar,bar,"Lleure, cultura i esport",,"(41.613901, 2.288923)"
2015,101372,Bifàsic,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.619825, 2.29244)"
2015,101367,Gimsa,,,cons,centre de salut,Serveis tècnics i professionals,,"(41.599645, 2.289017)"
2015,101365,Bar Rueda,,,bar,bar,"Lleure, cultura i esport",,"(41.598577, 2.288997)"
2015,101361,Elvira.Gil,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.597915, 2.288884)"
2015,101352,Restaurante Chino Tres Delicias,,,rest,restaurant,"Lleure, cultura i esport",,"(41.597641, 2.289036)"
2015,101351,Peluquería Marta,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.607645, 2.294318)"
2015,101349,"Copisteria Tècnica ""Plànols"" S. L.""",,,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,,"(41.597281, 2.289507)"
2015,102114,Cerveceria Marlen,,,disco,bar musical,"Lleure, cultura i esport",,"(41.605585, 2.292943)"
2015,102079,Les Abelles,,,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.603622, 2.289103)"
2015,102073,Finques Lliri,,,inmo,agència inmobiliària,Serveis tècnics i professionals,,"(41.60578, 2.289367)"
2015,102065,Fincas Moveca,,,inmo,agència inmobiliària,Serveis tècnics i professionals,,"(41.604422, 2.2831)"
2015,102064,Casa E. Valdeolmillos,,,info,informàtica,Serveis tècnics i professionals,,"(41.60936, 2.283538)"
2015,102063,Carnisseria Polleria Cal Ramón,,,avir,aviram,Alimentació,,"(41.607695, 2.293563)"
2015,102062,Centre Terapèutic Granollers,,,cons,centre de salut,Serveis tècnics i professionals,,"(41.601415, 2.285839)"
2015,102058,Isis,,,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.601862, 2.286232)"
2015,102056,AntGar,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.610325, 2.294092)"
2015,101783,Electrònica Mateos,,,audiov,audio i video,Serveis tècnics i professionals,,"(41.613209, 2.278193)"
2015,101779,Assessoria Gestoria Coll,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.602962, 2.286598)"
2015,101777,La Pedra,,,bar,bar,"Lleure, cultura i esport",,"(41.611866, 2.281117)"
2015,105121,-,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.608061, 2.29275)"
2015,102267,Centres Optics Grup Maestre,,,opti,òptica,Serveis tècnics i professionals,,"(41.608264, 2.287891)"
2015,102264,Calçats Miralles,,,saba,sabateria,Roba i calçat,,"(41.607915, 2.288023)"
2015,102261,Rosa Fontdevila Font,,,colma,queviures al detall,Alimentació,,"(41.607796, 2.287732)"
2015,102258,L'Estanc De La Porxada,,,estanc,estanc,"Lleure, cultura i esport",,"(41.607841, 2.287312)"
2015,101302,Bazar Del Puerto,,,elect,electrodomèstics,"Decoració de la llar, mobiliari i regal",,"(41.608851, 2.285061)"
2015,101300,Tabacs,,,estanc,estanc,"Lleure, cultura i esport",,"(41.608873, 2.28512)"
2015,101297,Xemeneies Abanco,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.598519, 2.290015)"
2015,101293,Taller Junior,,,tall,taller mecànic,Serveis a vehicles,,"(41.599569, 2.289677)"
2015,101290,Jordi Muntal Leis,,,foto,fotografia,Serveis tècnics i professionals,,"(41.606828, 2.284667)"
2015,101287,Bar Restaurant Ma-Nu,,,bar,bar,"Lleure, cultura i esport",,"(41.614185, 2.290732)"
2015,101283,Bar San Antonio,,,bar,bar,"Lleure, cultura i esport",,"(41.607742, 2.293627)"
2015,101282,TKS,,,info,informàtica,Serveis tècnics i professionals,,"(41.596432, 2.286722)"
2015,101204,Pastisseria L'Empordà,,,forn,forn de pa,Alimentació,,"(41.614158, 2.290708)"
2015,101201,EDITORIAL ALPINA S.L.,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.600142, 2.282653)"
2015,101197,Pa bo sense blat,,,forn,forn de pa,Alimentació,,"(41.606761, 2.294224)"
2015,101192,La Caixa,,,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.618599, 2.292142)"
2015,101189,Vallès Center,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.612311, 2.291624)"
2015,101187,Asepeyo,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.611644, 2.291401)"
2015,101185,Parc Restaurant Teriyaki,,,rest,restaurant,"Lleure, cultura i esport",,"(41.608083, 2.292477)"
2015,101177,Bar La Gavina,,,bar,bar,"Lleure, cultura i esport",,"(41.613081, 2.291896)"
2015,105109,-,,,elect,electrodomèstics,"Decoració de la llar, mobiliari i regal",,"(41.609509, 2.289099)"
2015,101357,"GRAPERAB, SL",,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.606111, 2.294993)"
2015,101280,Visionamic,,,info,informàtica,Serveis tècnics i professionals,,"(41.60431, 2.294341)"
2015,101807,Cor'Cuina,,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.604189, 2.293162)"
2015,102061,Can Josep,,,forn,forn de pa,Alimentació,,"(41.604518, 2.293087)"
2015,101804,Santi Collell,,,inmo,agència inmobiliària,Serveis tècnics i professionals,,"(41.60456, 2.293076)"
2015,101972,Videoteca Careli,,,audiov,audio i video,Serveis tècnics i professionals,,"(41.605373, 2.29292)"
2015,102113,Tintoreria Font Verda,,,tint,tintoreria i bugaderia,Roba i calçat,,"(41.606349, 2.293049)"
2015,101983,Vns.Advocats,,,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.606401, 2.293061)"
2015,102281,Perruqueria Canina Pilar Perales,,,masco,mascotes,"Lleure, cultura i esport",,"(41.610399, 2.293844)"
2015,101681,Merceria Pepi,,,merce,merceria i llenceria,"Perfumeria, perruqueria i complements",,"(41.61129, 2.294428)"
2015,101655,Joan Roca,,,xarc,xarcuteria,Alimentació,,"(41.610406, 2.294117)"
2015,101768,Forn I Pastisseria J. Plana,,,forn,forn de pa,Alimentació,,"(41.610247, 2.294083)"
2015,100719,Jovent Dental,,,dent,dentista,Serveis tècnics i professionals,,"(41.609346, 2.293793)"
2015,101695,Caprabo,,,colma,queviures al detall,Alimentació,,"(41.608767, 2.293671)"
2015,101675,Peixateria Mª Teresa,,,peix,peix i marisc,Alimentació,,"(41.607612, 2.293495)"
2015,100742,Ultramarinos Otero,,,colma,queviures al detall,Alimentació,,"(41.607572, 2.293495)"
2015,100717,Racó D'Imatge,,,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.607476, 2.293473)"
2015,101662,Bar Tubo,,,bar,bar,"Lleure, cultura i esport",,"(41.607248, 2.29346)"
