ANY,IDENTIFICADOR,NOM,ADREÇA,BARRI,CODI CATEGORIA,CATEGORIA,GRUP,DATA LLICÈNCIA,LOCALITZACIÓ
2016,104014,Encï¿½s,"C CASTELLA,    1 LC",,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",07/01/2009,"(41.605304, 2.287631)"
2016,104015,FORLAMP SL,"C CASTELLA,    1 01",,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,06/02/2009,"(41.605295, 2.287704)"
2016,104016,"PULSO INFORMATICA, SLU","AV SANT ESTEVE,   37 06 01",,info,informàtica,Serveis tècnics i professionals,25/11/2008,"(41.603462, 2.29067)"
2016,104019,Inside,"C ANSELM CLAVE,   55 LC",,moda,roba i complements,Roba i calçat,10/12/2008,"(41.606657, 2.288686)"
2016,104023,GREMI D'ELECTRICITAT FONTANERIA I GAS,"C JOSEP MARIA SAGARRA,   68 LC",,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.610668, 2.295428)"
2016,104025,Epos,"RBLA JOSEP TARRADELLAS,    1 LC",,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,30/04/2009,"(41.605832, 2.291373)"
2016,104026,Fotomecànica Granollers,"C JULI GONZALEZ,    2-4 LC",,impr,impressió i arts gràfiques,Serveis tècnics i professionals,03/09/2009,"(41.601297, 2.284696)"
2016,104029,BAR RESTAURANT CLUB NATACIO GRANOLLERS,"C LLUIS COMPANYS,    4",,rest,restaurant,"Lleure, cultura i esport",30/06/2009,"(41.600768, 2.282359)"
2016,104032,COMERCIAL MARVI EINES 1 S.L.,"C FRANCISCO PIZARRO,   21 LC",,ferret,ferreteria,"Decoració de la llar, mobiliari i regal",27/05/2009,"(41.618095, 2.292318)"
2016,104034,"GASCON*SEGUNDO,LUIS","TRAV FRANCISCO PIZARRO,   10 LC",,saba,sabateria,Roba i calçat,,"(41.617876, 2.292694)"
2016,104037,Núvies D'Or,"C JAUME BALMES,   31 LC DR",,moda,roba i complements,Roba i calçat,01/04/2009,"(41.609016, 2.283671)"
2016,104039,"MORENO*IGEÑO,JUAN","C JULIA CENTELLES,    9 LC",,bar,bar,"Lleure, cultura i esport",,"(41.599549, 2.28837)"
2016,104040,Döner Kebab Cafeteria Colï¿½n,"C CRISTOFOL COLOM,   12 LC DR",,rapi,bar i menjar ràpid,"Lleure, cultura i esport",01/10/2008,"(41.59997, 2.288051)"
2016,104042,GRUP UNIMIFER S.L.,"C FRANCESC MACIA,  156-158 LC",,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,01/09/2008,"(41.598637, 2.286661)"
2016,104045,SAT CAN PLA,"C CAMI RAL,      CAN PLA DE PALOU",,avir,aviram,Alimentació,10/02/2003,"(41.58625, 2.281261)"
2016,104046,"GUINART*ARBOIX,ARTUR",BARRI TORRE DE LES AIGUES,,constr,instal·lacions i construcció,Serveis tècnics i professionals,28/04/2005,"(41.588326, 2.279787)"
2016,104048,INSTALACIONES MARTEL SL,"C ARAGO,   25 LC",,tronic,electrònica,Serveis tècnics i professionals,15/06/2009,"(41.602022, 2.286236)"
2016,104049,"PERSONAL 7  E. T. T., SA","C FOMENT,   43 LC",,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,02/04/2009,"(41.603014, 2.290113)"
2016,104056,DRA.NEUS TOMÁS,"PL OLLES,   10 01",,cons,centre de salut,Serveis tècnics i professionals,02/04/2009,"(41.608675, 2.287099)"
2016,104057,Caprabo,"CTRA C-251 GRAN. - GIRONA,      S/N",,ccom,supermercat,Alimentació,,"(41.610753, 2.302054)"
2016,104058,Locutori @ Internet,"C CRISTOFOL COLOM,   36 LC",,locu,locutori,Serveis tècnics i professionals,,"(41.599774, 2.289618)"
2016,104059,FREMAP,"PG MUNTANYA,   21-23 LC",,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,26/11/2008,"(41.606027, 2.293004)"
2016,104060,Destaca,"C ESTEVE TERRADES,   42B LC DR",,tint,tintoreria i bugaderia,Roba i calçat,17/08/2009,"(41.596553, 2.28978)"
2016,104062,Mapfre,"C JOAN PRIM,   93 LC",,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,14/01/2009,"(41.612115, 2.289858)"
2016,104063,GRUP RIERA-BLANCH  SL,"C CAMP DE LES MORERES,    2 LC",,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,24/02/2009,"(41.600631, 2.284583)"
2016,104065,KISTLER IBERICA SLU,"C PALLARS,    4-6 02 02 Edifici Palou A",,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.591591, 2.285927)"
2016,104067,Depilï¿½Acciï¿½,"C JOAN PRIM,  154 LC",,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.613347, 2.29047)"
2016,104070,Delicious,"C GIRONA,   10 LC",,forn,forn de pa,Alimentació,26/06/2009,"(41.609036, 2.290763)"
2016,104072,Autoescola Granollers,"AV PARC,    1 LC",,auto,autoescola,Serveis tècnics i professionals,20/05/2009,"(41.606183, 2.290381)"
2016,104073,Multiespai Lounge Bar,"C TETUAN,   51 BX",,disco,bar musical,"Lleure, cultura i esport",03/12/2009,"(41.609891, 2.292104)"
2016,104074,Agora Gourmet,"C JOSEP UMBERT,   42 LC",,bar,bar,"Lleure, cultura i esport",16/09/2008,"(41.606033, 2.290175)"
2016,104077,TALLER DE JOIERIA,"C SANT JAUME,    8-14 LC 25",,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements",19/06/2009,"(41.608655, 2.285639)"
2016,104078,Comprem Or,"C SANTA ELISABETH,   19-21 LC 02",,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements",21/04/2009,"(41.609074, 2.28781)"
2016,104081,A + D,"C CRISTOFOL COLOM,    9 LC 02",,cons,centre de salut,Serveis tècnics i professionals,25/01/2010,"(41.600247, 2.287919)"
2016,104083,Alimentació Bodega Marï¿½a,"C MARTI GRIVE,   30 LC 03",,colma,queviures al detall,Alimentació,17/08/2009,"(41.603529, 2.290118)"
2016,104084,VADEGUIX,"PL PAU CASALS,   11 01 01",,constr,instal·lacions i construcció,Serveis tècnics i professionals,22/12/2009,"(41.606716, 2.289722)"
2016,104086,Alpi,"C SANT JOSEP CALASSANÇ,  119 LC",,bar,bar,"Lleure, cultura i esport",04/11/2010,"(41.600531, 2.289181)"
2016,104087,La Santa,"AV SANT ESTEVE,   70 LC 03",,pelu,perruqueria,"Perfumeria, perruqueria i complements",05/06/2009,"(41.602349, 2.290272)"
2016,104088,Okaïdi,"C ANSELM CLAVE,   64 LC",,infant,infants roba i joguines,Roba i calçat,19/06/2009,"(41.606277, 2.288397)"
2016,104090,Game,"C SANTA ANNA,   11 LC",,audiov,audio i video,Serveis tècnics i professionals,26/01/2009,"(41.608619, 2.286648)"
2016,104097,Builmi,"C ROGER DE FLOR,   96 LC 03",,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.602611, 2.282586)"
2016,104098,Mapfre,"C ROGER DE FLOR,    2 LC",,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,24/02/2009,"(41.610622, 2.283195)"
2016,104103,"ROIG*BARO,MANUEL","PL LLIBERTAT,    2 LC 11",,forn,forn de pa,Alimentació,27/01/2009,"(41.613361, 2.280882)"
2016,104104,C- H Locutori - Internet,"C CAMP DE LES MORERES,    3",,locu,locutori,Serveis tècnics i professionals,03/06/2009,"(41.60036, 2.284135)"
2016,104106,"BUILMI,SCP","C ROGER DE FLOR,   96 LC 03",,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.602678, 2.282636)"
2016,104116,Orange,"PL PORXADA,   19 LC B",,movi,telefonia,Serveis tècnics i professionals,23/06/2009,"(41.608207, 2.288042)"
2016,104129,SERXAR S.A.,"C TARRAGONA,   23 BX",,maqui,maquinària,Serveis tècnics i professionals,,"(41.613006, 2.292903)"
2016,104132,Compramos Oro,"C SANT JAUME,   17 LC",,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements",20/11/2009,"(41.606762, 2.285794)"
2016,104134,Art I Punt,"C NOU,    8 LC",,moda,roba i complements,Roba i calçat,17/08/2009,"(41.607095, 2.287319)"
2016,104136,"PARRA*GUILLEN,ANTONIO","C ISABEL DE VILLENA,   35 LC 02",,movi,telefonia,Serveis tècnics i professionals,23/07/2009,"(41.604698, 2.284225)"
2016,104137,Supermercat,"AV SANT ESTEVE,    7 LC 03",,ccom,supermercat,Alimentació,15/04/2010,"(41.60531, 2.290743)"
2016,104140,Sabadell Atlántico,"C ALFONS IV,   28-36 LC 01",,banca,banca i serveis financers,Serveis tècnics i professionals,15/05/2009,"(41.604628, 2.288049)"
2016,104149,"GONZALEZ*BEJERANO,EVA","C FRANCESC MACIA,  156 LC 04",,masco,mascotes,"Lleure, cultura i esport",05/10/2009,"(41.598667, 2.286671)"
2016,104151,AGENCIA CATALANA DE L'AIGUA,C CAMI RAL,,constr,instal·lacions i construcció,Serveis tècnics i professionals,15/04/2002,"(41.568247, 2.271889)"
2016,104153,Idees,"C ROGER DE FLOR,   31 LC 04",,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",05/10/2009,"(41.609288, 2.283654)"
2016,104154,Arrels,"C CORRO,   19 LC",,cons,centre de salut,Serveis tècnics i professionals,14/01/2010,"(41.609517, 2.28791)"
2016,104156,Les Aromes,"C SANTA ELISABETH,   19-21 LC",,perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements",07/09/2009,"(41.609023, 2.287802)"
2016,104163,FAM MÒBILS & INFORMÀTICA,"C REC,   33 LC 01",,info,informàtica,Serveis tècnics i professionals,09/10/2009,"(41.610154, 2.284371)"
2016,104166,Melamportu,"C SANTA ELISABETH,   15-17 LC 04",,moda,roba i complements,Roba i calçat,22/12/2009,"(41.608999, 2.287799)"
2016,104167,Comprem I Venem Or,"PL LLUIS PERPINYA,    1 LC",,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements",23/11/2009,"(41.609188, 2.289027)"
2016,104169,GHA. Consultoria Seguridad Alimentaria,"C JOSEP CARNER,   43 LC",,cons,centre de salut,Serveis tècnics i professionals,02/11/2009,"(41.606943, 2.297168)"
2016,104171,Peluqueria,"PL LLIBERTAT,    4 LC 02",,pelu,perruqueria,"Perfumeria, perruqueria i complements",10/11/2009,"(41.613559, 2.280907)"
2016,104172,Ofivis,"C 1R MARQUES FRANQUESES,   81 LC",,info,informàtica,Serveis tècnics i professionals,24/04/2009,"(41.619721, 2.292216)"
2016,104173,Tribu Urbana Center,"C ALMOGAVERS,   19 LC",,espop,gimnàs,"Lleure, cultura i esport",09/04/1998,"(41.611996, 2.286541)"
2016,104176,Farmàcia Can Bassa,"C PLA DE BAIX,   51 LC DR",,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,23/04/2009,"(41.593177, 2.287838)"
2016,104177,"ABREU*AGUIRRE,PEDRO LUIS","C MAS GILI,    3 LC 02",,rapi,bar i menjar ràpid,"Lleure, cultura i esport",02/09/2010,"(41.614227, 2.27512)"
2016,104186,Clemente,"C SERRET I ARGEMI,   57 LC 04",,constr,instal·lacions i construcció,Serveis tècnics i professionals,17/08/2009,"(41.595673, 2.289909)"
2016,104188,"SANTOS DE LOS*HORN,PETRONILA","C BERTRAN DE SEVA,   11 LC",,bar,bar,"Lleure, cultura i esport",11/10/1988,"(41.613945, 2.294473)"
2016,104189,Tabata,"C CORRO,   15 LC",,rest,restaurant,"Lleure, cultura i esport",,"(41.609443, 2.287895)"
2016,104190,Yoigo,"C PONENT,   29 LC 04",,movi,telefonia,Serveis tècnics i professionals,30/12/2009,"(41.610555, 2.286009)"
2016,104192,ADVOCATS SANTA ANA,"C SANTA ANNA,    5-7 01 02",,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,21/01/2010,"(41.608584, 2.286804)"
2016,104193,Tot A Dos,"C REC,    4 LC 02",,moda,roba i complements,Roba i calçat,30/12/2009,"(41.609008, 2.28572)"
2016,104195,La Font De Ricomà,"C MIQUEL RICOMA,   55 LC",,rest,restaurant,"Lleure, cultura i esport",12/06/1990,"(41.605525, 2.286364)"
2016,104198,Tailor & Co.,"C TRAVESSERES,   17 LC",,moda,roba i complements,Roba i calçat,15/03/2001,"(41.609109, 2.287173)"
2016,104201,BRUSCATI  SL,"C JAUME BALMES,   15 04",,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.609735, 2.284509)"
2016,104202,ALMA INOX IBERICA SLU,"C PALLARS,    3-5 07 01 Edifici Palou B",,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,20/11/2009,"(41.591781, 2.285993)"
2016,104203,Tolino,"C JOAN PRIM,  124 LC",,forn,forn de pa,Alimentació,,"(41.612825, 2.290303)"
2016,104204,L'Engruna,"C SANTA ELISABETH,   19-21 LC 03",,rapi,bar i menjar ràpid,"Lleure, cultura i esport",,"(41.609086, 2.287804)"
2016,104208,K-Prichos,"C MARE DE DEU DE NURIA,    6 LC",,moda,roba i complements,Roba i calçat,02/03/2010,"(41.609079, 2.285173)"
2016,104209,No+Vello,"C MARE DE DEU DE NURIA,   16 LC DR",,salud,estètica i bellesa,Serveis tècnics i professionals,10/03/2010,"(41.608793, 2.28424)"
2016,104213,Afros,"C SANTA ESPERANÇA,    6 BX",,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements",14/01/2010,"(41.607655, 2.288005)"
2016,104215,Granollers Telefonia Mòbils I Reparació,"C GIRONA,  126",,movi,telefonia,Serveis tècnics i professionals,01/02/2010,"(41.613182, 2.291908)"
2016,104218,Franela Outlet,"AV SANT ESTEVE,   63 LC",,moda,roba i complements,Roba i calçat,25/11/2009,"(41.601915, 2.290633)"
2016,104222,"DOSDEQUATRE, SCP","C PONENT,   54 BX",,tint,tintoreria i bugaderia,Roba i calçat,06/10/2009,"(41.611674, 2.286713)"
2016,104223,Delicatessen Pepi,"C JOSEP UMBERT,  130 LC DR",,forn,forn de pa,Alimentació,22/02/2010,"(41.602246, 2.29505)"
2016,104228,El Racó De Jabugo,"PL CASERNA,    2 LC 01",,carn,carnisseria,Alimentació,,"(41.609002, 2.285916)"
2016,104231,Farmàcia Bonet,"C CRISTOFOL COLOM,   41 LC",,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,09/12/2009,"(41.600007, 2.289719)"
2016,104232,Goalie's,"C MONTSENY,    4 LC B3",,disco,bar musical,"Lleure, cultura i esport",10/05/2011,"(41.610791, 2.302982)"
2016,104252,Nu Can,"C ROGER DE FLOR,  109 LC 01",,masco,mascotes,"Lleure, cultura i esport",18/01/2010,"(41.603837, 2.28304)"
2016,104255,Compro Or,"C GIRONA,   14 LC ES",,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements",20/04/2010,"(41.609183, 2.290781)"
2016,104256,Marypaz,"C ANSELM CLAVE,   45 LC",,saba,sabateria,Roba i calçat,26/04/2010,"(41.60703, 2.288797)"
2016,104259,Jersey's,"C BARCELONA,   29 BX",,moda,roba i complements,Roba i calçat,15/07/2010,"(41.606932, 2.287045)"
2016,104260,La Clotxa,"C BARCELONA,   17 LC",,colma,queviures al detall,Alimentació,01/09/2010,"(41.607316, 2.287031)"
2016,104262,Benter-Blasco,"C M.DEU MONTSERRAT,   44 LC 03 DR",,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,10/03/2010,"(41.601078, 2.284705)"
2016,104265,"L'ESBORRANY S,XX, SL","C JOAN PRIM,   99 LC",,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,01/12/2009,"(41.612257, 2.289891)"
2016,104272,Kid's,"C GIRONA,  195 LC",,infant,infants roba i joguines,Roba i calçat,21/12/2009,"(41.617009, 2.292764)"
2016,104273,Centre De Medicina Avançada Del Vallès,"C AGUSTI VINYAMATA,    7-11",,cons,centre de salut,Serveis tècnics i professionals,07/05/2014,"(41.608368, 2.289694)"
2016,104279,Fàtima,"C MARE DE DEU DE NURIA,   21 BX ES",,forn,forn de pa,Alimentació,,"(41.608478, 2.28389)"
2016,104280,"VODAFONE ESPAÑA, S.A.","AV SANT ESTEVE,   92 T",,movi,telefonia,Serveis tècnics i professionals,15/02/2011,"(41.601365, 2.290184)"
2016,104281,"RESINAS OLOT, SL","C PALLARS,    5 Esc B 07 02",,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.591755, 2.285943)"
2016,104284,Fruites & Verdures,"C CAMI VELL CANOVELLES,   76 LC",,fruit,fruites i verdures,Alimentació,,"(41.613832, 2.283104)"
2016,104285,Peixateria Mar Blau,"C GIRONA,  293 LC DR",,peix,peix i marisc,Alimentació,04/10/2010,"(41.619049, 2.293403)"
2016,104286,"VODAFONE ESPAÑA, S.A.","C ROGER DE FLOR,    1 T",,movi,telefonia,Serveis tècnics i professionals,27/05/2010,"(41.610377, 2.283715)"
2016,104288,La Forla,"C MIQUEL RICOMA,  137 BX",,disco,bar musical,"Lleure, cultura i esport",,"(41.60338, 2.286393)"
2016,104291,Escarabat Bumbum,"C JOSEP TORRAS I BAGES,    7 LC",,infant,infants roba i joguines,Roba i calçat,,"(41.610237, 2.288698)"
2016,104294,Clínica Dental Rosper Dent,"C NAVARRA,   49 BX",,dent,dentista,Serveis tècnics i professionals,26/07/2010,"(41.603894, 2.285166)"
2016,104296,Casa Ametller,"C POMPEU FABRA,   11 LC 02 i 03",,colma,queviures al detall,Alimentació,,"(41.608861, 2.284444)"
2016,104301,Restaurant Cuynes,"C MARIA SANS,   20 LC",,rest,restaurant,"Lleure, cultura i esport",,"(41.608867, 2.289963)"
2016,104303,Fashion Class,"C MIQUEL RICOMA,   61 BX",,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.605324, 2.286424)"
2016,104305,Chevere,"C JOAN PRIM,  147 LC",,bar,bar,"Lleure, cultura i esport",,"(41.613517, 2.290271)"
2016,104307,El Forat,"PL PORXADA,   40 LC",,forn,forn de pa,Alimentació,,"(41.607922, 2.286861)"
2016,104308,Sonlab,"C FRANCESC MACIA,  105 LC 01 - C. CRISTOFOL COLOM, 2",,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",04/06/2010,"(41.600033, 2.287338)"
2016,104310,MC Prevención,"C PALLARS,    3-5 00 01 Edifici Palou B",,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,02/09/2010,"(41.591828, 2.285877)"
2016,104312,Cuinaviva,"C BARCELONA,    3-5 LC",,constr,instal·lacions i construcció,Serveis tècnics i professionals,20/10/2010,"(41.607653, 2.287102)"
2016,104316,"RETEVISION MOVIL, .S.A.","C JOAN PRIM,   57",,movi,telefonia,Serveis tècnics i professionals,29/09/2008,"(41.611306, 2.289593)"
2016,105347,,"C MAS ESTAPER,    2 LC",,past,pastisseria,Alimentació,,"(41.61461, 2.274997)"
2016,104317,"RETEVISION MOVIL, .S.A.","C ROGER DE FLOR,    1 T",,movi,telefonia,Serveis tècnics i professionals,19/10/2007,"(41.610397, 2.283678)"
2016,104319,"AV ENERGIA SOLTAICA TRES, SL","C ROSSELLO,   95 T",,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.618126, 2.289614)"
2016,104322,Intecat Istore,"PL MALUQUER I SALVADOR,   16 BX",,info,informàtica,Serveis tècnics i professionals,,"(41.609129, 2.289274)"
2016,104323,"FERIMET, SL","CTRA MONTMELO,      Km 4,5",,constr,instal·lacions i construcció,Serveis tècnics i professionals,21/04/2005,"(41.576068, 2.275658)"
2016,104324,Autoescola Ona,"C FOMENT,    6 BX",,auto,autoescola,Serveis tècnics i professionals,,"(41.60301, 2.288428)"
2016,104339,Dental Imagen,"CTRA CALDES,   62-64",,dent,dentista,Serveis tècnics i professionals,,"(41.612888, 2.278831)"
2016,104343,Culinarium,"C JOSEP UMBERT,   16-20 LC B1",,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",22/09/2010,"(41.606432, 2.289494)"
2016,104352,Maxilo Clinic,"C JOAN PRIM,  117 BX",,dent,dentista,Serveis tècnics i professionals,,"(41.612725, 2.290051)"
2016,104355,Más Que Mascotes,"C CAMI VELL CANOVELLES,    9",,masco,mascotes,"Lleure, cultura i esport",,"(41.612291, 2.281934)"
2016,104360,"BIGAS GRUP, SL UNIPERSONAL","CTRA MASNOU,      Km 13,9 GRANJA GINESTA",,tall,taller mecànic,Serveis a vehicles,,"(41.581906, 2.283309)"
2016,104365,"SOLDEVILA I VILLARONGA ADVOCATS, SL","C ROGER DE FLOR,   63 03 A",,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.607297, 2.283383)"
2016,104369,Vallmar,"C PLA DEL RAMASSAR,   54",,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.606695, 2.301852)"
2016,104370,ELAN VITAL MEDIC ESTETIC,"PL ESGLESIA,    9",,cons,centre de salut,Serveis tècnics i professionals,,"(41.60738, 2.285942)"
2016,104372,Pizza Italia,"C ENGINYER,    7 Esc 1 LC",,rapi,bar i menjar ràpid,"Lleure, cultura i esport",,"(41.609402, 2.291284)"
2016,104380,"COGENERA 2010, SL",C LLUIS COMPANYS,,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.601363, 2.282468)"
2016,104381,"OCHOA*VACA,ROSA","C JOSEP UMBERT,  128",,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.602165, 2.294634)"
2016,104383,Laje Cosmètics,"C GIRONA,    2 LC",,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.608363, 2.290755)"
2016,104386,Denominació D'Origen,"PG MUNTANYA,    2",,rest,restaurant,"Lleure, cultura i esport",,"(41.604118, 2.293166)"
2016,104387,Bar Cafeteria Pla De Baix,"C PLA DE BAIX,   51 LC ES",,bar,bar,"Lleure, cultura i esport",,"(41.59324, 2.287876)"
2016,104388,Unidental,"C ALFONS IV,   60",,dent,dentista,Serveis tècnics i professionals,,"(41.60418, 2.287937)"
2016,104389,Nati Medela,"C GIRONA,   62 LC",,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.611315, 2.291308)"
2016,104390,Directe Del Productor,"C CAMI VELL CANOVELLES,   49",,colma,queviures al detall,Alimentació,,"(41.61358, 2.282724)"
2016,104392,Aduho,"C ROGER DE FLOR,   10 LC",,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.610017, 2.283202)"
2016,104395,KING KEBAB,"C POMPEU FABRA,   15 LC 03",,rest,restaurant,"Lleure, cultura i esport",,"(41.609337, 2.284224)"
2016,104397,TKS Informàtica,"C FRANCESC RIBAS,   28 LC",,info,informàtica,Serveis tècnics i professionals,,"(41.613343, 2.292109)"
2016,104398,Consum,"PG MUNTANYA,  152",,ccom,supermercat,Alimentació,,"(41.61258, 2.294899)"
2016,104399,RESTAURANT TORRE DE LES AIGï¿½ES,BARRI TORRE DE LES AIGUES,,rest,restaurant,"Lleure, cultura i esport",22/04/1999,"(41.588622, 2.279679)"
2016,104401,Loterías Y Apuestas Del Estado,"AV SANT ESTEVE,   65 LC",,lote,loteries i apostes,"Lleure, cultura i esport",,"(41.601796, 2.290627)"
2016,104406,Bossanova,"C ANSELM CLAVE,   59 LC",,moda,roba i complements,Roba i calçat,,"(41.606547, 2.288732)"
2016,104407,Yoylo,"C RAFAEL CASANOVA,   66 LC 01",,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.613652, 2.286663)"
2016,104408,BIG BANG,"PL CORONA,    1 02",,inmo,agència inmobiliària,Serveis tècnics i professionals,19/07/2005,"(41.605376, 2.287922)"
2016,104409,Rabent Snurf,"C JOSEP UMBERT,    4-6 LC",,ardep,articles esportius,"Lleure, cultura i esport",,"(41.606584, 2.289204)"
2016,104418,Bòboli,"PL CORONA,   28",,infant,infants roba i joguines,Roba i calçat,,"(41.605244, 2.288163)"
2016,104419,RESINECO - GREEN COMPOSITES,"CTRA MASNOU,      Km 14 NV 04",,constr,instal·lacions i construcció,Serveis tècnics i professionals,25/05/2010,"(41.57953, 2.283683)"
2016,104421,Locutorio,"C BERTRAN DE SEVA,   29",,locu,locutori,Serveis tècnics i professionals,,"(41.614591, 2.294641)"
2016,104423,Colon Döner Kebab,"C CRISTOFOL COLOM,   38 LC",,rapi,bar i menjar ràpid,"Lleure, cultura i esport",,"(41.599758, 2.289716)"
2016,104424,Cuisine Plus,"C APEL.LES MESTRES,    2 LC E",,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.615253, 2.291335)"
2016,104425,"SANCHEZ*QUIï¿½ONEZ,DAVID","C BRASIL,   43",,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.607876, 2.297101)"
2016,104427,BAR CATALUNYA,"C RAMON LLULL,   17 LC ES",,bar,bar,"Lleure, cultura i esport",03/05/2007,"(41.613732, 2.288218)"
2016,104428,Granollers Outlet Viatges,"C PONENT,   34",,viat,agència de viatges,"Lleure, cultura i esport",22/09/2010,"(41.610273, 2.286049)"
2016,104431,Be (Sthetic),"C TRAVESSERES,    1-3 LC 07",,salud,estètica i bellesa,Serveis tècnics i professionals,23/09/2010,"(41.609116, 2.28758)"
2016,104433,Magatzem Josep Canal,"C SANT JAUME,   21 LC",,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",24/03/2010,"(41.606663, 2.285806)"
2016,104435,Saap,"C JOAN PRIM,    9",,saba,sabateria,Roba i calçat,11/06/2010,"(41.610059, 2.289241)"
2016,104436,"BUTT,MUHAMMAD AKHTAR","PG MUNTANYA,   68 LC DR",,colma,queviures al detall,Alimentació,,"(41.60708, 2.293436)"
2016,104439,Alidents,"AV MARIE CURIE,    5-7 LC 02",,dent,dentista,Serveis tècnics i professionals,,"(41.594884, 2.287237)"
2016,104441,Loterías Y Apuestas Del Estado N. 7,"C TRAVESSERES,   28",,lote,loteries i apostes,"Lleure, cultura i esport",,"(41.609193, 2.286722)"
2016,104442,PRECIO UNICO SCP EN CONSTITUCION,"C PALLARS,    4-6 LC 1B 2",,moda,roba i complements,Roba i calçat,,"(41.591253, 2.285754)"
2016,104443,"CAMPO*BRIA,MARIA ISABEL","C NAVARRA,    3 LC A",,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.603782, 2.287663)"
2016,104448,Tezenis,"C ANSELM CLAVE,   35 LC",,moda,roba i complements,Roba i calçat,,"(41.607255, 2.28883)"
2016,104450,Consum,"C JOAN PERE FONTANELLA,   14-16 LC",,ccom,supermercat,Alimentació,,"(41.605382, 2.283696)"
2016,104451,VICTORIA FABREGAS MARTINEZ,"PL PORXADA,   22-23 LC 03",,perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements",,"(41.608038, 2.288201)"
2016,104452,Prink,"C GIRONA,  128 BX ES",,info,informàtica,Serveis tècnics i professionals,,"(41.613357, 2.291954)"
2016,104454,"CLÍNICA OSTEOPÁTICA GRANOLLERS, SL","PL CORONA,    8 03 AB",,cons,centre de salut,Serveis tècnics i professionals,,"(41.617701, 2.291801)"
2016,104458,Estètic & Cabell Cosmètics,"C JOAN PRIM,  128",,salud,estètica i bellesa,Serveis tècnics i professionals,29/09/2010,"(41.612893, 2.29033)"
2016,104459,Electromercat,"C GIRONA,   58",,elect,electrodomèstics,"Decoració de la llar, mobiliari i regal",23/09/2010,"(41.611161, 2.291248)"
2016,104460,Il Cafè Di Roma,"AV PARC,    2 LC 03 Estació Bus",,cafe,cafeteria,"Lleure, cultura i esport",,"(41.606472, 2.290926)"
2016,104465,Coffee Break,"C REC,   12",,forn,forn de pa,Alimentació,,"(41.609298, 2.285342)"
2016,104467,AVVideo.net,"C FRANCESC MACIA,  106 LC",,audiov,audio i video,Serveis tècnics i professionals,23/09/2010,"(41.600447, 2.287144)"
