IDENTIFICADOR,ANY,NOM,CODI CATEGORIA,CATEGORIA,GRUP,LOCALITZACIÓ
100851,2017,Joan Recreatius,ardep,articles esportius,"Lleure, cultura i esport","(41.602387, 2.28756)"
100849,2017,Ortopèdia Riba,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,"(41.611157, 2.289776)"
100846,2017,Xarcuteria Marga,xarc,xarcuteria,Alimentació,"(41.607551, 2.287507)"
100841,2017,El Racó De Les Tapes,rest,restaurant,"Lleure, cultura i esport","(41.604818, 2.291005)"
100839,2017,El Vermutillo,bar,bar,"Lleure, cultura i esport","(41.605401, 2.282023)"
100837,2017,Ferrer Select,forn,forn de pa,Alimentació,"(41.607462, 2.2862)"
100829,2017,La Granja,rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.609085, 2.286725)"
100826,2017,Bella Donna,salud,estètica i bellesa,Serveis tècnics i professionals,"(41.605994, 2.28695)"
100819,2017,La Closca,colma,queviures al detall,Alimentació,"(41.608824, 2.287769)"
100818,2017,Institut Oftalmològic Tres Torres,opti,òptica,Serveis tècnics i professionals,"(41.610869, 2.285461)"
100817,2017,Supersfruits,fruit,fruites i verdures,Alimentació,"(41.611705, 2.289954)"
100814,2017,Somnis,infant,infants roba i joguines,Roba i calçat,"(41.607355, 2.288625)"
100812,2017,Maite's,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.609128, 2.28737)"
100811,2017,Lapònia,cafe,cafeteria,"Lleure, cultura i esport","(41.609928, 2.290256)"
100810,2017,Vives,saba,sabateria,Roba i calçat,"(41.607694, 2.288172)"
100807,2017,Ibericus,colma,queviures al detall,Alimentació,"(41.608303, 2.288347)"
100806,2017,Estil Ester,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.602617, 2.289281)"
100802,2017,Martí Complements,moda,roba i complements,Roba i calçat,"(41.606739, 2.285788)"
100797,2017,Maxi Dia,ccom,supermercat,Alimentació,"(41.616367, 2.292942)"
100794,2017,Restaurant La Gresca,rest,restaurant,"Lleure, cultura i esport","(41.595956, 2.286525)"
100793,2017,Eduard Grau,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.601392, 2.28758)"
100792,2017,Pizzeria Spaghetteria Il Cenacolo,rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.604979, 2.292094)"
100792,2017,Pizzeria Spaghetteria Il Cenacolo,rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.604979, 2.292094)"
100781,2017,La Granja,bar,bar,"Lleure, cultura i esport","(41.604866, 2.283145)"
100780,2017,Selek,bar,bar,"Lleure, cultura i esport","(41.610161, 2.284329)"
100777,2017,Peluquería Ideal,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.607151, 2.284154)"
100772,2017,Carniceria Alamal,carn,carnisseria,Alimentació,"(41.613834, 2.287162)"
100769,2017,Carns Sefiani,carn,carnisseria,Alimentació,"(41.614256, 2.281424)"
100767,2017,Bingo,lote,loteries i apostes,"Lleure, cultura i esport","(41.60885, 2.290465)"
100763,2017,"GIOLA FINQUES, SL",inmo,agència inmobiliària,Serveis tècnics i professionals,"(41.610498, 2.28684)"
100762,2017,Ressonància Granollers,cons,centre de salut,Serveis tècnics i professionals,"(41.610492, 2.286966)"
100760,2017,Toka,lote,loteries i apostes,"Lleure, cultura i esport","(41.61015, 2.290348)"
100759,2017,Perruqueria Ramón,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.604477, 2.289577)"
100758,2017,El Celleret,cafe,cafeteria,"Lleure, cultura i esport","(41.607637, 2.284068)"
100757,2017,VALLESPORT,moda,roba i complements,Roba i calçat,"(41.607472, 2.284327)"
100756,2017,Voramar,peix,peix i marisc,Alimentació,"(41.607508, 2.284622)"
100755,2017,La Nou,cafe,cafeteria,"Lleure, cultura i esport","(41.607523, 2.284755)"
100751,2017,Bar Paredes,bar,bar,"Lleure, cultura i esport","(41.617052, 2.289498)"
100750,2017,La Roda,bar,bar,"Lleure, cultura i esport","(41.615416, 2.289037)"
100746,2017,Bar M & M,bar,bar,"Lleure, cultura i esport","(41.603937, 2.284941)"
100735,2017,Can 60,rest,restaurant,"Lleure, cultura i esport","(41.607391, 2.28932)"
100732,2017,La Tagliatella,rest,restaurant,"Lleure, cultura i esport","(41.610929, 2.289714)"
100731,2017,Bessitos,cafe,cafeteria,"Lleure, cultura i esport","(41.604701, 2.284134)"
100729,2017,Fisiocab,cons,centre de salut,Serveis tècnics i professionals,"(41.604078, 2.28753)"
100728,2017,Bon Preu,ccom,supermercat,Alimentació,"(41.618655, 2.293233)"
100727,2017,Macxipa,forn,forn de pa,Alimentació,"(41.615689, 2.292725)"
100726,2017,Els Teus Amics,masco,mascotes,"Lleure, cultura i esport","(41.616251, 2.292497)"
100725,2017,Hermanos Almansa,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.614793, 2.292063)"
100724,2017,Farmàcia Pastor,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,"(41.614213, 2.275769)"
100723,2017,BAR TUNEL,bar,bar,"Lleure, cultura i esport","(41.614975, 2.274651)"
100721,2017,El Cisne,rest,restaurant,"Lleure, cultura i esport","(41.606071, 2.288585)"
100714,2017,Monic's Bar,bar,bar,"Lleure, cultura i esport","(41.591924, 2.288175)"
100713,2017,Orange,movi,telefonia,Serveis tècnics i professionals,"(41.611284, 2.289602)"
100712,2017,Bar Sonne,bar,bar,"Lleure, cultura i esport","(41.614037, 2.293233)"
100710,2017,Santa Lucía Assegurances,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.612626, 2.291739)"
100709,2017,SPASS,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.613349, 2.293311)"
100707,2017,Banesto,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.598327, 2.286601)"
100706,2017,Bar Restaurant Pavepic,bar,bar,"Lleure, cultura i esport","(41.598401, 2.286616)"
102115,2017,Clínica Dental Dr. Riera,dent,dentista,Serveis tècnics i professionals,"(41.606886, 2.289317)"
102112,2017,Iman,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.605753, 2.291366)"
102111,2017,Tabacs,estanc,estanc,"Lleure, cultura i esport","(41.606519, 2.288439)"
102106,2017,Carol Bruguera,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.60628, 2.286244)"
102105,2017,Impremta Busquets,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,"(41.606386, 2.286365)"
102104,2017,Noces,moda,roba i complements,Roba i calçat,"(41.606831, 2.286363)"
102102,2017,Casa Bassa,moda,roba i complements,Roba i calçat,"(41.607608, 2.28826)"
102101,2017,Copisteria Palau,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,"(41.607682, 2.28824)"
102099,2017,ZURICH ESPAÑA   COMPAÑYA DE SEGUROS,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.605597, 2.291487)"
102096,2017,Carballo Assegurances,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.606496, 2.291475)"
102095,2017,"Assessors Granogest, S. L.",ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.605914, 2.291522)"
102094,2017,Giralt,saba,sabateria,Roba i calçat,"(41.608373, 2.288642)"
102092,2017,Tentazioni,moda,roba i complements,Roba i calçat,"(41.608577, 2.28695)"
102091,2017,Uniformes Granollers,moda,roba i complements,Roba i calçat,"(41.605603, 2.29153)"
102089,2017,PERFUMERIA CAUSSA,perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements","(41.606711, 2.28873)"
102087,2017,ZARA,moda,roba i complements,Roba i calçat,"(41.606346, 2.28866)"
102083,2017,L'Artesà Del Piano,audiov,audio i video,Serveis tècnics i professionals,"(41.609286, 2.28785)"
102082,2017,Accesorios Tèxtiles E Industriales S. A.,ferret,ferreteria,"Decoració de la llar, mobiliari i regal","(41.609033, 2.286262)"
102080,2017,Sportgran,ardep,articles esportius,"Lleure, cultura i esport","(41.603523, 2.290141)"
102079,2017,Les Abelles,salud,estètica i bellesa,Serveis tècnics i professionals,"(41.603622, 2.289103)"
102076,2017,Basset,vete,veterinaris,Serveis tècnics i professionals,"(41.605771, 2.289456)"
102075,2017,Finques Dibuix CAD,inmo,agència inmobiliària,Serveis tècnics i professionals,"(41.605776, 2.289407)"
102073,2017,Finques Lliri,inmo,agència inmobiliària,Serveis tècnics i professionals,"(41.60578, 2.289367)"
102068,2017,CONSTRUCCIONS DURAN SA,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.60511, 2.288376)"
102065,2017,Fincas Moveca,inmo,agència inmobiliària,Serveis tècnics i professionals,"(41.604422, 2.2831)"
102064,2017,Casa E. Valdeolmillos,info,informàtica,Serveis tècnics i professionals,"(41.60936, 2.283538)"
102062,2017,Centre Terapèutic Granollers,cons,centre de salut,Serveis tècnics i professionals,"(41.601415, 2.285839)"
102058,2017,Isis,salud,estètica i bellesa,Serveis tècnics i professionals,"(41.601862, 2.286232)"
102057,2017,Aluminios Ancar,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.601845, 2.286223)"
102050,2017,Loterias Y Apuestas Del Estado N. 6,lote,loteries i apostes,"Lleure, cultura i esport","(41.610318, 2.283318)"
102049,2017,Guarnicioneria Bultó,moda,roba i complements,Roba i calçat,"(41.610363, 2.283318)"
102047,2017,Reparació D'Automòbils M. Brossa,tall,taller mecànic,Serveis a vehicles,"(41.602577, 2.285531)"
102045,2017,CAIXA DEL PENEDÉS,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.600729, 2.284614)"
102042,2017,Forn De Pa Congost,forn,forn de pa,Alimentació,"(41.610452, 2.283329)"
102037,2017,Shaila Ioga,salud,estètica i bellesa,Serveis tècnics i professionals,"(41.606647, 2.282489)"
102036,2017,Mobles Konik,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.603172, 2.288809)"
102035,2017,Trent De Rentat Foment,rentat,autorentat,Serveis a vehicles,"(41.603012, 2.289797)"
102034,2017,JAMONES FERNANDEZ DORADO,xarc,xarcuteria,Alimentació,"(41.612465, 2.282288)"
102029,2017,Gestió Directa,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.605401, 2.281931)"
102028,2017,CAJA MEDITERRANEO,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.605762, 2.29038)"
102027,2017,BAR LAS CUBANITAS,bar,bar,"Lleure, cultura i esport","(41.606065, 2.282714)"
102023,2017,Consum,ccom,supermercat,Alimentació,"(41.601293, 2.287338)"
102021,2017,Ceràmicas Alba,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.612816, 2.282342)"
102020,2017,Schlecker,perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements","(41.612892, 2.282358)"
102018,2017,Farmàcia Bellavista,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,"(41.60186, 2.287449)"
102017,2017,Finsobe-Moya,auto,autoescola,Serveis tècnics i professionals,"(41.613117, 2.28247)"
102015,2017,Forn de Pa P. Bretcha,forn,forn de pa,Alimentació,"(41.613485, 2.282693)"
102014,2017,La Llar Del Veterinari,vete,veterinaris,Serveis tècnics i professionals,"(41.613678, 2.282731)"
102011,2017,Tabacs,estanc,estanc,"Lleure, cultura i esport","(41.602249, 2.28753)"
102006,2017,Don Adelino,moda,roba i complements,Roba i calçat,"(41.60711, 2.288815)"
102005,2017,Viatges Tejedor,viat,agència de viatges,"Lleure, cultura i esport","(41.60714, 2.28882)"
102003,2017,Bershka,moda,roba i complements,Roba i calçat,"(41.607349, 2.288854)"
102002,2017,Farmàcia Torrents,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,"(41.607435, 2.288863)"
101998,2017,Multiòpticas,opti,òptica,Serveis tècnics i professionals,"(41.607672, 2.288956)"
101997,2017,Asia,moda,roba i complements,Roba i calçat,"(41.607714, 2.288966)"
101996,2017,Mango,moda,roba i complements,Roba i calçat,"(41.608637, 2.286587)"
101995,2017,Saterra Joieirs,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements","(41.608085, 2.289047)"
101993,2017,Women'Secret,moda,roba i complements,Roba i calçat,"(41.608582, 2.286844)"
101992,2017,Ca La Sita - Pa Amb Tomàquet,rest,restaurant,"Lleure, cultura i esport","(41.608125, 2.289055)"
101990,2017,Tot-Or,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements","(41.608047, 2.289029)"
101988,2017,Integra,inmo,agència inmobiliària,Serveis tècnics i professionals,"(41.609719, 2.290508)"
101987,2017,JUVENT,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.609743, 2.290303)"
101982,2017,Ferreres,saba,sabateria,Roba i calçat,"(41.606244, 2.288388)"
101981,2017,Flap Sports,ardep,articles esportius,"Lleure, cultura i esport","(41.606099, 2.288365)"
101980,2017,Llibreria Santa Anna,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,"(41.608852, 2.286139)"
101979,2017,March,xarc,xarcuteria,Alimentació,"(41.608462, 2.287693)"
101977,2017,Imaginarium,infant,infants roba i joguines,Roba i calçat,"(41.608781, 2.286397)"
101976,2017,Intersport Carpi,ardep,articles esportius,"Lleure, cultura i esport","(41.608431, 2.287822)"
101974,2017,Casas,saba,sabateria,Roba i calçat,"(41.608535, 2.287925)"
101971,2017,Aries,rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.606464, 2.290399)"
101970,2017,Assistència Sanitària Col·legial,dent,dentista,Serveis tècnics i professionals,"(41.608977, 2.286135)"
101968,2017,Layon,rest,restaurant,"Lleure, cultura i esport","(41.609039, 2.285939)"
101967,2017,Due Perruquers,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.608514, 2.28618)"
101965,2017,Kastelos Estilistes,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.606044, 2.285778)"
101964,2017,Generali Assegurances,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.605465, 2.285792)"
101963,2017,Matalasseria Nou Estil Descans,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.607559, 2.287058)"
101960,2017,Jade,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements","(41.607296, 2.286939)"
101955,2017,Marta Drago,moda,roba i complements,Roba i calçat,"(41.605255, 2.288073)"
101954,2017,Perarnau,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements","(41.606326, 2.290382)"
101953,2017,Armeria J. Mas,ardep,articles esportius,"Lleure, cultura i esport","(41.610458, 2.287281)"
101951,2017,CAFE GRANOLLERS,bar,bar,"Lleure, cultura i esport","(41.610468, 2.287194)"
101950,2017,La Magrana,rest,restaurant,"Lleure, cultura i esport","(41.609909, 2.289414)"
101949,2017,Torres,forn,forn de pa,Alimentació,"(41.607789, 2.287799)"
101948,2017,Posta 36,rest,restaurant,"Lleure, cultura i esport","(41.609956, 2.289431)"
101945,2017,Carnisseries Font,carn,carnisseria,Alimentació,"(41.608545, 2.287079)"
101943,2017,Copi Parc 1,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,"(41.60613, 2.290376)"
101942,2017,RACC,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.606118, 2.290377)"
101941,2017,Detalls De Granollers,rega,regals i souvenirs,"Decoració de la llar, mobiliari i regal","(41.606187, 2.290162)"
101940,2017,Caja Madrid,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.604003, 2.290312)"
101939,2017,Dolce Vita,bar,bar,"Lleure, cultura i esport","(41.610376, 2.283628)"
101938,2017,Mat-Lab,foto,fotografia,Serveis tècnics i professionals,"(41.604348, 2.283106)"
101937,2017,Bar Graper,bar,bar,"Lleure, cultura i esport","(41.603937, 2.283048)"
101935,2017,Tabacs,estanc,estanc,"Lleure, cultura i esport","(41.603646, 2.283025)"
101934,2017,Lava Rapid,tint,tintoreria i bugaderia,Roba i calçat,"(41.604427, 2.290328)"
101933,2017,Forn I Pastisseria Sant Jordi,forn,forn de pa,Alimentació,"(41.605132, 2.290368)"
101932,2017,Flors Naturals - Plantes Soriano,flor,floristeria,"Perfumeria, perruqueria i complements","(41.605231, 2.290357)"
101930,2017,Drim,infant,infants roba i joguines,Roba i calçat,"(41.605316, 2.290347)"
101929,2017,Casa Viva,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.60553, 2.290363)"
101928,2017,DRAGON ROJO,bar,bar,"Lleure, cultura i esport","(41.602534, 2.282417)"
101925,2017,Parc Estudi,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.606075, 2.290125)"
101923,2017,Buscas Piso,inmo,agència inmobiliària,Serveis tècnics i professionals,"(41.603192, 2.288298)"
101917,2017,Rentat En Sec,tint,tintoreria i bugaderia,Roba i calçat,"(41.602693, 2.287632)"
101910,2017,Peluquería,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.606362, 2.282968)"
101909,2017,SANTI MARTINEZ,audiov,audio i video,Serveis tècnics i professionals,"(41.608536, 2.285634)"
101906,2017,Badia I Associats,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.605695, 2.288748)"
101904,2017,Clàssic Cafè,cafe,cafeteria,"Lleure, cultura i esport","(41.605821, 2.288766)"
101900,2017,Condis,ccom,supermercat,Alimentació,"(41.613415, 2.282636)"
101897,2017,Santamaria,elect,electrodomèstics,"Decoració de la llar, mobiliari i regal","(41.612694, 2.282502)"
101896,2017,Manipulats Del Paper,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,"(41.612783, 2.282545)"
101895,2017,Dalmata,masco,mascotes,"Lleure, cultura i esport","(41.613669, 2.282983)"
101893,2017,"BELLAVISTA LEGAL,S.L.",ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.60844, 2.285606)"
101890,2017,Gibert Samon,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.603571, 2.289574)"
101885,2017,SAT Granollers,colma,queviures al detall,Alimentació,"(41.607863, 2.285551)"
101883,2017,El Glop,bar,bar,"Lleure, cultura i esport","(41.608935, 2.285586)"
101880,2017,Carniceria Lauri,carn,carnisseria,Alimentació,"(41.605436, 2.283199)"
101879,2017,La Fusta,bar,bar,"Lleure, cultura i esport","(41.605382, 2.283202)"
101878,2017,Pollería R. Brunat,avir,aviram,Alimentació,"(41.605554, 2.283198)"
101874,2017,"Ciments Granollers, S. A.",constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.610619, 2.285014)"
101871,2017,Peixos Paquita J. Comas,peix,peix i marisc,Alimentació,"(41.605489, 2.283201)"
101869,2017,"Vila Impressor, S.L.",pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,"(41.605684, 2.290182)"
101868,2017,Nova Perruquers,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.607678, 2.28428)"
101867,2017,Tallers Robert Panades,maqui,maquinària,Serveis tècnics i professionals,"(41.607695, 2.284375)"
101863,2017,Odet,moda,roba i complements,Roba i calçat,"(41.607644, 2.288095)"
101860,2017,Ibercaja,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.605123, 2.291939)"
101859,2017,Charanga,infant,infants roba i joguines,Roba i calçat,"(41.608723, 2.286749)"
101858,2017,Carles,moda,roba i complements,Roba i calçat,"(41.608695, 2.286263)"
101857,2017,Fotoprix,foto,fotografia,Serveis tècnics i professionals,"(41.607841, 2.288989)"
101856,2017,Viena,rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.607885, 2.288999)"
101855,2017,Garcia Cuevas,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements","(41.608783, 2.28632)"
101854,2017,Textura Interiors,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.607929, 2.289007)"
101853,2017,Eurofirms,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.605855, 2.291376)"
101458,2017,Centre Odontològic Integral,dent,dentista,Serveis tècnics i professionals,"(41.601307, 2.287562)"
101455,2017,Perruqueria Diferent,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.599534, 2.287181)"
101454,2017,Bar Poniente,bar,bar,"Lleure, cultura i esport","(41.612598, 2.286928)"
101453,2017,Ferreteria Quintana,ferret,ferreteria,"Decoració de la llar, mobiliari i regal","(41.600742, 2.287433)"
101452,2017,Forn L'Obrador,forn,forn de pa,Alimentació,"(41.620841, 2.292771)"
101450,2017,Vicenç Baeza,maqui,maquinària,Serveis tècnics i professionals,"(41.612187, 2.286728)"
101449,2017,PARKING TEATRE AUDITORI,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.611074, 2.285563)"
101448,2017,Papereria Llibreria Buñuel,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,"(41.600571, 2.287387)"
101447,2017,El Sol,rest,restaurant,"Lleure, cultura i esport","(41.61497, 2.292138)"
101444,2017,MGO Centre De Prevenció,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.611131, 2.286255)"
101443,2017,Fruites I Verdures,fruit,fruites i verdures,Alimentació,"(41.615972, 2.292424)"
101439,2017,Ferreteria Sirvent,ferret,ferreteria,"Decoració de la llar, mobiliari i regal","(41.612497, 2.289969)"
101438,2017,Arcobaleno,rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.612389, 2.289944)"
101437,2017,Arcopiel,moda,roba i complements,Roba i calçat,"(41.615537, 2.294889)"
101429,2017,Intersport Carpi,ardep,articles esportius,"Lleure, cultura i esport","(41.609903, 2.289202)"
101427,2017,Xavier Meneses Perruquers,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.615164, 2.291796)"
101426,2017,Taller De Reparacions De L'Automòbil,tall,taller mecànic,Serveis a vehicles,"(41.613849, 2.286726)"
101425,2017,Multiprecio Ibañez,basar,basar,"Decoració de la llar, mobiliari i regal","(41.613797, 2.286706)"
101424,2017,Floristeria Bonsai,flor,floristeria,"Perfumeria, perruqueria i complements","(41.613529, 2.286595)"
101423,2017,Talleres Edauto,tall,taller mecànic,Serveis a vehicles,"(41.620481, 2.292645)"
101419,2017,Pere,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.61157, 2.289685)"
101418,2017,Naguabo Restaurant,rest,restaurant,"Lleure, cultura i esport","(41.609846, 2.289193)"
101416,2017,Quico Ventura,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.602315, 2.287788)"
101415,2017,Jordi Dalmau,moda,roba i complements,Roba i calçat,"(41.613579, 2.287133)"
101414,2017,CatalunyaCaixa,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.615006, 2.290964)"
101413,2017,Gràfiques Garrell,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,"(41.616223, 2.291115)"
101410,2017,Afiec,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.613735, 2.290115)"
101408,2017,El Petit Recó,rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.61659, 2.292608)"
101405,2017,Talleres Lavi,tall,taller mecànic,Serveis a vehicles,"(41.616684, 2.29222)"
101404,2017,Jano,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.613987, 2.286881)"
101402,2017,CatalunyaCaixa,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.599013, 2.287117)"
101401,2017,Loteria,lote,loteries i apostes,"Lleure, cultura i esport","(41.61622, 2.291643)"
101400,2017,Autoescola Granollers,auto,autoescola,Serveis tècnics i professionals,"(41.615804, 2.290984)"
101399,2017,Principal,disco,bar musical,"Lleure, cultura i esport","(41.599179, 2.28716)"
101398,2017,BAR SERRANO,bar,bar,"Lleure, cultura i esport","(41.612776, 2.286235)"
101396,2017,Sebas & Co.,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.618533, 2.293205)"
101395,2017,Xino Xano,bar,bar,"Lleure, cultura i esport","(41.612362, 2.286021)"
101393,2017,Mapfre,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.599473, 2.287163)"
101391,2017,Locutorio Yarmane,locu,locutori,Serveis tècnics i professionals,"(41.616444, 2.292018)"
101389,2017,Camps Joiers,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements","(41.606158, 2.283266)"
101388,2017,Nati Vázquez Perruquers,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.619737, 2.293627)"
101387,2017,Farmàcia Pardo,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,"(41.619693, 2.29361)"
101386,2017,Gesquatre Assessors S. L.,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.59926, 2.28768)"
101385,2017,Farmàcia Olivet,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,"(41.603476, 2.283017)"
101384,2017,Assessoria Jurídica,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.619456, 2.292981)"
101379,2017,Flors Adelina,flor,floristeria,"Perfumeria, perruqueria i complements","(41.609101, 2.283802)"
101377,2017,Consulta Veterinària Salvador Girbau,vete,veterinaris,Serveis tècnics i professionals,"(41.618075, 2.291701)"
101376,2017,Carniceria Omar,carn,carnisseria,Alimentació,"(41.599765, 2.288416)"
101375,2017,Bar Valeno II,bar,bar,"Lleure, cultura i esport","(41.613901, 2.288923)"
101374,2017,Puls 2000,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,"(41.609182, 2.283888)"
101372,2017,Bifàsic,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.619825, 2.29244)"
101370,2017,Ca L'Illa,masco,mascotes,"Lleure, cultura i esport","(41.618169, 2.291727)"
101368,2017,Las Tapas,bar,bar,"Lleure, cultura i esport","(41.599337, 2.28896)"
101365,2017,Bar Rueda,bar,bar,"Lleure, cultura i esport","(41.598577, 2.288997)"
101362,2017,Jano II,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.597569, 2.289598)"
101361,2017,Elvira.Gil,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.597915, 2.288884)"
101360,2017,GRAN TRES DELICIAS,rest,restaurant,"Lleure, cultura i esport","(41.597667, 2.288842)"
101359,2017,Pilar,merce,merceria i llenceria,"Perfumeria, perruqueria i complements","(41.609994, 2.284565)"
101358,2017,Roig Mobel,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.609775, 2.284806)"
101353,2017,Assegurances Corp,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.609382, 2.285297)"
101352,2017,Restaurante Chino Tres Delicias,rest,restaurant,"Lleure, cultura i esport","(41.597641, 2.289036)"
101349,2017,"Copisteria Tècnica ""Plànols"" S. L.""",pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,"(41.597281, 2.289507)"
101348,2017,3P Mobel,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.609064, 2.285607)"
101347,2017,Canada House,infant,infants roba i joguines,Roba i calçat,"(41.60922, 2.285218)"
101346,2017,La Botiga Del Rec,basar,basar,"Decoració de la llar, mobiliari i regal","(41.609161, 2.285249)"
101345,2017,Perruqueria Rosalia,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.61856, 2.292922)"
101343,2017,ANTONIA PEREZ RODRIGUEZ,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.61901, 2.293048)"
101341,2017,Carbó S. L.,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,"(41.597335, 2.288979)"
101335,2017,Triunf,ardep,articles esportius,"Lleure, cultura i esport","(41.609287, 2.284264)"
101330,2017,Telepizza,rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.609007, 2.284613)"
101329,2017,Fagor,elect,electrodomèstics,"Decoració de la llar, mobiliari i regal","(41.59701, 2.289936)"
