Data Inici,Data Final,President,Assumpte públic
12/09/2017 12:00:00 PM,12/09/2017 01:00:00 PM,Josep Mayoral Antigas,Inauguració del grau en Enginyeria de l’Automoció de Catalunya
12/09/2017 11:00:00 AM,12/09/2017 11:30:00 AM,Josep Mayoral Antigas,Amata Sow
12/09/2017 10:00:00 AM,12/09/2017 11:00:00 AM,Josep Mayoral Antigas,Federació Catalana d'Handbol
12/09/2017 09:30:00 AM,12/09/2017 10:00:00 AM,Josep Mayoral Antigas,Gerència
12/09/2017 08:30:00 AM,12/09/2017 09:30:00 AM,Josep Mayoral Antigas,Direcció serveis jurídics
11/09/2017 05:30:00 PM,11/09/2017 06:30:00 PM,Josep Mayoral Antigas,Homenatge a la gent gran AV. barri de l'Hostal
11/09/2017 11:00:00 AM,11/09/2017 12:00:00 PM,Josep Mayoral Antigas,Ofrena floral - acte oficial de la Diada
11/09/2017 10:30:00 AM,11/09/2017 11:00:00 AM,Josep Mayoral Antigas,Ofrena floral del PSC al monument de Rafael Casanova
10/09/2017 08:30:00 PM,10/09/2017 09:30:00 PM,Josep Mayoral Antigas,actes i pa amb tomàquet de la Diada
10/09/2017 02:00:00 PM,10/09/2017 03:00:00 PM,Josep Mayoral Antigas,Paella Popular AV. Lledoner
09/09/2017 09:00:00 PM,09/09/2017 10:00:00 PM,Josep Mayoral Antigas,Projecció de la pel·lícula Pàtria
09/09/2017 07:30:00 PM,09/09/2017 08:30:00 PM,Josep Mayoral Antigas,BMGranollers - H.Canyamelar València 
09/09/2017 12:30:00 PM,09/09/2017 01:30:00 PM,Josep Mayoral Antigas,Pica-pica AV. Barri Can Mònic
08/09/2017 09:00:00 AM,08/09/2017 10:00:00 AM,Josep Mayoral Antigas,President CNG
07/09/2017 08:00:00 PM,07/09/2017 09:00:00 PM,Josep Mayoral Antigas,Festa de l'Esport del Casino - Presentació equips
07/09/2017 06:30:00 PM,07/09/2017 07:30:00 PM,Josep Mayoral Antigas,Director General d'Urbanisme
07/09/2017 04:30:00 PM,07/09/2017 05:30:00 PM,Josep Mayoral Antigas,Recepció Mag Marín
07/09/2017 10:00:00 AM,07/09/2017 11:00:00 AM,Josep Mayoral Antigas,Director d'El 9 Nou
06/09/2017 08:30:00 PM,06/09/2017 09:30:00 PM,Josep Mayoral Antigas,Inici Lliga Asobal d'Handbol: BMG-BM Logroño La Rioja 
06/09/2017 01:00:00 PM,06/09/2017 02:00:00 PM,Josep Mayoral Antigas,Lliçó Inaugural i benvinguda al nou curs escolar 17-18
06/09/2017 11:00:00 AM,06/09/2017 12:00:00 PM,Josep Mayoral Antigas,Gerent de l'HGG
06/09/2017 10:00:00 AM,06/09/2017 11:00:00 AM,Josep Mayoral Antigas,Cap de l'Àrea de Serveis a la Persona
06/09/2017 09:00:00 AM,06/09/2017 10:00:00 AM,Josep Mayoral Antigas,Primera Tinent d'Alcalde
05/09/2017 08:00:00 PM,05/09/2017 09:00:00 PM,Josep Mayoral Antigas,Recepció dels medallistes dels Campionats d'Espanya i internacionals de la temporada 2016-2017 del Club Natació Granollers
05/09/2017 06:00:00 PM,05/09/2017 07:00:00 PM,Josep Mayoral Antigas,Grup Municipal Socialista
05/09/2017 05:15:00 PM,05/09/2017 06:15:00 PM,Josep Mayoral Antigas,Equip de Govern
05/09/2017 05:00:00 PM,05/09/2017 06:00:00 PM,Josep Mayoral Antigas,Junta de Govern Local
05/09/2017 02:00:00 PM,05/09/2017 03:00:00 PM,Josep Mayoral Antigas,Cap de l'Àrea Econòmica
05/09/2017 11:00:00 AM,05/09/2017 12:00:00 PM,Josep Mayoral Antigas,Coordinació política
05/09/2017 10:00:00 AM,05/09/2017 11:00:00 AM,Josep Mayoral Antigas,Regidor d'Obres i Projectes i Medi Ambient
05/09/2017 09:30:00 AM,05/09/2017 10:30:00 AM,Josep Mayoral Antigas,Gerència
04/09/2017 02:30:00 PM,04/09/2017 03:30:00 PM,Josep Mayoral Antigas,Secretaria General
04/09/2017 01:00:00 PM,04/09/2017 02:00:00 PM,Josep Mayoral Antigas,Cap de la policia local
02/09/2017 01:45:00 PM,02/09/2017 02:45:00 PM,Josep Mayoral Antigas,Recepció de la colla gegantera convidada
31/08/2017 09:00:00 AM,31/08/2017 10:00:00 AM,Josep Mayoral Antigas,Visita de l'Agència Tributària Territorial
30/08/2017 09:00:00 PM,30/08/2017 10:00:00 PM,Josep Mayoral Antigas,"XXVIII Torneig Ciutat de Granollers"": Fraikin BMGranollers - Cavigal Nice Handball"
30/08/2017 10:00:00 AM,30/08/2017 11:00:00 AM,Josep Mayoral Antigas,Gerència
30/08/2017 09:00:00 AM,30/08/2017 10:00:00 AM,Josep Mayoral Antigas,Banc dels aliments
29/08/2017 08:30:00 PM,29/08/2017 09:30:00 PM,Josep Mayoral Antigas,Entrevista en directe VOTV 
29/08/2017 08:00:00 PM,29/08/2017 09:00:00 PM,Josep Mayoral Antigas,"Inauguració exposició ""J'accepte la grande aventure d'être moi"" d'homenatge a Simone de Beauvoir"
29/08/2017 05:15:00 PM,29/08/2017 06:15:00 PM,Josep Mayoral Antigas,Equip de govern
29/08/2017 05:00:00 PM,29/08/2017 06:00:00 PM,Josep Mayoral Antigas,Junta de Govern Local
29/08/2017 12:00:00 PM,29/08/2017 01:00:00 PM,Josep Mayoral Antigas,Sebas Blazquez - De cara a la Pared
29/08/2017 11:00:00 AM,29/08/2017 12:00:00 PM,Josep Mayoral Antigas,Serveis
29/08/2017 10:00:00 AM,29/08/2017 11:00:00 AM,Josep Mayoral Antigas,Cap de l'Àrea de Projectes Estratègics
29/08/2017 08:30:00 AM,29/08/2017 09:30:00 AM,Josep Mayoral Antigas,Direcció de serveis jurídics
28/08/2017 01:00:00 PM,28/08/2017 02:00:00 PM,Josep Mayoral Antigas,Direcció de Biblioteques
28/08/2017 12:00:00 PM,28/08/2017 01:00:00 PM,Josep Mayoral Antigas,Direcció de Llevant Teatre 
27/08/2017 06:00:00 PM,27/08/2017 07:00:00 PM,Josep Mayoral Antigas,Recepció relator FM
27/08/2017 01:00:00 PM,27/08/2017 02:00:00 PM,Josep Mayoral Antigas,Trobada jurat FM
26/08/2017 09:00:00 AM,26/08/2017 10:00:00 AM,Josep Mayoral Antigas,Festa Major 2017
25/08/2017 07:00:00 PM,25/08/2017 08:00:00 PM,Josep Mayoral Antigas,"Inauguració exposició ""Personatges de la Festa Major"" de Francesc Payas"
25/08/2017 01:00:00 PM,25/08/2017 02:00:00 PM,Josep Mayoral Antigas,Seguretat de la Festa Major
25/08/2017 12:00:00 PM,25/08/2017 01:00:00 PM,Josep Mayoral Antigas,Visita Parc del Lledoner
25/08/2017 11:30:00 AM,25/08/2017 12:00:00 PM,Josep Mayoral Antigas,Visita carrer Joan Fuster
25/08/2017 09:00:00 AM,25/08/2017 10:30:00 AM,Josep Mayoral Antigas,Visita d'obres
09/08/2017 07:00:00 PM,09/08/2017 09:00:00 PM,Josep Mayoral Antigas,Comitè de redacció de la declaració final de la Conferència
09/08/2017 06:00:00 PM,09/08/2017 07:00:00 PM,Josep Mayoral Antigas,Comissió Alcaldes x la Pau d'Europa
09/08/2017 10:30:00 AM,09/08/2017 11:30:00 AM,Josep Mayoral Antigas,Cerimònia commemoració bombardeig atòmic Nagasaki
07/08/2017 06:00:00 PM,07/08/2017 07:00:00 PM,Josep Mayoral Antigas,Recepció oficial Conferència General Alcaldes x la Pau
07/08/2017 04:00:00 PM,07/08/2017 06:00:00 PM,Josep Mayoral Antigas,Visita al Parc de la Pau i Museu Bomba atòmica i testimoni Hibakusha
06/08/2017 06:00:00 PM,06/08/2017 09:00:00 PM,Josep Mayoral Antigas,Commemoració ciutadana Bombardeig Atòmic HIroshima
06/08/2017 12:00:00 PM,06/08/2017 01:00:00 PM,Josep Mayoral Antigas,Recepció oficial ciutats membres Alcaldes x la Pau
06/08/2017 11:00:00 AM,06/08/2017 12:00:00 PM,Josep Mayoral Antigas,Trobada amb Roger Pallares
06/08/2017 10:00:00 AM,06/08/2017 11:00:00 AM,Josep Mayoral Antigas,Visita oficial Museu Memorial de la Pau
06/08/2017 08:00:00 AM,06/08/2017 10:00:00 AM,Josep Mayoral Antigas,Cerimonia memorial bombardeig atòmic d'Hiroshima
25/07/2017 07:30:00 PM,25/07/2017 08:30:00 PM,Josep Mayoral Antigas,Ple ordinari 
25/07/2017 07:00:00 PM,25/07/2017 07:30:00 PM,Josep Mayoral Antigas,Junta de Portaveus Prèvia al Ple
25/07/2017 05:15:00 PM,25/07/2017 07:00:00 PM,Josep Mayoral Antigas,Equip de Govern
25/07/2017 05:00:00 PM,25/07/2017 05:15:00 PM,Josep Mayoral Antigas,Junta de Govern Local
25/07/2017 12:00:00 PM,25/07/2017 01:00:00 PM,Josep Mayoral Antigas,Acte de commemoració dels 30 anys del CAR en el marc dels 25 anys del JJOO BCN92
25/07/2017 10:00:00 AM,25/07/2017 11:00:00 AM,Josep Mayoral Antigas,Regidor d'obres i Projectes i Medi Ambient
25/07/2017 09:30:00 AM,25/07/2017 10:00:00 AM,Josep Mayoral Antigas,Gerència
25/07/2017 08:30:00 AM,25/07/2017 09:30:00 AM,Josep Mayoral Antigas,Direcció serveis jurídics
24/07/2017 02:00:00 PM,24/07/2017 03:00:00 PM,Josep Mayoral Antigas,Benito Menni
24/07/2017 01:00:00 PM,24/07/2017 02:00:00 PM,Josep Mayoral Antigas,Cap de l'Àrea Econòmica
24/07/2017 12:00:00 PM,24/07/2017 01:00:00 PM,Josep Mayoral Antigas,Turisme i Fires
24/07/2017 09:30:00 AM,24/07/2017 10:30:00 AM,Josep Mayoral Antigas,Acord enllaços C17
22/07/2017 09:00:00 PM,22/07/2017 10:00:00 PM,Josep Mayoral Antigas,Sopar de germanor Festes barri AV. Lledoner
22/07/2017 12:00:00 PM,22/07/2017 01:00:00 PM,Josep Mayoral Antigas,Vermut solidari de les entitats de Canovelles
21/07/2017 09:00:00 PM,21/07/2017 10:00:00 PM,Josep Mayoral Antigas,Sopars de Jazz a la Fresca 25 anys - Nuria Tomas & Marti Ventura
21/07/2017 08:00:00 PM,21/07/2017 09:00:00 PM,Josep Mayoral Antigas,Pregó de la FM de Canovelles - Jessica Bonilla
21/07/2017 07:00:00 PM,21/07/2017 08:00:00 PM,Josep Mayoral Antigas,Casament
21/07/2017 06:00:00 PM,21/07/2017 07:00:00 PM,Josep Mayoral Antigas,Casament
21/07/2017 05:00:00 PM,21/07/2017 06:00:00 PM,Josep Mayoral Antigas,Casament
21/07/2017 12:00:00 PM,21/07/2017 02:00:00 PM,Josep Mayoral Antigas,Marta Subirà
21/07/2017 09:30:00 AM,21/07/2017 11:00:00 AM,Josep Mayoral Antigas,Visita MNAC
20/07/2017 08:00:00 PM,20/07/2017 09:00:00 PM,Josep Mayoral Antigas,Presentació de programació de la FM 
20/07/2017 07:00:00 PM,20/07/2017 08:00:00 PM,Josep Mayoral Antigas,Trobada patrocinadors FM
20/07/2017 06:00:00 PM,20/07/2017 07:00:00 PM,Josep Mayoral Antigas,Recepció campions espanya d'Esgrima
20/07/2017 02:00:00 PM,20/07/2017 02:15:00 PM,Josep Mayoral Antigas,Entrevista VOTV
20/07/2017 01:00:00 PM,20/07/2017 02:00:00 PM,Josep Mayoral Antigas,Presentació convocatòria projectes expositius per l'Espai d'Arts
20/07/2017 12:00:00 PM,20/07/2017 01:00:00 PM,Josep Mayoral Antigas,Regidora d'Urbanisme
20/07/2017 11:00:00 AM,20/07/2017 12:00:00 PM,Josep Mayoral Antigas,Comissió de Civisme
20/07/2017 09:00:00 AM,20/07/2017 11:00:00 AM,Josep Mayoral Antigas,Àrea de serveis a les persones
19/07/2017 08:00:00 PM,19/07/2017 09:00:00 PM,Josep Mayoral Antigas,Inauguració exposició i lliurament premis XIX Ral·li fotogràfic
19/07/2017 07:00:00 PM,19/07/2017 08:00:00 PM,Josep Mayoral Antigas,Junta Portaveus
19/07/2017 11:00:00 AM,19/07/2017 02:00:00 PM,Josep Mayoral Antigas,Impuls relació Alcaldes x la Pau AIPAZ i FEMP
18/07/2017 05:16:00 PM,18/07/2017 06:16:00 PM,Josep Mayoral Antigas,Equip de govern
18/07/2017 05:00:00 PM,18/07/2017 05:15:00 PM,Josep Mayoral Antigas,Junta de Govern Local
18/07/2017 04:30:00 PM,18/07/2017 05:00:00 PM,Josep Mayoral Antigas,Secretaria General
18/07/2017 03:00:00 PM,18/07/2017 04:00:00 PM,Josep Mayoral Antigas,Saludar Ressò - dinar d'estiu
18/07/2017 12:00:00 PM,18/07/2017 02:00:00 PM,Josep Mayoral Antigas,Taula d'alcaldes presentació estudi internacionalització
18/07/2017 09:30:00 AM,18/07/2017 10:00:00 AM,Josep Mayoral Antigas,Gerència
18/07/2017 08:30:00 AM,18/07/2017 09:30:00 AM,Josep Mayoral Antigas,Direcció de Serveis Jurídics
17/07/2017 08:00:00 AM,17/07/2017 05:00:00 PM,Josep Mayoral Antigas,Grup Municipal Socialista
16/07/2017 07:30:00 PM,16/07/2017 08:30:00 PM,Josep Mayoral Antigas,Lliurament de medalles Campionat d'Espanya aleví de Sincronitzada
16/07/2017 12:30:00 PM,16/07/2017 01:30:00 PM,Josep Mayoral Antigas,Seguiment jornada lliurament de documentació per les eleccions senegaleses del 30 de juliol
15/07/2017 10:00:00 PM,15/07/2017 11:00:00 PM,Josep Mayoral Antigas,Festes Can Gili
15/07/2017 08:30:00 PM,15/07/2017 09:30:00 PM,Josep Mayoral Antigas,Mostra de la Cervesa Artesana del VO
15/07/2017 08:30:00 PM,15/07/2017 09:30:00 PM,Josep Mayoral Antigas,Treansa. Mostra de cinc grups de joves de dansa
15/07/2017 07:30:00 PM,15/07/2017 08:30:00 PM,Josep Mayoral Antigas,Lliurament medalles figures. Campionat d'Espanya aleví de Sincronitzada
15/07/2017 07:30:00 PM,15/07/2017 08:00:00 PM,Josep Mayoral Antigas,Festa Major d'El Xiprer - Sopar de Gala
15/07/2017 05:00:00 PM,15/07/2017 06:00:00 PM,Josep Mayoral Antigas,Seguiment jornada lliurament de documentació per les eleccions senegaleses del 30 de juliol
14/07/2017 07:00:00 PM,14/07/2017 08:00:00 PM,Josep Mayoral Antigas,Casament
14/07/2017 06:00:00 PM,14/07/2017 07:00:00 PM,Josep Mayoral Antigas,Casament
14/07/2017 05:00:00 PM,14/07/2017 06:00:00 PM,Josep Mayoral Antigas,Casament
14/07/2017 04:00:00 PM,14/07/2017 05:00:00 PM,Josep Mayoral Antigas,Casament
14/07/2017 01:30:00 PM,14/07/2017 02:30:00 PM,Josep Mayoral Antigas,Entrevista per al Reportatge El 9 Nou 25 anys Jocs Olímpics
14/07/2017 12:00:00 PM,14/07/2017 01:00:00 PM,Josep Mayoral Antigas,Coordinació política
13/07/2017 08:00:00 PM,13/07/2017 09:00:00 PM,Josep Mayoral Antigas,Recepció Angels Noell
13/07/2017 01:00:00 PM,13/07/2017 02:00:00 PM,Josep Mayoral Antigas,Signaturaacceptació subvenció Programa de Crèdit Local de la DiBa
13/07/2017 12:00:00 PM,13/07/2017 01:00:00 PM,Josep Mayoral Antigas,Sessió de reflexió sobre les experiències dels convenis de supervisió amb el Síndic
13/07/2017 09:00:00 AM,13/07/2017 10:00:00 AM,Josep Mayoral Antigas,Visita casals d'estiu
12/07/2017 09:30:00 PM,12/07/2017 11:00:00 PM,Josep Mayoral Antigas,"Miramecres - Marquès -VIdal ""GranoJazz Quartet"""
12/07/2017 08:00:00 PM,12/07/2017 09:00:00 PM,Josep Mayoral Antigas,"Presentació premi generalitat campanya ""jo t'estimo +"""
12/07/2017 05:00:00 PM,12/07/2017 06:00:00 PM,Josep Mayoral Antigas,Representant Granollers Conf. Internacional de Joves x la Pau a Hiroshima
12/07/2017 01:00:00 PM,12/07/2017 02:00:00 PM,Josep Mayoral Antigas,Ocupacions habitatge
12/07/2017 12:00:00 PM,12/07/2017 01:00:00 PM,Josep Mayoral Antigas,La Mitja
12/07/2017 11:00:00 AM,12/07/2017 12:00:00 PM,Josep Mayoral Antigas,Directora Escola Granollers
12/07/2017 10:00:00 AM,12/07/2017 11:00:00 AM,Josep Mayoral Antigas,Primera Tinent d'Alcalde
12/07/2017 08:30:00 AM,12/07/2017 09:30:00 AM,Josep Mayoral Antigas,visita empresa
11/07/2017 06:30:00 PM,11/07/2017 08:00:00 PM,Josep Mayoral Antigas,Curs d'estiu sobre la UE. Conferència: Construir Europa des de la Proximitat
11/07/2017 05:00:00 PM,11/07/2017 06:00:00 PM,Josep Mayoral Antigas,Junta de Govern Local
11/07/2017 02:30:00 PM,11/07/2017 03:00:00 PM,Josep Mayoral Antigas,Gerència
11/07/2017 02:00:00 PM,11/07/2017 03:00:00 PM,Josep Mayoral Antigas,Secretaria General
11/07/2017 01:00:00 PM,11/07/2017 02:00:00 PM,Josep Mayoral Antigas,Presentació àlbum de cromos de Granollers
11/07/2017 11:00:00 AM,11/07/2017 01:00:00 PM,Josep Mayoral Antigas,Àrea d'Acció comunitària 
11/07/2017 08:30:00 AM,11/07/2017 09:30:00 AM,Josep Mayoral Antigas,Direcció serveis jurídics
10/07/2017 07:00:00 PM,10/07/2017 08:00:00 PM,Josep Mayoral Antigas,Premis Nacionals a la Iniciativa Comercial i als Establiments Comercials Centenaris
10/07/2017 05:00:00 PM,10/07/2017 06:00:00 PM,Josep Mayoral Antigas,Executiva secció catalana d'alcalde x la Pau
10/07/2017 02:00:00 PM,10/07/2017 02:30:00 PM,Josep Mayoral Antigas,Cap de l'àrea Econòmica
10/07/2017 11:00:00 AM,10/07/2017 12:00:00 PM,Josep Mayoral Antigas,Campanya de civisme
10/07/2017 09:00:00 AM,10/07/2017 11:00:00 AM,Josep Mayoral Antigas,visita casals d'estiu esportius
09/07/2017 06:00:00 PM,09/07/2017 07:00:00 PM,Josep Mayoral Antigas,Campionat d'Espanya Júnior de Pista a l'Aire LLiure
09/07/2017 03:00:00 PM,09/07/2017 04:00:00 PM,Josep Mayoral Antigas,Festa 40è aniv. Penya Barcelonista de Granollers
09/07/2017 01:00:00 PM,09/07/2017 02:00:00 PM,Josep Mayoral Antigas,Festa del Barri del Congost. Vermut en honor del soci 
09/07/2017 12:00:00 PM,09/07/2017 12:30:00 PM,Josep Mayoral Antigas,Minut de Silenci 24 h motos
08/07/2017 11:30:00 PM,08/07/2017 11:50:00 PM,Josep Mayoral Antigas,Festa Major del Barri de Ponent. Ball
08/07/2017 11:00:00 PM,08/07/2017 11:45:00 PM,Josep Mayoral Antigas,Festa del Barri del Congost. Sopar de germanor “Caldereta” 
08/07/2017 09:45:00 PM,08/07/2017 10:45:00 PM,Josep Mayoral Antigas,68è aplec de la sardana 
08/07/2017 09:15:00 PM,08/07/2017 10:00:00 PM,Josep Mayoral Antigas,Festa del 20è. Aniversari l'Aire
08/07/2017 07:00:00 PM,08/07/2017 07:03:00 PM,Josep Mayoral Antigas,24h Motos 
08/07/2017 06:00:00 PM,08/07/2017 07:00:00 PM,Josep Mayoral Antigas,Casament
08/07/2017 05:30:00 PM,08/07/2017 06:30:00 PM,Josep Mayoral Antigas,Llotja del disseny
08/07/2017 12:00:00 PM,08/07/2017 01:00:00 PM,Josep Mayoral Antigas,Campionat d'Espanya Júnior de Pista a l'Aire LLiure
08/07/2017 10:30:00 AM,08/07/2017 11:30:00 AM,Josep Mayoral Antigas,Festa Major del Barri de Ponent. Pregó
07/07/2017 10:00:00 PM,07/07/2017 11:00:00 PM,Josep Mayoral Antigas,Musik N Viu
07/07/2017 09:30:00 PM,07/07/2017 11:30:00 PM,Josep Mayoral Antigas,Festa patronal Unió empresaris automoció
07/07/2017 09:15:00 PM,07/07/2017 10:15:00 PM,Josep Mayoral Antigas,Casament
07/07/2017 08:00:00 PM,07/07/2017 09:00:00 PM,Josep Mayoral Antigas,Casament
07/07/2017 06:00:00 PM,07/07/2017 07:00:00 PM,Josep Mayoral Antigas,Casament
07/07/2017 04:00:00 PM,07/07/2017 05:00:00 PM,Josep Mayoral Antigas,Casament
07/07/2017 09:30:00 AM,07/07/2017 12:30:00 PM,Josep Mayoral Antigas,visita casals d'estiu
07/07/2017 08:30:00 AM,07/07/2017 09:30:00 AM,Josep Mayoral Antigas,Visita d'obres
06/07/2017 07:00:00 PM,06/07/2017 08:00:00 PM,Josep Mayoral Antigas,"Obert per vacances. Dansa integrada ""sin-con-tacto"""
06/07/2017 07:00:00 PM,06/07/2017 07:05:00 PM,Josep Mayoral Antigas,3 min rebuig violència de gènere
06/07/2017 06:00:00 PM,06/07/2017 07:00:00 PM,Josep Mayoral Antigas,Milnotes
06/07/2017 05:00:00 PM,06/07/2017 06:00:00 PM,Josep Mayoral Antigas,Club BM. Granollers
06/07/2017 01:00:00 PM,06/07/2017 02:00:00 PM,Josep Mayoral Antigas,Presentació de la temporada 2017/18 del TAG i signatura de convenis amb patrocinadors
06/07/2017 12:00:00 PM,06/07/2017 01:00:00 PM,Josep Mayoral Antigas,Espartans Granollers
06/07/2017 09:00:00 AM,06/07/2017 10:00:00 AM,Josep Mayoral Antigas,Benvinguda XXVII Jornadas de Extranjería y Protección Internacional
05/07/2017 07:00:00 PM,05/07/2017 08:00:00 PM,Josep Mayoral Antigas,Regidora Silvia Rodriguez
05/07/2017 06:00:00 PM,05/07/2017 07:00:00 PM,Josep Mayoral Antigas,Nova junta CNG
05/07/2017 12:30:00 PM,05/07/2017 03:30:00 PM,Josep Mayoral Antigas,Consell d'alcaldes
05/07/2017 10:30:00 AM,05/07/2017 11:30:00 AM,Josep Mayoral Antigas,Cap de l'Àrea de Serveis a la Persona
05/07/2017 09:30:00 AM,05/07/2017 10:30:00 AM,Josep Mayoral Antigas,Benvinguda Universitat d'Estiu - Universitat Popular
05/07/2017 08:30:00 AM,05/07/2017 09:30:00 AM,Josep Mayoral Antigas,Intervenció
04/07/2017 07:30:00 PM,04/07/2017 08:30:00 PM,Josep Mayoral Antigas,"Presentació "" Records-I 1937-1944."" de Montserrat Ponsa"
04/07/2017 07:30:00 PM,04/07/2017 08:30:00 PM,Josep Mayoral Antigas,"Inauguració exposició de tapissos ""Fil al teler"" de Glòria Mogas"
04/07/2017 06:05:00 PM,04/07/2017 07:00:00 PM,Josep Mayoral Antigas,Grup Municipal Socialista
04/07/2017 05:20:00 PM,04/07/2017 06:00:00 PM,Josep Mayoral Antigas,Equip de Govern
04/07/2017 05:00:00 PM,04/07/2017 05:15:00 PM,Josep Mayoral Antigas,Junta de Govern Local
04/07/2017 01:00:00 PM,04/07/2017 02:00:00 PM,Josep Mayoral Antigas,Regidor d'Obres i Projectes 
04/07/2017 11:00:00 AM,04/07/2017 01:00:00 PM,Josep Mayoral Antigas,Àrea territorial 
04/07/2017 10:00:00 AM,04/07/2017 11:00:00 AM,Josep Mayoral Antigas,Regidor d'Esports
04/07/2017 08:30:00 AM,04/07/2017 09:30:00 AM,Josep Mayoral Antigas,Direcció de serveis jurídics
03/07/2017 08:00:00 PM,03/07/2017 09:00:00 PM,Josep Mayoral Antigas,Presentació del centre d'acollida per a persones refugiades
03/07/2017 06:00:00 PM,03/07/2017 07:00:00 PM,Josep Mayoral Antigas,Consell assessor i consultiu VOTV
03/07/2017 04:30:00 PM,03/07/2017 05:30:00 PM,Josep Mayoral Antigas,AMTU
03/07/2017 01:00:00 PM,03/07/2017 02:00:00 PM,Josep Mayoral Antigas,Prova bus elèctric
03/07/2017 12:00:00 PM,03/07/2017 01:00:00 PM,Josep Mayoral Antigas,Presentació 2a.mostra cervesa artesana
03/07/2017 09:00:00 AM,03/07/2017 09:30:00 AM,Josep Mayoral Antigas,Inici activitat Fes-te l'Estiu
02/07/2017 09:30:00 PM,02/07/2017 10:30:00 PM,Josep Mayoral Antigas,Finals Granollers Cup - Juvenil masculí 
02/07/2017 08:30:00 PM,02/07/2017 09:30:00 PM,Josep Mayoral Antigas,Finals Granollers Cup - Cadet Masculí
02/07/2017 07:00:00 PM,02/07/2017 08:00:00 PM,Josep Mayoral Antigas,Festes de Can Gili. Berenar de la Tercera Edat
02/07/2017 06:30:00 PM,02/07/2017 07:30:00 PM,Josep Mayoral Antigas,Finals Granollers Cup - Juvenil femení 
02/07/2017 05:30:00 PM,02/07/2017 06:30:00 PM,Josep Mayoral Antigas,Finals Granollers Cup - Aleví masculí
02/07/2017 11:00:00 AM,02/07/2017 12:30:00 PM,Josep Mayoral Antigas,Granollers Cup
02/07/2017 10:00:00 AM,02/07/2017 11:00:00 AM,Josep Mayoral Antigas,Festes de Can Gili. Missa Rociera
01/07/2017 11:00:00 PM,01/07/2017 11:30:00 PM,Josep Mayoral Antigas,Musik N Viu 
01/07/2017 10:30:00 PM,01/07/2017 11:30:00 PM,Josep Mayoral Antigas,Festa del Barri de les Tres Torres. Botifarrada i Pinxorrada
01/07/2017 10:00:00 PM,01/07/2017 10:30:00 PM,Josep Mayoral Antigas,Presentació equip de motos 24 hores Montmeló
01/07/2017 09:00:00 PM,01/07/2017 10:00:00 PM,Josep Mayoral Antigas,Obert x vacances. Concert amb Marquès NYC-Paris-BCN
01/07/2017 02:00:00 PM,01/07/2017 03:00:00 PM,Josep Mayoral Antigas,Casament
01/07/2017 01:00:00 PM,01/07/2017 02:00:00 PM,Josep Mayoral Antigas,Casament
01/07/2017 12:00:00 PM,01/07/2017 01:00:00 PM,Josep Mayoral Antigas,Casament
01/07/2017 11:00:00 AM,01/07/2017 12:00:00 PM,Josep Mayoral Antigas,Casament
30/06/2017 11:00:00 PM,30/06/2017 11:30:00 PM,Josep Mayoral Antigas,Festival Musik N Viu
30/06/2017 10:30:00 PM,30/06/2017 11:00:00 PM,Josep Mayoral Antigas,Salutació festa veïns carrer Josep Umbert 
30/06/2017 09:30:00 PM,30/06/2017 10:00:00 PM,Josep Mayoral Antigas,Festes de Can Gili
30/06/2017 08:00:00 PM,30/06/2017 09:00:00 PM,Josep Mayoral Antigas,Casament
30/06/2017 07:00:00 PM,30/06/2017 08:00:00 PM,Josep Mayoral Antigas,Casament
30/06/2017 06:00:00 PM,30/06/2017 07:00:00 PM,Josep Mayoral Antigas,Casament
30/06/2017 05:00:00 PM,30/06/2017 06:00:00 PM,Josep Mayoral Antigas,Casament
